GeographyCode,WP302EW0001,WP302EW0002,WP302EW0003,WP302EW0004,WP302EW0005,WP302EW0006
E33028928,208,131,67,8,2,0
E33028929,611,380,181,46,4,0
E33028930,1219,789,375,48,5,2
E33028931,387,237,133,12,4,1
E33028932,859,513,291,46,6,3
E33028933,457,293,149,13,2,0
E33028934,600,361,208,28,2,1
E33028935,977,620,306,38,7,6
E33028936,1113,695,373,42,3,0
E33028937,836,506,287,40,2,1
E33028938,237,145,74,13,2,3
E33028939,338,159,139,34,5,1
E33028940,938,506,343,73,12,4
E33028941,1400,841,492,58,6,3
E33028942,503,312,171,18,2,0
E33028943,2344,1435,779,109,16,5
E33028944,909,539,320,42,7,1
E33028945,1469,862,524,73,9,1
E33028946,512,314,171,23,4,0
E33028947,539,305,198,32,2,2
E33028948,1192,750,386,46,8,2
E33028949,503,306,172,23,2,0
E33028950,249,132,88,21,7,1
E33028951,1171,725,377,60,8,1
E33028952,746,482,234,28,0,2
E33028953,1919,1259,572,74,12,2
E33028954,471,264,176,26,5,0
E33028955,273,131,111,29,1,1
E33028956,2521,1518,868,119,14,2
E33028957,666,399,241,21,4,1
E33028958,302,164,114,19,4,1
E33028959,1020,603,373,38,5,1
E33028960,1058,466,480,98,13,1
E33028961,279,170,92,14,2,1
E33028962,963,572,348,39,3,1
E33028963,856,499,305,43,5,4
E33028964,1578,899,566,95,15,3
E33028965,972,592,326,44,8,2
E33028966,779,459,277,38,4,1
E33028967,403,243,137,20,2,1
E33028968,1169,667,435,57,8,2
E33028969,679,400,232,43,4,0
E33028970,1104,635,411,55,3,0
E33028971,729,412,280,36,1,0
E33028972,1245,813,394,33,3,2
E33028973,910,558,307,39,3,3
E33028974,1232,767,426,37,1,1
E33028975,1172,707,399,61,4,1
E33028976,350,192,132,24,1,1
E33028977,2455,1527,834,81,9,4
E33028978,529,304,190,27,6,2
E33028979,268,144,102,20,2,0
E33028980,672,400,233,29,8,2
E33028981,474,255,177,37,3,2
E33028982,1682,991,606,79,6,0
E33028983,1657,986,572,84,11,4
E33028984,339,200,115,21,3,0
E33028985,255,148,80,22,5,0
E33028986,250,125,100,21,4,0
E33028987,723,422,268,26,7,0
E33028988,1025,640,337,41,6,1
E33028989,254,132,98,20,3,1
E33028990,395,245,133,15,1,1
E33028991,1508,979,481,42,5,1
E33028992,343,213,109,19,2,0
E33028993,483,312,152,14,5,0
E33028994,435,264,141,28,1,1
E33028995,370,227,115,24,4,0
E33028996,3918,2347,1367,181,20,3
E33028997,1788,1047,647,78,14,2
E33028998,708,416,252,37,1,2
E33028999,1205,731,418,51,3,2
E33029000,432,258,155,15,3,1
E33029001,433,258,161,14,0,0
E33029002,1355,793,474,74,14,0
E33029003,1995,1191,693,94,15,2
E33029004,2607,1605,893,94,11,4
E33029005,708,417,263,24,3,1
E33029006,626,398,208,17,2,1
E33029007,1112,670,376,60,4,2
E33029008,564,325,212,24,2,1
E33029009,1000,492,416,79,10,3
E33029010,385,170,161,45,5,4
E33029011,638,292,271,61,12,2
E33029012,378,179,146,43,9,1
E33029013,230,103,93,29,5,0
E33029014,340,169,136,27,7,1
E33029015,652,330,252,60,8,2
E33029016,231,115,85,27,3,1
E33029017,344,149,148,41,6,0
E33029018,357,151,154,40,9,3
E33029019,428,191,177,56,3,1
E33029020,326,156,136,26,5,3
E33029021,271,155,95,20,1,0
E33029022,334,133,150,40,10,1
E33029023,1646,724,692,191,36,3
E33029024,4307,1730,1930,527,99,21
E33029025,494,210,223,48,11,2
E33029026,673,266,303,79,18,7
E33029027,1286,578,570,121,14,3
E33029028,234,106,107,18,3,0
E33029029,594,279,232,70,12,1
E33029030,690,289,329,54,17,1
E33029031,933,410,384,120,16,3
E33029032,2122,1041,882,173,20,6
E33029033,246,121,94,27,4,0
E33029034,362,183,146,28,5,0
E33029035,522,243,218,54,7,0
E33029036,1068,519,448,86,15,0
E33029037,1650,803,682,148,14,3
E33029038,680,367,266,41,5,1
E33029039,360,169,144,43,3,1
E33029040,313,156,127,25,5,0
E33029041,355,169,157,25,4,0
E33029042,232,84,117,27,4,0
E33029043,1253,662,464,108,16,3
E33029044,214,98,88,23,2,3
E33029045,367,171,145,39,11,1
E33029046,259,131,96,26,6,0
E33029047,238,126,95,15,2,0
E33029048,244,132,95,14,2,1
E33029049,366,150,167,41,8,0
E33029050,1401,820,483,76,19,3
E33029051,235,137,80,18,0,0
E33029052,301,168,110,19,4,0
E33029053,276,134,110,27,5,0
E33029054,337,174,124,32,7,0
E33029055,309,156,119,27,4,3
E33029056,404,195,159,45,5,0
E33029057,310,164,116,26,4,0
E33029058,349,182,133,26,7,1
E33029059,403,213,143,39,6,2
E33029060,852,451,323,64,8,6
E33029061,240,103,104,25,6,2
E33029062,238,134,86,16,2,0
E33029063,228,120,81,21,6,0
E33029064,1241,617,494,113,16,1
E33029065,204,100,90,12,1,1
E33029066,425,227,165,30,3,0
E33029067,727,382,264,69,10,2
E33029068,515,241,211,55,6,2
E33029069,358,191,137,27,3,0
E33029070,291,161,102,27,1,0
E33029071,360,172,140,37,11,0
E33029072,210,114,73,17,5,1
E33029073,497,342,136,16,2,1
E33029074,915,524,317,64,8,2
E33029075,568,294,218,45,8,3
E33029076,497,276,185,33,2,1
E33029077,294,157,105,28,3,1
E33029078,268,142,98,27,0,1
E33029079,543,243,244,46,9,1
E33029080,257,143,86,23,5,0
E33029081,249,115,110,17,6,1
E33029082,438,232,170,31,5,0
E33029083,2467,1341,906,190,29,1
E33029084,266,132,112,20,1,1
E33029085,459,249,168,34,4,4
E33029086,214,103,91,19,1,0
E33029087,227,117,92,16,2,0
E33029088,536,292,191,45,6,2
E33029089,294,147,120,21,2,4
E33029090,702,305,318,71,8,0
E33029091,397,164,188,35,9,1
E33029092,423,227,158,33,5,0
E33029093,231,122,88,18,3,0
E33029094,259,105,115,33,5,1
E33029095,925,424,409,85,6,1
E33029096,231,105,102,19,3,2
E33029097,282,129,120,30,2,1
E33029098,494,207,224,53,9,1
E33029099,439,227,162,41,8,1
E33029100,238,108,100,28,1,1
E33029101,242,120,100,21,1,0
E33029102,902,431,375,84,10,2
E33029103,299,139,130,23,5,2
E33029104,266,114,122,25,5,0
E33029105,661,313,261,78,7,2
E33029106,263,147,93,19,3,1
E33029107,619,278,271,63,2,5
E33029108,1460,705,603,129,19,4
E33029109,799,375,343,67,11,3
E33029110,252,108,111,29,4,0
E33029111,268,107,128,30,3,0
E33029112,720,367,277,65,10,1
E33029113,568,261,253,48,5,1
E33029114,536,233,241,50,12,0
E33029115,735,311,348,68,7,1
E33029116,405,189,174,35,5,2
E33029117,312,155,130,22,3,2
E33029118,661,320,265,62,13,1
E33029119,769,379,311,67,8,4
E33029120,811,403,334,60,10,4
E33029121,396,180,163,50,1,2
E33029122,223,102,96,21,2,2
E33029123,381,161,171,38,11,0
E33029124,288,120,138,28,1,1
E33029125,229,95,89,33,8,4
E33029126,638,296,270,60,8,4
E33029127,268,117,119,30,2,0
E33029128,693,316,287,81,6,3
E33029129,214,108,81,19,6,0
E33029130,366,183,142,38,2,1
E33029131,1847,897,782,137,28,3
E33029132,311,135,130,40,4,2
E33029133,160,77,57,23,1,2
E33029134,260,112,123,21,4,0
E33029135,1060,488,462,81,23,6
E33029136,353,173,145,28,6,1
E33029137,266,142,104,16,4,0
E33029138,724,324,308,79,12,1
E33029139,297,148,121,24,3,1
E33029140,211,107,90,14,0,0
E33029141,338,147,155,35,1,0
E33029142,202,83,91,25,2,1
E33029143,486,240,197,40,5,4
E33029144,743,365,310,56,12,0
E33029145,461,212,198,45,5,1
E33029146,816,365,361,75,12,3
E33029147,469,249,172,43,5,0
E33029148,341,151,147,40,3,0
E33029149,570,248,266,48,8,0
E33029150,301,158,107,33,3,0
E33029151,782,324,350,87,18,3
E33029152,336,151,148,27,8,2
E33029153,375,163,163,43,5,1
E33029154,460,253,168,34,4,1
E33029155,395,184,167,33,10,1
E33029156,349,162,158,25,4,0
E33029157,410,188,169,44,8,1
E33029158,396,149,201,41,5,0
E33029159,535,225,237,61,9,3
E33029160,867,469,328,58,5,7
E33029161,484,269,176,33,6,0
E33029162,505,243,207,45,8,2
E33029163,492,227,215,38,11,1
E33029164,639,229,315,81,9,5
E33029165,384,165,174,38,6,1
E33029166,629,321,241,61,4,2
E33029167,678,305,284,76,10,3
E33029168,165,77,69,18,1,0
E33029169,1019,419,474,107,17,2
E33029170,777,371,324,72,10,0
E33029171,751,380,309,56,5,1
E33029172,261,125,113,21,1,1
E33029173,379,149,188,36,6,0
E33029174,280,122,124,22,12,0
E33029175,647,349,241,50,5,2
E33029176,478,206,211,57,4,0
E33029177,309,178,105,22,3,1
E33029178,786,412,316,54,4,0
E33029179,771,373,308,78,8,4
E33029180,1778,984,681,98,12,3
E33029181,735,328,316,77,10,4
E33029182,752,398,295,48,8,3
E33029183,227,111,99,14,3,0
E33029184,496,248,200,37,10,1
E33029185,246,119,101,25,1,0
E33029186,1653,884,614,132,18,5
E33029187,349,193,125,29,2,0
E33029188,292,149,120,20,2,1
E33029189,424,232,150,39,3,0
E33029190,200,99,84,16,1,0
E33029191,287,139,107,32,8,1
E33029192,365,186,147,28,4,0
E33029193,305,188,100,15,1,1
E33029194,412,222,154,31,4,1
E33029195,1753,799,787,147,17,3
E33029196,522,177,270,64,10,1
E33029197,354,172,142,37,3,0
E33029198,1535,904,530,87,9,5
E33029199,1075,598,389,75,11,2
E33029200,1029,557,378,81,10,3
E33029201,801,389,342,63,6,1
E33029202,429,208,167,47,7,0
E33029203,424,197,180,43,4,0
E33029204,251,130,104,16,1,0
E33029205,737,360,307,62,7,1
E33029206,124,65,52,6,1,0
E33029207,234,110,103,17,3,1
E33029208,327,155,139,28,3,2
E33029209,394,208,150,31,4,1
E33029210,755,388,308,47,11,1
E33029211,277,134,118,19,4,2
E33029212,242,132,90,19,0,1
E33029213,374,150,180,33,9,2
E33029214,497,186,255,51,2,3
E33029215,298,147,122,24,5,0
E33029216,211,94,92,22,3,0
E33029217,680,272,320,80,8,0
E33029218,785,400,320,55,6,4
E33029219,642,296,269,65,9,3
E33029220,3012,1609,1158,221,21,3
E33029221,431,229,171,27,4,0
E33029222,229,111,86,30,2,0
E33029223,291,135,113,38,5,0
E33029224,239,130,91,17,1,0
E33029225,780,370,344,59,7,0
E33029226,225,100,99,25,1,0
E33029227,352,187,133,26,6,0
E33029228,667,323,268,68,8,0
E33029229,380,159,160,55,4,2
E33029230,420,178,188,48,5,1
E33029231,255,112,119,22,2,0
E33029232,340,168,139,27,5,1
E33029233,255,126,106,19,3,1
E33029234,454,215,188,43,8,0
E33029235,272,149,99,24,0,0
E33029236,388,232,127,26,2,1
E33029237,258,149,90,17,2,0
E33029238,248,149,79,16,3,1
E33029239,252,128,102,16,5,1
E33029240,936,597,305,32,1,1
E33029241,308,196,93,19,0,0
E33029242,216,108,72,36,0,0
E33029243,343,235,94,11,2,1
E33029244,206,122,68,16,0,0
E33029245,369,200,139,25,4,1
E33029246,1236,741,444,40,7,4
E33029247,689,355,270,56,7,1
E33029248,219,125,85,8,1,0
E33029249,246,132,91,21,1,1
E33029250,280,159,104,13,4,0
E33029251,231,129,85,11,4,2
E33029252,789,495,244,36,13,1
E33029253,4224,2453,1476,249,34,12
E33029254,729,397,287,40,5,0
E33029255,399,244,134,20,1,0
E33029256,541,284,221,32,4,0
E33029257,413,219,156,30,6,2
E33029258,248,139,87,17,3,2
E33029259,3514,2103,1145,234,27,5
E33029260,267,140,102,21,3,1
E33029261,506,288,184,31,3,0
E33029262,204,118,74,10,2,0
E33029263,227,137,81,6,3,0
E33029264,230,133,84,11,2,0
E33029265,389,180,171,33,3,2
E33029266,206,105,79,21,1,0
E33029267,374,237,121,15,1,0
E33029268,1227,774,401,43,9,0
E33029269,448,265,154,27,2,0
E33029270,475,271,170,28,6,0
E33029271,419,264,128,24,3,0
E33029272,293,168,105,18,1,1
E33029273,220,110,77,24,9,0
E33029274,441,235,174,27,3,2
E33029275,383,204,154,23,0,2
E33029276,733,482,221,25,4,1
E33029277,570,314,209,40,5,2
E33029278,1026,608,349,57,8,4
E33029279,247,149,81,13,4,0
E33029280,199,128,61,8,1,1
E33029281,493,320,148,22,3,0
E33029282,294,179,94,19,2,0
E33029283,752,475,245,30,2,0
E33029284,319,183,111,22,2,1
E33029285,211,130,65,15,1,0
E33029286,371,211,143,15,2,0
E33029287,369,221,126,21,1,0
E33029288,405,208,165,28,4,0
E33029289,1374,924,408,35,6,1
E33029290,441,275,149,17,0,0
E33029291,406,256,135,11,4,0
E33029292,227,123,88,13,3,0
E33029293,206,123,66,13,4,0
E33029294,439,293,125,20,1,0
E33029295,222,147,63,12,0,0
E33029296,279,166,98,12,2,1
E33029297,493,269,200,20,4,0
E33029298,271,139,101,27,3,1
E33029299,219,143,66,9,0,1
E33029300,351,201,130,19,1,0
E33029301,210,129,67,13,1,0
E33029302,414,235,145,25,8,1
E33029303,238,131,87,16,2,2
E33029304,513,337,153,21,1,1
E33029305,573,354,194,18,7,0
E33029306,387,232,133,18,4,0
E33029307,353,173,149,26,4,1
E33029308,553,260,227,54,9,3
E33029309,924,495,360,56,10,3
E33029310,648,384,230,29,5,0
E33029311,223,101,95,24,3,0
E33029312,264,137,104,22,1,0
E33029313,199,115,69,7,3,5
E33029314,644,387,215,38,4,0
E33029315,321,171,124,23,3,0
E33029316,410,217,156,28,6,3
E33029317,432,225,174,26,7,0
E33029318,1757,1036,622,90,7,2
E33029319,361,198,130,29,3,1
E33029320,237,129,90,13,4,1
E33029321,309,166,112,24,7,0
E33029322,351,221,111,17,2,0
E33029323,252,131,101,17,2,1
E33029324,247,167,67,12,1,0
E33029325,243,146,86,9,2,0
E33029326,315,159,121,31,4,0
E33029327,198,108,79,9,2,0
E33029328,346,195,125,23,3,0
E33029329,230,140,74,15,1,0
E33029330,422,237,154,27,4,0
E33029331,712,387,241,72,12,0
E33029332,318,167,121,25,3,2
E33029333,209,102,82,23,2,0
E33029334,1177,694,414,61,6,2
E33029335,558,383,158,15,2,0
E33029336,334,205,108,16,3,2
E33029337,692,415,236,30,7,4
E33029338,250,137,95,17,1,0
E33029339,272,153,94,19,6,0
E33029340,404,256,129,17,2,0
E33029341,795,432,305,53,3,2
E33029342,1158,761,343,45,8,1
E33029343,467,268,161,34,3,1
E33029344,882,476,328,63,14,1
E33029345,488,303,154,25,2,4
E33029346,500,294,169,30,6,1
E33029347,108,65,38,5,0,0
E33029348,413,225,156,24,7,1
E33029349,270,180,77,9,4,0
E33029350,922,556,321,36,8,1
E33029351,248,142,90,14,1,1
E33029352,230,144,69,14,1,2
E33029353,285,158,92,29,6,0
E33029354,361,193,135,28,3,2
E33029355,207,140,60,6,1,0
E33029356,1012,617,329,59,6,1
E33029357,311,192,97,20,2,0
E33029358,193,122,56,12,3,0
E33029359,361,178,152,26,5,0
E33029360,485,319,140,22,2,2
E33029361,454,255,166,29,2,2
E33029362,432,273,134,25,0,0
E33029363,726,413,266,44,3,0
E33029364,432,286,125,17,4,0
E33029365,428,267,131,22,7,1
E33029366,503,281,184,37,1,0
E33029367,307,193,93,18,2,1
E33029368,374,239,114,18,1,2
E33029369,525,312,175,34,4,0
E33029370,358,230,105,18,3,2
E33029371,2475,1524,847,91,10,3
E33029372,209,113,82,12,2,0
E33029373,277,166,94,17,0,0
E33029374,747,512,215,15,5,0
E33029375,200,123,61,16,0,0
E33029376,765,404,298,56,6,1
E33029377,1244,732,432,68,9,3
E33029378,1074,683,352,31,5,3
E33029379,289,184,90,13,1,1
E33029380,883,534,303,39,4,3
E33029381,343,207,121,14,1,0
E33029382,397,195,162,36,3,1
E33029383,584,283,225,65,10,1
E33029384,493,293,165,30,4,1
E33029385,854,524,289,34,6,1
E33029386,210,125,67,17,1,0
E33029387,287,176,94,14,2,1
E33029388,211,129,71,9,2,0
E33029389,288,180,101,6,1,0
E33029390,395,263,121,9,2,0
E33029391,543,361,163,16,2,1
E33029392,316,193,102,19,1,1
E33029393,218,133,73,9,3,0
E33029394,376,217,134,19,5,1
E33029395,223,136,75,8,2,2
E33029396,206,119,70,16,1,0
E33029397,757,448,256,48,5,0
E33029398,259,136,76,45,2,0
E33029399,299,186,98,11,4,0
E33029400,1353,906,395,45,6,1
E33029401,229,110,91,24,2,2
E33029402,578,366,185,22,4,1
E33029403,1615,938,587,79,8,3
E33029404,616,357,212,39,7,1
E33029405,282,164,107,10,1,0
E33029406,233,97,107,21,5,3
E33029407,1855,1101,613,117,21,3
E33029408,325,194,108,20,2,1
E33029409,279,157,101,18,3,0
E33029410,250,162,79,8,1,0
E33029411,191,100,79,9,2,1
E33029412,210,106,77,23,3,1
E33029413,224,140,75,9,0,0
E33029414,274,149,110,9,5,1
E33029415,609,346,218,38,7,0
E33029416,275,147,110,17,1,0
E33029417,194,133,54,6,1,0
E33029418,623,271,298,41,7,6
E33029419,307,181,100,25,1,0
E33029420,4238,2574,1395,232,31,6
E33029421,296,180,88,26,1,1
E33029422,970,477,400,82,9,2
E33029423,229,112,96,20,1,0
E33029424,533,315,176,39,3,0
E33029425,1069,663,352,42,10,2
E33029426,223,125,81,16,1,0
E33029427,557,340,176,33,6,2
E33029428,331,178,127,24,1,1
E33029429,466,285,156,22,3,0
E33029430,304,176,110,17,1,0
E33029431,332,162,149,17,3,1
E33029432,456,266,161,23,5,1
E33029433,308,158,124,22,3,1
E33029434,826,444,305,63,10,4
E33029435,551,312,189,43,4,3
E33029436,614,387,197,24,4,2
E33029437,213,109,80,23,1,0
E33029438,1240,780,412,37,8,3
E33029439,361,207,139,14,1,0
E33029440,1222,780,384,55,1,2
E33029441,654,347,246,46,14,1
E33029442,219,113,83,18,5,0
E33029443,198,117,73,8,0,0
E33029444,379,207,146,23,1,2
E33029445,454,273,163,18,0,0
E33029446,544,319,193,29,1,2
E33029447,401,242,133,22,4,0
E33029448,537,339,173,22,3,0
E33029449,833,507,277,41,8,0
E33029450,299,158,109,27,5,0
E33029451,405,220,168,14,3,0
E33029452,218,128,74,12,4,0
E33029453,566,330,197,30,6,3
E33029454,1530,973,484,59,7,7
E33029455,664,403,232,24,4,1
E33029456,721,398,277,43,1,2
E33029457,599,359,202,28,7,3
E33029458,237,134,86,14,2,1
E33029459,411,250,134,21,5,1
E33029460,1170,777,353,32,4,4
E33029461,321,194,107,13,4,3
E33029462,471,289,159,20,3,0
E33029463,164,94,65,5,0,0
E33029464,406,254,126,17,7,2
E33029465,947,585,308,49,5,0
E33029466,1008,603,345,54,5,1
E33029467,1093,655,352,72,10,4
E33029468,676,414,217,36,6,3
E33029469,222,132,78,11,0,1
E33029470,544,273,216,45,8,2
E33029471,705,422,260,17,3,3
E33029472,295,173,102,16,4,0
E33029473,332,181,122,26,2,1
E33029474,704,422,222,51,8,1
E33029475,521,314,187,16,4,0
E33029476,411,250,146,14,0,1
E33029477,242,135,92,14,0,1
E33029478,451,264,163,17,6,1
E33029479,317,146,134,27,6,4
E33029480,469,256,164,42,6,1
E33029481,513,251,212,45,3,2
E33029482,434,261,150,21,2,0
E33029483,2658,1489,974,173,13,9
E33029484,448,203,185,55,3,2
E33029485,643,319,259,54,8,3
E33029486,275,147,106,16,6,0
E33029487,605,345,216,40,2,2
E33029488,604,297,247,47,10,3
E33029489,806,460,290,46,10,0
E33029490,213,102,90,17,2,2
E33029491,213,120,78,14,1,0
E33029492,515,314,157,33,9,2
E33029493,338,192,113,25,6,2
E33029494,308,181,109,15,3,0
E33029495,311,176,104,29,1,1
E33029496,226,88,111,23,4,0
E33029497,1212,606,476,102,23,5
E33029498,1085,515,451,90,25,4
E33029499,433,222,152,48,8,3
E33029500,738,343,296,78,17,4
E33029501,483,219,213,45,4,2
E33029502,286,169,104,12,0,1
E33029503,435,240,153,39,3,0
E33029504,176,116,51,8,1,0
E33029505,785,440,296,36,10,3
E33029506,288,130,115,33,9,1
E33029507,1119,673,382,54,9,1
E33029508,1755,966,670,99,13,7
E33029509,531,309,181,37,3,1
E33029510,214,109,83,19,2,1
E33029511,1523,739,636,124,21,3
E33029512,492,267,180,36,9,0
E33029513,537,280,211,42,3,1
E33029514,1671,994,550,102,18,7
E33029515,2078,1025,848,182,19,4
E33029516,2607,1228,1084,241,42,12
E33029517,1399,804,520,65,7,3
E33029518,2565,1647,804,95,12,7
E33029519,621,383,201,29,8,0
E33029520,1783,1086,607,78,11,1
E33029521,410,202,173,24,10,1
E33029522,1030,518,396,92,21,3
E33029523,307,153,121,26,3,4
E33029524,383,207,140,29,6,1
E33029525,3095,1933,1021,125,14,2
E33029526,409,229,141,38,0,1
E33029527,363,170,151,38,4,0
E33029528,199,122,66,9,1,1
E33029529,257,137,101,17,2,0
E33029530,1958,916,811,199,26,6
E33029531,204,76,93,32,3,0
E33029532,774,376,313,67,13,5
E33029533,287,166,95,23,3,0
E33029534,1001,440,447,108,6,0
E33029535,1382,875,440,57,6,4
E33029536,2296,1150,954,168,18,6
E33029537,1056,548,403,90,11,4
E33029538,733,353,310,52,18,0
E33029539,783,393,323,52,11,4
E33029540,569,263,241,58,6,1
E33029541,654,289,291,57,15,2
E33029542,536,270,217,41,8,0
E33029543,461,222,196,40,2,1
E33029544,761,361,324,61,13,2
E33029545,660,331,271,56,1,1
E33029546,319,140,142,33,3,1
E33029547,221,119,82,17,2,1
E33029548,613,304,248,51,8,2
E33029549,407,205,164,29,8,1
E33029550,438,206,180,44,8,0
E33029551,350,168,138,40,3,1
E33029552,1745,900,705,128,10,2
E33029553,398,172,184,37,5,0
E33029554,247,110,110,23,2,2
E33029555,1267,669,502,84,10,2
E33029556,587,255,264,57,10,1
E33029557,1036,376,454,181,22,3
E33029558,844,413,365,58,5,3
E33029559,446,213,174,53,4,2
E33029560,280,123,124,30,3,0
E33029561,329,197,112,16,4,0
E33029562,234,103,99,27,5,0
E33029563,656,315,269,59,13,0
E33029564,220,111,90,16,2,1
E33029565,286,156,113,16,1,0
E33029566,210,121,79,8,1,1
E33029567,324,146,144,29,4,1
E33029568,337,168,143,22,4,0
E33029569,497,224,221,50,1,1
E33029570,371,185,151,30,3,2
E33029571,564,249,226,80,7,2
E33029572,588,302,249,30,4,3
E33029573,556,314,201,36,4,1
E33029574,400,201,157,37,4,1
E33029575,936,513,370,47,5,1
E33029576,404,198,167,33,5,1
E33029577,308,161,120,25,2,0
E33029578,365,162,164,28,9,2
E33029579,629,302,249,64,12,2
E33029580,298,137,123,33,5,0
E33029581,387,184,149,45,6,3
E33029582,252,122,101,21,6,2
E33029583,359,188,131,40,0,0
E33029584,343,154,153,30,6,0
E33029585,994,509,399,76,8,2
E33029586,598,294,251,47,6,0
E33029587,708,359,286,57,5,1
E33029588,318,146,133,35,3,1
E33029589,422,187,188,34,11,2
E33029590,546,253,235,51,2,5
E33029591,3020,1433,1251,301,26,9
E33029592,465,259,168,31,7,0
E33029593,312,185,106,19,2,0
E33029594,458,245,177,30,6,0
E33029595,454,220,190,38,5,1
E33029596,346,170,137,35,2,2
E33029597,329,179,113,30,7,0
E33029598,420,207,172,33,6,2
E33029599,661,357,257,41,6,0
E33029600,689,343,275,54,13,4
E33029601,441,187,195,45,9,5
E33029602,631,284,278,56,9,4
E33029603,329,166,128,33,2,0
E33029604,303,136,135,26,4,2
E33029605,253,99,114,35,5,0
E33029606,250,97,122,28,2,1
E33029607,361,175,150,31,4,1
E33029608,406,202,170,32,2,0
E33029609,908,415,374,98,20,1
E33029610,524,258,213,46,7,0
E33029611,599,285,248,59,5,2
E33029612,372,183,151,27,11,0
E33029613,272,137,110,20,2,3
E33029614,407,177,179,38,11,2
E33029615,3204,1476,1381,302,31,14
E33029616,326,153,149,16,8,0
E33029617,372,184,140,39,8,1
E33029618,385,199,150,31,5,0
E33029619,197,101,80,13,3,0
E33029620,224,93,101,23,3,4
E33029621,566,299,213,41,10,3
E33029622,1098,455,497,127,17,2
E33029623,1666,682,783,170,28,3
E33029624,392,185,175,28,2,2
E33029625,483,212,225,40,4,2
E33029626,600,277,251,66,5,1
E33029627,501,239,217,37,7,1
E33029628,407,170,191,44,2,0
E33029629,1022,493,446,74,7,2
E33029630,325,157,139,25,2,2
E33029631,1383,788,509,72,11,3
E33029632,235,113,82,35,4,1
E33029633,380,205,145,25,5,0
E33029634,938,533,347,53,3,2
E33029635,1075,571,410,79,11,4
E33029636,1828,821,819,157,27,4
E33029637,279,128,108,35,8,0
E33029638,1106,458,507,117,20,4
E33029639,499,211,218,62,7,1
E33029640,289,126,125,30,6,2
E33029641,747,290,358,87,11,1
E33029642,493,188,252,41,12,0
E33029643,301,129,142,20,9,1
E33029644,630,280,278,63,6,3
E33029645,338,145,156,35,2,0
E33029646,381,195,150,30,6,0
E33029647,612,277,274,54,4,3
E33029648,383,164,177,40,0,2
E33029649,789,347,353,80,7,2
E33029650,241,134,83,21,2,1
E33029651,636,335,241,50,7,3
E33029652,265,133,102,27,2,1
E33029653,309,103,168,33,4,1
E33029654,222,99,104,18,1,0
E33029655,302,103,143,44,11,1
E33029656,219,115,85,16,3,0
E33029657,313,149,120,41,3,0
E33029658,425,172,209,37,6,1
E33029659,476,190,218,62,6,0
E33029660,673,292,309,64,6,2
E33029661,429,187,181,40,20,1
E33029662,428,225,152,45,4,2
E33029663,803,436,311,54,2,0
E33029664,515,275,197,35,5,3
E33029665,233,110,97,20,4,2
E33029666,828,495,287,41,4,1
E33029667,573,314,232,21,5,1
E33029668,254,128,103,20,3,0
E33029669,306,166,103,34,2,1
E33029670,435,214,181,32,6,2
E33029671,262,136,106,14,4,2
E33029672,267,134,109,22,2,0
E33029673,336,159,136,34,6,1
E33029674,212,92,96,22,2,0
E33029675,243,121,95,25,1,1
E33029676,595,253,258,76,8,0
E33029677,215,84,107,20,3,1
E33029678,205,82,99,19,5,0
E33029679,290,129,124,32,4,1
E33029680,295,131,126,32,6,0
E33029681,623,260,270,79,12,2
E33029682,505,237,212,48,6,2
E33029683,276,121,121,29,4,1
E33029684,541,233,251,49,7,1
E33029685,424,172,211,27,11,3
E33029686,510,208,244,48,7,3
E33029687,501,240,215,39,4,3
E33029688,1374,627,607,125,9,6
E33029689,659,376,227,50,6,0
E33029690,410,203,170,34,2,1
E33029691,229,119,89,18,2,1
E33029692,231,103,97,25,6,0
E33029693,772,314,353,87,16,2
E33029694,201,87,85,29,0,0
E33029695,292,118,139,28,6,1
E33029696,473,205,202,52,13,1
E33029697,413,173,180,51,7,2
E33029698,440,189,187,46,15,3
E33029699,551,255,241,48,7,0
E33029700,557,257,224,64,9,3
E33029701,927,447,386,80,10,4
E33029702,345,173,136,33,3,0
E33029703,434,224,171,33,3,3
E33029704,354,154,157,37,6,0
E33029705,628,291,260,63,10,4
E33029706,241,110,104,24,2,1
E33029707,206,95,98,12,1,0
E33029708,2002,906,888,172,33,3
E33029709,556,294,211,42,6,3
E33029710,340,178,128,32,2,0
E33029711,2776,1443,1055,239,30,9
E33029712,960,454,399,86,21,0
E33029713,202,77,92,26,4,3
E33029714,285,122,129,27,7,0
E33029715,338,129,156,48,5,0
E33029716,395,191,153,43,6,2
E33029717,212,108,85,17,2,0
E33029718,666,300,280,72,11,3
E33029719,220,89,105,23,2,1
E33029720,337,153,137,38,6,3
E33029721,327,183,110,24,8,2
E33029722,266,144,94,24,4,0
E33029723,495,262,182,46,5,0
E33029724,644,307,264,58,14,1
E33029725,375,186,157,24,6,2
E33029726,208,122,70,11,4,1
E33029727,494,266,183,37,6,2
E33029728,232,111,97,22,1,1
E33029729,637,295,254,69,17,2
E33029730,420,216,165,37,0,2
E33029731,236,126,100,7,3,0
E33029732,1329,640,582,92,13,2
E33029733,431,202,183,41,4,1
E33029734,423,167,199,45,10,2
E33029735,416,175,183,49,9,0
E33029736,664,313,297,48,6,0
E33029737,1019,390,465,137,23,4
E33029738,210,104,83,21,2,0
