GeographyCode,WP601EW0001,WP601EW0002,WP601EW0003,WP601EW0004,WP601EW0005,WP601EW0006,WP601EW0007,WP601EW0008
E33031822,239,8,203,0,13,2,11,2
E33031823,685,58,546,1,16,13,31,20
E33031824,652,28,579,0,7,2,24,12
E33031825,823,58,645,1,27,4,47,41
E33031826,683,51,565,2,20,3,25,17
E33031827,579,48,488,1,8,3,16,15
E33031828,805,44,687,0,9,8,41,16
E33031829,1029,74,904,0,4,3,18,26
E33031830,520,17,442,2,8,5,21,25
E33031831,617,71,446,0,9,3,29,59
E33031832,318,21,248,0,15,5,23,6
E33031833,483,37,379,1,30,5,24,7
E33031834,273,13,226,1,11,3,11,8
E33031835,578,48,450,3,46,6,17,8
E33031836,326,39,252,2,12,3,9,9
E33031837,883,61,761,7,5,19,13,17
E33031838,554,45,431,2,17,12,36,11
E33031839,274,42,189,2,5,10,15,11
E33031840,407,23,337,4,13,8,18,4
E33031841,417,41,314,1,17,5,34,5
E33031842,281,21,202,2,22,4,18,12
E33031843,315,30,240,0,14,12,10,9
E33031844,224,14,151,0,13,8,28,10
E33031845,302,24,240,2,9,4,17,6
E33031846,434,31,364,1,10,1,18,9
E33031847,266,33,180,3,6,5,14,25
E33031848,419,17,366,1,12,1,16,6
E33031849,1276,213,932,2,9,16,25,79
E33031850,349,39,274,1,5,2,9,19
E33031851,782,241,503,2,2,8,10,16
E33031852,796,138,543,2,7,13,10,83
E33031853,379,70,194,1,19,4,24,67
E33031854,231,37,121,1,5,16,24,27
E33031855,211,68,102,0,1,11,13,16
E33031856,277,36,200,0,7,8,10,16
E33031857,360,95,190,2,10,4,13,46
E33031858,365,73,241,1,12,6,20,12
E33031859,244,74,111,5,17,6,13,18
E33031860,226,76,98,0,2,2,5,43
E33031861,1178,359,479,1,1,12,6,320
E33031862,423,156,156,1,1,0,4,105
E33031863,370,29,305,0,12,7,11,6
E33031864,400,127,170,0,3,1,5,94
E33031865,262,40,177,3,10,7,19,6
E33031866,910,60,756,0,15,5,51,23
E33031867,381,55,286,2,10,5,13,10
E33031868,327,110,143,3,10,5,14,42
E33031869,576,137,346,0,7,6,20,60
E33031870,391,130,194,2,12,3,17,33
E33031871,557,186,249,1,15,2,12,92
E33031872,767,211,446,4,19,12,25,50
E33031873,682,98,419,6,29,17,91,22
E33031874,1141,199,836,2,7,11,37,49
E33031875,337,13,291,0,4,3,19,7
E33031876,599,132,451,1,0,4,4,7
E33031877,386,48,303,1,4,1,20,9
E33031878,876,17,570,2,37,8,204,38
E33031879,349,25,260,2,10,6,43,3
E33031880,1021,34,635,10,80,11,231,20
E33031881,231,42,134,2,11,9,29,4
E33031882,236,20,189,0,5,4,9,9
E33031883,596,109,352,6,39,18,33,39
E33031884,458,70,354,0,7,6,11,10
E33031885,300,93,187,0,4,2,9,5
E33031886,218,24,168,1,13,2,9,1
E33031887,231,42,155,2,5,5,20,2
E33031888,493,86,330,2,19,10,36,10
E33031889,598,114,430,5,19,3,18,9
E33031890,1211,285,860,2,3,11,21,29
E33031891,253,66,171,0,1,4,9,2
E33031892,1782,392,1321,1,6,6,19,37
E33031893,258,66,104,12,17,20,20,19
E33031894,1030,272,666,3,7,11,40,31
E33031895,311,73,157,7,16,17,27,14
E33031896,826,160,607,1,5,8,16,29
E33031897,430,44,354,0,2,3,13,14
E33031898,1025,53,899,2,10,7,37,17
E33031899,1400,57,1236,1,12,15,56,23
E33031900,3254,114,2949,3,17,8,122,41
E33031901,446,46,320,2,21,9,20,28
E33031902,3022,226,2617,0,11,13,78,77
E33031903,1184,138,995,0,10,7,10,24
E33031904,1396,42,1299,1,8,1,36,9
E33031905,2405,318,1972,0,13,14,29,59
E33031906,2226,368,1695,4,13,6,33,107
E33031907,313,30,244,1,4,13,17,4
E33031908,412,65,313,0,12,4,10,8
E33031909,408,61,270,7,7,19,21,23
E33031910,243,17,176,0,16,4,23,7
E33031911,283,23,195,0,23,3,30,9
E33031912,299,25,225,4,16,6,12,11
E33031913,258,21,108,2,16,29,76,6
E33031914,229,26,156,2,18,0,17,10
E33031915,222,27,153,1,12,1,10,18
E33031916,211,20,148,2,16,2,12,11
E33031917,484,23,417,0,25,0,12,7
E33031918,414,23,296,2,40,5,34,14
E33031919,428,33,341,2,15,5,19,13
E33031920,632,34,533,1,22,4,31,7
E33031921,204,27,138,0,10,5,12,12
E33031922,198,22,140,2,7,3,10,14
E33031923,411,31,295,1,51,5,20,8
E33031924,240,25,180,2,17,2,10,4
E33031925,254,11,218,0,8,3,14,0
E33031926,212,17,147,3,17,3,14,11
E33031927,271,26,185,0,13,3,3,41
E33031928,193,21,137,0,14,4,14,3
E33031929,315,38,226,2,7,0,11,31
E33031930,210,20,148,1,3,0,6,32
E33031931,742,51,555,1,41,2,38,54
E33031932,393,39,309,0,11,5,25,4
E33031933,753,89,543,0,7,2,24,88
E33031934,1051,119,800,1,10,4,16,101
E33031935,661,83,474,1,26,17,35,25
E33031936,3575,798,2060,10,23,30,53,601
E33031937,204,16,156,0,4,6,11,11
E33031938,742,36,646,0,12,2,30,16
E33031939,960,43,886,0,10,1,12,8
E33031940,302,36,210,0,7,1,14,34
E33031941,661,37,583,0,2,7,10,22
E33031942,485,59,368,0,8,4,8,38
E33031943,315,24,241,1,3,0,12,34
E33031944,264,37,194,1,3,2,7,20
E33031945,1452,241,844,2,1,7,6,351
E33031946,213,27,144,3,17,1,17,4
E33031947,261,21,199,1,10,4,20,6
E33031948,709,22,597,0,9,6,60,15
E33031949,284,30,194,1,18,3,26,12
E33031950,576,138,368,1,2,2,5,60
E33031951,523,102,309,0,2,3,9,98
E33031952,502,26,415,2,21,1,15,22
E33031953,373,13,319,0,23,1,6,11
E33031954,352,26,268,1,2,2,29,24
E33031955,254,37,177,0,13,4,6,17
E33031956,426,51,275,0,1,1,4,94
E33031957,410,71,255,1,5,2,7,69
E33031958,235,35,168,0,1,0,3,28
E33031959,1113,46,973,0,5,11,61,17
E33031960,1136,75,1012,0,4,3,11,31
E33031961,216,18,138,0,17,11,29,3
E33031962,887,94,684,0,28,5,33,43
E33031963,228,15,172,0,14,4,4,19
E33031964,215,10,191,0,1,0,9,4
E33031965,198,24,98,3,34,5,21,13
E33031966,508,23,418,0,4,6,44,13
E33031967,276,11,221,0,10,2,17,15
E33031968,202,18,152,5,5,2,9,11
E33031969,970,28,853,0,20,6,51,12
E33031970,334,20,252,0,10,9,28,15
E33031971,227,20,120,1,25,8,42,11
E33031972,206,21,128,3,18,4,25,7
E33031973,199,10,168,1,5,1,5,9
E33031974,625,22,581,1,4,1,12,4
E33031975,753,43,595,1,30,7,60,17
E33031976,225,4,186,1,16,3,12,3
E33031977,1809,111,1585,0,11,9,39,54
E33031978,218,12,179,0,7,5,14,1
E33031979,1741,134,1442,0,8,5,33,119
E33031980,336,32,256,0,6,2,12,28
E33031981,1212,101,1012,1,16,5,27,50
E33031982,739,28,638,0,27,4,30,12
E33031983,210,17,157,1,11,2,17,5
E33031984,412,22,336,1,18,3,19,13
E33031985,808,81,645,1,7,7,18,49
E33031986,358,45,233,0,27,5,26,22
E33031987,459,48,325,2,27,7,17,33
E33031988,260,43,182,0,4,3,6,22
E33031989,226,44,143,1,6,5,4,23
E33031990,257,55,161,7,13,6,6,9
E33031991,309,29,229,0,12,9,18,12
E33031992,284,23,224,2,4,4,13,14
E33031993,233,14,187,1,15,0,12,4
E33031994,232,20,181,1,14,0,9,7
E33031995,318,26,270,0,10,1,10,1
E33031996,552,31,451,1,12,7,31,19
E33031997,208,29,140,6,3,1,9,20
E33031998,341,14,264,1,12,3,35,12
E33031999,436,61,329,1,9,10,7,19
E33032000,197,12,119,1,38,5,17,5
E33032001,251,48,136,3,12,8,27,17
E33032002,212,19,140,0,11,3,20,19
E33032003,618,39,537,1,13,3,16,9
E33032004,415,21,356,0,9,3,16,10
E33032005,615,39,520,0,15,3,24,14
E33032006,206,20,140,1,6,5,20,14
E33032007,359,31,279,5,14,7,16,7
E33032008,770,34,658,2,20,3,36,17
E33032009,311,51,212,0,11,4,26,7
E33032010,628,88,451,2,6,4,24,53
E33032011,722,47,618,6,8,7,22,14
E33032012,185,12,132,1,17,0,20,3
E33032013,286,16,210,2,22,4,29,3
E33032014,205,33,108,0,13,6,29,16
E33032015,332,20,264,0,11,5,26,6
E33032016,375,34,275,1,21,5,24,15
E33032017,276,17,216,3,12,2,15,11
E33032018,327,20,251,4,26,6,13,7
E33032019,263,18,218,1,8,1,3,14
E33032020,587,34,446,2,13,8,46,38
E33032021,527,33,411,2,53,1,20,7
E33032022,244,19,193,1,9,3,10,9
E33032023,238,23,179,1,18,3,7,7
E33032024,219,31,154,5,20,1,5,3
E33032025,237,12,178,1,15,2,11,18
E33032026,275,20,202,1,16,4,26,6
E33032027,224,14,157,0,31,2,18,2
E33032028,651,20,544,1,38,6,33,9
E33032029,424,36,352,1,8,1,5,21
E33032030,728,77,496,4,51,16,58,26
E33032031,202,42,124,2,10,1,4,19
E33032032,686,56,573,2,17,10,21,7
E33032033,356,52,256,1,6,1,8,32
E33032034,480,21,395,0,25,4,18,17
E33032035,224,10,183,0,12,1,12,6
E33032036,204,35,137,1,8,0,10,13
E33032037,266,23,212,2,13,4,5,7
E33032038,358,50,263,0,5,1,11,28
E33032039,405,86,211,0,2,1,10,95
E33032040,242,21,203,0,4,3,3,8
E33032041,305,34,216,0,14,4,14,23
E33032042,467,22,375,1,28,4,28,9
E33032043,244,9,185,1,26,6,13,4
E33032044,387,30,299,3,18,6,25,6
E33032045,923,173,380,2,23,3,16,326
E33032046,1197,70,983,1,55,8,62,18
E33032047,284,30,232,0,3,0,6,13
E33032048,240,22,180,1,21,2,10,4
E33032049,321,11,262,0,17,1,22,8
E33032050,327,17,273,0,13,3,15,6
E33032051,198,8,136,1,16,6,23,8
E33032052,329,20,258,0,11,6,6,28
E33032053,948,56,753,3,69,4,42,21
E33032054,246,15,204,1,11,0,7,8
E33032055,263,17,192,2,26,2,17,7
E33032056,473,26,408,2,18,5,10,4
E33032057,349,12,306,3,11,1,9,7
E33032058,624,104,444,2,19,8,24,23
E33032059,623,31,529,0,5,4,36,18
E33032060,496,35,385,1,13,3,20,39
E33032061,243,44,144,0,23,4,20,8
E33032062,561,39,478,5,11,4,14,10
E33032063,461,48,378,3,2,1,16,13
E33032064,793,47,666,2,19,2,32,25
E33032065,235,26,171,5,6,10,11,6
E33032066,219,46,134,2,2,6,11,18
E33032067,1686,192,1305,8,4,16,23,138
E33032068,3901,259,3512,7,12,13,57,41
E33032069,275,23,222,1,10,1,13,5
E33032070,209,39,136,2,13,4,6,9
E33032071,296,37,206,4,6,1,14,28
E33032072,465,36,375,3,8,4,13,26
E33032073,503,28,398,5,26,10,20,16
E33032074,211,28,165,0,7,2,4,5
E33032075,380,40,315,2,8,2,7,6
E33032076,309,32,256,1,2,4,6,8
E33032077,293,31,229,0,10,1,8,14
E33032078,213,21,138,6,19,4,22,3
E33032079,530,40,414,1,12,3,33,27
E33032080,962,115,716,7,12,13,25,74
E33032081,376,31,318,0,3,2,8,14
E33032082,204,40,130,6,8,1,12,7
E33032083,1611,381,890,6,5,6,32,291
E33032084,214,16,174,1,3,4,6,10
E33032085,202,9,168,1,3,6,7,8
E33032086,225,25,174,1,14,2,8,1
E33032087,202,19,167,0,6,2,6,2
E33032088,459,32,392,0,6,7,16,6
E33032089,1085,53,967,0,15,6,38,6
E33032090,215,37,162,1,2,4,2,7
E33032091,127,16,93,0,1,6,9,2
E33032092,1860,169,1662,0,2,2,16,9
E33032093,482,25,440,0,1,4,8,4
E33032094,1868,136,1673,0,5,5,15,34
E33032095,770,37,703,0,2,6,13,9
E33032096,367,46,249,1,28,9,26,8
E33032097,294,34,240,2,3,5,8,2
E33032098,606,76,399,6,34,14,40,37
E33032099,3317,236,2919,5,27,4,95,31
E33032100,407,24,338,0,7,4,27,7
E33032101,1741,135,1456,8,41,10,59,32
E33032102,307,19,232,1,21,5,22,7
E33032103,499,18,461,0,0,6,9,5
E33032104,7534,514,6844,5,25,21,63,62
E33032105,228,16,192,0,3,0,9,8
E33032106,243,25,209,0,0,2,4,3
E33032107,839,43,748,1,3,5,25,14
E33032108,569,144,327,0,13,9,14,62
E33032109,4029,404,3043,11,21,19,63,468
E33032110,341,26,205,2,2,3,6,97
E33032111,683,88,563,2,2,2,16,10
E33032112,1018,246,535,10,37,27,86,77
E33032113,406,116,168,4,26,21,41,30
E33032114,246,21,172,2,24,2,17,8
E33032115,374,21,246,3,30,10,49,15
E33032116,272,37,189,2,18,3,12,11
E33032117,199,40,130,1,4,7,10,7
E33032118,287,30,216,2,19,5,7,8
E33032119,670,47,492,8,43,15,54,11
E33032120,438,53,240,10,25,26,71,13
E33032121,293,26,134,6,31,20,68,8
E33032122,249,32,146,5,19,12,31,4
E33032123,364,40,244,0,23,10,26,21
E33032124,241,16,189,1,11,0,21,3
E33032125,220,24,140,7,23,4,16,6
E33032126,300,24,230,3,8,6,23,6
E33032127,497,58,391,1,13,3,21,10
E33032128,493,48,303,4,41,20,68,9
E33032129,527,28,440,0,8,5,40,6
E33032130,448,39,373,1,8,10,15,2
E33032131,629,65,472,3,26,3,47,13
E33032132,569,85,396,0,16,13,40,19
E33032133,452,188,159,16,21,33,29,6
E33032134,274,9,173,4,41,4,37,6
E33032135,852,76,577,10,53,21,67,48
E33032136,303,34,186,7,19,13,33,11
E33032137,452,49,304,3,25,12,38,21
E33032138,521,60,319,5,40,23,63,11
E33032139,465,30,371,2,19,11,12,20
E33032140,749,74,637,0,2,3,26,7
E33032141,411,52,322,0,12,5,12,8
E33032142,1987,67,1806,2,31,5,66,10
E33032143,1552,80,1316,2,27,14,72,41
E33032144,485,32,396,0,15,3,25,14
E33032145,468,58,332,3,12,2,25,36
E33032146,658,41,560,1,6,3,25,22
E33032147,431,50,310,3,14,1,25,28
E33032148,226,13,158,0,15,7,24,9
E33032149,379,37,271,1,24,3,38,5
E33032150,225,14,174,0,8,5,8,16
E33032151,414,33,255,1,27,9,81,8
E33032152,399,46,239,1,30,19,36,28
E33032153,199,25,120,0,22,2,14,16
E33032154,395,43,262,2,18,23,32,15
E33032155,315,19,213,3,27,5,33,15
E33032156,424,46,260,7,23,12,58,18
E33032157,2694,431,1729,2,14,14,24,480
E33032158,270,67,182,0,0,2,5,14
E33032159,348,61,224,2,19,8,24,10
E33032160,222,36,108,7,24,20,24,3
E33032161,422,66,276,0,13,3,3,61
E33032162,126,29,80,0,5,0,7,5
E33032163,310,89,122,4,34,13,14,34
E33032164,374,95,207,5,14,11,20,22
E33032165,931,292,535,4,12,13,17,58
E33032166,1484,278,1135,1,8,6,31,25
E33032167,154,52,62,3,14,2,2,19
E33032168,1051,111,886,2,7,8,24,13
E33032169,618,87,499,2,1,5,14,10
E33032170,209,27,158,2,9,1,8,4
E33032171,337,135,134,0,7,3,7,51
E33032172,298,80,161,1,6,4,9,37
E33032173,260,24,146,3,4,37,43,3
E33032174,375,54,237,3,11,21,40,9
E33032175,1558,53,1374,0,25,3,75,28
E33032176,1173,108,983,2,9,18,31,22
E33032177,3449,260,2751,9,268,25,91,45
E33032178,3740,183,3373,0,13,19,105,47
E33032179,601,27,478,2,12,20,54,8
E33032180,712,59,601,5,7,5,20,15
E33032181,1336,256,803,11,26,52,114,74
E33032182,346,98,142,3,16,30,43,14
E33032183,462,115,151,4,23,63,89,17
E33032184,322,73,158,4,19,7,45,16
E33032185,264,74,122,7,10,14,24,13
E33032186,377,62,176,3,16,30,67,23
E33032187,480,131,180,9,21,32,66,41
E33032188,398,105,209,2,13,19,32,18
E33032189,422,63,255,2,15,22,52,13
E33032190,279,99,110,3,11,16,30,10
E33032191,467,82,257,3,18,30,56,21
E33032192,472,92,178,1,20,35,127,19
E33032193,1036,269,579,6,30,31,75,46
E33032194,489,133,256,5,15,17,36,27
E33032195,524,119,183,9,46,51,94,22
E33032196,532,132,210,7,24,36,114,9
E33032197,467,141,188,7,20,32,50,29
E33032198,346,56,174,3,11,25,66,11
E33032199,346,100,137,4,15,29,49,12
E33032200,588,129,384,4,5,20,26,20
E33032201,454,115,272,2,5,21,26,13
E33032202,499,89,281,0,13,27,73,16
E33032203,310,89,123,3,19,30,38,8
E33032204,375,98,148,6,16,44,58,5
E33032205,384,72,147,5,27,42,77,14
E33032206,476,113,177,6,24,57,85,14
E33032207,692,154,216,17,55,85,133,32
E33032208,444,120,181,1,17,30,79,16
E33032209,487,118,199,6,12,40,99,13
E33032210,573,83,351,3,15,45,68,8
E33032211,319,93,124,3,4,34,52,9
E33032212,301,82,145,2,11,10,40,11
E33032213,501,77,310,1,16,22,59,16
E33032214,308,42,185,1,16,16,43,5
E33032215,571,61,451,2,6,7,37,7
E33032216,756,185,357,3,20,71,94,26
E33032217,760,135,355,9,32,79,123,27
E33032218,384,77,188,3,23,19,56,18
E33032219,325,74,153,2,9,27,46,14
E33032220,424,112,153,5,15,39,88,12
E33032221,540,149,203,4,34,47,82,21
E33032222,335,107,142,3,13,17,35,18
E33032223,456,148,160,3,26,45,64,10
E33032224,378,83,155,4,18,40,70,8
E33032225,309,89,127,3,11,21,52,6
E33032226,358,107,138,6,20,20,41,26
E33032227,366,77,159,2,17,36,65,10
E33032228,592,139,292,6,33,31,66,25
E33032229,375,128,151,1,14,20,41,20
E33032230,718,182,264,10,32,69,101,60
E33032231,930,193,570,6,33,34,52,42
E33032232,283,56,127,4,21,19,41,15
E33032233,391,95,134,7,17,44,75,19
E33032234,407,90,142,7,19,51,56,42
E33032235,302,54,140,5,7,30,42,24
E33032236,321,45,217,3,6,16,24,10
E33032237,470,97,167,8,23,48,119,8
E33032238,736,126,360,9,36,49,130,26
E33032239,427,52,270,6,21,19,45,14
E33032240,722,156,266,6,37,84,155,18
E33032241,436,87,236,4,29,27,42,11
E33032242,429,74,234,1,15,31,52,22
E33032243,316,99,126,3,12,21,41,14
E33032244,688,123,455,6,15,28,44,17
E33032245,817,95,617,3,19,18,40,25
E33032246,462,92,224,7,19,43,60,17
E33032247,637,103,376,4,14,28,72,40
E33032248,345,72,102,7,21,43,76,24
E33032249,296,76,119,4,22,20,48,7
E33032250,468,102,294,1,9,15,27,20
E33032251,376,78,182,9,9,26,48,24
E33032252,521,79,325,6,16,24,52,19
E33032253,560,142,282,6,15,38,47,30
E33032254,968,189,567,7,41,37,78,49
E33032255,250,26,188,3,4,6,16,7
E33032256,298,89,126,7,17,12,32,15
E33032257,300,61,158,7,15,10,34,15
E33032258,286,62,150,7,10,13,31,13
E33032259,531,48,386,1,15,13,51,17
E33032260,475,98,312,1,13,6,23,22
E33032261,286,54,104,9,8,47,51,13
E33032262,549,182,222,8,28,28,56,25
E33032263,267,28,168,1,17,19,29,5
E33032264,354,105,184,2,6,23,23,11
E33032265,461,83,201,7,30,35,76,29
E33032266,311,75,147,2,6,39,36,6
E33032267,288,51,87,4,20,48,70,8
E33032268,494,92,205,4,39,42,94,18
E33032269,431,139,218,3,14,21,31,5
E33032270,362,58,103,5,25,63,101,7
E33032271,300,43,111,3,24,49,66,4
E33032272,471,105,211,2,45,27,59,22
E33032273,356,84,138,0,7,49,68,10
E33032274,381,138,107,6,19,42,56,13
E33032275,451,66,105,13,20,92,143,12
E33032276,374,84,195,3,6,41,38,7
E33032277,279,47,101,7,13,37,60,14
E33032278,415,77,140,2,15,73,102,6
E33032279,404,108,145,9,11,50,69,12
E33032280,466,124,254,2,7,34,33,12
E33032281,359,75,125,3,9,45,62,40
E33032282,654,108,337,5,22,59,94,29
E33032283,434,82,165,4,9,68,94,12
E33032284,375,55,185,6,14,38,64,13
E33032285,410,80,191,2,31,33,59,14
E33032286,391,76,188,5,22,42,49,9
E33032287,285,73,111,1,8,37,44,11
E33032288,684,153,362,7,27,23,73,39
E33032289,528,134,219,7,36,51,66,15
E33032290,370,49,148,5,14,56,91,7
E33032291,227,41,107,5,3,31,31,9
E33032292,276,37,109,6,14,33,68,9
E33032293,318,56,200,2,6,17,26,11
E33032294,362,49,147,4,13,56,76,17
E33032295,232,57,106,5,7,19,25,13
E33032296,751,171,404,10,22,42,74,28
E33032297,329,73,91,8,14,65,64,14
E33032298,371,132,159,4,11,15,24,26
E33032299,311,48,89,1,22,57,88,6
E33032300,277,66,92,13,6,43,47,10
E33032301,265,73,90,2,7,42,42,9
E33032302,429,78,202,7,25,34,64,19
E33032303,341,46,122,7,14,47,96,9
E33032304,697,146,206,9,40,102,154,40
E33032305,394,73,194,2,10,45,55,15
E33032306,473,106,176,6,25,51,86,23
E33032307,434,52,239,4,17,43,66,13
E33032308,528,94,301,3,21,37,56,16
E33032309,413,84,128,10,24,65,91,11
E33032310,494,115,172,5,10,73,92,27
E33032311,357,89,108,1,26,34,83,16
E33032312,666,155,379,11,27,36,43,15
E33032313,523,104,137,9,28,99,135,11
E33032314,262,53,102,2,18,35,42,10
E33032315,319,80,67,7,26,68,65,6
E33032316,325,62,128,4,15,38,67,11
E33032317,283,42,151,2,7,32,33,16
E33032318,396,122,186,3,9,25,37,14
E33032319,688,145,367,8,31,45,64,28
E33032320,432,67,102,5,24,82,141,11
E33032321,317,51,94,2,6,46,54,64
E33032322,329,60,108,6,20,45,75,15
E33032323,315,54,155,4,8,22,55,17
E33032324,633,177,202,8,27,76,122,21
E33032325,465,122,241,2,4,23,39,34
E33032326,409,74,86,4,23,73,137,12
E33032327,575,181,142,9,35,86,111,11
E33032328,561,166,191,10,18,53,99,24
E33032329,337,60,180,3,7,30,49,8
E33032330,437,95,239,4,5,29,32,33
E33032331,290,48,96,3,9,55,71,8
E33032332,313,61,116,8,36,30,51,11
E33032333,323,51,98,5,26,57,78,8
E33032334,442,65,169,7,32,78,79,12
E33032335,293,65,149,4,13,21,38,3
E33032336,364,73,147,7,14,46,66,11
E33032337,432,98,184,4,20,61,59,6
E33032338,279,54,136,3,9,29,34,14
E33032339,426,87,224,5,22,38,34,16
E33032340,401,64,155,4,25,53,86,14
E33032341,456,119,153,9,36,61,61,17
E33032342,726,171,401,7,10,58,50,29
E33032343,835,170,512,5,19,48,69,12
E33032344,658,196,291,6,14,57,76,18
E33032345,390,97,133,0,7,39,46,68
E33032346,705,107,395,4,21,64,96,18
E33032347,524,79,161,8,23,94,143,16
E33032348,293,55,83,2,25,62,60,6
E33032349,294,64,119,4,11,33,51,12
E33032350,347,99,132,2,12,17,41,44
E33032351,544,152,222,3,32,33,56,46
E33032352,350,65,128,5,22,42,64,24
E33032353,377,97,185,4,14,23,33,21
E33032354,403,83,148,4,17,45,88,18
E33032355,377,55,180,1,14,41,66,20
E33032356,395,72,185,7,14,32,66,19
E33032357,259,92,107,1,2,21,27,9
E33032358,592,155,268,9,47,28,60,25
E33032359,363,35,101,8,19,81,109,10
E33032360,260,29,98,2,21,46,60,4
E33032361,333,77,81,6,17,55,82,15
E33032362,246,24,124,1,9,42,42,4
E33032363,423,110,142,9,16,56,78,12
E33032364,430,82,133,7,32,53,105,18
E33032365,830,158,404,4,51,68,118,27
E33032366,710,184,382,4,9,36,52,43
E33032367,427,82,231,0,12,34,65,3
E33032368,375,70,119,4,14,64,92,12
E33032369,494,97,146,10,43,60,117,21
E33032370,475,57,183,5,18,77,126,9
E33032371,267,49,107,2,26,30,51,2
E33032372,303,45,129,6,23,41,56,3
E33032373,244,39,122,2,13,25,31,12
E33032374,283,44,71,8,14,54,75,17
E33032375,352,64,118,2,17,54,72,25
E33032376,757,192,259,20,53,53,137,43
E33032377,475,113,159,8,14,54,114,13
E33032378,464,89,156,5,24,69,112,9
E33032379,1703,410,1020,12,33,82,94,52
E33032380,274,63,120,0,8,38,39,6
E33032381,309,78,78,7,24,48,62,12
E33032382,577,144,205,5,18,68,91,46
E33032383,389,71,133,1,24,59,93,8
E33032384,339,53,114,4,12,72,67,17
E33032385,393,73,143,6,15,79,66,11
E33032386,514,119,286,3,3,22,25,56
E33032387,431,91,237,7,12,30,45,9
E33032388,382,124,135,4,6,31,53,29
E33032389,543,171,274,0,9,32,50,7
E33032390,310,57,162,5,6,13,45,22
E33032391,406,80,237,2,11,18,40,18
E33032392,766,77,518,6,23,45,81,16
E33032393,368,67,187,3,10,29,67,5
E33032394,461,140,227,2,13,18,46,15
E33032395,409,84,123,3,16,75,90,18
E33032396,628,136,278,5,26,67,81,35
E33032397,463,105,184,5,12,39,66,52
E33032398,331,53,90,7,23,74,75,9
E33032399,758,175,381,7,27,58,84,26
E33032400,275,47,63,6,16,66,68,9
E33032401,410,131,149,5,12,37,43,33
E33032402,282,88,85,3,15,55,26,10
E33032403,341,69,161,7,23,29,45,7
E33032404,375,63,88,5,28,74,105,12
E33032405,338,66,125,0,10,46,86,5
E33032406,280,35,150,2,15,23,42,13
E33032407,428,62,194,5,14,55,88,10
E33032408,616,150,281,12,31,39,78,25
E33032409,284,38,93,2,26,48,71,6
E33032410,566,107,187,7,38,71,116,40
E33032411,367,40,140,1,35,46,96,9
E33032412,888,76,735,0,8,21,27,21
E33032413,380,40,130,10,23,50,97,30
E33032414,635,82,443,6,28,13,47,16
E33032415,442,74,117,12,24,92,108,15
E33032416,346,59,140,13,17,42,54,21
E33032417,390,102,112,5,13,60,73,25
E33032418,364,101,90,2,20,48,86,17
E33032419,487,119,229,3,13,50,58,15
E33032420,387,92,165,7,22,29,58,14
E33032421,366,60,137,4,44,34,74,13
E33032422,456,108,174,3,37,51,63,20
E33032423,296,62,118,1,9,41,44,21
E33032424,306,77,122,3,14,25,48,17
E33032425,507,112,174,8,27,71,92,23
E33032426,288,48,163,3,8,23,31,12
E33032427,354,96,101,6,11,79,49,12
E33032428,221,63,78,4,4,35,34,3
E33032429,317,43,181,5,10,36,31,11
E33032430,234,65,91,2,11,34,25,6
E33032431,292,70,110,5,27,28,46,6
E33032432,299,55,115,5,13,54,50,7
E33032433,351,64,183,4,6,34,50,10
E33032434,310,57,145,6,14,33,46,9
E33032435,305,82,77,3,15,51,56,21
E33032436,249,75,76,2,11,28,50,7
E33032437,487,118,200,3,18,61,63,24
E33032438,262,46,107,3,14,45,40,7
E33032439,381,86,132,6,16,60,60,21
E33032440,458,89,171,8,31,58,88,13
E33032441,333,73,108,6,15,51,67,13
E33032442,295,51,136,7,14,37,41,9
E33032443,416,96,133,9,25,66,77,10
E33032444,317,72,114,5,5,58,56,7
E33032445,266,75,117,3,9,26,31,5
E33032446,364,73,134,5,19,35,69,29
E33032447,245,78,72,1,6,45,41,2
E33032448,893,85,609,6,24,50,84,35
E33032449,307,43,148,3,17,43,45,8
E33032450,351,74,124,3,11,57,72,10
E33032451,281,57,160,3,9,16,17,19
E33032452,367,108,158,3,9,26,51,12
E33032453,552,129,186,10,31,66,108,22
E33032454,261,64,88,5,8,42,48,6
E33032455,294,51,103,10,20,38,59,13
E33032456,391,121,94,6,23,66,68,13
E33032457,380,85,116,5,26,52,78,18
E33032458,493,122,171,15,32,83,64,6
E33032459,286,71,74,8,12,52,63,6
E33032460,344,81,129,4,19,29,65,17
E33032461,474,112,226,4,20,47,46,19
E33032462,339,31,184,5,13,44,49,13
E33032463,512,111,255,7,38,40,42,19
E33032464,332,55,124,3,24,48,56,22
E33032465,246,39,124,5,11,29,32,6
E33032466,274,39,144,2,18,30,36,5
E33032467,539,145,207,6,31,71,54,25
E33032468,426,58,261,3,22,18,55,9
E33032469,306,48,154,1,9,32,47,15
E33032470,595,137,179,24,37,75,92,51
E33032471,5475,1619,2625,12,36,64,118,1001
E33032472,518,134,284,4,14,23,26,33
E33032473,332,44,177,6,27,22,48,8
E33032474,395,57,102,12,27,74,105,18
E33032475,280,60,106,5,12,45,46,6
E33032476,345,61,101,8,15,56,89,15
E33032477,318,40,185,9,8,17,46,13
E33032478,416,91,145,8,28,50,66,28
E33032479,429,92,182,2,18,52,64,19
E33032480,311,57,118,5,19,41,59,12
