GeographyCode,WP7701EW0001,WP7701EW0002,WP7701EW0003,WP7701EW0004,WP7701EW0005,WP7701EW0006,WP7701EW0007,WP7701EW0008,WP7701EW0009,WP7701EW0010,WP7701EW0011,WP7701EW0012,WP7701EW0013,WP7701EW0014,WP7701EW0015,WP7701EW0016,WP7701EW0017,WP7701EW0018,WP7701EW0019,WP7701EW0020,WP7701EW0021,WP7701EW0022,WP7701EW0023,WP7701EW0024,WP7701EW0025,WP7701EW0026,WP7701EW0027,WP7701EW0028,WP7701EW0029,WP7701EW0030,WP7701EW0031,WP7701EW0032,WP7701EW0033,WP7701EW0034,WP7701EW0035,WP7701EW0036,WP7701EW0037,WP7701EW0038,WP7701EW0039,WP7701EW0040,WP7701EW0041,WP7701EW0042,WP7701EW0043,WP7701EW0044,WP7701EW0045,WP7701EW0046,WP7701EW0047,WP7701EW0048,WP7701EW0049,WP7701EW0050,WP7701EW0051,WP7701EW0052,WP7701EW0053,WP7701EW0054,WP7701EW0055,WP7701EW0056,WP7701EW0057,WP7701EW0058,WP7701EW0059,WP7701EW0060,WP7701EW0061,WP7701EW0062,WP7701EW0063,WP7701EW0064,WP7701EW0065,WP7701EW0066,WP7701EW0067,WP7701EW0068,WP7701EW0069,WP7701EW0070,WP7701EW0071,WP7701EW0072,WP7701EW0073,WP7701EW0074,WP7701EW0075,WP7701EW0076,WP7701EW0077
E02004274,2818,902,336,194,229,306,57,42,51,407,294,407,0,0,0,0,0,0,0,0,407,0,41,4,3,11,2,7,0,2,4,0,8,1658,407,258,160,208,257,50,37,37,0,244,96,67,20,3,2,3,0,0,0,0,1,431,354,26,4,9,12,2,2,7,0,15,185,70,29,16,8,27,5,1,3,0,26
E02004275,2390,281,339,229,166,134,26,20,38,775,382,775,0,0,0,0,0,0,0,0,775,0,37,1,7,7,2,2,0,3,1,0,14,1227,160,258,187,141,102,23,14,24,0,318,40,12,10,3,0,5,0,2,2,0,6,172,88,29,13,4,13,2,1,5,0,17,139,20,35,19,19,12,1,0,6,0,27
E02004276,3090,1167,415,226,267,242,40,31,41,417,244,417,0,0,0,0,0,0,0,0,417,0,53,5,12,6,10,9,3,1,3,0,4,1585,440,283,186,219,192,29,22,26,0,188,126,72,25,8,2,10,1,2,0,0,6,711,599,47,5,12,16,1,5,10,0,16,198,51,48,21,24,15,6,1,2,0,30
E02004277,14907,3878,882,2472,3504,1563,1028,443,306,488,343,488,0,0,0,0,0,0,0,0,488,0,815,37,29,184,365,80,51,28,26,0,15,9630,1204,662,2012,2753,1292,863,372,211,0,261,386,225,42,41,27,15,16,2,11,0,7,2549,2150,67,31,90,93,42,17,36,0,23,1039,262,82,204,269,83,56,24,22,0,37
E02004278,2098,484,121,328,271,106,80,35,21,376,276,376,0,0,0,0,0,0,0,0,376,0,70,4,3,28,14,4,1,3,2,0,11,1221,216,93,269,219,92,68,31,18,0,215,56,33,3,2,5,0,3,0,0,0,10,265,212,11,4,9,4,5,1,1,0,18,110,19,11,25,24,6,3,0,0,0,22
E02004279,2414,177,192,381,355,118,69,26,92,718,286,718,0,0,0,0,0,0,0,0,718,0,64,2,5,28,14,5,0,1,5,0,4,1267,84,140,300,296,101,55,19,22,0,250,27,7,5,2,3,3,3,1,0,0,3,176,78,14,8,8,6,5,2,49,0,6,162,6,28,43,34,3,6,3,16,0,23
E02004280,6009,1495,1793,938,518,125,135,105,108,494,298,494,0,0,0,0,0,0,0,0,494,0,196,24,82,46,18,5,3,0,13,0,5,3893,833,1278,712,429,105,120,98,73,0,245,294,131,113,33,9,0,0,2,2,0,4,601,403,129,26,13,7,3,2,12,0,6,531,104,191,121,49,8,9,3,8,0,38
E02004281,914,150,95,59,28,10,5,3,17,249,298,249,0,0,0,0,0,0,0,0,249,0,39,9,4,4,2,0,0,0,0,0,20,475,68,70,46,24,7,3,2,17,0,238,14,4,4,3,0,1,0,0,0,0,2,88,63,11,4,1,1,2,0,0,0,6,49,6,6,2,1,1,0,1,0,0,32
E02004282,2039,401,537,208,89,19,25,15,41,442,262,442,0,0,0,0,0,0,0,0,442,0,133,7,77,31,7,0,0,0,2,0,9,963,159,305,132,74,17,19,11,22,0,224,61,15,35,8,0,0,0,1,0,0,2,284,193,50,9,3,2,6,1,14,0,6,156,27,70,28,5,0,0,2,3,0,21
E02004283,2484,530,583,200,124,39,73,43,229,336,327,336,0,0,0,0,0,0,0,0,336,0,213,30,48,21,19,2,7,2,70,0,14,1416,292,393,147,92,34,60,37,109,0,252,71,22,32,3,1,0,1,0,4,0,8,277,160,58,8,3,0,3,1,32,0,12,171,26,52,21,9,3,2,3,14,0,41
E02004284,7524,2523,2203,898,362,113,134,112,201,631,347,631,0,0,0,0,0,0,0,0,631,0,1027,123,465,267,54,11,20,17,30,0,40,3161,672,1136,506,266,94,86,81,113,0,207,294,129,128,17,3,1,4,3,3,0,6,1775,1431,189,27,16,3,14,6,39,0,50,636,168,285,81,23,4,10,5,16,0,44
E02004285,2093,681,380,202,101,36,31,23,34,317,288,317,0,0,0,0,0,0,0,0,317,0,142,27,49,42,7,2,2,1,5,0,7,1131,332,261,138,86,34,29,18,18,0,215,60,27,17,3,0,0,0,0,2,0,11,323,265,22,5,4,0,0,3,9,0,15,120,30,31,14,4,0,0,1,0,0,40
E02004286,703,173,65,39,18,5,6,2,7,192,196,192,0,0,0,0,0,0,0,0,192,0,33,7,8,8,0,0,0,0,0,0,10,320,66,51,24,18,4,5,2,3,0,147,10,5,1,2,0,0,0,0,1,0,1,100,85,4,0,0,1,1,0,3,0,6,48,10,1,5,0,0,0,0,0,0,32
E02004287,1094,296,142,121,42,14,13,10,14,213,229,213,0,0,0,0,0,0,0,0,213,0,69,6,22,20,2,1,2,1,4,0,11,556,124,93,86,36,13,8,9,7,0,180,15,4,4,0,2,0,0,0,0,0,5,170,141,12,4,0,0,1,0,3,0,9,71,21,11,11,2,0,2,0,0,0,24
E02004288,2584,597,581,541,119,44,45,66,49,345,197,345,0,0,0,0,0,0,0,0,345,0,131,26,48,28,4,0,1,4,7,0,13,1426,252,391,412,100,39,38,49,31,0,114,138,36,46,36,9,0,1,3,2,0,5,305,235,28,7,0,1,0,4,5,0,25,239,48,68,58,6,4,5,6,4,0,40
E02004289,1848,633,136,291,137,31,18,17,52,262,271,262,0,0,0,0,0,0,0,0,262,0,113,26,18,45,9,0,0,0,4,0,11,930,236,74,214,102,28,15,14,30,0,217,45,29,7,2,3,0,0,1,2,0,1,348,298,16,12,8,0,1,2,6,0,5,150,44,21,18,15,3,2,0,10,0,37
E02004290,989,150,153,129,103,22,3,2,1,234,192,234,0,0,0,0,0,0,0,0,234,0,54,2,22,10,8,0,0,0,0,0,12,534,68,92,97,85,19,3,2,1,0,167,20,5,8,4,2,0,0,0,0,0,1,81,64,11,3,1,0,0,0,0,0,2,66,11,20,15,7,3,0,0,0,0,10
E02004291,1110,247,167,134,151,22,10,2,1,199,177,199,0,0,0,0,0,0,0,0,199,0,72,17,28,9,7,3,0,0,0,0,8,606,108,103,98,125,12,10,2,1,0,147,7,2,3,1,0,0,0,0,0,0,1,136,102,11,10,6,2,0,0,0,0,5,90,18,22,16,13,5,0,0,0,0,16
E02004292,3821,574,627,792,985,143,75,39,61,305,220,305,0,0,0,0,0,0,0,0,305,0,271,22,89,75,61,3,1,1,5,0,14,2640,327,400,617,830,134,71,35,42,0,184,57,18,19,13,6,0,1,0,0,0,0,235,160,44,12,15,0,0,1,2,0,1,313,47,75,75,73,6,2,2,12,0,21
E02004293,3304,835,537,570,654,87,21,14,11,350,225,350,0,0,0,0,0,0,0,0,350,0,363,54,127,82,75,5,1,1,1,0,17,1877,352,331,418,496,78,19,13,8,0,162,9,3,1,2,2,1,0,0,0,0,0,436,348,21,17,33,3,1,0,1,0,12,269,78,57,51,48,0,0,0,1,0,34
E02004294,2449,569,414,312,419,63,28,11,12,378,243,378,0,0,0,0,0,0,0,0,378,0,247,38,98,44,39,7,2,3,2,0,14,1404,243,269,247,354,53,24,8,7,0,199,8,1,2,1,2,0,0,0,1,0,1,281,249,12,5,9,1,0,0,0,0,5,131,38,33,15,15,2,2,0,2,0,24
E02004295,1552,273,278,243,184,50,14,4,11,299,196,299,0,0,0,0,0,0,0,0,299,0,90,16,28,26,8,1,0,0,1,0,10,861,110,190,173,159,45,13,4,7,0,160,10,4,2,1,1,1,0,0,1,0,0,152,117,18,5,7,1,0,0,0,0,4,140,26,40,38,9,2,1,0,2,0,22
E02004296,1722,254,218,297,298,73,20,8,22,291,241,291,0,0,0,0,0,0,0,0,291,0,123,13,40,27,22,4,0,0,3,0,14,968,113,126,209,230,60,16,6,10,0,198,9,1,1,3,4,0,0,0,0,0,0,167,107,18,22,10,1,1,0,5,0,3,164,20,33,36,32,8,3,2,4,0,26
E02004297,2728,386,565,561,385,129,35,46,47,366,208,366,0,0,0,0,0,0,0,0,366,0,177,15,65,46,30,6,2,3,4,0,6,1689,193,360,436,312,110,30,39,37,0,172,15,2,5,3,1,1,0,0,2,0,1,183,126,28,9,12,5,0,1,0,0,2,298,50,107,67,30,7,3,3,4,0,27
E02004298,2248,416,436,255,237,94,21,16,13,474,286,474,0,0,0,0,0,0,0,0,474,0,116,17,40,26,14,2,1,0,0,0,16,1251,231,275,188,202,88,14,14,9,0,230,10,1,7,1,0,0,0,0,0,0,1,174,119,19,12,11,2,4,2,2,0,3,223,48,95,28,10,2,2,0,2,0,36
E02004299,3983,1189,683,768,572,151,44,17,30,316,213,316,0,0,0,0,0,0,0,0,316,0,393,127,137,78,39,6,1,0,2,0,3,2336,496,396,595,472,133,41,16,19,0,168,24,7,11,3,2,0,0,0,0,0,1,514,405,45,18,26,7,1,1,7,0,4,400,154,94,74,33,5,1,0,2,0,37
E02004300,1288,259,207,194,109,53,13,11,7,243,192,243,0,0,0,0,0,0,0,0,243,0,80,13,34,10,10,2,0,1,0,0,10,707,122,143,148,84,45,10,9,7,0,139,11,2,2,7,0,0,0,0,0,0,0,127,94,10,4,8,3,0,1,0,0,7,120,28,18,25,7,3,3,0,0,0,36
E02004301,1213,326,139,130,99,25,6,3,2,260,223,260,0,0,0,0,0,0,0,0,260,0,76,28,19,10,9,0,1,0,0,0,9,645,143,101,109,83,23,4,3,1,0,178,1,0,0,1,0,0,0,0,0,0,0,128,113,6,2,2,0,1,0,1,0,3,103,42,13,8,5,2,0,0,0,0,33
E02004302,2973,539,672,687,385,147,25,4,19,264,231,264,0,0,0,0,0,0,0,0,264,0,157,36,68,18,15,7,0,0,2,0,11,1923,246,440,563,337,125,24,4,12,0,172,29,12,10,2,3,2,0,0,0,0,0,250,185,27,17,2,6,0,0,3,0,10,350,60,127,87,28,7,1,0,2,0,38
E02004303,6559,2188,1217,938,921,425,113,48,38,380,291,380,0,0,0,0,0,0,0,0,380,0,503,133,141,129,58,17,3,1,9,0,12,4024,1131,736,658,739,360,94,41,24,0,241,59,19,24,5,4,4,2,0,1,0,0,828,636,71,33,45,28,9,1,2,0,3,765,269,245,113,75,16,5,5,2,0,35
E02004304,2661,559,633,404,335,142,24,7,35,289,233,289,0,0,0,0,0,0,0,0,289,0,124,18,35,29,18,8,0,2,0,0,14,1535,224,407,285,275,119,21,5,25,0,174,41,13,20,3,1,0,0,0,2,0,2,328,250,31,10,10,7,2,0,5,0,13,344,54,140,77,31,8,1,0,3,0,30
E02004305,2427,674,391,253,287,144,54,12,20,350,242,350,0,0,0,0,0,0,0,0,350,0,83,11,16,24,13,7,2,0,0,0,10,1335,330,243,172,211,120,43,11,11,0,194,30,10,10,4,2,2,0,0,1,0,1,284,212,41,4,12,2,4,0,2,0,7,345,111,81,49,49,13,5,1,6,0,30
E02004306,2332,172,125,350,334,123,40,39,659,329,161,329,0,0,0,0,0,0,0,0,329,0,124,4,4,32,30,10,3,1,30,0,10,1344,81,92,257,239,94,27,29,388,0,137,41,1,1,1,1,0,0,1,36,0,0,217,77,7,12,33,8,4,1,74,0,1,277,9,21,48,31,11,6,7,131,0,13
E02004307,1674,254,195,207,279,84,22,8,39,390,196,390,0,0,0,0,0,0,0,0,390,0,64,11,20,12,10,3,0,0,0,0,8,882,99,127,164,215,70,15,7,34,0,151,13,6,1,0,1,0,3,0,2,0,0,170,123,11,8,14,3,1,0,0,0,10,155,15,36,23,39,8,3,1,3,0,27
E02004308,4263,498,542,729,1187,333,97,32,32,639,174,639,0,0,0,0,0,0,0,0,639,0,256,43,67,58,67,2,0,1,4,0,14,2774,220,381,598,1013,309,88,29,20,0,116,35,19,6,4,1,3,1,0,0,0,1,264,173,24,10,27,5,5,0,3,0,17,295,43,64,59,79,14,3,2,5,0,26
E02004309,3940,482,570,775,1187,353,132,43,39,208,151,208,0,0,0,0,0,0,0,0,208,0,319,27,97,94,75,8,2,1,4,0,11,2799,229,380,594,983,316,122,40,25,0,110,48,18,9,6,9,1,2,0,1,0,2,267,184,16,12,33,1,1,0,6,0,14,299,24,68,69,87,27,5,2,3,0,14
E02004310,1985,197,252,285,487,114,53,11,15,310,261,310,0,0,0,0,0,0,0,0,310,0,111,15,27,18,34,6,1,0,1,0,9,1318,98,182,231,420,103,51,11,11,0,211,10,2,4,2,0,0,0,0,0,0,2,114,69,12,13,11,4,0,0,1,0,4,122,13,27,21,22,1,1,0,2,0,35
E02004311,1642,220,205,229,230,53,19,6,10,402,268,402,0,0,0,0,0,0,0,0,402,0,92,9,25,18,19,6,1,0,0,0,14,839,101,123,165,183,33,15,5,9,0,205,11,2,5,1,2,0,0,0,0,0,1,145,84,18,19,9,6,2,0,1,0,6,153,24,34,26,17,8,1,1,0,0,42
E02004312,3917,487,412,780,1095,438,105,38,51,310,201,310,0,0,0,0,0,0,0,0,310,0,236,34,40,70,60,13,1,0,6,0,12,2816,253,316,607,925,386,92,38,38,0,161,22,7,5,3,4,2,0,0,1,0,0,225,146,21,11,24,10,1,0,4,0,8,308,47,30,89,82,27,11,0,2,0,20
E02004313,3817,636,516,1004,929,288,66,11,31,206,130,206,0,0,0,0,0,0,0,0,206,0,345,27,74,130,78,16,4,0,3,0,13,2422,234,333,733,724,229,54,9,21,0,85,36,16,13,2,2,0,0,0,1,0,2,434,310,30,25,31,16,3,0,4,0,15,374,49,66,114,94,27,5,2,2,0,15
E02004314,12897,2106,2637,2609,2972,1227,280,97,272,520,177,520,0,0,0,0,0,0,0,0,520,0,2119,107,555,646,429,223,32,11,67,0,49,6892,345,1340,1586,2171,928,225,83,146,0,68,255,82,102,32,25,7,0,0,6,0,1,2194,1504,387,69,121,20,7,2,39,0,45,917,68,253,276,226,49,16,1,14,0,14
E02004315,14734,1396,2170,3125,5253,1396,390,100,169,520,215,520,0,0,0,0,0,0,0,0,520,0,1132,86,264,288,332,98,13,1,21,0,29,10769,672,1434,2411,4333,1213,352,95,124,0,135,158,32,48,36,31,4,2,0,3,0,2,947,507,148,69,166,16,8,0,14,0,19,1208,99,276,321,391,65,15,4,7,0,30
E02004316,1072,217,97,97,129,43,4,7,36,231,211,231,0,0,0,0,0,0,0,0,231,0,59,14,9,10,8,5,0,0,3,0,10,547,70,67,71,106,31,4,5,30,0,163,11,1,3,1,0,1,0,1,1,0,3,135,111,8,4,7,1,0,0,0,0,4,89,21,10,11,8,5,0,1,2,0,31
E02004317,1266,278,70,214,145,40,2,2,21,265,229,265,0,0,0,0,0,0,0,0,265,0,91,20,3,31,16,6,0,0,1,0,14,626,109,45,149,106,33,2,2,12,0,168,10,0,2,0,2,0,0,0,1,0,5,169,130,8,9,9,0,0,0,5,0,8,105,19,12,25,12,1,0,0,2,0,34
E02004318,2714,232,316,512,715,368,98,32,41,265,135,265,0,0,0,0,0,0,0,0,265,0,114,6,29,30,22,10,4,0,2,0,11,1870,82,213,400,605,322,84,30,35,0,99,23,4,7,6,4,1,1,0,0,0,0,175,119,20,15,8,5,0,0,1,0,7,267,21,47,61,76,30,9,2,3,0,18
E02004319,1328,246,150,178,180,34,20,8,13,283,216,283,0,0,0,0,0,0,0,0,283,0,54,7,13,10,14,4,0,0,0,0,6,702,110,103,131,125,28,18,8,4,0,175,9,3,1,2,3,0,0,0,0,0,0,182,104,17,20,25,2,2,0,8,0,4,98,22,16,15,13,0,0,0,1,0,31
E02004320,2765,536,449,431,419,200,88,12,86,297,247,297,0,0,0,0,0,0,0,0,297,0,215,31,71,65,14,8,2,0,20,0,4,1674,268,239,291,361,165,81,9,53,0,207,44,13,22,4,0,3,0,0,0,0,2,245,161,40,14,9,7,1,0,9,0,4,290,63,77,57,35,17,4,3,4,0,30
E02004321,4129,1105,662,771,682,270,164,21,37,250,167,250,0,0,0,0,0,0,0,0,250,0,302,59,99,71,35,19,8,1,3,0,7,2500,429,421,560,563,218,141,15,28,0,125,37,14,13,6,2,2,0,0,0,0,0,585,479,36,24,18,5,10,2,5,0,6,455,124,93,110,64,26,5,3,1,0,29
E02004322,1001,331,85,120,94,31,13,1,5,167,154,167,0,0,0,0,0,0,0,0,167,0,59,26,10,5,5,2,0,0,1,0,10,509,128,55,97,80,27,13,0,4,0,105,3,3,0,0,0,0,0,0,0,0,0,187,151,10,9,2,1,0,1,0,0,13,76,23,10,9,7,1,0,0,0,0,26
E02004323,1928,362,398,409,228,75,15,5,3,228,205,228,0,0,0,0,0,0,0,0,228,0,197,25,72,67,21,3,1,0,0,0,8,1078,145,243,264,179,57,14,5,3,0,168,12,3,1,3,1,3,0,0,0,0,1,213,156,22,18,9,2,0,0,0,0,6,200,33,60,57,18,10,0,0,0,0,22
E02004324,2343,355,643,447,378,143,51,16,19,167,124,167,0,0,0,0,0,0,0,0,167,0,89,10,25,20,14,7,2,0,4,0,7,1568,161,445,353,325,125,45,15,12,0,87,30,6,14,3,4,0,0,0,0,0,3,199,130,44,9,6,3,0,1,2,0,4,290,48,115,62,29,8,4,0,1,0,23
E02004325,2812,862,557,469,376,146,27,8,17,143,207,143,0,0,0,0,0,0,0,0,143,0,168,24,44,46,27,7,1,0,0,0,19,1581,345,338,303,294,118,22,8,17,0,136,28,15,6,3,0,1,1,0,0,0,2,419,323,50,19,7,6,0,0,0,0,14,473,155,119,98,48,14,3,0,0,0,36
E02004326,9106,1229,2371,1505,2343,907,199,49,66,232,205,232,0,0,0,0,0,0,0,0,232,0,398,29,131,90,92,41,9,1,0,0,5,6618,669,1653,1127,1975,763,169,45,54,0,163,129,48,44,15,13,5,3,0,0,0,1,482,291,94,25,28,26,5,2,4,0,7,1247,192,449,248,235,72,13,1,8,0,29
E02004327,1218,377,232,139,110,52,22,4,5,113,164,113,0,0,0,0,0,0,0,0,113,0,44,10,12,7,6,2,0,0,0,0,7,686,144,151,104,90,40,19,4,5,0,129,12,3,3,1,1,2,0,0,0,0,2,209,174,10,13,4,3,0,0,0,0,5,154,46,56,14,9,5,3,0,0,0,21
E02004328,1563,376,235,198,267,121,29,12,5,150,170,150,0,0,0,0,0,0,0,0,150,0,51,8,12,12,10,3,1,1,0,0,4,1034,193,177,159,238,106,26,11,4,0,120,6,2,1,1,0,1,0,0,0,0,1,193,141,15,6,7,6,1,0,1,0,16,129,32,30,20,12,5,1,0,0,0,29
E02004329,2626,822,448,346,360,179,45,13,5,240,168,240,0,0,0,0,0,0,0,0,240,0,175,30,52,44,34,7,3,0,0,0,5,1531,366,297,242,293,149,40,13,5,0,126,21,7,4,6,0,1,0,0,0,0,3,375,296,22,22,14,11,0,0,0,0,10,284,123,73,32,19,11,2,0,0,0,24
E02004330,988,268,138,138,107,48,12,2,1,137,137,137,0,0,0,0,0,0,0,0,137,0,44,10,13,7,5,1,2,0,0,0,6,534,100,86,111,83,44,9,2,1,0,98,3,1,0,0,1,0,0,0,0,0,1,166,135,10,9,4,1,0,0,0,0,7,104,22,29,11,14,2,1,0,0,0,25
E02004331,1201,255,168,155,148,47,5,1,11,199,212,199,0,0,0,0,0,0,0,0,199,0,57,16,18,7,3,0,0,0,0,0,13,659,93,105,117,128,36,5,1,10,0,164,7,2,1,4,0,0,0,0,0,0,0,166,126,12,9,7,6,0,0,1,0,5,113,18,32,18,10,5,0,0,0,0,30
E02004332,1395,244,204,136,171,79,16,10,20,292,223,292,0,0,0,0,0,0,0,0,292,0,45,7,9,9,5,2,1,0,8,0,4,801,115,150,109,147,69,14,9,8,0,180,4,0,2,1,0,0,0,1,0,0,0,144,106,18,6,6,2,0,0,3,0,3,109,16,25,11,13,6,1,0,1,0,36
E02004333,1481,246,183,203,223,139,27,3,20,245,192,245,0,0,0,0,0,0,0,0,245,0,58,8,19,7,13,0,2,0,0,0,9,963,149,128,170,188,131,24,3,18,0,152,11,3,4,1,1,1,0,0,1,0,0,102,64,13,9,5,1,1,0,1,0,8,102,22,19,16,16,6,0,0,0,0,23
E02004334,1257,261,153,82,238,69,12,4,5,227,206,227,0,0,0,0,0,0,0,0,227,0,53,14,9,6,12,3,0,0,0,0,9,697,90,100,68,195,60,10,4,4,0,166,5,0,4,0,1,0,0,0,0,0,0,175,133,18,2,12,3,1,0,1,0,5,100,24,22,6,18,3,1,0,0,0,26
E02004335,4257,918,773,1030,760,341,98,19,34,155,129,155,0,0,0,0,0,0,0,0,155,0,199,35,57,59,28,11,1,0,4,0,4,2926,414,513,817,650,309,86,19,27,0,91,68,35,14,10,5,2,1,0,0,0,1,456,342,53,34,13,5,1,0,0,0,8,453,92,136,110,64,14,9,0,3,0,25
E02004336,1509,332,208,228,235,86,31,7,2,214,166,214,0,0,0,0,0,0,0,0,214,0,71,15,20,21,8,1,1,0,1,0,4,889,113,147,177,204,79,29,6,0,0,134,6,2,0,2,1,0,1,0,0,0,0,230,180,17,12,10,1,0,0,0,0,10,99,22,24,16,12,5,0,1,1,0,18
E02004337,2285,607,306,371,235,127,26,2,16,335,260,335,0,0,0,0,0,0,0,0,335,0,103,21,31,23,10,7,0,0,0,0,11,1338,293,200,290,206,106,24,2,15,0,202,26,8,11,3,1,1,1,0,0,0,1,300,238,21,21,2,3,1,0,0,0,14,183,47,43,34,16,10,0,0,1,0,32
E02004338,1953,259,399,332,276,126,44,11,27,262,217,262,0,0,0,0,0,0,0,0,262,0,81,7,31,13,12,5,0,0,0,0,13,1203,108,258,260,230,106,40,9,24,0,168,30,5,13,10,0,1,0,0,1,0,0,164,120,20,6,8,3,0,1,1,0,5,213,19,77,43,26,11,4,1,1,0,31
E02004339,2844,338,310,487,765,160,72,27,42,445,198,445,0,0,0,0,0,0,0,0,445,0,137,8,35,35,41,5,3,2,2,0,6,1750,146,199,369,618,136,61,24,30,0,167,30,6,7,4,11,0,0,1,0,0,1,247,156,12,22,44,6,3,0,3,0,1,235,22,57,57,51,13,5,0,7,0,23
E02004340,2901,737,510,432,405,162,61,26,19,268,281,268,0,0,0,0,0,0,0,0,268,0,102,15,32,22,7,5,7,0,1,0,13,1733,259,382,319,336,146,48,22,17,0,204,32,16,6,6,4,0,0,0,0,0,0,464,382,29,21,8,7,2,0,0,0,15,302,65,61,64,50,4,4,4,1,0,49
E02004341,1115,206,81,86,87,60,10,9,3,365,208,365,0,0,0,0,0,0,0,0,365,0,27,6,2,1,3,2,1,0,1,0,11,543,105,51,65,79,52,9,8,1,0,173,11,4,3,0,0,0,0,0,0,0,4,93,68,6,9,2,3,0,0,0,0,5,76,23,19,11,3,3,0,1,1,0,15
E02004342,678,260,35,49,40,25,7,8,3,128,123,128,0,0,0,0,0,0,0,0,128,0,31,8,7,4,0,0,0,0,0,0,12,344,133,19,41,35,21,6,8,1,0,80,4,3,0,0,0,0,0,0,0,0,1,112,94,4,0,2,4,0,0,1,0,7,59,22,5,4,3,0,1,0,1,0,23
E02004343,1429,325,171,218,270,120,50,7,11,149,108,149,0,0,0,0,0,0,0,0,149,0,40,9,4,13,6,3,1,0,0,0,4,930,136,119,177,245,112,47,7,8,0,79,19,12,2,2,0,0,0,0,0,0,3,201,139,30,8,5,5,2,0,3,0,9,90,29,16,18,14,0,0,0,0,0,13
E02004344,10100,1579,1655,2693,2162,785,341,183,285,255,162,255,0,0,0,0,0,0,0,0,255,0,465,35,59,203,80,10,10,14,46,0,8,7035,730,1111,1942,1794,675,301,160,198,0,124,315,98,131,45,18,7,2,4,7,0,3,758,539,97,41,35,24,4,1,10,0,7,1272,177,257,462,235,69,24,4,24,0,20
E02004345,3561,322,285,503,607,165,58,22,56,1046,497,1046,0,0,0,0,0,0,0,0,1046,0,75,5,11,25,14,5,4,1,2,0,8,1906,133,214,392,490,141,50,21,45,0,420,24,3,6,8,5,0,1,0,0,0,1,260,160,17,19,37,8,1,0,8,0,10,250,21,37,59,61,11,2,0,1,0,58
E02004346,1879,191,119,132,179,103,40,20,71,810,214,810,0,0,0,0,0,0,0,0,810,0,25,4,1,0,5,1,1,3,3,0,7,789,88,95,109,132,87,34,11,56,0,177,11,1,2,1,1,2,0,0,2,0,2,148,93,8,8,21,6,1,3,0,0,8,96,5,13,14,20,7,4,3,10,0,20
E02004347,4979,1362,181,453,955,884,219,239,126,388,172,388,0,0,0,0,0,0,0,0,388,0,108,9,8,11,35,29,3,3,5,0,5,3163,428,143,394,838,763,180,198,99,0,120,71,46,6,5,1,3,1,1,5,0,3,964,827,9,13,22,25,22,20,10,0,16,285,52,15,30,59,64,13,17,7,0,28
E02004348,2965,376,176,304,497,289,133,54,80,740,316,740,0,0,0,0,0,0,0,0,740,0,86,6,8,18,26,8,3,0,7,0,10,1620,142,132,234,398,243,113,52,50,0,256,15,5,3,2,2,0,0,0,2,0,1,294,204,9,19,20,17,5,0,10,0,10,210,19,24,31,51,21,12,2,11,0,39
E02004349,1564,276,161,179,178,44,22,4,30,346,324,346,0,0,0,0,0,0,0,0,346,0,23,2,2,8,2,1,1,0,1,0,6,852,122,123,130,151,39,19,4,20,0,244,13,6,3,1,1,0,0,0,0,0,2,171,122,8,5,10,1,1,0,7,0,17,159,24,25,35,14,3,1,0,2,0,55
E02004350,3296,866,469,562,421,138,62,10,11,430,327,430,0,0,0,0,0,0,0,0,430,0,144,23,44,36,22,5,3,0,0,0,11,1949,377,336,430,349,122,56,5,9,0,265,12,3,2,0,4,2,0,0,0,0,1,537,403,32,56,20,5,0,4,2,0,15,224,60,55,40,26,4,3,1,0,0,35
E02004351,1255,271,176,184,104,50,23,11,14,220,202,220,0,0,0,0,0,0,0,0,220,0,50,5,17,13,4,0,2,0,1,0,8,674,106,122,136,85,40,17,11,7,0,150,6,3,1,2,0,0,0,0,0,0,0,188,140,12,13,8,4,1,0,5,0,5,117,17,24,20,7,6,3,0,1,0,39
E02004352,6313,1275,1440,1499,776,521,152,17,104,300,229,300,0,0,0,0,0,0,0,0,300,0,707,57,254,246,70,46,8,2,12,0,12,3888,603,832,1041,630,397,133,14,64,0,174,32,10,9,9,1,1,0,0,1,0,1,753,468,121,64,32,33,5,1,16,0,13,633,137,224,139,43,44,6,0,11,0,29
E02004353,2832,692,410,598,363,185,60,14,21,251,238,251,0,0,0,0,0,0,0,0,251,0,189,32,66,57,13,5,3,1,5,0,7,1848,328,289,465,322,171,51,11,15,0,196,18,4,5,6,1,0,1,0,1,0,0,343,277,18,24,7,5,2,2,0,0,8,183,51,32,46,20,4,3,0,0,0,27
E02004354,2630,451,493,390,330,136,61,12,35,404,318,404,0,0,0,0,0,0,0,0,404,0,90,10,27,35,8,2,1,0,0,0,7,1545,199,331,278,270,109,55,12,29,0,262,38,16,12,7,3,0,0,0,0,0,0,293,187,47,23,14,14,0,0,3,0,5,260,39,76,47,35,11,5,0,3,0,44
E02004355,2106,432,286,425,338,149,59,8,11,178,220,178,0,0,0,0,0,0,0,0,178,0,100,18,22,35,4,9,5,1,0,0,6,1455,220,220,344,313,124,48,7,9,0,170,13,5,1,4,1,1,1,0,0,0,0,210,160,10,15,10,6,2,0,0,0,7,150,29,33,27,10,9,3,0,2,0,37
