GeographyCode,WP210EW0001,WP210EW0002,WP210EW0003,WP210EW0004,WP210EW0005,WP210EW0006,WP210EW0007,WP210EW0008,WP210EW0009,WP210EW0010
E33028217,564,312,2,1,0,2,0,5,210,32
E33028218,352,198,10,0,0,0,0,5,104,35
E33028219,442,271,1,0,0,1,0,3,128,38
E33028220,306,185,2,0,0,0,1,1,104,13
E33028221,271,156,0,0,0,0,0,3,93,19
E33028222,227,147,0,0,1,0,0,0,64,15
E33028223,398,241,1,0,0,0,0,0,125,31
E33028224,331,213,1,0,0,1,1,2,86,27
E33028225,690,351,0,10,1,2,0,5,264,57
E33028226,328,182,1,0,0,0,0,1,114,30
E33028227,334,194,2,0,0,0,0,3,111,24
E33028228,305,186,1,0,0,2,0,1,100,15
E33028229,350,219,1,1,0,0,0,2,102,25
E33028230,552,343,4,0,0,2,0,2,154,47
E33028231,273,178,0,0,1,1,0,0,78,15
E33028232,419,225,2,0,1,1,0,1,159,30
E33028233,457,275,0,0,0,2,0,4,137,39
E33028234,426,260,2,1,0,3,0,1,126,33
E33028235,504,283,0,0,0,1,0,1,176,43
E33028236,386,223,3,0,0,0,0,1,137,22
E33028237,253,163,0,0,0,0,0,0,67,23
E33028238,479,279,2,1,0,2,0,4,165,26
E33028239,257,174,0,0,0,0,4,3,60,16
E33028240,363,241,1,0,0,1,0,0,105,15
E33028241,255,167,0,0,0,0,0,3,68,17
E33028242,303,182,1,0,0,1,1,0,95,23
E33028243,279,171,0,1,0,0,0,2,73,32
E33028244,437,269,0,0,1,2,0,3,127,35
E33028245,344,206,0,0,0,0,0,3,113,22
E33028246,398,241,0,0,0,0,0,2,120,35
E33028247,245,164,0,0,1,0,0,0,64,16
E33028248,499,312,0,0,0,3,0,1,148,35
E33028249,311,187,1,0,0,0,0,2,97,24
E33028250,603,357,1,1,0,4,0,3,189,48
E33028251,417,226,1,0,0,2,0,1,148,39
E33028252,349,219,0,0,1,0,0,0,88,41
E33028253,354,223,2,0,0,0,0,3,103,23
E33028254,523,314,4,0,1,0,0,2,155,47
E33028255,292,168,0,0,0,2,0,2,101,19
E33028256,348,208,1,0,1,0,0,1,105,32
E33028257,377,232,0,0,0,0,0,1,110,34
E33028258,335,219,1,2,0,6,0,2,93,12
E33028259,317,214,2,1,0,1,0,0,84,15
E33028260,471,295,0,0,0,2,0,4,140,30
E33028261,316,213,1,0,1,1,0,2,70,28
E33028262,323,191,1,0,1,5,0,1,96,28
E33028263,415,259,0,0,2,3,0,5,122,24
E33028264,305,193,1,0,0,1,0,1,93,16
E33028265,285,171,1,0,0,0,0,0,85,28
E33028266,275,188,2,0,1,0,0,2,67,15
E33028267,218,153,0,0,0,3,0,0,50,12
E33028268,250,142,0,0,1,1,0,1,86,19
E33028269,282,177,2,1,1,0,0,0,79,22
E33028270,566,360,3,0,0,3,0,1,152,47
E33028271,250,178,0,0,1,0,0,1,50,20
E33028272,335,215,1,0,0,5,0,1,90,23
E33028273,816,498,5,0,1,12,0,1,239,60
E33028274,379,226,1,0,1,1,0,1,128,21
E33028275,356,229,1,0,0,0,0,0,102,24
E33028276,263,166,1,0,2,0,0,0,74,20
E33028277,669,400,2,0,0,18,0,0,213,36
E33028278,340,224,1,0,0,2,0,7,88,18
E33028279,540,330,4,0,1,5,0,6,155,39
E33028280,379,226,0,0,1,0,0,2,109,41
E33028281,512,300,2,0,0,3,0,2,156,49
E33028282,392,236,3,1,1,1,0,5,110,35
E33028283,455,284,0,0,0,2,1,6,126,36
E33028284,293,182,1,0,0,3,0,0,90,17
E33028285,597,371,1,3,0,1,0,6,179,36
E33028286,416,251,0,0,2,1,0,1,132,29
E33028287,373,190,1,0,0,2,0,2,145,33
E33028288,289,180,2,1,0,1,0,2,82,21
E33028289,564,322,1,2,0,3,3,1,191,41
E33028290,535,274,1,5,0,9,2,3,199,42
E33028291,299,190,0,0,1,0,0,0,99,9
E33028292,456,261,0,0,0,6,0,1,150,38
E33028293,415,248,0,0,0,2,0,2,127,36
E33028294,275,171,1,1,0,1,0,5,73,23
E33028295,346,201,1,0,0,2,0,0,122,20
E33028296,361,215,0,0,0,0,0,3,116,27
E33028297,646,371,1,0,1,2,1,2,221,47
E33028298,471,272,2,0,1,1,0,1,149,45
E33028299,527,268,4,1,2,7,0,3,202,40
E33028300,573,300,2,1,2,1,0,1,222,44
E33028301,360,205,1,2,2,6,0,3,112,29
E33028302,632,366,2,2,0,9,0,2,204,47
E33028303,446,257,2,0,0,3,0,5,153,26
E33028304,291,166,4,0,0,3,0,2,99,17
E33028305,361,239,0,1,0,0,1,0,97,23
E33028306,358,201,2,2,0,0,0,2,116,35
E33028307,321,180,1,0,0,7,0,1,100,32
E33028308,483,283,2,0,0,1,0,4,150,43
E33028309,306,194,1,0,1,1,0,0,89,20
E33028310,215,146,0,1,0,0,0,0,56,12
E33028311,235,160,1,2,0,0,0,0,56,16
E33028312,391,245,2,0,2,0,0,3,115,24
E33028313,400,259,0,1,1,2,0,0,115,22
E33028314,317,206,0,0,1,2,1,0,88,19
E33028315,364,222,1,2,0,0,1,0,118,20
E33028316,248,143,0,0,0,2,0,1,88,14
E33028317,491,309,0,1,0,6,0,1,127,47
E33028318,246,137,1,0,0,0,0,2,88,18
E33028319,381,219,2,1,0,2,0,3,122,32
E33028320,502,350,1,3,0,1,0,1,119,27
E33028321,470,271,0,0,0,3,0,6,161,29
E33028322,254,157,1,0,0,1,0,1,74,20
E33028323,399,227,6,2,1,0,0,2,132,29
E33028324,678,430,1,1,0,1,0,4,191,50
E33028325,738,444,2,1,0,4,2,4,226,55
E33028326,376,212,3,2,0,0,1,1,127,30
E33028327,229,109,0,0,0,0,0,3,94,23
E33028328,248,144,0,3,0,1,0,0,85,15
E33028329,409,250,1,0,1,0,0,2,124,31
E33028330,379,232,2,1,0,3,0,2,116,23
E33028331,302,167,0,0,0,0,0,0,109,26
E33028332,354,209,1,0,0,0,0,3,121,20
E33028333,305,173,0,0,0,1,0,0,106,25
E33028334,244,130,1,0,1,0,0,0,95,17
E33028335,462,309,3,0,0,8,0,3,109,30
E33028336,295,192,0,0,0,0,0,0,71,32
E33028337,681,456,5,1,2,1,0,4,150,62
E33028338,285,177,1,0,0,3,0,0,77,27
E33028339,334,209,0,0,0,0,0,0,101,24
E33028340,253,153,1,0,0,1,0,1,75,22
E33028341,383,230,3,4,0,3,0,4,104,35
E33028342,371,242,0,0,0,1,0,2,100,26
E33028343,276,173,0,1,0,0,0,1,80,21
E33028344,359,219,0,0,2,0,0,4,113,21
E33028345,546,323,0,0,0,3,0,6,170,44
E33028346,421,271,1,1,2,5,0,3,101,37
E33028347,367,215,0,0,0,4,1,2,122,23
E33028348,641,358,1,1,3,1,1,7,231,38
E33028349,296,183,3,0,1,0,0,2,88,19
E33028350,404,285,0,0,0,2,0,2,86,29
E33028351,668,372,2,1,0,4,0,2,250,37
E33028352,318,188,0,0,1,0,0,0,100,29
E33028353,333,195,0,1,3,2,0,8,106,18
E33028354,332,179,1,1,1,0,0,3,120,27
E33028355,237,158,1,4,0,2,0,0,60,12
E33028356,293,190,0,1,0,2,0,0,76,24
E33028357,632,391,0,5,1,9,0,2,185,39
E33028358,439,260,4,1,1,3,0,2,129,39
E33028359,374,233,3,0,1,4,0,1,99,33
E33028360,399,234,5,1,1,4,2,3,111,38
E33028361,478,249,0,2,0,10,1,0,179,37
E33028362,308,186,5,2,0,4,2,2,90,17
E33028363,639,389,1,4,0,1,1,5,204,34
E33028364,378,225,0,0,0,1,1,2,125,24
E33028365,243,124,0,0,0,6,1,0,102,10
E33028366,572,318,1,0,0,1,0,3,209,40
E33028367,412,226,2,6,0,11,1,1,141,24
E33028368,243,143,0,2,1,3,1,2,68,23
E33028369,425,227,3,1,1,1,0,2,156,34
E33028370,428,225,1,2,0,6,0,3,161,30
E33028371,333,181,1,0,0,2,1,4,121,23
E33028372,656,370,3,5,0,2,0,6,230,40
E33028373,300,175,2,2,1,4,2,3,90,21
E33028374,317,179,1,3,0,5,6,1,105,17
E33028375,336,194,1,1,0,9,1,2,112,16
E33028376,271,146,1,0,0,3,0,3,95,23
E33028377,281,165,2,2,0,0,2,1,95,14
E33028378,347,191,3,1,0,7,0,1,118,26
E33028379,611,408,2,1,0,6,2,3,139,50
E33028380,357,193,2,1,1,5,5,2,110,38
E33028381,320,181,1,3,1,11,1,2,101,19
E33028382,317,157,2,1,1,0,1,1,132,22
E33028383,322,175,1,2,0,4,2,1,122,15
E33028384,428,204,2,7,0,13,0,1,181,20
E33028385,439,216,3,2,0,47,0,2,134,35
E33028386,271,142,2,8,0,7,1,0,91,20
E33028387,253,128,1,3,0,7,0,2,92,20
E33028388,456,236,1,2,0,20,5,2,162,28
E33028389,266,128,0,8,0,8,0,2,97,23
E33028390,281,158,3,1,2,3,1,5,89,19
E33028391,693,343,7,1,0,47,4,5,238,48
E33028392,392,193,4,8,0,27,0,3,125,32
E33028393,242,136,2,3,0,1,0,0,85,15
E33028394,320,170,2,2,0,4,0,5,110,27
E33028395,507,309,3,2,0,7,1,3,149,33
E33028396,255,147,0,5,0,5,4,0,76,18
E33028397,311,186,2,0,0,2,1,1,97,22
E33028398,283,161,3,4,0,11,0,1,81,22
E33028399,1246,708,6,9,0,13,2,15,395,98
E33028400,290,151,0,5,0,2,0,1,109,22
E33028401,260,150,0,0,1,11,2,1,76,19
E33028402,5044,3175,27,89,4,79,11,20,1315,324
E33028403,268,162,1,4,0,8,0,0,73,20
E33028404,322,184,3,2,0,6,0,2,101,24
E33028405,476,303,4,1,0,3,0,3,133,29
E33028406,508,323,5,3,0,8,2,5,133,29
E33028407,309,162,0,5,0,6,2,2,117,15
E33028408,404,206,2,28,0,16,1,1,125,25
E33028409,349,198,0,0,0,6,0,5,113,27
E33028410,349,208,1,2,1,4,0,6,96,31
E33028411,263,132,1,0,0,4,0,0,110,16
E33028412,384,220,3,2,0,0,0,2,130,27
E33028413,381,207,0,4,0,3,0,0,135,32
E33028414,825,436,2,15,0,11,7,4,302,48
E33028415,241,113,1,8,0,4,1,2,89,23
E33028416,725,403,2,2,2,4,0,7,245,60
E33028417,420,223,0,3,0,6,1,0,158,29
E33028418,279,135,4,4,0,8,2,6,104,16
E33028419,344,188,2,0,0,2,0,2,132,18
E33028420,693,304,7,8,0,27,1,6,288,52
E33028421,324,189,1,2,0,1,2,0,103,26
E33028422,357,191,1,2,0,1,0,1,133,28
E33028423,421,215,1,4,0,12,2,5,156,26
E33028424,356,187,2,0,0,2,2,1,131,31
E33028425,432,248,2,0,0,2,0,1,151,28
E33028426,333,163,0,0,0,3,0,0,139,28
E33028427,252,142,0,0,0,0,0,5,88,17
E33028428,325,166,0,5,0,8,0,2,122,22
E33028429,467,256,0,1,0,3,3,6,172,26
E33028430,264,155,2,1,1,6,1,0,78,20
E33028431,668,356,0,3,0,8,1,7,252,41
E33028432,379,183,3,0,1,5,0,4,158,25
E33028433,456,232,0,1,0,7,0,1,183,32
E33028434,607,371,4,0,0,2,1,0,195,34
E33028435,880,462,6,1,0,18,1,8,322,62
E33028436,334,164,1,7,0,12,0,5,124,21
E33028437,358,166,1,1,0,9,2,2,152,25
E33028438,605,332,1,1,0,10,1,3,220,37
E33028439,349,170,1,2,0,12,5,3,130,26
E33028440,681,402,5,0,0,24,0,3,190,57
E33028441,429,280,1,0,0,1,0,0,112,35
E33028442,367,220,3,0,3,4,0,1,114,22
E33028443,519,317,2,2,1,1,0,0,160,36
E33028444,383,240,2,1,2,2,0,1,103,32
E33028445,436,277,1,0,0,1,0,2,126,29
E33028446,290,185,1,1,1,0,0,0,78,24
E33028447,340,204,0,0,0,0,0,2,110,24
E33028448,689,456,5,1,1,2,0,2,161,61
E33028449,313,190,0,1,0,0,0,0,97,25
E33028450,296,181,0,1,0,0,0,0,89,25
E33028451,338,203,0,0,0,1,0,2,101,31
E33028452,246,157,0,0,0,1,0,1,66,21
E33028453,329,206,1,0,0,1,0,1,96,24
E33028454,279,171,1,0,0,0,0,1,73,33
E33028455,281,172,2,0,2,0,0,0,87,18
E33028456,547,368,2,0,0,1,0,4,143,29
E33028457,387,236,1,0,0,0,0,0,129,21
E33028458,336,208,1,0,1,0,0,2,98,26
E33028459,303,204,4,0,0,0,0,2,65,28
E33028460,379,263,0,0,0,0,0,2,81,33
E33028461,428,255,2,1,0,0,0,0,141,29
E33028462,531,308,2,0,0,1,0,1,171,48
E33028463,307,201,0,1,0,1,0,0,82,22
E33028464,439,283,3,0,0,0,1,1,128,23
E33028465,615,389,1,0,0,0,0,2,177,46
E33028466,470,302,0,1,0,0,0,4,133,30
E33028467,304,169,0,1,0,0,0,3,102,29
E33028468,524,297,0,0,1,0,1,2,190,33
E33028469,438,270,1,1,0,1,0,4,126,35
E33028470,280,176,0,0,1,0,0,0,77,26
E33028471,769,474,2,2,1,0,0,3,239,48
E33028472,283,195,2,1,0,0,0,0,69,16
E33028473,344,214,0,1,0,0,0,0,104,25
E33028474,287,161,0,0,0,0,1,3,100,22
E33028475,388,234,0,1,1,0,0,1,113,38
E33028476,280,146,3,0,0,1,0,0,108,22
E33028477,304,180,0,1,0,1,1,2,90,29
E33028478,591,361,0,0,1,2,0,5,182,40
E33028479,413,234,0,0,0,0,0,1,145,33
E33028480,478,283,2,0,1,3,0,5,148,36
E33028481,314,186,0,0,0,1,0,3,103,21
E33028482,411,257,0,1,2,0,0,3,118,30
E33028483,293,179,0,0,0,2,1,1,91,19
E33028484,508,343,0,0,0,15,0,1,115,34
E33028485,286,177,3,0,0,4,0,2,83,17
E33028486,335,186,2,0,0,1,0,2,115,29
E33028487,612,372,3,1,1,5,0,1,170,59
E33028488,344,213,1,1,0,2,0,5,103,19
E33028489,476,299,1,0,0,0,0,3,131,42
E33028490,557,324,1,1,2,3,0,3,177,46
E33028491,602,377,2,0,1,1,1,4,178,38
E33028492,333,208,0,0,0,2,0,0,97,26
E33028493,290,163,2,2,0,4,0,0,101,18
E33028494,717,402,2,0,0,3,0,5,254,51
E33028495,270,150,2,0,1,6,0,3,82,26
E33028496,462,267,2,0,0,0,0,1,164,28
E33028497,291,157,0,1,0,0,0,0,111,22
E33028498,526,322,2,0,1,1,0,3,162,35
E33028499,602,358,1,0,0,2,0,3,186,52
E33028500,366,212,0,0,1,4,0,1,122,26
E33028501,581,326,1,0,2,3,3,4,207,35
E33028502,333,209,0,0,0,1,0,0,95,28
E33028503,318,195,2,1,0,4,0,1,95,20
E33028504,244,143,0,0,1,1,0,2,78,19
E33028505,312,179,2,0,0,2,0,3,107,19
E33028506,323,188,2,2,0,12,0,1,100,18
E33028507,2874,1691,6,13,2,8,5,12,688,449
E33028508,829,491,7,3,4,3,0,3,272,46
E33028509,391,226,0,0,0,1,0,4,139,21
E33028510,362,230,1,1,0,2,1,1,96,30
E33028511,305,194,2,0,0,0,0,0,85,24
E33028512,429,254,0,0,1,5,0,1,146,22
E33028513,403,258,1,0,1,2,1,2,114,24
E33028514,686,414,3,0,0,0,1,2,219,47
E33028515,349,221,0,0,0,0,0,5,88,35
E33028516,357,233,0,0,1,1,1,1,103,17
E33028517,315,200,0,0,0,0,0,1,80,34
E33028518,2175,1401,4,2,1,6,1,8,649,103
E33028519,420,261,1,0,0,0,0,1,134,23
E33028520,257,172,2,0,0,0,1,0,60,22
E33028521,245,161,0,0,0,0,0,2,66,16
E33028522,451,289,0,0,0,1,0,0,130,31
E33028523,818,478,3,0,1,9,1,2,257,67
E33028524,318,208,3,1,0,0,0,0,90,16
E33028525,397,224,1,4,0,4,0,2,138,24
E33028526,263,168,1,1,0,1,0,0,76,16
E33028527,544,357,2,8,0,21,2,0,123,31
E33028528,255,167,0,0,0,0,0,1,61,26
E33028529,312,182,0,0,0,0,0,1,105,24
E33028530,399,244,1,0,0,0,0,3,113,38
E33028531,273,183,0,0,0,0,0,1,69,20
E33028532,363,221,0,2,0,2,0,3,110,25
E33028533,348,228,0,0,1,1,2,2,92,22
E33028534,654,410,1,1,0,1,0,3,195,43
E33028535,406,229,2,1,0,4,0,1,141,28
E33028536,1542,877,3,3,1,8,0,9,537,104
E33028537,344,204,0,1,0,3,1,2,109,24
E33028538,777,486,4,1,0,2,0,4,235,45
E33028539,394,222,0,0,0,0,0,1,143,28
E33028540,343,187,1,1,0,2,0,4,130,18
E33028541,166,81,0,0,0,5,0,0,64,16
E33028542,347,213,2,1,0,1,0,4,97,29
E33028543,407,250,2,1,1,1,1,0,115,36
E33028544,468,282,3,0,1,1,0,0,152,29
E33028545,324,171,1,1,0,15,0,4,109,23
E33028546,242,147,0,1,0,0,0,2,72,20
E33028547,476,258,5,3,1,2,2,4,159,42
E33028548,378,234,3,0,0,4,0,2,106,29
E33028549,389,249,3,2,1,0,1,0,106,27
E33028550,290,187,2,0,1,1,0,1,80,18
E33028551,426,277,0,0,0,1,1,1,120,26
E33028552,647,417,2,1,0,1,0,2,171,53
E33028553,304,186,3,0,1,1,0,0,101,12
E33028554,262,155,1,0,0,0,0,0,82,24
E33028555,457,304,0,0,1,0,0,2,114,36
E33028556,426,270,1,0,0,5,0,1,114,35
E33028557,391,248,1,1,0,2,0,2,112,25
E33028558,311,175,0,4,0,3,0,3,106,20
E33028559,317,177,1,1,1,1,0,1,109,26
E33028560,355,222,3,0,0,0,0,1,104,25
E33028561,693,384,2,4,1,2,2,4,240,54
E33028562,615,394,3,2,2,1,0,2,174,37
E33028563,336,214,2,0,1,2,0,1,80,36
E33028564,297,178,0,0,1,0,0,1,91,26
E33028565,418,229,0,2,4,1,1,3,139,39
E33028566,271,168,2,0,0,0,0,3,79,19
E33028567,396,252,1,4,1,2,0,4,107,25
E33028568,635,410,2,0,0,3,0,3,178,39
E33028569,1299,763,8,7,1,24,4,10,393,89
E33028570,353,228,2,7,1,2,0,3,89,21
E33028571,318,202,1,0,0,0,0,2,91,22
E33028572,361,219,0,2,0,0,0,1,110,29
E33028573,423,245,2,1,0,2,0,2,148,23
E33028574,380,238,0,1,0,1,0,1,119,20
E33028575,806,465,2,3,1,12,0,4,278,41
E33028576,399,232,2,3,0,1,0,3,137,21
E33028577,776,429,1,2,1,5,0,1,292,45
E33028578,403,237,2,0,0,3,0,0,136,25
E33028579,456,251,0,1,1,3,2,1,151,46
E33028580,426,223,1,5,0,1,1,2,168,25
E33028581,317,164,3,0,2,1,0,2,122,23
E33028582,428,245,1,1,2,0,0,1,151,27
E33028583,249,137,1,3,0,0,0,2,86,20
E33028584,264,154,0,0,0,0,0,2,90,18
E33028585,422,243,0,0,0,0,0,7,136,36
E33028586,271,175,0,0,1,0,0,2,69,24
E33028587,289,170,4,0,1,1,0,1,89,23
E33028588,350,207,2,0,0,0,0,6,112,23
E33028589,312,176,0,1,2,0,0,4,94,35
E33028590,229,140,0,0,1,0,0,2,65,21
E33028591,261,160,1,0,0,0,0,4,75,21
E33028592,835,537,5,2,0,1,0,1,223,66
E33028593,662,415,1,1,0,1,0,3,200,41
E33028594,325,190,0,0,0,3,0,4,100,28
E33028595,237,146,0,0,0,0,0,3,63,25
E33028596,292,171,0,0,1,1,0,1,97,21
E33028597,379,221,1,8,1,0,1,1,124,22
E33028598,474,297,3,1,0,10,1,0,134,28
E33028599,280,151,0,0,0,0,0,1,103,25
E33028600,386,212,2,0,1,2,0,4,136,29
E33028601,435,262,0,2,0,2,0,4,134,31
E33028602,579,322,4,1,0,7,0,4,202,39
E33028603,371,238,1,0,0,0,0,2,101,29
E33028604,279,171,1,2,0,1,1,0,91,12
E33028605,298,176,2,0,0,0,0,0,87,33
E33028606,531,313,3,0,2,0,0,1,169,43
E33028607,322,202,2,0,0,0,0,0,93,25
E33028608,405,239,1,0,0,6,1,1,125,32
E33028609,277,166,1,0,1,1,0,0,91,17
E33028610,351,214,4,0,0,1,0,1,102,29
E33028611,309,207,1,0,0,1,0,0,70,30
E33028612,471,243,2,0,1,3,3,0,178,41
E33028613,543,289,3,3,0,3,1,3,198,43
E33028614,279,160,3,0,0,0,0,1,101,14
E33028615,274,179,0,0,0,0,0,3,69,23
E33028616,309,196,0,1,1,2,0,1,92,16
E33028617,349,201,0,0,1,2,0,4,102,39
E33028618,288,171,0,0,1,1,0,0,91,24
E33028619,459,273,1,0,0,2,0,3,149,31
E33028620,275,167,1,0,0,0,0,0,92,15
E33028621,239,158,0,0,0,0,0,1,66,14
E33028622,267,167,0,0,0,0,1,3,79,17
E33028623,258,157,1,0,0,0,0,1,76,23
E33028624,636,365,4,2,0,3,0,6,205,51
E33028625,467,295,0,3,0,2,0,2,125,40
E33028626,354,227,0,1,0,1,0,0,106,19
E33028627,323,196,0,0,0,1,0,2,98,26
E33028628,620,367,1,0,0,3,0,4,196,49
E33028629,262,154,2,0,0,0,0,1,85,20
E33028630,1739,1097,13,5,0,29,2,6,480,107
E33028631,486,293,2,1,0,1,0,2,137,50
E33028632,288,171,0,0,0,0,0,1,103,13
E33028633,299,185,1,0,1,0,0,2,84,26
E33028634,296,187,1,0,0,4,0,3,80,21
E33028635,272,173,2,2,2,0,0,4,77,12
E33028636,242,142,2,1,0,1,0,5,75,16
E33028637,663,422,2,1,1,3,0,2,199,33
E33028638,299,182,1,0,0,0,0,3,96,17
E33028639,487,276,3,2,1,5,0,0,168,32
E33028640,270,175,3,0,1,1,0,0,72,18
E33028641,415,240,2,0,0,2,0,4,125,42
E33028642,259,151,1,0,0,2,0,0,89,16
E33028643,226,145,5,0,1,2,0,3,57,13
E33028644,300,185,0,1,0,0,0,1,88,25
E33028645,626,386,1,1,2,8,0,4,172,52
E33028646,316,185,0,2,2,6,0,1,99,21
E33028647,460,278,1,2,1,4,2,2,142,28
E33028648,267,152,0,3,1,1,0,1,88,21
E33028649,289,163,2,0,1,4,0,0,93,26
E33028650,951,561,2,2,1,6,1,9,288,81
E33028651,318,188,2,5,0,8,1,1,87,26
E33028652,279,168,1,0,2,1,0,1,80,26
E33028653,354,174,3,7,0,3,0,0,142,25
E33028654,918,518,1,4,0,3,1,6,319,66
E33028655,1139,692,6,3,0,2,2,4,351,79
E33028656,349,189,1,1,0,3,0,4,130,21
E33028657,338,195,1,4,0,7,5,0,108,18
E33028658,3068,1504,13,194,2,31,10,25,1080,209
E33028659,320,183,0,5,0,4,1,0,104,23
E33028660,248,148,0,1,0,2,0,0,80,17
E33028661,385,250,1,1,0,1,0,2,105,25
E33028662,623,366,2,3,1,6,3,0,189,53
E33028663,273,151,1,3,1,0,0,1,94,22
E33028664,309,199,1,0,0,0,0,0,86,23
E33028665,291,175,0,0,1,0,0,1,93,21
E33028666,285,155,1,1,0,3,0,2,96,27
E33028667,586,337,1,2,1,0,0,2,197,46
E33028668,402,222,1,0,1,3,0,1,144,30
E33028669,323,191,2,1,0,1,0,3,98,27
E33028670,437,265,0,2,0,0,0,2,137,31
E33028671,245,148,1,0,0,0,0,0,72,24
E33028672,348,210,1,2,0,0,0,2,113,20
E33028673,381,223,1,3,0,3,0,2,129,20
E33028674,501,292,4,1,0,1,0,1,171,31
E33028675,339,195,4,1,0,2,0,5,105,27
E33028676,624,336,4,9,0,8,0,3,224,40
E33028677,542,327,2,12,1,3,2,3,153,39
E33028678,576,346,6,4,1,22,0,2,154,41
E33028679,500,268,4,9,0,7,1,7,164,40
E33028680,521,308,2,3,0,6,0,1,168,33
E33028681,314,210,3,1,1,3,0,2,72,22
E33028682,527,319,2,0,0,4,0,1,163,38
E33028683,559,332,0,0,0,0,0,2,180,45
E33028684,325,199,2,1,2,2,0,2,101,16
E33028685,372,235,0,0,0,0,0,0,110,27
E33028686,676,414,2,1,0,6,3,6,203,41
E33028687,299,151,2,2,0,4,0,1,114,25
E33028688,394,218,1,4,0,0,0,4,138,29
E33028689,534,295,2,1,1,1,0,4,187,43
E33028690,589,326,7,1,0,6,0,4,210,35
E33028691,293,156,1,1,1,2,0,2,105,25
E33028692,501,287,2,1,1,0,0,6,166,38
E33028693,639,379,1,0,0,0,0,0,211,48
E33028694,281,150,3,3,0,2,1,2,104,16
E33028695,252,128,1,2,0,0,0,1,91,29
E33028696,520,307,0,1,0,0,0,3,170,39
E33028697,560,337,4,2,0,3,0,1,182,31
E33028698,240,137,1,1,0,0,0,1,81,19
E33028699,445,231,2,3,0,1,1,4,176,27
E33028700,505,265,2,0,0,7,0,10,191,30
E33028701,741,377,0,0,2,2,0,2,304,54
E33028702,609,335,3,0,0,1,1,1,223,45
E33028703,234,120,1,0,0,5,0,2,90,16
E33028704,339,196,3,0,0,1,0,4,114,21
E33028705,338,204,0,2,0,0,0,2,108,22
E33028706,445,253,0,3,0,1,0,1,153,34
E33028707,296,184,2,0,0,0,0,1,88,21
E33028708,288,179,1,0,0,0,0,2,85,21
E33028709,427,262,4,0,0,1,0,1,129,30
E33028710,236,128,1,0,0,5,0,1,81,20
E33028711,1171,691,6,3,1,13,0,7,383,67
E33028712,419,247,0,0,0,0,0,1,143,28
E33028713,679,322,1,2,0,1,0,5,292,56
E33028714,324,171,0,1,0,5,0,2,122,23
E33028715,791,441,2,3,1,3,0,3,295,43
E33028716,324,169,1,0,0,0,0,2,123,29
E33028717,243,128,0,2,0,0,0,0,93,20
E33028718,261,146,1,1,0,0,0,1,91,21
E33028719,453,265,4,3,0,3,0,2,144,32
E33028720,304,181,3,0,0,0,1,5,96,18
E33028721,261,152,0,0,0,0,1,2,92,14
E33028722,297,160,1,0,0,1,0,5,109,21
E33028723,306,167,4,0,0,0,0,1,111,23
E33028724,469,278,1,6,0,2,0,4,143,35
E33028725,301,215,2,0,0,0,0,0,64,20
E33028726,738,477,0,0,0,4,0,1,200,56
E33028727,281,165,0,0,0,1,0,2,93,20
E33028728,259,140,3,0,0,0,0,5,90,21
E33028729,706,403,2,1,1,9,0,3,246,41
E33028730,344,202,1,0,0,0,0,1,115,25
E33028731,346,215,1,1,0,0,0,0,104,25
E33028732,1024,592,2,0,0,1,0,3,349,77
E33028733,271,152,2,0,0,0,0,1,85,31
E33028734,367,223,0,0,1,0,0,1,108,34
E33028735,625,377,2,0,0,0,0,3,191,52
E33028736,401,249,0,0,0,2,0,4,120,26
E33028737,271,192,0,0,0,0,0,1,67,11
E33028738,309,169,2,4,0,1,0,0,111,22
E33028739,367,205,1,0,0,3,1,2,130,25
E33028740,375,225,4,1,0,2,0,0,123,20
E33028741,302,189,0,0,0,0,0,0,83,30
E33028742,359,230,3,1,2,0,0,3,94,26
E33028743,298,173,0,0,0,0,0,1,93,31
E33028744,250,157,5,0,1,0,0,0,72,15
E33028745,399,235,0,0,0,1,0,1,135,27
E33028746,662,463,1,0,0,13,0,0,130,55
E33028747,331,203,3,0,0,0,0,3,104,18
E33028748,421,269,5,0,1,1,0,0,109,36
E33028749,273,169,0,0,0,0,0,2,79,23
E33028750,246,175,0,0,0,0,0,1,60,10
E33028751,353,213,2,0,0,0,0,0,104,34
E33028752,250,149,3,1,0,2,0,1,69,25
E33028753,350,201,3,0,1,0,0,2,118,25
E33028754,255,156,3,0,0,1,0,0,74,21
E33028755,463,264,1,1,0,0,0,1,158,38
E33028756,556,325,0,0,0,0,0,3,189,39
E33028757,318,192,1,0,0,0,0,3,94,28
E33028758,280,164,2,0,1,1,0,0,86,26
E33028759,270,176,0,1,1,1,0,0,70,21
E33028760,416,265,0,0,0,6,0,1,115,29
E33028761,376,246,5,0,1,0,0,1,99,24
E33028762,493,314,1,1,2,2,0,2,136,35
E33028763,663,389,6,6,2,18,0,1,197,44
E33028764,462,323,3,1,0,5,0,2,93,35
E33028765,289,183,3,0,0,1,0,5,82,15
E33028766,375,212,3,1,2,3,0,5,119,30
E33028767,582,371,1,3,5,8,0,1,152,41
E33028768,416,248,3,4,0,7,2,2,120,30
E33028769,274,142,2,0,0,5,4,3,92,26
E33028770,385,247,1,6,0,13,1,1,96,20
E33028771,343,210,4,9,0,10,5,0,93,12
