GeographyCode,WP207WA0001,WP207WA0002,WP207WA0003,WP207WA0004,WP207WA0005,WP207WA0006,WP207WA0007,WP207WA0008,WP207WA0009,WP207WA0010,WP207WA0011,WP207WA0012
W35000485,426,366,16,30,2,4,24,0,9,4,0,1
W35000486,936,764,55,89,7,9,72,1,25,2,1,0
W35000487,216,195,6,8,0,2,6,0,6,0,0,1
W35000488,322,280,13,24,3,1,20,0,3,2,0,0
W35000489,211,184,12,10,1,1,8,0,4,0,0,1
W35000490,1358,1189,36,105,12,13,79,1,10,2,1,15
W35000491,511,427,11,64,2,2,60,0,2,0,0,7
W35000492,300,244,11,32,4,2,25,1,7,2,0,4
W35000493,293,248,15,24,6,2,16,0,4,2,0,0
W35000494,747,639,21,47,5,4,38,0,11,2,1,26
W35000495,165,150,3,11,0,0,11,0,1,0,0,0
W35000496,692,588,13,43,7,1,35,0,8,3,1,36
W35000497,287,250,12,18,1,1,16,0,3,3,0,1
W35000498,268,234,7,20,2,1,17,0,3,0,1,3
W35000499,246,221,5,18,1,2,15,0,2,0,0,0
W35000500,470,402,19,43,4,3,35,1,3,1,1,1
W35000501,341,305,8,21,4,3,14,0,2,0,0,5
W35000502,414,376,4,17,1,1,15,0,2,2,0,13
W35000503,913,835,20,32,5,5,22,0,5,0,0,21
W35000504,780,697,18,43,8,3,32,0,7,1,1,13
W35000505,247,223,5,16,0,0,16,0,2,0,0,1
W35000506,938,843,19,48,5,4,39,0,9,3,2,14
W35000507,792,634,31,88,8,10,70,0,14,3,0,22
W35000508,376,317,19,31,2,2,27,0,7,0,1,1
W35000509,275,232,10,29,7,2,19,1,3,0,0,1
W35000510,496,442,8,33,6,2,25,0,2,1,0,10
W35000511,342,313,3,16,1,2,13,0,7,1,0,2
W35000512,719,648,16,41,3,3,35,0,12,0,1,1
W35000513,499,451,11,31,2,5,22,2,3,0,0,3
W35000514,787,705,20,52,5,4,43,0,6,0,2,2
W35000515,612,461,24,54,3,7,43,1,6,1,0,66
W35000516,694,556,21,74,11,6,57,0,12,4,1,26
W35000517,884,680,38,75,6,3,65,1,13,0,0,78
W35000518,206,158,14,29,0,4,24,1,5,0,0,0
W35000519,298,260,7,26,4,1,21,0,3,0,1,1
W35000520,300,267,4,23,3,2,18,0,4,0,0,2
W35000521,734,676,15,27,3,5,19,0,3,1,0,12
W35000522,1474,1242,32,149,14,9,126,0,33,7,1,10
W35000523,414,346,5,53,2,5,46,0,7,3,0,0
W35000524,793,691,31,58,6,3,49,0,8,3,0,2
W35000525,728,559,11,36,8,7,21,0,6,2,1,113
W35000526,828,749,15,49,6,3,40,0,8,4,1,2
W35000527,302,258,10,24,3,3,17,1,4,0,0,6
W35000528,363,330,7,13,2,1,10,0,3,2,0,8
W35000529,344,309,12,11,2,1,8,0,7,2,0,3
W35000530,517,466,6,24,2,5,17,0,7,4,0,10
W35000531,420,386,4,16,3,2,11,0,1,2,2,9
W35000532,863,810,8,22,4,4,13,1,6,1,0,16
W35000533,554,491,13,26,2,4,20,0,5,2,2,15
W35000534,687,615,15,50,5,7,38,0,3,3,0,1
W35000535,466,431,7,20,4,2,14,0,4,3,0,1
W35000536,412,342,7,47,4,4,39,0,6,4,1,5
W35000537,709,615,17,60,3,12,45,0,5,7,0,5
W35000538,700,655,9,24,1,3,18,2,3,3,2,4
W35000539,256,227,5,18,2,1,15,0,3,0,0,3
W35000540,270,229,7,25,6,2,16,1,4,0,1,4
W35000541,470,393,12,50,4,7,37,2,5,1,1,8
W35000542,293,236,15,19,1,1,17,0,2,0,0,21
W35000543,1713,1541,27,63,7,7,49,0,11,4,0,67
W35000544,700,616,19,47,9,2,36,0,5,5,3,5
W35000545,435,395,4,16,3,2,9,2,4,2,0,14
W35000546,203,165,9,17,2,0,15,0,1,0,0,11
W35000547,466,425,4,22,3,3,16,0,2,3,1,9
W35000548,1507,1341,31,77,10,11,55,1,14,3,3,38
W35000549,1066,1002,14,39,1,5,33,0,6,1,0,4
W35000550,2538,2225,66,158,28,15,114,1,25,2,5,57
W35000551,640,536,18,28,6,2,19,1,1,3,0,54
W35000552,552,476,21,35,3,2,30,0,6,1,0,13
W35000553,377,327,11,19,5,0,14,0,4,1,1,14
W35000554,236,215,6,12,5,0,7,0,2,0,0,1
W35000555,448,397,8,35,5,7,22,1,2,0,1,5
W35000556,1013,885,37,73,8,9,56,0,7,6,0,5
W35000557,352,312,5,27,2,2,23,0,4,1,0,3
W35000558,254,231,5,11,0,1,10,0,1,0,0,6
W35000559,296,277,1,10,1,2,7,0,3,0,0,5
W35000560,341,309,8,19,5,1,13,0,2,0,0,3
W35000561,403,345,14,34,3,1,29,1,6,2,2,0
W35000562,217,195,6,8,0,1,7,0,2,0,0,6
W35000563,593,386,7,30,1,7,21,1,3,1,1,165
W35000564,311,212,5,7,1,0,6,0,5,1,0,81
W35000565,278,191,4,10,0,1,9,0,0,2,0,71
W35000566,536,479,12,21,3,1,17,0,5,2,0,17
W35000567,677,564,14,67,13,11,41,2,6,3,1,22
W35000568,310,250,2,16,5,0,11,0,1,1,0,40
W35000569,222,200,2,10,1,1,8,0,2,1,0,7
W35000570,1085,942,18,42,4,4,32,2,7,5,1,70
W35000571,774,562,11,16,3,2,11,0,3,0,2,180
W35000572,643,490,9,18,5,1,12,0,3,1,0,122
W35000573,246,212,4,18,4,1,12,1,3,3,1,5
W35000574,657,571,17,46,3,8,35,0,4,3,2,14
W35000575,241,169,3,16,1,1,14,0,1,0,0,52
W35000576,317,244,4,21,4,2,15,0,3,0,0,45
W35000577,323,221,6,19,1,2,16,0,2,0,0,75
W35000578,273,186,2,13,4,0,9,0,2,2,0,68
W35000579,694,481,10,26,6,4,16,0,8,2,0,167
W35000580,1197,915,21,31,6,3,21,1,2,1,0,227
W35000581,223,145,1,10,0,2,8,0,4,0,0,63
W35000582,560,521,16,16,2,0,14,0,2,0,0,5
W35000583,295,268,6,17,3,1,13,0,1,0,0,3
W35000584,345,318,4,14,1,1,12,0,4,1,0,4
W35000585,829,712,25,59,8,4,47,0,9,9,0,15
W35000586,713,575,13,44,7,3,34,0,3,5,0,73
W35000587,530,460,20,31,6,4,21,0,4,1,0,14
W35000588,1081,982,13,37,7,0,30,0,5,2,1,41
W35000589,418,383,7,13,6,0,7,0,2,0,0,13
W35000590,340,306,7,11,2,2,7,0,1,0,0,15
W35000591,801,759,6,21,4,4,13,0,2,2,1,10
W35000592,243,232,6,4,0,1,3,0,1,0,0,0
W35000593,336,308,4,9,2,0,7,0,1,1,1,12
W35000594,363,330,7,13,4,2,7,0,3,0,0,10
W35000595,1506,1395,27,41,7,3,31,0,4,2,1,36
W35000596,540,507,10,14,3,0,10,1,3,1,1,4
W35000597,290,266,5,9,4,3,1,1,0,0,1,9
W35000598,367,284,3,19,3,3,13,0,2,1,0,58
W35000599,696,634,8,14,4,1,9,0,2,2,0,36
W35000600,423,385,4,12,2,2,8,0,1,1,0,20
W35000601,296,260,5,14,2,4,7,1,1,0,0,16
W35000602,647,592,9,20,3,1,15,1,5,4,1,16
W35000603,1565,1434,35,60,7,4,48,1,12,4,1,19
W35000604,445,406,6,21,3,0,18,0,5,1,0,6
W35000605,275,257,4,7,2,0,5,0,4,0,0,3
W35000606,430,387,11,20,4,2,14,0,2,0,0,10
W35000607,370,320,13,28,1,1,24,2,4,0,1,4
W35000608,209,180,5,15,4,1,10,0,2,0,0,7
W35000609,324,295,6,8,2,0,6,0,2,4,0,9
W35000610,315,292,4,12,1,1,10,0,2,1,0,4
W35000611,251,226,2,18,1,2,15,0,1,1,0,3
W35000612,209,188,2,16,0,3,13,0,1,1,0,1
W35000613,231,201,4,21,4,2,15,0,3,0,0,2
W35000614,457,392,12,30,3,2,25,0,11,5,0,7
W35000615,244,212,6,17,5,3,9,0,3,1,0,5
W35000616,296,271,2,14,2,1,11,0,4,1,0,4
W35000617,430,400,10,14,3,1,9,1,4,0,0,2
W35000618,484,447,7,22,2,2,18,0,1,1,0,6
W35000619,249,228,2,12,2,0,10,0,5,1,0,1
W35000620,367,324,6,27,5,1,21,0,3,3,0,4
W35000621,411,372,6,24,2,1,20,1,5,1,1,2
W35000622,211,196,2,4,2,1,1,0,1,1,1,6
W35000623,317,267,8,28,3,3,20,2,5,0,0,9
W35000624,219,205,3,6,0,1,5,0,1,0,0,4
W35000625,1358,1259,31,41,7,7,26,1,6,1,1,19
W35000626,667,608,12,35,5,2,28,0,7,1,0,4
W35000627,252,226,8,12,1,1,10,0,4,1,0,1
W35000628,281,201,15,53,2,4,47,0,4,2,0,6
W35000629,362,290,17,33,2,5,25,1,9,1,0,12
W35000630,734,572,27,100,9,11,80,0,17,1,3,14
W35000631,709,551,19,55,3,3,48,1,3,0,3,78
W35000632,365,310,10,16,0,1,15,0,4,1,2,22
W35000633,222,174,11,27,2,2,23,0,3,1,0,6
W35000634,2999,2489,116,266,35,23,205,3,46,5,4,73
W35000635,693,554,33,87,5,7,75,0,11,2,0,6
W35000636,333,292,5,30,1,1,28,0,5,0,0,1
W35000637,337,291,11,23,3,0,20,0,5,1,0,6
W35000638,2017,1709,74,134,18,15,101,0,37,9,0,54
W35000639,736,601,33,48,7,2,39,0,9,1,0,44
W35000640,324,260,10,25,6,2,17,0,3,0,0,26
W35000641,334,284,13,29,4,3,22,0,1,0,1,6
W35000642,309,260,14,28,2,2,24,0,5,0,0,2
W35000643,284,202,15,64,3,3,58,0,3,0,0,0
W35000644,1294,1090,34,117,13,5,98,1,12,8,1,32
W35000645,364,307,7,37,4,1,32,0,8,0,0,5
W35000646,315,271,10,29,2,2,25,0,1,1,0,3
W35000647,1659,1406,64,144,10,9,125,0,24,8,0,13
W35000648,855,769,24,37,7,6,24,0,8,3,0,14
W35000649,354,325,8,13,2,1,10,0,2,0,1,5
W35000650,319,214,7,94,4,3,87,0,1,1,0,2
W35000651,314,285,6,11,2,0,9,0,6,0,0,6
W35000652,313,292,4,10,1,2,7,0,4,0,0,3
W35000653,279,251,5,15,2,1,12,0,4,1,0,3
W35000654,1170,1032,36,64,14,11,39,0,17,5,0,16
W35000655,217,195,5,11,3,1,7,0,2,0,0,4
W35000656,270,238,11,13,1,1,11,0,4,2,1,1
W35000657,815,693,30,64,5,7,52,0,15,5,1,7
W35000658,639,528,23,61,8,5,48,0,14,1,0,12
W35000659,7571,6479,263,569,55,57,453,4,120,22,6,112
W35000660,1285,1200,20,31,5,2,23,1,15,0,0,19
W35000661,1473,1237,47,129,14,8,107,0,24,10,3,23
W35000662,1067,825,46,130,10,16,104,0,20,6,1,39
W35000663,1704,1438,65,150,11,12,127,0,21,13,1,16
W35000664,205,189,2,9,0,0,8,1,3,0,0,2
W35000665,733,524,22,165,6,10,149,0,12,1,1,8
W35000666,553,440,27,64,5,5,54,0,12,3,0,7
W35000667,402,366,8,19,1,3,14,1,4,0,1,4
W35000668,475,430,12,25,8,4,13,0,4,1,1,2
W35000669,618,552,13,34,6,4,23,1,8,2,1,8
W35000670,367,321,12,14,1,1,12,0,2,2,0,16
W35000671,235,211,10,9,1,1,7,0,3,0,0,2
W35000672,1075,934,24,80,9,8,63,0,8,9,0,20
W35000673,359,307,15,26,3,3,20,0,9,0,0,2
W35000674,484,384,22,46,2,3,41,0,5,1,0,26
W35000675,784,665,21,63,4,5,54,0,12,1,0,22
W35000676,438,367,13,38,7,5,26,0,5,0,1,14
W35000677,729,586,21,77,8,8,60,1,18,5,0,22
W35000678,609,490,15,38,3,1,33,1,4,1,0,61
W35000679,231,206,4,17,2,0,15,0,3,1,0,0
W35000680,993,805,26,86,9,7,70,0,13,1,0,62
W35000681,409,346,9,27,3,2,21,1,5,0,0,22
W35000682,1198,994,45,99,13,7,79,0,27,2,2,29
W35000683,555,448,14,51,3,8,40,0,6,3,1,32
W35000684,246,213,4,19,5,1,13,0,3,0,1,6
W35000685,249,221,6,13,1,1,11,0,5,0,1,3
W35000686,564,466,22,43,5,1,37,0,15,2,0,16
W35000687,1356,1189,33,66,4,6,56,0,11,8,0,49
W35000688,424,315,18,57,7,3,47,0,4,5,0,25
W35000689,296,246,15,25,7,2,15,1,2,1,0,7
W35000690,307,260,6,27,2,4,21,0,4,1,1,8
W35000691,1306,977,70,200,17,21,161,1,24,2,2,31
W35000692,1155,952,34,122,18,13,90,1,22,3,1,21
W35000693,883,798,28,35,7,6,22,0,14,1,0,7
W35000694,993,894,11,44,7,4,33,0,10,3,1,30
W35000695,413,295,18,58,4,4,50,0,5,0,1,36
W35000696,430,374,13,33,6,3,23,1,3,2,0,5
W35000697,764,688,19,39,3,5,30,1,9,0,0,9
W35000698,683,622,5,38,3,2,33,0,5,0,0,13
W35000699,354,287,18,23,2,3,17,1,8,0,0,18
W35000700,216,186,6,7,2,1,4,0,0,1,0,16
W35000701,405,339,9,42,6,3,33,0,3,0,0,12
W35000702,588,468,24,65,14,6,45,0,14,0,3,14
W35000703,332,270,13,34,3,3,27,1,6,1,0,8
W35000704,1087,1004,25,32,2,5,25,0,7,1,1,17
W35000705,499,460,11,17,3,2,11,1,3,0,0,8
W35000706,368,320,6,27,5,2,20,0,5,2,0,8
W35000707,571,507,16,24,3,0,21,0,5,0,1,18
W35000708,411,367,8,20,7,0,13,0,3,2,0,11
W35000709,248,228,6,11,0,1,10,0,1,1,0,1
W35000710,2676,2107,89,191,17,12,162,0,38,4,2,245
W35000711,721,598,26,65,6,2,57,0,8,3,0,21
W35000712,328,275,16,29,3,2,24,0,7,0,0,1
W35000713,595,512,12,58,3,6,49,0,7,3,0,3
W35000714,390,340,13,18,4,1,13,0,5,0,0,14
W35000715,1429,1191,49,151,13,14,124,0,23,7,1,7
W35000716,485,413,16,25,3,0,22,0,6,0,0,25
W35000717,798,739,11,26,3,2,21,0,5,1,0,16
W35000718,408,346,9,27,4,0,21,2,2,2,0,22
W35000719,389,334,10,20,2,2,15,1,2,1,0,22
W35000720,2768,2097,61,146,13,15,118,0,27,2,0,435
W35000721,2302,2028,38,138,17,7,113,1,16,7,1,74
W35000722,476,422,9,31,2,0,29,0,6,2,1,5
W35000723,715,649,10,38,11,4,23,0,7,2,0,9
W35000724,606,496,20,53,6,4,43,0,5,0,0,32
W35000725,412,394,2,9,2,1,6,0,2,0,0,5
W35000726,708,607,9,66,6,6,51,3,8,5,3,10
W35000727,698,629,10,42,3,3,36,0,10,2,0,5
W35000728,2147,1787,76,180,10,19,148,3,48,7,1,48
W35000729,1247,1042,42,120,14,13,93,0,25,2,0,16
W35000730,320,248,15,41,5,1,35,0,6,0,1,9
W35000731,486,414,15,39,4,7,28,0,6,0,0,12
W35000732,669,573,24,51,9,4,38,0,12,3,0,6
W35000733,1104,940,34,86,6,5,73,2,22,2,1,19
W35000734,1568,577,184,764,71,60,630,3,31,8,2,2
W35000735,4259,2937,281,455,81,51,318,5,84,13,2,487
W35000736,234,198,13,13,6,1,6,0,3,0,0,7
W35000737,292,165,14,40,13,4,23,0,3,5,0,65
W35000738,1130,750,68,118,15,6,96,1,22,3,1,168
W35000739,1243,419,106,659,73,46,536,4,20,7,1,31
W35000740,444,155,46,237,9,15,212,1,2,2,0,2
W35000741,1636,715,217,639,62,73,502,2,36,15,1,13
W35000742,560,336,46,143,10,20,113,0,17,5,1,12
W35000743,244,106,30,95,14,10,71,0,7,1,0,5
W35000744,1075,441,128,462,38,43,380,1,31,9,0,4
W35000745,2468,1976,149,281,40,29,211,1,43,7,3,9
W35000746,312,259,20,30,5,3,21,1,1,0,0,2
W35000747,5398,4283,313,609,60,68,479,2,110,19,3,61
W35000748,207,173,14,16,0,3,13,0,4,0,0,0
W35000749,230,187,9,31,6,1,24,0,3,0,0,0
W35000750,327,282,16,21,1,2,18,0,6,1,0,1
W35000751,433,365,19,42,6,3,33,0,5,0,1,1
W35000752,307,264,15,20,2,2,16,0,5,2,0,1
W35000753,785,616,53,71,12,6,53,0,13,3,4,25
W35000754,378,281,35,50,7,6,37,0,8,2,0,2
W35000755,177,153,9,13,1,2,10,0,0,0,0,2
W35000756,246,206,8,21,4,1,16,0,5,2,0,4
W35000757,470,366,19,61,6,6,47,2,11,2,0,11
W35000758,316,254,22,32,2,1,28,1,8,0,0,0
W35000759,221,191,9,16,3,0,13,0,2,0,1,2
W35000760,236,191,13,25,2,1,22,0,5,0,0,2
W35000761,264,210,15,32,2,4,25,1,4,1,0,2
W35000762,972,792,35,117,17,14,85,1,11,2,0,15
W35000763,391,327,10,37,3,0,34,0,7,2,1,7
W35000764,253,206,7,28,3,2,23,0,5,2,0,5
W35000765,2169,1817,56,224,30,15,178,1,37,14,3,18
W35000766,301,215,15,49,1,2,45,1,8,3,1,10
W35000767,922,727,32,98,5,11,82,0,16,1,0,48
W35000768,336,270,9,33,2,4,27,0,7,1,0,16
W35000769,635,473,26,72,5,5,62,0,13,2,0,49
W35000770,504,429,10,46,5,3,36,2,9,2,0,8
W35000771,211,181,11,11,1,0,10,0,1,0,0,7
W35000772,331,254,14,47,4,3,40,0,5,0,0,11
W35000773,916,780,28,69,6,2,60,1,13,6,1,19
W35000774,275,200,6,58,3,4,51,0,4,2,0,5
W35000775,344,284,13,34,3,1,30,0,6,2,3,2
W35000776,640,473,27,104,5,7,92,0,19,2,1,14
W35000777,533,438,16,48,2,3,43,0,11,2,0,18
W35000778,356,283,12,50,2,3,45,0,6,2,0,3
W35000779,805,663,24,83,6,3,73,1,7,5,1,22
W35000780,597,493,27,56,5,5,46,0,8,2,0,11
W35000781,599,483,14,80,5,3,72,0,9,3,2,8
W35000782,631,527,23,63,10,3,50,0,8,5,0,5
W35000783,1027,839,35,89,8,10,71,0,22,4,0,38
W35000784,348,271,21,46,4,3,38,1,4,1,1,4
W35000785,619,520,23,61,9,12,40,0,11,0,0,4
W35000786,264,223,8,24,1,0,22,1,6,2,0,1
W35000787,231,194,5,20,0,2,18,0,1,0,0,11
W35000788,398,336,12,21,4,2,15,0,10,3,1,15
W35000789,242,178,10,34,4,2,28,0,7,1,0,12
W35000790,554,453,22,53,6,3,43,1,10,4,0,12
W35000791,498,399,22,46,4,5,37,0,8,1,0,22
W35000792,522,407,12,66,9,9,48,0,13,1,1,22
W35000793,421,359,14,33,2,5,26,0,6,2,1,6
W35000794,629,510,20,70,4,5,61,0,13,5,1,10
W35000795,332,235,8,78,1,0,77,0,3,2,0,6
W35000796,1039,815,29,113,8,4,101,0,15,4,1,62
W35000797,799,633,32,96,10,8,77,1,14,9,0,15
W35000798,237,201,9,20,3,0,17,0,3,0,1,3
W35000799,857,759,26,42,4,6,32,0,13,3,0,14
W35000800,660,573,20,44,10,4,30,0,9,0,0,14
W35000801,268,208,13,40,1,2,37,0,2,1,0,4
W35000802,752,634,15,70,12,2,56,0,15,3,1,14
W35000803,935,659,45,181,10,8,163,0,14,2,1,33
W35000804,307,241,7,43,3,3,37,0,4,1,1,10
W35000805,399,316,15,49,6,7,36,0,8,3,0,8
W35000806,297,242,9,27,1,1,25,0,6,2,0,11
W35000807,392,333,15,33,3,6,24,0,0,3,0,8
W35000808,284,232,13,33,1,1,31,0,1,0,0,5
W35000809,377,331,9,19,1,4,14,0,7,0,0,11
W35000810,314,262,14,22,2,3,17,0,5,0,0,11
W35000811,933,786,27,96,8,11,76,1,11,2,1,10
W35000812,500,415,9,53,4,6,43,0,11,4,2,6
W35000813,791,622,39,68,14,7,47,0,11,4,0,47
W35000814,551,429,21,69,9,8,51,1,10,0,1,21
W35000815,611,495,17,78,8,4,66,0,8,2,2,9
W35000816,786,676,22,63,8,6,49,0,12,2,0,11
W35000817,1065,919,35,78,7,9,62,0,16,3,1,13
W35000818,458,361,22,55,3,6,45,1,7,1,2,10
W35000819,254,212,7,30,0,5,25,0,1,0,0,4
W35000820,1019,841,23,112,9,9,93,1,14,4,2,23
W35000821,1683,1355,44,196,16,13,165,2,30,14,0,44
W35000822,1019,904,26,53,2,10,41,0,12,1,0,23
W35000823,2335,1935,86,251,25,32,193,1,38,7,2,16
W35000824,956,850,32,49,7,4,37,1,13,2,1,9
W35000825,871,748,22,75,4,5,66,0,13,7,0,6
W35000826,490,401,23,32,3,3,26,0,6,0,1,27
W35000827,520,468,13,27,6,2,19,0,7,0,0,5
W35000828,1320,1117,36,124,13,23,88,0,25,5,1,12
W35000829,317,282,8,22,4,4,14,0,4,0,0,1
W35000830,410,341,15,47,6,3,38,0,5,1,0,1
W35000831,330,283,6,31,5,4,22,0,6,1,0,3
W35000832,329,282,9,23,0,0,23,0,6,0,0,9
W35000833,231,206,6,13,0,0,13,0,4,0,0,2
W35000834,336,195,10,87,2,7,78,0,8,0,0,36
W35000835,259,231,4,20,2,2,16,0,2,2,0,0
W35000836,323,287,10,15,3,0,12,0,5,1,0,5
W35000837,410,349,11,33,6,4,23,0,10,0,0,7
W35000838,882,744,43,65,9,9,47,0,16,8,0,6
W35000839,473,382,16,50,4,9,35,2,11,2,0,12
W35000840,505,460,11,23,3,2,18,0,3,1,0,7
W35000841,997,803,65,103,7,16,80,0,21,3,0,2
W35000842,1130,882,69,142,23,15,101,3,26,3,0,8
W35000843,312,220,18,59,17,1,39,2,4,0,0,11
W35000844,1101,741,62,94,9,10,75,0,18,5,0,181
W35000845,363,302,15,38,5,6,27,0,2,3,1,2
W35000846,589,477,38,59,5,6,48,0,11,4,0,0
W35000847,253,211,9,27,3,5,19,0,4,0,0,2
W35000848,565,417,53,82,11,8,63,0,8,2,0,3
W35000849,381,290,20,60,4,4,52,0,7,1,0,3
W35000850,235,200,11,16,4,5,7,0,4,0,0,4
W35000851,277,235,14,21,7,2,12,0,5,1,0,1
W35000852,468,82,47,335,35,29,271,0,2,2,0,0
W35000853,1251,312,157,733,82,47,603,1,14,3,1,31
W35000854,360,87,33,236,15,9,211,1,4,0,0,0
W35000855,326,72,34,218,33,14,170,1,2,0,0,0
W35000856,338,74,14,245,15,10,220,0,5,0,0,0
W35000857,268,76,19,172,13,12,147,0,1,0,0,0
W35000858,376,127,37,204,23,12,169,0,2,2,1,3
W35000859,320,67,27,218,17,12,188,1,6,0,1,1
W35000860,325,124,27,163,14,14,135,0,6,1,0,4
W35000861,257,69,25,160,11,7,142,0,2,0,0,1
W35000862,487,154,88,222,33,16,173,0,8,5,0,10
W35000863,254,82,44,127,24,22,80,1,1,0,0,0
W35000864,333,103,76,149,17,17,114,1,2,3,0,0
W35000865,342,109,65,154,33,11,109,1,9,1,0,4
W35000866,277,89,60,116,14,14,88,0,7,2,0,3
W35000867,401,129,70,188,40,12,136,0,11,2,0,1
W35000868,636,200,130,288,44,33,209,2,5,4,1,8
W35000869,297,120,57,111,22,17,72,0,1,0,0,8
W35000870,352,112,64,171,26,9,136,0,3,0,0,2
W35000871,294,70,23,193,12,7,174,0,3,1,0,4
W35000872,570,210,108,228,44,22,161,1,15,1,0,8
W35000873,306,84,52,161,17,16,125,3,4,2,0,3
W35000874,291,98,49,137,16,16,105,0,4,2,0,1
W35000875,254,94,49,108,20,14,74,0,2,1,0,0
W35000876,381,145,61,167,16,9,141,1,4,2,0,2
W35000877,293,90,32,162,16,16,130,0,4,0,0,5
W35000878,410,135,54,216,35,22,159,0,3,1,0,1
W35000879,226,87,30,98,13,9,76,0,11,0,0,0
W35000880,321,88,39,177,19,16,142,0,5,1,1,10
W35000881,256,83,36,135,11,18,105,1,1,1,0,0
W35000882,297,39,25,230,21,14,195,0,0,0,0,3
W35000883,414,49,28,332,22,23,285,2,2,2,0,1
W35000884,367,44,39,281,22,19,238,2,2,1,0,0
W35000885,649,114,58,459,34,29,396,0,4,4,0,10
W35000886,295,52,24,213,15,16,182,0,2,1,2,1
W35000887,415,138,38,232,28,18,183,3,3,1,0,3
W35000888,355,62,26,261,17,14,229,1,4,2,0,0
W35000889,339,41,14,279,9,18,251,1,1,1,0,3
W35000890,1660,832,145,501,79,38,381,3,13,6,2,161
W35000891,514,95,81,317,42,34,236,5,8,1,0,12
W35000892,280,82,33,149,19,11,118,1,5,1,1,9
W35000893,290,55,30,201,17,8,176,0,4,0,0,0
W35000894,364,103,33,213,19,13,181,0,4,3,1,7
W35000895,317,84,34,196,22,11,162,1,2,1,0,0
W35000896,376,98,49,217,19,9,186,3,5,2,0,5
W35000897,1145,267,127,712,67,46,597,2,12,3,1,23
W35000898,352,101,39,205,23,9,171,2,3,3,1,0
W35000899,382,62,38,274,27,18,229,0,2,1,0,5
W35000900,340,120,42,169,15,14,139,1,5,2,0,2
W35000901,359,110,35,200,14,17,169,0,12,1,0,1
W35000902,666,215,89,347,43,16,287,1,7,1,1,6
W35000903,259,106,25,116,17,6,92,1,5,4,0,3
W35000904,288,87,45,149,17,16,116,0,6,1,0,0
W35000905,219,74,27,104,8,11,85,0,8,3,0,3
W35000906,406,107,60,216,21,22,172,1,7,0,1,15
W35000907,337,96,48,191,21,30,138,2,2,0,0,0
W35000908,407,100,49,249,24,22,202,1,5,1,1,2
W35000909,742,163,75,485,29,29,424,3,12,4,0,3
W35000910,418,73,40,302,19,14,267,2,2,1,0,0
W35000911,255,78,29,140,20,9,111,0,7,0,1,0
W35000912,297,43,24,228,16,9,203,0,2,0,0,0
W35000913,300,62,33,193,15,14,164,0,6,2,0,4
W35000914,274,69,28,175,17,8,148,2,2,0,0,0
W35000915,398,64,28,296,14,18,264,0,4,0,1,5
W35000916,238,24,12,200,16,5,177,2,0,1,0,1
W35000917,429,46,21,343,15,20,307,1,10,3,1,5
W35000918,347,92,28,220,19,13,186,2,1,0,1,5
W35000919,281,68,30,182,18,5,159,0,1,0,0,0
W35000920,433,91,40,295,30,21,244,0,5,0,0,2
W35000921,981,260,89,612,54,30,526,2,5,2,1,12
W35000922,701,195,74,411,32,21,357,1,9,3,0,9
W35000923,944,181,108,633,39,39,552,3,8,3,0,11
W35000924,335,75,31,222,15,9,198,0,3,0,0,4
W35000925,486,133,44,297,29,14,253,1,5,2,0,5
W35000926,401,95,25,273,19,13,239,2,1,0,1,6
W35000927,289,47,11,227,13,13,200,1,3,1,0,0
W35000928,339,31,27,281,21,15,244,1,0,0,0,0
W35000929,448,57,24,363,19,14,330,0,1,2,0,1
W35000930,234,22,11,198,3,9,185,1,1,0,0,2
W35000931,362,34,16,310,21,15,274,0,1,0,1,0
W35000932,287,21,20,244,10,13,220,1,2,0,0,0
W35000933,395,54,29,305,11,13,281,0,2,2,0,3
W35000934,354,43,18,289,15,8,266,0,1,0,0,3
W35000935,324,69,20,232,15,7,210,0,1,0,0,2
W35000936,552,67,37,444,28,22,392,2,0,2,0,2
W35000937,272,46,14,205,13,8,184,0,2,0,0,5
W35000938,430,38,19,368,9,15,341,3,3,0,1,1
W35000939,241,25,8,208,7,4,197,0,0,0,0,0
W35000940,331,69,17,239,9,11,217,2,4,1,0,1
W35000941,404,76,23,300,15,11,273,1,2,0,2,1
W35000942,388,63,20,300,22,16,261,1,0,0,0,5
W35000943,433,39,15,376,21,21,334,0,2,0,0,1
W35000944,292,62,11,218,11,7,199,1,1,0,0,0
W35000945,320,52,22,245,17,12,216,0,1,0,0,0
W35000946,407,52,23,310,18,17,275,0,5,3,1,13
W35000947,846,159,61,578,34,21,521,2,9,4,0,35
W35000948,447,77,41,322,15,21,285,1,2,1,1,3
W35000949,245,47,18,179,10,10,159,0,1,0,0,0
W35000950,550,150,43,348,30,10,307,1,2,0,0,7
W35000951,246,78,36,124,9,15,100,0,2,3,0,3
W35000952,346,64,23,251,13,13,224,1,2,1,0,5
W35000953,328,74,26,223,22,15,185,1,3,1,1,0
W35000954,580,87,27,452,27,21,403,1,5,1,1,7
W35000955,293,37,11,238,7,10,221,0,1,2,1,3
W35000956,422,61,29,326,22,13,290,1,3,0,0,3
W35000957,332,43,18,270,7,10,250,3,0,0,0,1
W35000958,295,57,28,203,11,8,183,1,2,1,0,4
W35000959,354,81,35,236,20,15,199,2,1,0,0,1
W35000960,589,150,35,373,34,11,327,1,1,0,0,30
