GeographyCode,WP101EW0001
E00053206,234
E00053207,64
E00053208,16
E00053209,27
E00053210,48
E00053211,158
E00053212,45
E00053213,56
E00053214,32
E00053215,36
E00053216,102
E00053217,82
E00053218,59
E00053219,27
E00053220,52
E00053221,62
E00053222,470
E00053223,36
E00053224,26
E00053225,63
E00053226,135
E00053227,103
E00053228,105
E00053229,17
E00053230,16
E00053231,17
E00053232,77
E00053233,19
E00053234,39
E00053235,40
E00053236,46
E00053237,21
E00053238,8
E00053239,25
E00053240,30
E00053241,179
E00053242,65
E00053243,38
E00053244,61
E00053245,168
E00053246,333
E00053247,31
E00053248,219
E00053249,18
E00053250,112
E00053251,18
E00053252,23
E00053253,40
E00053254,40
E00053255,20
E00053256,36
E00053257,23
E00053258,15
E00053259,13
E00053260,167
E00053261,46
E00053262,20
E00053263,31
E00053264,31
E00053265,32
E00053266,227
E00053267,28
E00053268,17
E00053269,38
E00053270,314
E00053271,74
E00053272,44
E00053273,24
E00053274,231
E00053275,131
E00053276,18
E00053277,29
E00053278,79
E00053279,14
E00053280,31
E00053281,23
E00053282,56
E00053283,67
E00053284,19
E00053285,17
E00053286,115
E00053287,15
E00053288,157
E00053289,24
E00053290,20
E00053291,32
E00053292,13
E00053293,15
E00053294,18
E00053295,10
E00053296,13
E00053297,13
E00053298,15
E00053299,11
E00053300,17
E00053301,13
E00053302,40
E00053303,11
E00053304,15
E00053305,45
E00053306,22
E00053307,30
E00053308,156
E00053309,18
E00053310,8
E00053311,34
E00053312,19
E00053313,13
E00053314,20
E00053315,364
E00053316,24
E00053317,18
E00053318,16
E00053319,19
E00053320,31
E00053321,20
E00053322,24
E00053323,305
E00053324,22
E00053326,6
E00053327,38
E00053328,14
E00053329,3394
E00053330,15
E00053331,40
E00053332,15
E00053333,226
E00053334,51
E00053335,35
E00053336,43
E00053337,9
E00053338,32
E00053339,69
E00053340,59
E00053341,32
E00053342,186
E00053343,92
E00053344,13
E00053345,16
E00053346,21
E00053347,61
E00053348,141
E00053349,41
E00053350,56
E00053351,13
E00053352,16
E00070587,40
E00070588,38
E00070589,173
E00070590,272
E00070591,42
E00070592,58
E00070593,77
E00070594,175
E00070595,19
E00070596,172
E00070597,33
E00070598,278
E00070599,1041
E00070600,19
E00070601,20
E00070602,54
E00070603,39
E00070604,35
E00070605,15
E00070606,31
E00070607,90
E00070608,65
E00070609,32
E00070610,38
E00070611,100
E00070612,105
E00070613,129
E00070614,67
E00070615,45
E00070616,86
E00070617,102
E00070618,33
E00070619,54
E00070620,26
E00070622,340
E00070623,49
E00070624,21
E00070625,19
E00070626,55
E00070627,17
E00070628,21
E00070629,70
E00070630,34
E00070631,53
E00070632,15
E00070633,34
E00070634,23
E00070635,21
E00070636,17
E00070637,24
E00070638,14
E00070639,55
E00070640,66
E00070641,12
E00070642,23
E00070643,12
E00070644,31
E00070645,16
E00070646,24
E00070647,24
E00070648,20
E00070649,17
E00070650,14
E00070651,22
E00070652,157
E00070653,89
E00070654,184
E00070656,119
E00070657,48
E00070658,61
E00070659,102
E00070660,61
E00070661,97
E00070663,49
E00070664,168
E00070665,97
E00070666,38
E00070667,29
E00070668,65
E00070669,116
E00070670,36
E00070671,60
E00070673,53
E00070674,34
E00070675,616
E00070676,180
E00070678,58
E00070680,16
E00070681,19
E00070682,20
E00070683,2
E00070684,59
E00070685,78
E00070686,356
E00070687,24
E00070688,135
E00070689,68
E00070690,137
E00070691,304
E00070692,32
E00070693,153
E00070694,140
E00070695,170
E00070696,78
E00070697,25
E00070698,81
E00070699,80
E00070700,69
E00070701,123
E00070702,48
E00070703,41
E00070704,234
E00070705,194
E00070706,107
E00070707,67
E00070708,79
E00070711,63
E00070715,87
E00070716,136
E00070717,102
E00070718,49
E00070719,76
E00070720,468
E00070721,314
E00070722,41
E00070723,44
E00070724,1172
E00070725,4697
E00070726,568
E00070727,3224
E00070728,1328
E00070729,766
E00070730,55
E00070731,341
E00070732,34
E00070733,96
E00070735,25
E00070736,31
E00070737,45
E00070738,45
E00070739,64
E00070740,153
E00070741,68
E00070742,55
E00070743,33
E00070744,89
E00070745,122
E00070746,64
E00070747,145
E00070748,44
E00070749,144
E00070750,183
E00070751,76
E00070752,33
E00070753,54
E00070754,118
E00070755,90
E00070756,214
E00070757,35
E00070758,62
E00070759,57
E00070760,96
E00070761,56
E00070762,193
E00070763,181
E00070764,13
E00070765,50
E00070766,28
E00070767,61
E00070768,72
E00070769,82
E00070770,107
E00070771,151
E00070772,115
E00070773,31
E00070774,211
E00070775,103
E00070776,62
E00070777,62
E00070778,120
E00070779,79
E00070780,91
E00070781,141
E00070782,205
E00070783,30
E00070784,124
E00070785,124
E00070786,59
E00070787,44
E00070788,100
E00070789,54
E00070790,71
E00070791,252
E00070792,79
E00070793,236
E00070794,35
E00070795,37
E00070796,41
E00070797,58
E00070798,39
E00070799,70
E00070800,441
E00070801,158
E00070802,69
E00070803,78
E00070804,132
E00070805,24
E00070806,59
E00070807,78
E00070808,480
E00070809,89
E00070810,215
E00070811,97
E00070812,51
E00070813,46
E00070814,705
E00070815,123
E00070816,194
E00070817,282
E00070818,93
E00070819,2765
E00070820,54
E00070821,139
E00070822,79
E00070823,174
E00070824,45
E00070825,43
E00070826,92
E00070827,41
E00070828,58
E00070829,120
E00070830,162
E00070831,79
E00070832,103
E00070833,58
E00070834,118
E00070835,63
E00070836,96
E00070837,50
E00070838,52
E00070839,182
E00070840,10
E00070841,22
E00070842,131
E00070843,191
E00070844,50
E00070845,261
E00070846,246
E00070847,187
E00070848,89
E00070849,166
E00070850,217
E00070851,224
E00070852,24
E00070853,181
E00070854,76
E00070855,140
E00070856,167
E00070857,96
E00070858,78
E00070859,138
E00070860,144
E00070861,239
E00070862,12
E00070863,243
E00070865,32
E00070866,841
E00070867,37
E00070868,537
E00070869,56
E00070870,25
E00070871,38
E00070872,427
E00070873,39
E00070874,166
E00070875,20
E00070876,21
E00070877,21
E00070878,25
E00070879,22
E00070880,105
E00070881,20
E00070882,21
E00070883,33
E00070884,32
E00070885,310
E00070886,36
E00070887,30
E00070888,33
E00070889,75
E00070890,104
E00070891,558
E00070892,63
E00070893,311
E00070894,12
E00070895,79
E00070896,44
E00070897,56
E00070898,83
E00070899,43
E00070900,23
E00070901,70
E00070902,13
E00070903,48
E00070904,20
E00070905,34
E00070906,22
E00070907,40
E00070908,26
E00070909,27
E00070910,22
E00070911,23
E00070912,39
E00070913,15
E00070914,353
E00070915,524
E00070916,138
E00070917,170
E00070918,396
E00070919,34
E00070920,41
E00070921,58
E00070922,21
E00070923,144
E00070924,86
E00070925,502
E00070926,775
E00070927,113
E00070928,248
E00070929,154
E00070930,1242
E00070931,35
E00070932,270
E00070933,120
E00070934,43
E00070935,93
E00070936,93
E00070937,109
E00070938,121
E00070939,105
E00070940,135
E00070941,99
E00070942,80
E00070943,51
E00070944,140
E00070945,88
E00070946,94
E00070947,52
E00070948,52
E00070949,124
E00070950,92
E00070951,82
E00070952,60
E00070953,32
E00070954,53
E00070955,176
E00070956,62
E00070957,109
E00070958,135
E00070959,71
E00070960,34
E00070961,141
E00070962,142
E00070963,228
E00070964,93
E00070965,135
E00070966,46
E00070967,78
E00070968,53
E00070969,243
E00070970,85
E00070971,432
E00070972,81
E00070973,78
E00070974,78
E00070975,261
E00070976,60
E00070977,61
E00070978,65
E00070979,120
E00070980,113
E00070981,67
E00070982,49
E00070983,89
E00070984,70
E00070985,108
E00070986,78
E00070987,133
E00070988,105
E00070989,58
E00070990,148
E00070991,140
E00070992,79
E00070993,79
E00070994,82
E00070995,92
E00070996,58
E00070997,94
E00070998,206
E00070999,127
E00071000,135
E00071001,66
E00071002,420
E00071003,147
E00071004,633
E00071005,23
E00071006,24
E00071007,11
E00071008,441
E00071009,134
E00071010,493
E00071011,377
E00071012,24
E00071013,37
E00071014,37
E00071015,792
E00071016,71
E00071017,95
E00071018,37
E00071019,22
E00071020,17
E00071021,41
E00071022,24
E00071023,199
E00071024,26
E00071025,44
E00071026,41
E00071027,47
E00071028,52
E00071029,52
E00071030,9
E00071031,249
E00071032,513
E00071033,37
E00071034,63
E00071035,32
E00071036,16
E00071037,23
E00071038,28
E00071039,81
E00071040,54
E00071041,157
E00071042,56
E00071044,169
E00071045,100
E00071046,251
E00071047,39
E00071048,555
E00071049,17
E00071050,44
E00071051,48
E00071052,97
E00071053,29
E00071054,24
E00071055,29
E00071056,69
E00071057,28
E00071058,13
E00071059,20
E00071060,23
E00071061,53
E00071062,175
E00071063,43
E00071064,76
E00071065,16
E00071067,55
E00071068,8
E00071069,105
E00071070,7
E00071071,78
E00071072,27
E00071073,15
E00071074,26
E00071075,25
E00071076,22
E00071077,33
E00071078,69
E00071079,23
E00071080,59
E00071081,19
E00071082,78
E00071083,64
E00071084,143
E00071085,35
E00071086,25
E00071087,85
E00071088,234
E00071089,60
E00071090,37
E00071091,442
E00071092,127
E00071093,10
E00071094,33
E00071095,48
E00071096,45
E00071097,55
E00071098,411
E00071099,94
E00071100,28
E00071101,101
E00071102,487
E00071103,52
E00071104,83
E00071105,59
E00071106,395
E00071107,46
E00071108,417
E00071109,54
E00071110,47
E00071111,33
E00071112,71
E00071113,74
E00071114,19
E00071115,426
E00071116,38
E00071117,123
E00071118,188
E00071119,16
E00071120,74
E00071121,21
E00071122,23
E00071123,20
E00071124,14
E00071125,45
E00071126,1615
E00071127,20
E00071128,23
E00071129,25
E00071130,307
E00071131,25
E00071132,15
E00071133,139
E00071134,108
E00071135,26
E00071136,480
E00071137,272
E00071138,1886
E00071139,953
E00071140,29
E00071141,896
E00071142,17
E00071143,27
E00071144,63
E00071145,53
E00071146,20
E00071147,131
E00071148,87
E00071149,13
E00071150,12
E00071151,17
E00071152,11
E00071153,24
E00071154,40
E00071155,84
E00071156,49
E00071157,106
E00071158,36
E00071159,12
E00071160,363
E00071161,34
E00071162,60
E00071163,349
E00071164,34
E00071165,75
E00071166,40
E00071167,62
E00071168,35
E00071169,21
E00071170,45
E00071171,61
E00071172,30
E00071173,145
E00071174,175
E00071175,194
E00071176,18
E00071177,54
E00071178,13
E00071179,26
E00071180,17
E00071181,43
E00071182,20
E00071183,45
E00071184,44
E00071185,144
E00071186,91
E00071187,45
E00071188,151
E00071189,109
E00071190,34
E00071191,109
E00071192,60
E00071193,68
E00071194,75
E00071195,61
E00071196,106
E00071197,269
E00071198,38
E00071199,48
E00071200,55
E00071201,31
E00071202,246
E00071203,142
E00071204,33
E00071205,91
E00071206,16
E00071207,327
E00071208,32
E00071209,32
E00071210,49
E00071211,69
E00071212,68
E00071213,89
E00071214,86
E00071215,39
E00071216,229
E00071217,119
E00071218,65
E00071219,33
E00071220,53
E00071221,31
E00071222,24
E00071223,82
E00071224,65
E00071225,866
E00071226,1009
E00071227,29
E00071228,26
E00071229,915
E00071230,20
E00071231,78
E00071232,128
E00071233,18
E00071234,27
E00071235,23
E00071236,15
E00071237,34
E00071238,19
E00071239,89
E00071240,20
E00071241,23
E00071242,15
E00071243,15
E00071244,15
E00071245,19
E00071246,19
E00071247,12
E00071248,77
E00071249,10
E00071250,11
E00071251,27
E00071252,13
E00071253,7
E00071254,26
E00071255,29
E00071256,27
E00071257,18
E00071258,20
E00071259,18
E00071260,22
E00071261,280
E00071262,23
E00071263,93
E00071264,39
E00071265,16
E00071266,48
E00071267,73
E00071268,57
E00071269,142
E00071270,63
E00071271,142
E00071272,300
E00071273,141
E00071274,19
E00071275,89
E00071276,315
E00071277,258
E00071278,1063
E00071279,19
E00071280,26
E00071281,18
E00071282,36
E00071283,19
E00071284,12
E00071285,105
E00071286,22
E00071287,1650
E00071288,16
E00071289,128
E00071290,39
E00071292,48
E00071293,16
E00071294,109
E00071295,16
E00071296,54
E00071297,13
E00071298,9
E00071299,35
E00071300,13
E00071301,14
E00071302,30
E00071303,22
E00071304,16
E00071305,12
E00071306,78
E00071307,19
E00071308,44
E00071309,30
E00071310,14
E00071311,25
E00071312,18
E00071313,97
E00071314,20
E00071315,144
E00071316,227
E00071317,11
E00071318,28
E00071319,132
E00071320,372
E00071321,97
E00071322,12
E00071323,23
E00071324,22
E00071325,17
E00071326,221
E00071327,30
E00071328,31
E00071329,29
E00071330,20
E00071331,17
E00071332,16
E00071333,33
E00071334,40
E00071335,26
E00071336,16
E00071337,136
E00071338,29
E00071339,1480
E00071340,9
E00071341,42
E00071343,13
E00071344,16
E00071345,49
E00071346,2186
E00071347,34
E00071348,10
E00071349,128
E00071350,133
E00071351,24
E00071352,196
E00071353,19
E00071354,127
E00071355,19
E00071356,20
E00071357,103
E00071358,12
E00071360,15
E00071362,77
E00071363,133
E00071364,79
E00071365,44
E00071367,22
E00071368,33
E00071369,29
E00071370,45
E00071371,76
E00071372,54
E00071373,43
E00071374,22
E00071375,20
E00071376,208
E00071377,106
E00071378,39
E00071379,146
E00071380,169
E00071381,186
E00071382,200
E00071383,110
E00071384,200
E00071385,15
E00071386,16
E00071387,85
E00071390,220
E00071391,78
E00071392,70
E00071393,220
E00071394,9
E00071395,20
E00071396,14
E00071397,16
E00071399,15
E00071402,11
E00071404,18
E00071405,51
E00071406,19
E00071407,27
E00071408,14
E00071409,14
E00071410,25
E00071411,448
E00071412,55
E00071413,1650
E00071414,1998
E00071415,24
E00071416,18
E00071417,27
E00071418,21
E00071419,5
E00071420,35
E00071421,214
E00071422,34
E00071423,32
E00071424,9
E00071425,29
E00071426,122
E00071427,22
E00071428,25
E00071429,56
E00071430,27
E00071431,386
E00071432,45
E00071433,672
E00071434,61
E00071435,1675
E00071436,20
E00071437,18
E00071439,8
E00071440,34
E00071441,282
E00071443,45
E00071444,46
E00071445,31
E00071446,131
E00071448,318
E00071449,165
E00071450,52
E00071451,250
E00071452,121
E00071453,287
E00071454,70
E00071455,44
E00071456,24
E00071457,34
E00071458,23
E00071459,399
E00071460,40
E00071461,53
E00071462,664
E00071463,130
E00071464,79
E00071465,51
E00071466,87
E00071467,26
E00071468,41
E00071469,190
E00071470,40
E00071471,858
E00071472,89
E00071473,257
E00071474,44
E00071475,32
E00071476,18
E00071477,24
E00071478,17
E00071479,1854
E00071480,25
E00071481,72
E00071482,16
E00071483,25
E00071484,95
E00071485,12
E00071486,19
E00071487,8728
E00071488,56
E00071489,18
E00071490,101
E00071491,26
E00071492,36
E00071493,37
E00071494,1368
E00071496,95
E00071497,61
E00071498,39
E00071499,23
E00071500,21
E00071501,26
E00071502,71
E00071503,810
E00071504,143
E00071505,28
E00071506,108
E00071507,272
E00071508,53
E00071509,31
E00071510,252
E00071511,120
E00071512,29
E00071513,44
E00071514,191
E00071515,28
E00071516,139
E00071517,24
E00071518,37
E00071519,39
E00071520,22
E00071521,19
E00071522,16
E00071523,55
E00071524,14
E00071525,15
E00071526,22
E00071527,14
E00071528,20
E00071529,60
E00071530,13
E00071531,16
E00071532,1037
E00071533,32
E00071534,14
E00071535,28
E00071536,163
E00071537,17
E00071538,15
E00071539,29
E00071540,25
E00071541,35
E00071542,27
E00071543,68
E00071544,26
E00071545,16
E00071546,631
E00071547,25
E00071548,23
E00071549,40
E00071550,12
E00071551,53
E00071552,45
E00071553,69
E00071554,27
E00071555,20
E00071557,36
E00071558,26
E00071559,20
E00071560,30
E00071561,19
E00071562,230
E00071563,26
E00071564,21
E00071565,69
E00071566,91
E00071567,68
E00071568,18
E00071569,32
E00071570,40
E00071571,112
E00071572,26
E00071573,55
E00071574,28
E00071575,7
E00071576,229
E00071577,29
E00071578,27
E00071579,20
E00071580,21
E00071581,26
E00071582,647
E00071583,238
E00071584,14
E00071585,32
E00071586,100
E00071587,21
E00071588,650
E00071589,858
E00071590,14
E00071591,29
E00071592,76
E00071593,28
E00071594,28
E00071595,17
E00071596,23
E00071597,64
E00071598,19
E00071599,18
E00071600,15
E00071601,87
E00071602,268
E00071603,32
E00071604,75
E00071605,129
E00071606,24
E00071607,740
E00071608,26
E00071609,33
E00071610,28
E00071611,32
E00071612,47
E00071613,28
E00071614,54
E00071615,590
E00071616,446
E00071617,41
E00071618,67
E00071619,67
E00071620,25
E00071621,23
E00071622,70
E00071623,20
E00071624,48
E00071625,42
E00071626,16
E00071627,32
E00071628,15
E00071629,101
E00071630,34
E00071631,30
E00071632,63
E00071633,17
E00071634,154
E00071635,87
E00071636,16
E00071637,54
E00071638,141
E00071639,7
E00071640,18
E00071641,27
E00071642,22
E00071643,27
E00071644,39
E00071645,23
E00071646,26
E00071647,121
E00071648,40
E00071649,158
E00071650,28
E00071651,12
E00071652,21
E00071653,125
E00071654,10
E00071655,10
E00071656,17
E00071657,29
E00071658,74
E00071659,15
E00071660,23
E00071661,18
E00071662,1254
E00071663,33
E00071664,1372
E00071665,47
E00071666,6894
E00071667,50
E00071668,26
E00071669,19
E00071670,179
E00071671,20
E00071672,86
E00071673,18
E00071674,184
E00071675,36
E00071676,20
E00071677,22
E00071678,11
E00071680,81
E00071681,80
E00071682,29
E00071683,154
E00071684,18
E00071685,10
E00071686,18
E00071687,22
E00071688,9
E00071689,10
E00071690,24
E00071691,14
E00071692,35
E00071693,15
E00071694,13
E00071695,24
E00071697,12
E00071698,12
E00071699,30
E00071701,75
E00071702,61
E00071703,104
E00071704,101
E00071705,68
E00071706,29
E00071707,27
E00071708,312
E00071709,216
E00071710,28
E00071711,39
E00071712,97
E00071713,54
E00071714,40
E00071715,38
E00071716,14
E00071717,22
E00071718,19
E00071719,61
E00071720,29
E00071721,13
E00071722,59
E00071723,17
E00071724,9
E00071725,19
E00071726,3043
E00071727,22
E00071728,17
E00071729,119
E00071730,71
E00071731,37
E00071732,152
E00071733,61
E00071734,50
E00071735,15
E00071736,77
E00071737,15
E00071738,224
E00071739,26
E00071740,14
E00071741,21
E00071742,24
E00071743,33
E00071744,31
E00071745,67
E00071746,50
E00071747,42
E00071748,85
E00071749,36
E00071750,27
E00071751,31
E00071752,22
E00071753,30
E00071754,21
E00071755,34
E00071756,81
E00071757,18
E00071758,14
E00071759,151
E00071760,9
E00071761,16
E00071762,89
E00071763,13
E00071764,30
E00071765,66
E00071766,21
E00071767,62
E00071768,28
E00071769,541
E00071770,164
E00071771,684
E00071772,11
E00071773,24
E00071774,59
E00071775,38
E00071776,33
E00071777,8
E00071778,43
E00071779,90
E00071780,122
E00071781,147
E00071782,51
E00071783,22
E00071784,13
E00071785,18
E00071786,21
E00071787,12
E00071788,50
E00071789,19
E00071790,38
E00071791,20
E00071792,160
E00071793,30
E00071794,27
E00071795,65
E00071796,13
E00071797,11
E00071798,32
E00071799,25
E00071800,122
E00071801,20
E00071802,20
E00071803,11
E00071804,34
E00071805,11
E00071806,22
E00071807,73
E00071808,216
E00071809,22
E00071810,15
E00071811,13
E00071812,23
E00071813,17
E00071814,16
E00071815,21
E00071816,164
E00071817,22
E00071818,13
E00071820,11
E00071821,30
E00071824,61
E00071825,19
E00071826,183
E00071827,125
E00071828,14
E00071829,12
E00071831,25
E00071832,9
E00071833,23
E00071835,26
E00071836,290
E00071837,15
E00071838,28
E00071839,22
E00071840,89
E00071841,1313
E00071842,41
E00071843,7
E00071844,14
E00071845,16
E00071846,31
E00071847,100
E00071848,24
E00071849,12
E00071850,14
E00071851,328
E00071852,127
E00071853,63
E00071855,23
E00071856,110
E00071858,340
E00071859,12
E00071860,25
E00071861,108
E00071862,10
E00071863,15
E00071864,11
E00071865,40
E00071866,23
E00071867,25
E00071868,12
E00071869,18
E00071870,14
E00071871,101
E00071872,23
E00071873,47
E00071874,13
E00071875,1278
E00071876,16
E00071877,864
E00071878,37
E00071879,16
E00071880,7
E00071881,349
E00071882,106
E00071883,31
E00071884,11
E00071885,45
E00071886,29
E00071887,23
E00071888,38
E00071889,86
E00071890,13
E00071891,30
E00071892,68
E00071893,13
E00071894,18
E00071895,25
E00071896,11
E00071897,100
E00071898,36
E00071900,45
E00071901,22
E00071902,19
E00071903,25
E00071904,133
E00071905,12
E00071906,422
E00071907,136
E00071908,32
E00071909,42
E00071910,496
E00071911,7
E00071912,746
E00071913,55
E00071914,10
E00071915,201
E00071916,11
E00071917,80
E00071918,217
E00071919,57
E00071920,16
E00071921,27
E00071922,73
E00071923,24
E00071924,49
E00071925,83
E00071926,18
E00071927,21
E00071928,60
E00071929,95
E00071930,311
E00071931,58
E00071932,29
E00071933,195
E00071934,11
E00071935,28
E00071936,91
E00071937,25
E00071938,26
E00071939,6
E00071940,24
E00071941,11
E00071942,98
E00071943,21
E00071944,324
E00071946,35
E00071947,44
E00071948,151
E00071949,93
E00071950,34
E00071952,47
E00071953,765
E00071954,334
E00071955,1402
E00071956,192
E00071957,23
E00071958,835
E00071959,31
E00071960,55
E00071961,19
E00071962,34
E00071963,125
E00071964,148
E00071965,39
E00071966,909
E00071967,52
E00071968,254
E00071969,28
E00071970,100
E00071971,16
E00071972,255
E00071973,209
E00071974,235
E00071975,393
E00071976,84
E00071977,15
E00071978,29
E00071979,270
E00071980,20
E00071981,82
E00071984,289
E00071985,33
E00071986,34
E00071987,55
E00071988,18
E00071989,19
E00071990,36
E00071991,17
E00071992,25
E00071993,12
E00071994,39
E00071995,13
E00071996,39
E00071997,52
E00071998,7
E00071999,51
E00072000,17
E00072001,238
E00072002,89
E00072003,82
E00072004,10
E00072005,52
E00072006,18
E00072007,19
E00072008,15
E00072009,11
E00072010,7
E00072011,25
E00072012,66
E00072013,33
E00072014,18
E00072015,165
E00072016,30
E00072017,82
E00072018,106
E00072019,60
E00072021,20
E00072022,65
E00072023,10
E00072024,10
E00072025,109
E00072027,91
E00072028,27
E00072029,28
E00072030,52
E00072031,11
E00072033,76
E00072034,12
E00072035,65
E00072036,19
E00072037,68
E00072038,20
E00072039,19
E00072040,46
E00072041,78
E00072042,21
E00072043,30
E00072044,320
E00072045,50
E00072046,17
E00072047,9
E00072048,35
E00072049,272
E00072050,41
E00072051,19
E00072052,23
E00072053,29
E00072054,56
E00072055,21
E00072056,12
E00072057,14
E00072058,39
E00072059,113
E00072060,33
E00072061,28
E00072062,16
E00072063,18
E00072064,86
E00072065,142
E00072066,374
E00072067,18
E00072068,30
E00072069,64
E00072070,191
E00072071,27
E00072072,12
E00072073,61
E00072074,85
E00072075,58
E00072076,142
E00072077,36
E00072078,27
E00072079,926
E00072080,5
E00072081,201
E00072082,22
E00072083,31
E00072084,1042
E00072085,202
E00072086,19
E00072087,18
E00072088,18
E00072089,190
E00072090,108
E00072091,13
E00072092,140
E00072093,479
E00072094,25
E00072095,152
E00072096,12
E00072097,248
E00072098,23
E00072099,128
E00072100,29
E00072101,93
E00072102,98
E00072103,9
E00072104,17
E00072105,178
E00072106,48
E00072108,72
E00072109,181
E00072110,43
E00072112,43
E00072114,181
E00072115,11
E00072117,70
E00072118,1402
E00072119,23
E00072120,53
E00072121,101
E00072122,19
E00072123,1306
E00072124,1348
E00072125,8038
E00072126,6648
E00072127,72
E00072128,508
E00072129,79
E00072130,10
E00072131,30
E00072132,67
E00072133,183
E00072134,261
E00072135,7
E00072136,127
E00072137,420
E00072138,4397
E00072139,20
E00072140,18
E00072141,19
E00072142,118
E00072143,37
E00072144,401
E00072145,35
E00072146,42
E00072147,35
E00072148,25
E00072149,25
E00072150,17
E00072151,160
E00072152,34
E00072153,97
E00072154,50
E00072155,322
E00072156,21
E00072157,51
E00072158,88
E00072159,104
E00072160,53
E00072161,114
E00072162,98
E00072163,18
E00072164,3061
E00072165,126
E00072166,187
E00072167,100
E00072168,60
E00072169,3413
E00072170,34
E00072171,319
E00072172,25
E00072173,758
E00072174,14
E00072175,18
E00072176,168
E00072177,15
E00072178,18
E00072179,17
E00072180,20
E00072181,21
E00072182,12
E00072183,15
E00072184,90
E00072185,8
E00072186,89
E00072187,21
E00072188,22
E00072189,19
E00072190,33
E00072191,21
E00072192,93
E00072193,24
E00072194,15
E00072195,513
E00072196,26
E00072197,20
E00072198,26
E00072199,27
E00072200,12
E00072201,51
E00072202,33
E00072203,15
E00072205,296
E00072206,22
E00072207,94
E00072208,21
E00072209,2770
E00072210,40
E00072211,22
E00072212,23
E00072213,31
E00072214,24
E00072215,29
E00072216,21
E00072217,17
E00072218,990
E00072219,9
E00072220,16
E00072221,858
E00072222,21
E00072223,19
E00072224,15
E00072225,39
E00072226,28
E00072228,34
E00072229,19
E00072230,43
E00072231,145
E00072232,58
E00072233,33
E00072234,36
E00072235,28
E00072236,114
E00072237,27
E00072238,221
E00072239,77
E00072240,29
E00072241,27
E00072242,80
E00072243,28
E00072244,37
E00072245,127
E00072246,67
E00072247,10
E00072248,17
E00072249,248
E00072250,40
E00072251,77
E00072252,13
E00072253,19
E00072254,23
E00072255,15
E00072256,181
E00072257,30
E00072258,170
E00072259,15
E00072260,9
E00072261,31
E00072262,9
E00072263,159
E00072264,431
E00072265,24
E00072266,28
E00072267,229
E00072268,28
E00072269,96
E00072270,71
E00072271,45
E00072272,31
E00072273,151
E00072274,24
E00072275,54
E00072276,21
E00072277,32
E00072278,25
E00072279,74
E00072280,23
E00072281,21
E00072282,6
E00072283,213
E00072284,27
E00072285,41
E00072286,21
E00072287,26
E00072288,13
E00072289,56
E00072290,20
E00072291,12
E00072292,25
E00072293,25
E00072294,92
E00072295,20
E00072296,29
E00072297,16
E00072298,54
E00072299,239
E00072300,12
E00072301,6
E00072302,18
E00072303,32
E00072304,11
E00072305,34
E00072306,849
E00072307,13
E00072308,207
E00072309,47
E00072310,20
E00072311,64
E00072312,18
E00072313,17
E00072314,127
E00072315,34
E00072316,47
E00072317,24
E00072318,80
E00072319,160
E00072320,25
E00072321,31
E00072322,241
E00072323,42
E00072324,13
E00072325,11
E00072326,23
E00072327,28
E00072328,16
E00072329,47
E00072330,11
E00072331,24
E00072332,13
E00072333,17
E00072334,68
E00072335,21
E00072336,17
E00072337,28
E00072338,28
E00072339,29
E00072340,53
E00072341,18
E00072342,19
E00072343,34
E00072344,14
E00072345,22
E00072346,81
E00072347,6
E00072348,359
E00072349,16
E00072350,510
E00072351,13
E00072352,17
E00072353,38
E00072354,79
E00072355,54
E00072356,55
E00072357,23
E00072358,9
E00072359,14
E00072360,12
E00072361,19
E00072363,130
E00072364,57
E00072365,78
E00072366,19
E00072367,57
E00072368,59
E00072369,24
E00072370,21
E00072371,26
E00072372,11
E00072373,18
E00072374,14
E00072375,26
E00072376,8
E00072377,11
E00072378,13
E00072379,16
E00072380,71
E00072381,63
E00072382,40
E00072383,26
E00072384,10
E00072385,63
E00072386,24
E00072387,72
E00072388,18
E00072389,20
E00072390,146
E00072391,26
E00072392,27
E00072393,27
E00072394,25
E00072395,15
E00072396,312
E00072397,644
E00072398,67
E00072399,198
E00072400,140
E00072401,26
E00072402,329
E00072403,15
E00072404,19
E00072405,2175
E00072406,23
E00072407,1048
E00072408,28
E00072409,13
E00072410,54
E00072411,86
E00072412,21
E00072413,142
E00072414,17
E00072415,442
E00072416,687
E00072417,1005
E00072418,142
E00072419,118
E00072420,10
E00072421,88
E00072422,6
E00072423,818
E00072424,34
E00072425,9
E00072426,16
E00072427,21
E00072428,81
E00072429,41
E00072430,46
E00072431,125
E00072432,264
E00072433,79
E00072434,16
E00072435,34
E00072436,323
E00072437,18
E00072438,40
E00072439,16
E00072440,28
E00072441,31
E00072442,115
E00072443,95
E00072444,90
E00072445,30
E00072446,34
E00072447,128
E00072448,38
E00072449,30
E00072450,19
E00072451,104
E00072452,195
E00072453,72
E00072454,10
E00072455,30
E00072456,48
E00072457,23
E00072458,28
E00072459,22
E00072460,10
E00072461,111
E00072462,18
E00072463,24
E00072464,38
E00072465,19
E00072466,15
E00072467,50
E00072468,28
E00072469,11
E00072470,132
E00072471,65
E00072472,17
E00072473,419
E00072474,72
E00072475,68
E00072476,183
E00072477,94
E00072478,19
E00072479,110
E00072480,14
E00072481,142
E00072482,22
E00072483,19
E00072485,28
E00072486,38
E00072487,25
E00072488,60
