GeographyCode,WP6604EW0001,WP6604EW0002,WP6604EW0003,WP6604EW0004,WP6604EW0005,WP6604EW0006,WP6604EW0007,WP6604EW0008,WP6604EW0009,WP6604EW0010,WP6604EW0011,WP6604EW0012,WP6604EW0013,WP6604EW0014,WP6604EW0015,WP6604EW0016,WP6604EW0017,WP6604EW0018,WP6604EW0019,WP6604EW0020,WP6604EW0021,WP6604EW0022,WP6604EW0023,WP6604EW0024,WP6604EW0025,WP6604EW0026,WP6604EW0027,WP6604EW0028,WP6604EW0029,WP6604EW0030,WP6604EW0031,WP6604EW0032,WP6604EW0033,WP6604EW0034,WP6604EW0035,WP6604EW0036,WP6604EW0037,WP6604EW0038,WP6604EW0039,WP6604EW0040,WP6604EW0041,WP6604EW0042,WP6604EW0043,WP6604EW0044,WP6604EW0045,WP6604EW0046,WP6604EW0047,WP6604EW0048,WP6604EW0049,WP6604EW0050,WP6604EW0051,WP6604EW0052,WP6604EW0053,WP6604EW0054,WP6604EW0055,WP6604EW0056,WP6604EW0057,WP6604EW0058,WP6604EW0059,WP6604EW0060,WP6604EW0061,WP6604EW0062,WP6604EW0063,WP6604EW0064,WP6604EW0065,WP6604EW0066,WP6604EW0067,WP6604EW0068,WP6604EW0069,WP6604EW0070,WP6604EW0071,WP6604EW0072,WP6604EW0073,WP6604EW0074,WP6604EW0075,WP6604EW0076,WP6604EW0077,WP6604EW0078,WP6604EW0079,WP6604EW0080,WP6604EW0081,WP6604EW0082,WP6604EW0083,WP6604EW0084,WP6604EW0085,WP6604EW0086,WP6604EW0087,WP6604EW0088,WP6604EW0089,WP6604EW0090
E02002299,18410,250,2374,553,6467,1774,2880,3045,1067,2046,12,275,60,891,112,344,202,150,1824,11,361,55,126,137,455,626,53,2230,12,213,45,261,135,647,654,263,2425,14,157,72,411,184,758,700,129,1486,24,486,179,537,94,66,58,42,992,1,9,15,49,24,138,534,222,3181,5,68,31,2655,150,123,86,63,1821,71,584,50,354,607,81,49,25,2405,100,221,46,1183,331,268,136,120
E02002300,1185,26,76,115,333,75,128,361,71,144,0,9,10,70,4,22,24,5,172,4,7,8,9,15,15,110,4,137,6,14,2,5,10,42,51,7,108,0,3,3,18,10,17,54,3,166,10,14,75,45,5,8,3,6,147,0,1,2,4,2,11,89,38,98,1,5,0,73,0,6,6,7,71,3,14,9,13,23,1,8,0,142,2,9,6,96,6,6,16,1
E02002301,2402,28,265,533,416,163,246,652,99,216,1,29,24,93,13,26,26,4,361,5,21,40,21,17,54,193,10,208,0,20,23,29,15,38,65,18,222,0,14,49,18,7,38,91,5,512,3,45,330,79,4,19,24,8,228,0,3,2,5,1,15,160,42,114,3,2,7,77,4,8,10,3,284,6,90,26,37,90,11,23,1,257,10,41,32,57,12,37,60,8
E02002302,1908,26,286,194,721,79,178,313,111,195,2,38,16,79,5,22,20,13,158,3,25,10,10,18,32,57,3,154,1,29,4,34,6,30,25,25,113,0,9,9,31,6,31,21,6,322,11,71,134,62,8,16,15,5,191,0,0,1,4,3,4,133,46,394,3,6,0,371,1,6,4,3,171,2,90,16,17,24,10,11,1,210,4,18,4,113,8,27,27,9
E02002303,5128,28,431,197,392,82,350,3542,106,327,3,42,11,63,9,49,135,15,1797,4,22,17,24,22,66,1630,12,410,4,33,7,28,12,57,254,15,616,3,24,10,34,3,60,473,9,289,2,49,118,50,5,10,51,4,767,2,5,1,14,2,20,692,31,121,1,7,2,73,0,6,30,2,274,3,171,16,14,21,12,35,2,527,6,78,15,92,8,70,242,16
E02002304,4269,20,109,183,633,284,746,2037,257,380,4,16,22,124,14,73,105,22,949,2,8,11,12,37,193,666,20,570,4,9,7,31,14,144,311,50,544,0,7,7,26,22,193,260,29,291,3,27,108,83,12,12,34,12,725,1,3,2,15,23,37,551,93,223,2,5,2,154,19,22,16,3,224,4,25,15,19,131,11,16,3,363,0,9,9,169,12,61,78,25
E02002305,1074,9,55,134,207,44,163,411,51,92,2,4,7,36,2,12,20,9,182,0,1,6,5,3,24,136,7,125,1,10,9,10,2,40,44,9,73,1,1,6,13,5,21,24,2,165,1,18,87,34,3,14,4,4,162,0,0,0,8,2,6,130,16,78,1,1,0,58,1,4,10,3,77,2,10,10,15,18,8,14,0,120,1,10,9,28,8,34,29,1
E02002306,1571,27,139,254,445,95,180,339,92,170,2,26,19,62,11,32,12,6,196,4,12,17,11,13,27,109,3,155,0,14,11,34,6,36,30,24,98,2,7,8,27,8,23,21,2,359,8,48,173,82,11,14,6,17,175,0,0,3,11,1,5,122,33,112,1,1,3,92,1,8,3,3,109,8,28,12,5,40,4,12,0,197,2,3,8,121,4,31,24,4
E02002307,1258,50,68,132,230,68,102,546,62,95,1,7,9,42,5,8,19,4,228,4,2,4,8,7,5,192,6,87,4,7,2,17,6,18,25,8,103,6,4,1,23,4,13,50,2,169,4,20,84,29,5,12,13,2,246,0,0,0,5,1,11,196,33,64,1,4,1,42,1,7,5,3,94,14,14,11,15,25,5,10,0,172,16,10,20,49,14,23,36,4
E02002308,1402,19,173,198,177,66,142,603,24,116,1,19,19,34,10,15,16,2,392,1,7,6,3,19,25,328,3,152,0,18,7,23,6,27,63,8,84,1,9,6,11,0,11,44,2,255,5,41,135,41,8,18,4,3,132,0,1,0,5,0,7,114,5,32,2,3,1,20,2,2,2,0,118,1,60,14,8,18,9,8,0,121,8,15,10,32,3,28,24,1
E02002309,2627,18,372,147,491,105,247,1155,92,245,4,49,13,106,4,20,42,7,607,1,18,5,31,12,41,494,5,291,0,30,5,25,14,42,150,25,228,1,22,6,26,3,38,120,12,391,8,132,83,118,3,22,16,9,327,0,9,2,2,5,19,261,29,112,1,4,0,85,7,7,7,1,204,2,74,16,38,50,7,15,2,222,1,34,17,60,7,51,50,2
E02002310,835,11,31,127,99,39,72,361,95,60,0,2,11,22,2,7,9,7,110,2,5,3,3,5,9,74,9,75,0,4,0,5,3,12,41,10,70,0,1,1,2,1,10,45,10,130,3,11,85,13,1,6,4,7,196,0,0,1,7,1,7,148,32,38,0,0,0,28,0,4,2,4,66,4,5,12,4,25,3,9,4,90,2,3,14,15,1,14,29,12
E02002311,1183,8,120,131,181,49,103,473,118,107,1,26,4,31,8,13,18,6,165,1,8,8,2,11,18,113,4,120,0,19,6,20,9,17,26,23,67,0,3,1,6,1,10,31,15,173,2,23,90,40,1,8,5,4,319,0,2,0,6,6,6,246,53,55,0,4,1,40,1,6,2,1,68,2,29,9,9,9,2,6,2,109,2,6,12,27,3,23,26,10
E02002312,8427,39,673,235,1503,312,722,4599,344,642,3,81,27,240,17,65,173,36,1994,5,44,17,35,72,110,1679,32,1332,3,63,23,62,44,144,944,49,1360,3,71,21,59,36,105,1024,41,555,2,158,94,178,7,35,52,29,540,2,2,8,12,8,43,386,79,887,4,14,7,595,44,89,108,26,381,9,158,18,87,57,20,26,6,736,8,82,20,235,27,111,207,46
E02002313,2384,10,946,162,412,152,203,368,131,271,2,117,20,80,8,18,16,10,329,1,128,14,22,9,37,99,19,249,1,99,9,34,8,30,29,39,183,0,62,9,25,6,23,46,12,452,2,246,77,89,9,14,8,7,170,0,5,0,7,3,10,113,32,106,1,13,1,74,2,11,4,0,382,1,219,11,28,90,15,15,3,242,2,57,21,53,17,45,38,9
E02002314,1132,6,37,101,179,97,154,484,74,102,2,6,6,38,9,23,14,4,268,0,2,2,8,12,25,211,8,94,1,2,2,11,6,35,32,5,84,0,0,3,7,6,19,43,6,148,1,17,68,29,8,11,6,8,195,0,0,1,6,4,14,135,35,62,1,0,0,47,2,4,2,6,69,0,5,8,7,44,2,2,1,110,1,5,11,26,6,21,39,1
E02002315,2753,53,825,310,628,210,245,379,103,307,16,72,24,119,18,30,14,14,238,5,65,12,20,9,25,98,4,249,6,79,7,54,13,30,46,14,245,2,59,18,57,12,47,43,7,475,7,102,198,110,10,30,6,12,194,0,5,1,4,2,11,129,42,120,1,10,2,87,4,9,5,2,542,8,307,33,56,111,16,8,3,383,8,126,15,121,31,47,30,5
E02002316,1886,31,180,231,787,109,194,296,58,195,2,20,16,108,10,21,10,8,217,0,10,22,27,15,45,96,2,197,1,20,7,76,10,31,33,19,183,2,18,18,98,6,24,16,1,330,17,41,142,96,8,17,7,2,131,0,1,0,4,0,5,99,22,131,0,3,0,115,3,5,4,1,126,2,36,11,43,15,10,9,0,376,7,31,15,220,42,36,22,3
E02002317,1181,17,104,176,207,73,96,472,36,87,2,8,7,38,8,12,10,2,229,1,5,11,9,9,15,178,1,107,0,17,3,16,8,15,41,7,94,1,6,11,14,5,10,45,2,225,8,37,115,32,8,11,10,4,162,0,1,1,3,1,1,139,16,70,0,1,2,57,4,4,2,0,85,4,23,12,8,25,2,11,0,122,1,6,14,30,5,26,36,4
E02002318,1661,16,186,126,278,55,250,711,39,138,0,29,9,54,6,16,21,3,281,1,10,6,4,6,28,223,3,123,0,8,2,16,4,46,40,7,91,0,10,6,20,5,7,42,1,240,2,63,84,48,3,16,20,4,301,0,2,0,9,4,8,266,12,162,3,6,0,57,3,87,5,1,98,4,43,9,14,15,6,6,1,227,6,15,10,56,9,36,88,7
E02002319,2583,59,630,253,378,164,301,675,123,306,8,100,21,82,15,44,22,14,336,4,46,9,7,22,31,211,6,238,3,47,12,20,13,51,66,26,231,5,69,13,28,12,41,54,9,426,14,127,154,70,13,28,14,6,352,0,0,4,5,2,21,271,49,94,2,3,0,71,1,12,2,3,331,19,177,21,28,47,29,8,2,269,4,61,19,67,39,44,27,8
E02002320,1416,68,215,180,249,64,204,361,75,166,7,15,20,59,10,20,27,8,170,3,16,9,14,16,34,74,4,187,2,22,6,23,7,48,65,14,99,6,11,6,20,4,29,22,1,291,26,59,106,53,7,18,8,14,173,0,0,1,4,1,10,137,20,50,2,5,0,31,0,6,3,3,134,16,60,19,7,14,9,7,2,146,6,27,13,38,5,30,18,9
E02002321,2162,40,403,234,383,89,420,467,126,244,3,57,23,71,4,59,12,15,321,4,43,17,17,21,80,133,6,281,4,53,10,28,9,75,90,12,266,3,41,11,28,14,118,44,7,360,17,112,139,52,5,21,6,8,247,0,4,2,12,4,20,142,63,110,2,7,1,68,8,13,8,3,110,2,65,12,14,13,1,1,2,223,5,21,19,93,11,33,31,10
E02002322,1753,40,262,264,373,134,228,361,91,187,1,35,21,58,14,40,10,8,226,2,13,20,6,32,51,95,7,161,0,16,11,15,13,34,44,28,108,1,19,17,9,3,24,31,4,393,19,58,154,94,20,30,8,10,167,0,0,1,9,2,4,136,15,83,2,1,0,61,4,3,7,5,165,8,77,20,15,31,7,4,3,263,7,43,20,106,15,35,26,11
E02002323,2858,40,460,362,645,208,388,596,159,348,4,68,28,136,23,45,25,19,421,2,24,24,40,24,70,223,14,358,2,66,25,75,17,90,52,31,280,2,27,30,83,13,69,46,10,503,12,155,186,81,10,31,17,11,284,1,2,6,4,3,15,189,64,169,3,3,2,129,4,14,11,3,275,8,86,40,26,94,11,9,1,220,6,29,21,71,20,43,24,6
E02002324,1916,34,225,305,370,216,231,455,80,206,3,33,29,64,14,39,21,3,254,0,9,26,12,64,29,108,6,193,1,21,11,21,48,36,41,14,136,0,18,18,16,12,26,45,1,388,17,52,190,56,28,24,17,4,252,0,2,3,10,2,8,184,43,166,2,1,2,127,16,10,6,2,138,5,62,13,14,17,14,10,3,183,6,27,13,50,15,45,23,4
E02002325,2821,43,834,329,612,167,234,490,112,349,4,112,26,96,15,43,40,13,267,5,35,12,19,19,43,123,11,229,0,70,19,33,15,48,27,17,208,4,54,16,41,13,32,40,8,462,13,115,201,87,10,13,11,12,237,1,3,1,7,0,3,190,32,223,4,16,1,178,10,3,9,2,462,6,307,30,35,61,13,8,2,384,6,122,23,116,24,36,42,15
E02002326,1888,58,188,192,487,79,255,553,76,202,3,29,16,84,6,39,16,9,358,3,11,4,8,34,65,226,7,182,2,22,6,28,10,62,41,11,141,2,15,10,21,4,44,37,8,310,26,38,134,78,4,19,9,2,206,3,2,0,9,1,4,162,25,120,3,3,1,93,2,3,10,5,111,7,52,13,10,16,5,7,1,258,9,16,8,156,2,14,45,8
E02002327,3820,102,792,525,811,232,464,730,164,502,9,124,47,178,20,67,34,23,507,6,52,44,31,38,97,219,20,381,2,82,23,70,15,81,77,31,343,2,71,31,73,21,77,60,8,734,47,178,304,112,11,50,18,14,351,0,5,6,10,2,16,259,53,167,1,10,5,136,2,6,5,2,333,18,154,28,48,60,14,9,2,502,17,116,37,153,63,56,49,11
E02002328,1814,29,195,186,342,101,230,626,105,243,3,44,14,85,12,49,28,8,301,2,17,7,10,37,51,173,4,287,3,31,5,20,14,53,129,32,159,1,12,5,34,9,19,68,11,278,13,30,127,75,4,19,5,5,223,0,2,3,5,0,13,167,33,60,2,4,0,36,2,6,10,0,94,2,33,17,9,17,3,10,3,169,3,22,8,68,6,17,36,9
E02002329,4124,128,663,388,989,253,638,852,213,519,17,90,34,194,23,103,44,14,632,2,39,23,22,63,133,339,11,444,6,54,7,61,25,143,98,50,343,4,53,19,57,21,109,61,19,637,51,124,244,126,16,46,13,17,357,0,5,0,15,3,24,235,75,311,3,11,2,256,4,14,13,8,373,24,197,39,49,35,11,13,5,508,21,90,20,209,63,55,36,14
E02002330,840,36,67,101,155,57,171,182,71,119,11,11,13,28,3,37,9,7,157,10,9,7,6,25,33,61,6,142,6,26,6,23,5,41,22,13,84,6,4,10,24,5,20,8,7,115,1,11,49,18,5,16,3,12,90,0,0,2,1,1,5,66,15,39,1,1,0,29,2,5,0,1,33,1,4,10,4,7,1,4,2,61,0,1,4,22,4,13,9,8
E02002331,9345,173,1296,586,1810,539,1694,2069,1178,1180,27,143,93,366,60,209,165,117,1411,11,71,71,59,165,406,442,186,1514,16,131,29,109,77,318,715,119,1456,23,107,57,140,55,326,262,486,918,15,250,214,240,16,66,74,43,483,2,8,0,17,6,46,269,135,714,10,25,11,525,19,90,13,21,744,38,400,68,50,73,70,31,14,925,31,161,43,304,68,163,98,57
E02002332,1157,7,31,160,115,68,125,611,40,71,0,3,5,29,6,11,15,2,331,2,0,2,3,22,20,279,3,85,0,5,2,11,4,22,33,8,93,1,1,5,2,6,8,68,2,185,2,12,107,19,4,28,8,5,188,0,0,2,3,2,8,160,13,19,0,1,0,15,2,1,0,0,57,0,8,19,5,16,1,7,1,128,2,1,18,28,6,26,41,6
E02002333,4356,42,374,276,1626,263,774,773,228,602,9,50,29,288,33,123,41,29,495,3,22,21,27,68,161,179,14,454,6,27,5,67,34,135,151,29,446,1,18,11,67,26,183,106,34,528,11,89,162,176,9,40,13,28,352,1,2,1,14,1,34,224,75,679,0,15,1,628,5,17,11,2,285,2,125,24,69,42,14,6,3,515,9,26,22,290,45,67,42,14
E02002334,2525,65,83,409,321,181,419,943,104,328,11,19,52,83,27,74,49,13,636,8,5,63,19,65,86,382,8,300,5,20,35,23,30,98,69,20,232,3,10,43,21,15,66,63,11,308,25,11,156,42,14,35,19,6,375,2,2,1,7,6,20,298,39,89,0,3,2,64,3,10,7,0,82,6,10,33,8,14,3,6,2,175,5,3,24,54,7,27,50,5
E02002335,1996,78,98,192,342,139,485,429,233,299,16,23,31,72,24,88,24,21,361,5,10,17,15,46,88,167,13,265,3,21,9,28,19,120,37,28,207,5,1,21,19,14,78,42,27,290,31,20,94,46,6,34,19,40,214,1,0,1,5,4,21,108,74,96,2,1,3,61,8,4,8,9,52,2,15,9,7,12,6,1,0,212,13,7,7,89,6,46,23,21
E02002336,5200,77,791,332,753,1673,968,507,99,573,10,87,53,112,130,141,27,13,550,2,85,45,27,115,133,136,7,884,1,90,22,55,348,249,98,21,463,6,47,27,51,150,134,48,0,571,30,147,149,99,68,60,8,10,633,3,3,1,29,370,50,145,32,266,1,9,5,127,79,38,6,1,653,9,253,13,47,273,44,11,3,607,15,70,17,206,140,119,28,12
E02002337,1778,47,70,159,380,108,304,567,143,222,8,10,12,76,19,57,26,14,343,1,9,11,13,29,59,214,7,218,0,14,4,30,18,55,54,43,158,3,6,4,26,8,52,50,9,273,21,15,110,65,8,31,11,12,232,2,0,1,6,1,8,169,45,102,5,1,0,77,5,8,4,2,60,6,12,6,10,12,3,9,2,170,1,3,11,77,8,31,30,9
E02002338,3103,30,241,253,1032,157,589,649,152,344,2,31,29,148,14,86,19,15,408,0,8,20,23,26,91,230,10,378,1,36,8,51,12,186,59,25,334,4,40,11,66,8,92,94,19,373,4,42,150,121,11,32,8,5,275,0,3,0,3,5,12,192,60,458,1,7,1,402,9,29,8,1,208,14,47,17,43,61,12,9,5,325,4,27,17,175,11,49,30,12
E02002339,2645,11,185,193,886,227,398,611,134,304,1,34,15,138,21,49,28,18,309,0,10,7,14,23,63,185,7,234,2,23,2,38,14,87,58,10,265,0,13,11,42,14,94,76,15,287,0,41,126,70,11,15,11,13,313,0,2,7,13,6,25,201,59,445,3,2,1,403,6,19,5,6,119,2,40,8,27,22,11,9,0,369,3,20,16,141,110,35,38,6
E02002340,1582,13,232,174,412,130,305,212,104,208,1,43,15,74,12,45,9,9,263,0,24,5,37,42,72,79,4,229,2,26,5,71,29,62,13,21,174,1,26,6,52,14,45,14,16,278,0,52,119,66,3,27,5,6,125,0,0,2,2,3,11,71,36,67,0,6,0,48,1,8,2,2,113,5,40,16,8,23,11,10,0,125,4,15,6,54,3,24,9,10
E02002341,1511,20,41,127,238,82,230,639,134,199,1,7,24,57,17,58,22,13,444,4,2,5,17,28,46,337,5,197,3,10,8,26,12,56,59,23,140,1,6,12,11,4,24,71,11,135,3,6,57,24,4,10,10,21,179,0,2,3,8,1,11,108,46,64,2,2,1,49,0,8,2,0,51,3,5,10,6,14,3,10,0,102,3,1,7,40,2,14,20,15
E02002342,833,6,32,103,105,44,153,289,101,83,1,6,6,19,5,23,11,12,123,0,1,2,1,11,32,68,8,106,0,9,2,11,7,34,26,17,67,0,2,1,13,4,20,21,6,137,4,8,83,7,4,9,8,14,171,0,2,0,6,2,10,132,19,39,0,0,0,28,0,3,0,8,23,1,2,6,2,5,2,4,1,84,0,2,3,18,6,20,19,16
E02002343,1812,32,145,239,339,85,334,543,95,195,1,19,24,67,14,44,20,6,325,2,11,11,9,23,70,193,6,205,1,23,8,21,14,64,67,7,210,1,11,11,31,2,62,83,9,267,3,38,134,56,6,16,8,6,211,0,1,1,9,5,9,138,48,75,0,1,2,61,0,7,4,0,121,5,34,26,16,14,12,13,1,203,19,7,22,69,7,50,17,12
E02002344,1088,15,43,96,188,90,210,339,107,137,2,8,15,40,8,40,16,8,216,2,3,4,18,28,42,108,11,197,4,17,4,28,19,48,48,29,108,3,3,7,11,6,30,41,7,114,2,5,55,26,7,8,3,8,136,0,0,1,3,3,12,89,28,52,2,1,0,28,0,16,4,1,45,0,5,6,5,17,4,7,1,83,0,1,4,29,2,10,23,14
E02002345,1650,12,65,78,299,67,260,730,139,173,3,7,12,49,5,57,26,14,226,1,5,12,9,21,50,119,9,238,1,15,3,26,11,53,99,30,380,1,5,8,20,6,53,278,9,116,2,13,36,33,4,9,11,8,230,0,1,0,11,0,8,150,60,83,4,4,0,45,8,9,11,2,32,0,10,2,4,10,1,4,1,172,0,5,5,102,2,20,32,6
E02002346,1174,7,27,135,351,65,150,394,45,73,1,5,7,32,3,13,10,2,242,0,5,6,5,13,43,163,7,104,1,2,3,20,9,27,42,0,86,0,0,5,15,2,16,41,7,155,2,5,93,22,4,19,5,5,133,0,0,1,6,2,4,101,19,185,2,2,0,170,3,5,2,1,53,1,5,9,7,20,0,11,0,143,0,3,11,74,9,23,19,4
E02002347,1512,6,16,78,500,131,123,592,66,105,1,1,6,52,9,10,25,1,259,2,0,2,13,14,10,206,12,102,0,1,0,11,6,21,49,14,102,0,2,1,17,3,15,45,19,125,2,4,47,46,1,14,7,4,240,0,0,2,5,0,10,214,9,282,0,1,1,272,1,7,0,0,46,1,5,6,4,17,6,5,2,251,0,2,13,80,80,30,41,5
E02002348,2697,9,189,126,459,223,307,1310,74,287,2,13,13,79,13,46,114,7,511,1,27,10,48,89,59,275,2,544,0,21,4,51,20,71,363,14,447,0,29,9,75,16,50,248,20,221,2,47,67,59,11,16,12,7,265,1,1,3,8,8,17,213,14,88,0,2,2,61,1,5,16,1,90,1,35,9,15,14,4,11,1,244,2,14,9,63,51,39,58,8
E02002349,1638,17,37,92,406,115,410,424,137,245,5,8,15,81,11,80,31,14,358,2,4,10,19,40,105,171,7,220,2,8,2,22,19,105,43,19,127,2,0,6,15,7,57,32,8,179,4,3,48,89,4,18,3,10,211,0,0,3,6,8,9,121,64,92,0,4,0,64,3,14,3,4,49,1,9,3,12,16,3,2,3,157,1,1,5,98,7,19,18,8
E02002350,2982,18,74,168,620,233,548,1142,179,283,1,11,13,100,23,87,35,13,744,3,3,10,17,116,118,465,12,328,3,9,5,27,54,104,105,21,360,1,3,17,44,9,143,131,12,292,5,28,102,91,6,19,22,19,404,1,0,1,9,3,21,293,76,238,1,4,2,190,10,21,3,7,43,1,9,9,6,6,4,6,2,290,2,7,9,136,6,31,82,17
E02002351,1574,241,57,175,208,195,304,310,84,187,32,1,20,31,18,50,22,13,368,87,7,12,19,105,67,65,6,222,44,9,4,20,29,85,19,12,163,33,3,21,13,6,47,36,4,198,13,16,96,44,5,14,5,5,187,1,2,2,4,9,5,129,35,86,15,3,2,42,7,12,3,2,58,1,12,10,5,14,4,11,1,105,15,4,8,30,2,20,20,6
E02002352,2760,13,60,101,438,255,612,1149,132,256,2,7,8,72,19,84,53,11,587,2,5,4,17,51,80,410,18,360,2,20,3,23,22,147,112,31,317,1,3,6,15,12,174,100,6,172,2,12,59,37,19,12,27,4,418,0,2,2,11,2,11,344,46,288,3,1,0,190,8,73,9,4,181,0,8,13,13,113,13,19,2,181,1,2,6,60,9,18,75,10
E02002353,1104,3,20,79,152,107,289,386,68,106,2,1,7,22,11,43,13,7,309,0,4,11,17,52,93,122,10,178,0,4,7,12,18,75,42,20,100,1,1,2,11,6,39,38,2,85,0,5,44,14,3,11,6,2,173,0,0,1,0,2,9,141,20,71,0,0,0,56,2,8,1,4,34,0,4,5,5,13,1,6,0,48,0,1,2,15,0,10,17,3
E02002354,1783,13,59,130,195,90,207,895,194,136,0,8,13,43,5,26,29,12,481,4,6,10,12,25,37,374,13,222,3,8,7,15,7,50,70,62,121,1,5,3,2,6,26,51,27,153,0,15,74,34,5,8,7,10,389,0,2,1,10,3,21,301,51,62,1,2,2,35,0,10,7,5,80,1,12,15,7,30,2,13,0,139,3,1,5,37,9,27,43,14
E02002356,4524,25,465,388,582,641,978,1263,182,494,4,51,35,107,52,164,64,17,1029,0,70,42,38,292,176,391,20,890,4,66,24,60,107,316,283,30,450,2,35,26,35,37,196,105,14,516,8,119,217,81,10,35,30,16,388,0,1,5,6,8,17,283,68,145,2,4,1,79,25,15,12,7,276,3,85,23,33,97,13,20,2,336,2,34,15,143,13,46,75,8
E02002357,3279,11,187,184,414,139,934,1267,143,384,1,38,15,90,14,126,86,14,745,0,16,14,27,47,114,512,15,464,1,22,8,46,27,220,109,31,505,1,26,7,33,12,218,192,16,314,4,30,114,66,8,61,19,12,339,1,1,2,12,0,12,275,36,194,0,6,0,63,3,104,11,7,96,1,27,13,10,19,11,9,6,238,2,21,11,67,9,68,54,6
E02002358,3144,49,1072,323,420,279,372,402,227,377,5,148,41,67,20,41,20,35,431,4,146,49,26,43,45,91,27,422,5,160,12,48,11,73,45,68,285,0,70,29,35,16,53,50,32,417,12,137,146,35,8,39,20,20,157,1,7,1,12,3,7,111,15,147,2,23,0,89,2,21,1,9,406,11,267,29,21,39,14,16,9,502,9,114,16,87,137,79,48,12
E02002359,2017,76,240,384,365,147,354,311,140,288,7,37,46,83,21,52,28,14,276,1,17,38,6,44,65,93,12,247,3,21,24,42,20,93,24,20,189,3,26,29,22,15,60,25,9,419,34,76,179,62,9,31,13,15,158,0,3,0,4,1,6,89,55,102,6,6,6,44,8,23,5,4,150,11,42,40,12,26,7,7,5,188,11,12,22,90,3,17,27,6
E02002360,1205,13,48,124,278,162,193,291,96,120,0,5,10,50,12,24,13,6,177,5,2,3,12,37,29,75,14,152,0,8,3,24,13,52,32,20,64,0,3,5,13,4,15,20,4,172,1,17,89,40,4,14,4,3,205,1,2,1,6,0,24,130,41,107,0,1,0,85,6,7,6,2,128,1,6,8,20,83,6,3,1,80,5,4,5,28,3,22,8,5
E02002361,1887,2,59,87,235,80,272,1060,92,157,0,17,6,51,6,42,30,5,561,0,2,7,9,30,60,445,8,218,1,11,4,23,9,75,75,20,174,0,5,5,12,3,45,101,3,135,1,13,46,30,1,9,27,8,371,0,0,6,3,0,16,307,39,76,0,4,0,54,4,7,5,2,55,0,5,6,6,21,3,14,0,140,0,2,7,47,6,15,56,7
E02002362,1879,11,172,170,328,178,390,575,55,192,0,28,9,59,21,44,26,5,377,3,7,22,15,32,64,227,7,229,0,32,5,17,17,109,34,15,196,0,15,12,15,8,90,48,8,224,2,34,101,50,8,16,8,5,224,0,0,5,8,5,16,183,7,119,2,3,2,85,9,12,4,2,135,3,27,6,10,71,10,8,0,183,1,26,8,69,7,29,37,6
E02002363,2907,27,49,169,512,123,562,1244,221,341,4,10,21,108,23,79,80,16,562,6,6,33,23,29,193,253,19,635,5,10,7,30,27,118,393,45,322,1,0,11,15,9,89,163,34,181,3,8,68,74,2,13,7,6,384,2,2,2,8,3,16,269,82,132,1,5,1,96,1,12,12,4,83,1,4,17,16,26,9,9,1,267,4,4,9,142,3,33,58,14
E02002364,3023,506,204,401,584,199,400,674,55,257,67,22,22,67,11,34,26,8,393,96,24,20,14,55,33,147,4,402,180,32,10,24,24,55,71,6,371,90,17,27,31,8,54,137,7,441,17,46,242,53,10,45,21,7,227,0,2,1,4,2,19,192,7,337,36,4,1,230,3,46,13,4,245,9,41,60,31,62,24,13,5,350,11,16,18,130,24,90,54,7
E02002366,1738,14,38,133,499,128,281,583,62,173,1,6,12,64,10,52,24,4,305,0,0,9,21,21,74,169,11,171,2,7,1,18,15,80,37,11,90,1,1,5,18,7,20,31,7,153,5,13,80,25,3,8,14,5,304,0,1,6,9,3,14,252,19,250,3,0,5,222,3,10,7,0,115,1,7,9,17,60,4,16,1,177,1,3,6,105,6,19,33,4
E02002367,1004,7,99,87,225,82,173,286,45,109,0,13,8,36,10,27,12,3,102,1,5,2,8,15,16,54,1,107,0,8,5,17,14,25,20,18,68,0,2,3,26,4,10,19,4,172,0,36,59,54,2,13,7,1,177,0,1,0,4,3,18,142,9,55,2,0,0,39,0,8,4,2,85,2,17,6,15,23,15,6,1,129,2,17,4,26,11,41,22,6
E02002368,2292,57,259,277,348,155,654,415,127,316,2,41,35,78,23,103,18,16,308,5,20,17,8,40,92,113,13,298,4,24,4,33,31,154,27,21,248,9,16,18,24,20,131,25,5,421,31,57,170,65,14,63,9,12,254,1,4,0,4,4,11,183,47,139,2,7,8,62,3,50,4,3,148,2,72,17,15,19,9,10,4,160,1,18,8,59,1,41,26,6
E02002369,1130,11,50,130,216,74,104,483,62,75,1,4,7,34,4,6,13,6,275,1,3,8,8,3,20,232,0,68,1,2,4,6,2,11,37,5,95,0,1,8,8,3,10,60,5,144,3,13,70,32,2,10,5,9,140,0,1,1,3,1,2,106,26,106,0,1,0,85,7,7,2,4,106,0,17,13,13,46,11,6,0,121,5,8,19,27,6,27,22,7
E02002370,742,17,28,145,68,40,95,319,30,44,1,0,8,7,3,7,14,4,87,1,1,7,2,3,13,57,3,65,2,1,4,2,3,11,36,6,47,1,3,3,3,0,20,13,4,138,4,14,94,11,4,6,4,1,180,0,0,1,0,6,5,160,8,33,2,0,0,18,2,7,4,0,64,5,6,20,5,15,3,7,3,84,1,3,8,20,4,23,24,1
