GeographyCode,WP702EW0001,WP702EW0002,WP702EW0003,WP702EW0004,WP702EW0005,WP702EW0006,WP702EW0007,WP702EW0008,WP702EW0009,WP702EW0010,WP702EW0011,WP702EW0012,WP702EW0013
E33014388,699,89,72,210,101,67,45,53,46,8,8,14764.1,21.61654466
E33014389,201,84,20,43,24,8,7,7,3,4,1,1887.5,9.630102041
E33014390,217,46,23,87,18,18,1,8,9,6,1,2581.4,12.29238095
E33014391,540,130,60,198,82,32,25,7,2,3,1,5196.9,9.695708955
E33014392,281,23,12,65,51,46,14,13,25,18,14,7346.3,29.50321285
E33014393,427,42,33,141,74,49,27,23,22,8,8,7900.2,19.22189781
E33014394,829,33,24,115,127,170,83,98,179,0,0,39337.8,47.45211098
E33014395,228,18,17,39,61,11,16,7,14,27,18,3958.3,21.63005464
E33014396,484,11,30,38,78,33,13,36,194,38,13,25337.5,58.51616628
E33014397,1045,3,66,108,421,191,107,86,63,0,0,25260.8,24.17301435
E33014398,1210,18,117,205,359,105,61,47,267,26,5,53765.6,45.60271416
E33014399,877,70,54,250,302,78,43,34,46,0,0,16434.8,18.73979475
E33014400,324,5,20,73,115,42,24,16,29,0,0,7964.8,24.58271605
E33014401,310,22,27,54,107,45,18,13,16,5,3,5932.9,19.64536424
E33014402,344,33,20,86,136,34,10,7,18,0,0,6355.2,18.4744186
E33014403,412,76,26,97,151,32,4,4,12,4,6,5188.8,12.90746269
E33014404,259,23,58,28,67,13,7,6,11,30,16,3576.2,16.78967136
E33014405,741,167,71,106,180,103,52,28,20,8,6,11464.9,15.77015131
E33014406,358,99,121,23,55,16,2,6,6,13,17,3267.8,9.962804878
E33014407,219,54,75,21,39,25,1,1,1,2,0,1745.3,8.042857143
E33014408,609,149,140,94,129,41,16,15,22,0,3,8348.7,13.77673267
E33014409,436,99,89,55,105,61,11,11,5,0,0,5189.6,11.90275229
E33014410,316,90,68,47,67,30,4,7,2,1,0,3064.9,9.72984127
E33014411,775,273,167,76,79,28,21,42,85,4,0,18198.3,23.60350195
E33014412,599,152,122,75,159,67,7,9,7,1,0,6437.8,10.76555184
E33014413,269,70,93,30,49,16,3,2,0,2,4,1911.8,7.269201521
E33014414,240,55,56,39,58,12,7,2,4,4,3,2305.9,9.896566524
E33014415,886,201,197,122,210,82,18,11,9,22,14,9056.8,10.65505882
E33014416,456,3,97,47,135,63,45,22,38,3,3,11707.6,26.01688889
E33014417,601,23,179,46,264,32,16,13,28,0,0,10654.3,17.72762063
E33014418,776,13,162,76,347,69,25,32,52,0,0,16986.9,21.89033505
E33014419,529,10,160,73,208,40,24,5,9,0,0,7262.6,13.7289225
E33014420,380,10,57,52,151,43,24,23,20,0,0,7905.4,20.80368421
E33014421,685,27,187,83,240,67,37,24,20,0,0,10999.6,16.05781022
E33014422,329,14,88,51,114,30,9,12,11,0,0,5347.8,16.25471125
E33014423,546,5,111,84,205,45,23,22,36,11,4,11511.2,21.67834275
E33014424,569,49,207,91,146,37,14,12,13,0,0,7105.1,12.48699473
E33014425,753,113,57,252,167,68,36,24,23,4,9,10407.6,14.06432432
E33014426,227,31,57,29,27,15,8,4,11,29,16,3273.4,17.98571429
E33014427,456,35,136,82,119,35,17,9,22,0,1,8161.9,17.93824176
E33014428,809,97,152,126,188,124,16,22,38,22,24,12545,16.44167759
E33014429,220,51,49,38,40,25,9,1,0,1,6,1988.7,9.336619718
E33014430,224,75,66,33,32,15,1,1,1,0,0,1522.5,6.796875
E33014431,349,69,93,48,60,30,4,6,17,11,11,5369.5,16.4204893
E33014432,208,9,23,76,30,13,6,10,8,29,4,2978.4,17.01942857
E33014433,1060,236,322,304,109,40,12,10,9,11,7,8060.4,7.735508637
E33014434,657,106,204,179,84,13,6,17,29,13,6,8398.3,13.16347962
E33014435,452,109,109,104,77,16,6,2,2,12,15,3109.2,7.315764706
E33014436,749,95,161,259,92,44,14,19,26,29,10,9586.8,13.50253521
E33014437,672,284,141,139,54,15,6,3,5,19,6,3864.6,5.973106646
E33014438,860,197,247,245,83,37,17,17,14,3,0,8482.7,9.898133022
E33014439,334,51,96,103,34,6,5,6,13,14,6,4086,13.01273885
E33014440,538,150,109,104,38,11,3,33,58,16,16,7787.6,15.39051383
E33014441,969,310,118,143,151,119,37,38,45,2,6,14535.5,15.12539022
E33014442,363,180,41,34,32,18,4,10,6,18,20,2749.5,8.46
E33014443,287,8,65,56,35,12,14,21,4,59,13,3174.3,14.76418605
E33014444,329,10,35,169,35,21,6,10,5,24,14,3478.3,11.95292096
E33014445,2671,556,749,384,347,368,73,103,81,5,5,36959.5,13.88932732
E33014446,230,94,29,30,30,23,3,9,2,2,8,2209.7,10.04409091
E33014447,708,320,85,104,95,32,18,38,16,0,0,7502.7,10.5970339
E33014448,415,173,60,84,41,23,9,8,6,5,6,3732.5,9.238861386
E33014449,453,224,52,48,47,41,13,9,3,13,3,3562.3,8.151716247
E33014450,523,292,58,55,33,27,10,14,15,11,8,4390,8.71031746
E33014451,259,160,23,31,7,6,1,8,1,10,12,1322,5.578059072
E33014452,244,54,71,22,23,9,2,6,2,30,25,1610.9,8.523280423
E33014453,372,158,112,20,29,31,13,8,1,0,0,2719.9,7.31155914
E33014454,892,237,356,78,95,51,21,32,21,1,0,9726.5,10.91638608
E33014455,233,35,95,24,25,12,6,13,5,8,10,2593.9,12.06465116
E33014456,228,86,61,28,15,13,7,7,2,6,3,1768.1,8.073515982
E33014457,274,26,19,67,71,17,8,8,11,39,8,3931.7,17.32026432
E33014458,370,151,36,57,45,17,16,3,3,13,29,2613.3,7.967378049
E33014459,385,167,56,55,41,30,10,21,5,0,0,3975.2,10.32519481
E33014460,217,100,23,29,28,16,10,9,1,1,0,2143.1,9.921759259
E33014461,435,199,64,57,39,27,5,7,4,13,20,2882,7.169154229
E33014462,258,24,79,55,35,25,12,17,4,5,2,3466,13.80876494
E33014463,850,83,454,97,84,54,15,26,5,18,14,7273.3,8.891564792
E33014464,420,36,113,60,68,77,19,24,23,0,0,7509.4,17.87952381
E33014465,731,74,34,266,129,79,36,43,16,28,26,10563.1,15.6028065
E33014466,579,222,21,61,109,83,39,6,4,21,13,6215.4,11.40440367
E33014467,1291,95,329,175,114,19,54,14,124,362,5,24355.3,26.35854978
E33014468,933,300,155,83,205,91,48,31,20,0,0,11787.2,12.63365488
E33014469,459,101,115,53,96,46,30,9,8,1,0,5719.8,12.48864629
E33014470,267,116,21,33,48,26,9,3,2,6,3,2350.6,9.110852713
E33014471,289,98,54,32,44,21,20,10,0,6,4,2769.2,9.925448029
E33014472,255,104,16,16,63,34,8,4,10,0,0,3531.9,13.85058824
E33014473,358,191,14,29,59,31,23,5,1,3,2,3227.6,9.143342776
E33014474,267,147,5,13,30,38,14,3,3,7,7,2430.4,9.606324111
E33014475,305,151,11,17,53,30,21,8,7,7,0,3737.2,12.5409396
E33014476,373,209,13,25,57,25,27,3,2,8,4,3024.3,8.377562327
E33014477,236,118,3,15,46,21,15,3,6,6,3,2826.9,12.45330396
E33014478,231,114,2,26,37,30,12,5,3,2,0,2654.7,11.59257642
E33014479,296,131,29,39,46,17,20,8,4,1,1,2935.5,9.984693878
E33014480,301,158,23,34,30,15,13,7,16,5,0,4504.2,15.21689189
E33014481,310,142,46,22,29,11,13,5,3,34,5,2131.4,7.864944649
E33014482,415,164,34,68,51,20,20,21,9,20,8,4841.5,12.51033592
E33014483,283,107,21,45,31,25,14,7,12,15,6,4071.9,15.54160305
E33014484,337,117,30,40,44,27,32,28,10,8,1,5044.4,15.37926829
E33014485,907,80,21,75,26,45,20,59,565,11,5,46207.3,51.86004489
E33014486,567,98,130,159,57,54,16,36,17,0,0,7481.6,13.19506173
E33014487,423,50,128,114,45,39,11,18,6,3,9,5106.6,12.42481752
E33014488,822,255,163,215,60,59,17,28,25,0,0,9491.4,11.54671533
E33014489,1378,183,345,326,144,189,75,84,32,0,0,20091,14.57982583
E33014490,248,82,43,47,7,18,6,13,6,19,7,2578.5,11.61486486
E33014491,222,50,60,55,24,18,7,3,3,2,0,2247.3,10.215
E33014492,414,104,121,92,32,34,9,13,9,0,0,4556.6,11.00628019
E33014493,271,117,67,48,23,5,2,3,4,2,0,1760.4,6.544237918
E33014494,299,150,72,37,11,13,4,8,3,1,0,2075.6,6.965100671
E33014495,551,103,137,133,54,61,20,22,12,1,8,7222.9,13.32638376
E33014496,698,165,183,133,66,60,26,42,23,0,0,9384.7,13.44512894
E33014497,502,112,118,74,41,49,18,41,47,2,0,9054.5,18.109
E33014498,353,74,87,63,18,44,17,15,7,15,13,4446.9,13.68276923
E33014499,766,160,247,190,74,44,23,21,7,0,0,6750.9,8.813185379
E33014500,445,73,108,108,59,35,14,19,4,10,15,4643,11.0547619
E33014501,537,186,110,105,32,35,19,16,18,13,3,6369.4,12.22533589
E33014502,736,62,169,166,107,58,36,76,62,0,0,18339,24.91711957
E33014503,818,95,214,193,107,66,48,62,33,0,0,13184.1,16.11748166
E33014504,624,124,196,125,72,47,17,15,6,13,9,5644.8,9.376744186
E33014505,416,48,105,85,61,34,27,24,17,7,8,7353.4,18.33765586
E33014506,838,293,280,124,44,26,14,24,9,10,14,5597.9,6.877027027
E33014507,339,58,98,70,25,28,12,24,24,0,0,5255.8,15.50383481
E33014508,344,49,124,66,40,25,13,18,8,1,0,4136.5,12.05976676
E33014509,855,99,213,157,84,98,35,78,91,0,0,17301.5,20.23567251
E33014510,1634,220,517,390,147,168,74,84,29,0,5,20874.1,12.8140577
E33014511,329,82,103,73,21,22,7,15,6,0,0,3282.7,9.97781155
E33014512,212,88,57,38,12,9,1,4,3,0,0,1474,6.952830189
E33014513,895,123,323,182,94,95,23,43,12,0,0,9974.8,11.14502793
E33014514,357,86,134,71,18,18,5,16,8,1,0,3349.6,9.408988764
E33014515,498,88,189,113,33,28,16,17,10,2,2,4777.9,9.671862348
E33014516,240,62,107,26,16,11,3,3,0,3,9,1343.9,5.894298246
E33014517,767,128,245,161,68,75,35,42,10,1,2,8955.4,11.72172775
E33014518,524,68,174,78,56,61,26,30,4,20,7,6180.4,12.43541247
E33014519,201,14,25,43,27,9,7,4,3,49,20,1637.8,12.40757576
E33014520,413,51,94,60,71,59,18,37,8,12,3,6417.2,16.12361809
E33014521,424,9,35,114,158,20,14,11,10,37,16,6050,16.30727763
E33014522,218,16,12,25,89,9,6,7,2,35,17,2621.4,15.79156627
E33014523,2500,348,130,672,470,243,70,103,413,42,9,89908.6,36.7123724
E33014524,1615,19,95,470,163,737,56,32,13,14,16,28170.1,17.77293375
E33014525,782,121,202,161,86,45,23,40,104,0,0,22529.6,28.81023018
E33014526,749,137,203,179,96,52,18,48,16,0,0,9330.5,12.45727637
E33014527,247,35,70,60,33,18,7,10,3,8,3,2674,11.33050847
E33014528,523,60,143,104,72,41,26,42,15,8,12,7946.4,15.79801193
E33014529,859,92,215,261,118,70,33,51,19,0,0,12631.1,14.70442375
E33014530,628,95,193,127,87,58,27,23,18,0,0,8441.6,13.44203822
E33014531,426,45,156,95,58,18,13,15,10,6,10,4518.8,11.02146341
E33014532,349,77,90,85,56,21,10,6,1,2,1,2980.7,8.614739884
E33014533,906,321,283,147,65,35,12,18,9,10,6,6076,6.826966292
E33014534,224,109,12,39,27,20,8,2,4,0,3,2529.3,11.44479638
E33014535,393,145,23,66,55,59,17,16,7,3,2,5401.9,13.92242268
E33014536,351,156,23,67,35,35,10,9,9,2,5,3704.7,10.76947674
E33014537,264,109,14,38,33,47,9,6,5,1,2,3338.2,12.79003831
E33014538,246,136,22,33,25,16,4,2,3,3,2,1768.6,7.338589212
E33014539,491,64,93,43,70,147,26,21,24,2,1,10584.4,21.68934426
E33014540,419,56,85,55,65,99,20,13,5,9,12,6092.9,15.30879397
E33014541,479,135,53,65,80,105,14,23,4,0,0,6480.2,13.52860125
E33014542,363,104,25,42,61,96,14,11,5,2,3,5388.8,15.05251397
E33014543,805,214,167,88,116,139,27,23,15,11,5,10797.1,13.68453739
E33014544,584,201,40,93,72,104,21,9,4,19,21,6152.2,11.30919118
E33014545,265,27,22,35,55,22,7,3,12,52,30,3653.3,19.96338798
E33014546,348,115,45,49,75,9,7,2,11,23,12,3278.4,10.47412141
E33014547,674,186,75,105,189,56,18,10,11,16,8,7377.3,11.34969231
E33014548,1081,160,319,116,219,165,39,31,32,0,0,15561.9,14.39583719
E33014549,361,73,73,42,87,38,14,9,5,14,6,4082.4,11.97184751
E33014550,443,49,162,30,88,71,14,11,10,8,0,5803.5,13.34137931
E33014551,656,108,273,40,105,92,21,6,11,0,0,7031.6,10.71890244
E33014552,207,1,73,37,52,22,2,3,7,6,4,3055.4,15.50964467
E33014553,1386,159,508,178,314,117,28,28,54,0,0,22155.1,15.98492063
E33014554,513,121,142,67,92,60,13,12,6,0,0,5436.6,10.59766082
E33014555,254,102,28,30,51,15,7,4,1,6,10,2098.3,8.816386555
E33014556,374,115,35,47,78,66,9,6,11,4,3,4966.7,13.53324251
E33014557,244,120,24,29,43,16,2,6,3,1,0,2053.6,8.451028807
E33014558,300,122,26,39,65,35,5,2,2,1,3,2685.6,9.072972973
E33014559,263,131,22,23,39,27,1,10,3,4,3,2523.5,9.857421875
E33014560,220,85,23,30,48,21,6,1,4,2,0,2280.5,10.46100917
E33014561,387,140,20,49,90,52,13,8,15,0,0,5829.3,15.0627907
E33014562,227,105,28,30,34,13,3,6,3,2,3,1872.7,8.435585586
E33014563,232,109,22,23,39,17,2,4,3,5,8,1954.4,8.924200913
E33014564,249,110,22,23,43,18,8,3,1,15,6,1949.2,8.549122807
E33014565,390,60,132,53,50,35,11,5,3,25,16,3496.9,10.01977077
E33014566,858,130,377,117,103,70,17,14,17,10,3,8316.4,9.841893491
E33014567,338,72,19,93,78,44,13,12,2,2,3,4253.2,12.77237237
E33014568,547,91,24,89,196,77,20,14,14,17,5,8159.9,15.54266667
E33014569,356,9,114,61,58,50,11,3,3,38,9,3778.4,12.22783172
E33014570,271,28,43,25,55,28,2,3,7,61,19,2817.5,14.7513089
E33014571,287,105,25,24,54,42,10,4,6,7,10,3488.1,12.91888889
E33014572,1285,379,115,65,247,387,33,21,19,17,2,17795.2,14.05624013
E33014573,947,460,88,56,145,90,18,27,20,28,15,9354.6,10.34800885
E33014574,1193,249,271,21,93,101,95,96,230,13,24,44059.6,38.11384083
E33014575,1120,422,227,30,158,90,67,47,59,11,9,17434.1,15.84918182
E33014576,284,138,49,8,29,13,20,14,9,3,1,3632.2,12.97214286
E33014577,797,399,169,26,80,51,36,13,14,4,5,6505.9,8.256218274
E33014578,284,129,66,12,37,19,11,8,2,0,0,2417.4,8.511971831
E33014579,398,164,75,11,58,29,33,18,9,1,0,5041.8,12.69974811
E33014580,128,60,19,5,11,7,5,3,1,9,8,965.1,8.694594595
E33014581,320,155,45,10,34,24,25,11,10,5,1,3697.4,11.77515924
E33014582,874,361,173,35,113,79,59,21,11,13,9,8421.6,9.884507042
E33014583,212,98,32,9,27,13,14,7,9,3,0,3058.1,14.63205742
E33014584,698,349,118,22,102,40,43,17,6,1,0,6332.6,9.085509326
E33014585,249,122,42,12,26,29,11,6,0,0,1,2037.2,8.214516129
E33014586,237,94,42,13,38,21,14,10,2,1,2,2572.3,10.99273504
E33014587,259,135,26,10,25,9,11,31,2,8,2,2802.5,11.25502008
E33014588,322,16,10,17,109,36,4,5,51,53,21,10864.9,43.81008065
E33014589,518,59,47,74,239,23,19,22,21,7,7,8747.4,17.35595238
E33014590,299,72,40,37,92,12,23,3,14,1,5,5142.9,17.55255973
E33014591,398,63,38,65,136,25,23,15,14,16,3,6019.3,15.88205805
E33014592,1147,52,429,239,164,86,67,44,20,38,8,14678.6,13.33206176
E33014593,639,253,99,37,113,55,38,19,10,8,7,7287.9,11.67932692
E33014594,219,74,49,11,34,19,10,7,1,8,6,1988.1,9.69804878
E33014595,352,123,36,32,80,12,13,8,8,31,9,3626.6,11.62371795
E33014596,299,100,36,38,74,10,12,8,10,8,3,3353,11.64236111
E33014597,479,176,70,39,113,23,27,20,10,1,0,5826.5,12.18933054
E33014598,245,72,26,17,66,10,10,13,17,13,1,4370.6,18.92034632
E33014599,248,115,25,25,40,9,12,5,11,6,0,2980,12.31404959
E33014600,218,80,23,19,63,8,11,3,7,2,2,2529.8,11.82149533
E33014601,244,107,28,19,51,15,12,7,4,1,0,2633.6,10.83786008
E33014602,347,129,43,28,85,16,14,7,6,14,5,3334.1,10.16493902
E33014603,361,150,40,34,78,11,15,10,6,14,3,3801.5,11.05087209
E33014604,339,98,30,34,76,18,22,8,28,19,6,6805.1,21.67229299
E33014605,757,208,160,77,191,41,30,28,22,0,0,9115.5,12.04161162
E33014606,278,65,52,22,67,22,20,12,5,8,5,3704.6,13.97962264
E33014607,303,58,68,33,95,20,12,7,1,5,4,3249.4,11.05238095
E33014608,1369,488,246,61,251,134,91,29,24,32,13,15892.8,12.00362538
E33014609,498,11,25,88,144,63,45,20,25,66,11,9247.1,21.96460808
E33014610,346,13,27,118,90,27,18,18,10,16,9,4992.8,15.55389408
E33014611,416,160,95,25,34,24,8,11,31,14,14,7667,19.76030928
E33014612,690,229,173,49,82,76,26,28,27,0,0,9484,13.74492754
E33014613,345,177,21,40,43,40,3,9,8,1,3,3410.1,10.00029326
E33014614,201,84,12,26,54,21,0,1,2,1,0,2009.7,10.0485
E33014615,197,85,13,8,29,24,7,5,13,7,6,2955.2,16.06086957
E33014616,220,89,19,27,34,34,5,4,1,4,3,2048.2,9.615962441
E33014617,207,85,13,14,42,34,5,7,7,0,0,3290.4,15.89565217
E33014618,279,129,14,24,52,43,8,9,0,0,0,2803.9,10.04982079
E33014619,1105,454,77,89,132,170,43,114,17,4,5,15858.8,14.46970803
E33014620,684,20,132,201,116,66,41,50,24,20,14,11865.9,18.25523077
E33014621,314,111,73,46,57,15,6,3,3,0,0,2756,8.777070064
E33014622,637,318,141,44,38,34,33,17,10,0,2,5536.8,8.719370079
E33014623,312,166,49,19,31,23,13,7,4,0,0,2775.1,8.894551282
E33014624,330,133,64,43,56,18,7,5,4,0,0,3180.1,9.636666667
E33014625,488,267,92,37,48,20,11,8,4,0,1,3279.2,6.733470226
E33014626,337,203,59,22,19,20,4,6,2,1,1,1983.2,5.92
E33014627,347,47,167,17,56,37,13,6,4,0,0,3558.9,10.25619597
E33014628,367,45,153,29,56,22,17,10,27,3,5,5645.6,15.72590529
E33014629,302,48,188,10,31,8,6,3,8,0,0,2451.6,8.117880795
E33014630,295,88,129,17,32,7,7,2,2,6,5,1718.3,6.050352113
E33014631,593,155,217,42,52,33,41,22,9,9,13,5923.3,10.37355517
E33014632,480,41,183,44,104,38,37,16,17,0,0,7297.6,15.20333333
E33014633,563,23,136,139,163,44,22,18,18,0,0,8391.2,14.9044405
E33014634,628,44,266,31,142,74,37,10,24,0,0,9027.6,14.37515924
E33014635,465,26,151,108,103,28,23,12,14,0,0,6388.1,13.73784946
E33014636,787,11,271,186,176,72,40,11,20,0,0,10545,13.39898348
E33014637,449,17,189,74,83,36,26,13,11,0,0,5601.7,12.47594655
E33014638,292,7,109,70,67,16,9,12,2,0,0,3321.6,11.37534247
E33014639,479,19,274,62,57,21,25,14,7,0,0,4885,10.19832985
E33014640,384,7,145,133,52,9,18,11,8,1,0,4306.2,11.24334204
E33014641,1366,352,699,55,134,37,35,20,16,6,12,9903.5,7.346810089
E33014642,367,20,132,45,85,19,21,11,6,17,11,4219,12.44542773
E33014643,657,325,54,37,122,31,37,26,5,13,7,6112,9.594976452
E33014644,270,143,35,24,31,4,10,5,3,8,7,1854,7.270588235
E33014645,201,79,18,21,46,9,6,2,16,1,3,3874,19.66497462
E33014646,499,273,60,40,65,32,11,6,5,1,6,3582,7.280487805
E33014647,266,122,23,28,52,12,14,3,9,3,0,2955.5,11.23764259
E33014648,673,244,58,45,172,49,66,24,14,0,1,9313.1,13.85877976
E33014649,1456,4,73,553,147,438,131,55,55,0,0,28792.1,19.77479396
E33014650,364,15,69,105,71,24,11,2,26,28,13,6029,18.66563467
E33014651,300,25,53,73,46,14,1,3,6,60,19,2576.6,11.65882353
E33014652,999,98,40,194,367,128,51,58,57,5,1,20330.4,20.47371601
E33014653,473,39,14,127,167,35,16,13,17,35,10,7814.4,18.25794393
E33014654,1313,0,59,533,165,351,135,46,20,4,0,23143.9,17.68059587
E33014655,717,12,24,181,117,195,59,33,24,57,15,13730.6,21.28775194
E33014656,586,14,16,196,110,134,39,19,39,12,7,13157.8,23.20599647
E33014657,126,10,10,53,8,20,6,4,3,9,3,1673.3,14.67807018
E33014658,244,70,52,16,50,25,10,11,10,0,0,3709.7,15.20368852
E33014659,307,92,53,28,48,36,17,18,15,0,0,5123.2,16.68794788
E33014660,947,154,216,197,189,71,27,23,18,39,13,10442.7,11.66782123
E33014661,471,113,31,38,149,66,21,13,10,25,5,6756.7,15.32131519
E33014662,241,12,19,32,83,22,12,4,13,34,10,4438.8,22.5319797
E33014663,383,174,44,67,45,26,4,5,5,7,6,2899.9,7.837567568
E33014664,352,142,46,54,39,22,7,6,3,21,12,2711.2,8.499059561
E33014665,555,282,87,83,35,25,6,2,14,13,8,3660,6.853932584
E33014666,1176,250,227,199,134,85,37,42,156,29,17,26775.6,23.69522124
E33014667,428,233,56,53,31,11,6,4,8,10,16,2554.7,6.354975124
E33014668,339,196,24,38,32,19,1,0,6,14,9,2135.1,6.75664557
E33014669,1047,144,33,64,372,337,44,21,14,10,8,18815.7,18.28542274
E33014670,904,49,212,380,127,46,31,29,11,14,5,10072.8,11.38169492
E33014671,229,22,66,43,26,15,0,1,0,39,17,1315,7.601156069
E33014672,200,22,60,44,21,6,5,1,8,22,11,2018.6,12.08742515
E33014673,223,69,41,38,36,15,10,5,0,7,2,1969.6,9.203738318
E33014674,223,73,39,35,51,6,5,2,5,5,2,2394.4,11.08518519
E33014675,302,102,46,55,62,12,15,3,2,4,1,2595.6,8.739393939
E33014676,282,124,46,51,38,6,9,4,2,2,0,2087.1,7.453928571
E33014677,699,310,106,130,84,12,16,16,25,0,0,7316,10.46638054
E33014678,460,226,70,70,59,13,1,4,2,7,8,2433.5,5.468539326
E33014679,1233,325,183,246,268,64,62,29,22,18,16,14125.8,11.78131776
E33014680,283,69,61,49,47,14,5,3,11,14,10,3521.7,13.5972973
E33014681,3489,732,807,673,813,126,151,65,56,59,7,36445,10.64709319
E33014682,293,77,86,64,47,5,2,2,10,0,0,2678.8,9.142662116
E33014683,1403,309,379,249,255,59,24,22,80,17,9,20801.2,15.10617284
E33014684,263,40,68,48,62,8,7,1,3,19,7,2218.2,9.359493671
E33014685,313,62,107,53,56,14,12,6,3,0,0,3019.4,9.646645367
E33014686,1230,273,286,212,287,59,37,37,39,0,0,16163.6,13.14113821
E33014687,220,27,49,45,21,3,2,1,1,52,19,1123.5,7.540268456
E33014688,700,112,347,104,111,6,13,6,1,0,0,4553.1,6.504428571
E33014689,553,35,140,123,173,25,13,24,20,0,0,7987.1,14.44321881
E33014690,578,40,224,94,153,14,30,5,16,2,0,7020,12.1875
E33014691,260,27,68,82,49,20,1,4,4,2,3,2595.4,10.17803922
E33014692,320,33,87,111,55,17,1,6,10,0,0,3810.4,11.9075
E33014693,240,40,49,70,42,17,1,4,4,8,5,2377.7,10.47444934
E33014694,361,30,63,93,80,46,15,21,12,1,0,5889.6,16.36
E33014695,637,73,201,128,135,53,9,16,19,2,1,8318.9,13.12129338
E33014696,452,82,172,74,59,43,6,10,6,0,0,4424.7,9.789159292
E33014697,967,62,106,49,53,78,19,68,514,9,9,78950.9,83.19378293
E33014698,231,27,64,48,31,19,7,7,5,13,10,2407.2,11.57307692
E33014699,257,52,87,27,28,25,3,2,3,20,10,2102.7,9.262995595
E33014700,690,115,176,111,98,76,24,19,50,8,13,12075.6,18.05022422
E33014701,1243,475,353,192,114,33,10,10,56,0,0,12624.2,10.15623492
E33014702,309,87,77,61,37,17,4,2,7,7,10,2884,9.876712329
E33014703,406,61,79,109,81,25,6,7,31,3,4,7278,18.2406015
E33014704,785,9,313,167,128,76,15,43,28,5,1,11081.7,14.22554557
E33014705,778,8,278,226,102,74,22,15,53,0,0,12684.2,16.30359897
E33014706,483,1,116,62,22,36,7,20,219,0,0,40079.6,82.9805383
E33014707,1257,22,437,360,129,141,28,45,95,0,0,25371.1,20.18385044
E33014708,787,33,329,163,87,77,12,25,57,3,1,11370.1,14.52120051
E33014709,527,6,188,128,81,72,9,20,23,0,0,8149.2,15.46337761
E33014710,856,28,293,220,126,96,21,27,45,0,0,14486,16.9228972
E33014711,679,28,208,108,140,84,24,38,48,0,1,13789.5,20.33849558
E33014712,435,26,137,60,69,66,27,23,23,2,2,8209,19.04640371
E33014713,3968,259,1202,931,463,462,136,252,263,0,0,73079.9,18.41731351
E33014714,1045,21,319,182,162,143,36,61,121,0,0,27203.4,26.03196172
E33014715,509,50,196,98,75,35,10,11,34,0,0,8868.6,17.42357564
E33014716,450,53,125,91,89,24,6,20,22,12,8,6850.9,15.93232558
E33014717,756,76,184,155,161,44,24,35,71,2,4,16335.9,21.7812
E33014718,1133,72,359,234,241,87,42,52,46,0,0,17607,15.54015887
E33014719,450,70,144,100,82,27,6,6,14,1,0,4942,11.00668151
E33014720,568,46,159,149,128,26,10,24,26,0,0,8290.7,14.59630282
E33014721,2489,326,879,528,511,119,37,49,30,5,5,24163.1,9.747115772
E33014722,475,27,118,109,118,47,12,12,31,1,0,8838.5,18.64662447
E33014723,537,57,164,98,109,48,16,22,23,0,0,7684.2,14.30949721
E33014724,1405,160,723,169,235,45,22,30,21,0,0,12330.2,8.77594306
E33014725,302,51,105,38,40,35,3,5,4,3,18,2856.1,10.16405694
E33014726,285,40,89,41,41,43,8,12,8,2,1,3773.1,13.37978723
E33014727,422,93,116,51,58,34,7,8,27,16,12,5771.6,14.64873096
E33014728,264,50,86,33,28,26,8,17,8,5,3,3838.2,14.99296875
E33014729,518,51,176,105,70,59,19,12,17,7,2,6776.5,13.31335953
E33014730,368,53,129,41,81,48,7,9,0,0,0,3858.2,10.48423913
E33014731,873,122,353,129,133,82,15,18,17,3,1,9399.3,10.81622555
E33014732,285,33,87,40,41,52,7,13,10,2,0,4262.3,15.06113074
E33014733,968,244,376,152,80,58,22,15,21,0,0,8426.9,8.705475207
E33014734,202,53,75,35,23,8,1,0,3,3,1,1322.7,6.68030303
E33014735,345,53,111,41,39,44,10,15,19,2,11,5187.7,15.62560241
E33014736,324,58,114,57,37,34,9,6,6,2,1,3401,10.59501558
E33014737,682,143,231,110,64,71,7,15,16,14,11,6782.6,10.32359209
E33014738,568,56,119,108,56,61,27,49,76,9,7,15797.1,28.61793478
E33014739,420,75,155,90,35,13,18,17,17,0,0,5785.9,13.77595238
E33014740,804,130,193,141,93,81,30,50,86,0,0,18220.5,22.66231343
E33014741,1154,145,336,306,127,83,22,34,97,1,3,24829.7,21.59104348
E33014742,482,127,159,68,35,34,6,15,38,0,0,8045.8,16.69253112
E33014743,351,56,122,68,34,31,3,8,11,7,11,4008.9,12.03873874
E33014744,398,59,83,113,62,21,6,13,24,12,5,5850.3,15.35511811
E33014745,421,43,112,147,75,22,8,4,10,0,0,4774.1,11.33990499
E33014746,387,54,125,121,50,11,3,11,12,0,0,4382.1,11.32325581
E33014747,654,103,202,193,87,18,8,12,16,8,7,6316.1,9.884350548
E33014748,1665,46,511,460,192,161,41,81,115,39,19,31191.3,19.4096453
E33014749,944,13,150,268,110,213,38,118,34,0,0,19438.4,20.59152542
E33014750,1776,428,670,210,189,121,31,46,37,22,22,16883.1,9.747748268
E33014751,1477,358,31,84,440,164,72,196,104,16,12,34413.4,23.74975845
E33014752,577,98,32,45,169,74,53,44,49,6,7,13333.7,23.64131206
E33014753,384,142,22,24,81,38,28,18,19,5,7,6273.7,16.86478495
