GeographyCode,WP403EW0001,WP403EW0002,WP403EW0003,WP403EW0004,WP403EW0005,WP403EW0006,WP403EW0007,WP403EW0008,WP403EW0009,WP403EW0010,WP403EW0011,WP403EW0012,WP403EW0013,WP403EW0014
E33014514,351,233,86,147,1,60,44,16,55,49,1,5,0,2
E33014515,498,340,91,249,2,68,45,23,83,78,0,3,2,5
E33014516,238,135,31,104,0,31,25,6,71,68,0,2,1,1
E33014517,762,543,142,401,7,61,38,23,143,128,4,10,1,8
E33014518,524,396,84,312,3,39,31,8,83,73,1,9,0,3
E33014519,201,166,50,116,0,9,9,0,21,16,2,3,0,5
E33014520,412,334,84,250,5,13,7,6,57,51,0,5,1,3
E33014521,423,288,82,206,5,38,29,9,90,84,0,6,0,2
E33014522,218,160,62,98,1,10,9,1,42,38,0,2,2,5
E33014523,2338,1773,465,1308,9,103,67,36,443,229,130,12,72,10
E33014524,1615,754,189,565,20,168,128,40,669,645,6,12,6,4
E33014525,781,572,145,427,8,54,41,13,141,127,5,9,0,6
E33014526,749,567,195,372,5,69,57,12,104,97,1,6,0,4
E33014527,247,192,56,136,0,12,7,5,42,36,1,5,0,1
E33014528,523,408,107,301,5,27,22,5,82,68,6,8,0,1
E33014529,857,568,125,443,11,62,38,24,210,194,5,11,0,6
E33014530,628,489,149,340,6,53,42,11,74,65,0,8,1,6
E33014531,426,324,69,255,2,23,17,6,72,62,4,5,1,5
E33014532,349,307,82,225,0,7,4,3,35,29,2,3,1,0
E33014533,896,690,254,436,6,77,55,22,121,116,1,4,0,2
E33014534,220,162,45,117,2,20,14,6,34,30,1,2,1,2
E33014535,393,289,83,206,5,21,12,9,73,61,4,8,0,5
E33014536,346,237,61,176,3,33,22,11,71,65,0,4,2,2
E33014537,262,202,45,157,0,16,12,4,43,41,0,2,0,1
E33014538,243,168,49,119,4,27,18,9,43,40,2,1,0,1
E33014539,489,379,62,317,4,21,13,8,78,73,2,2,1,7
E33014540,419,301,70,231,6,34,28,6,76,64,0,10,2,2
E33014541,479,386,107,279,1,15,11,4,75,63,3,9,0,2
E33014542,363,291,76,215,2,27,20,7,40,38,1,1,0,3
E33014543,803,613,166,447,3,72,48,24,109,97,0,11,1,6
E33014544,584,445,125,320,1,36,28,8,96,90,4,2,0,6
E33014545,263,175,60,115,0,28,18,10,57,43,8,4,2,3
E33014546,345,263,78,185,3,25,17,8,49,48,0,1,0,5
E33014547,672,530,174,356,3,46,27,19,88,78,2,7,1,5
E33014548,1081,751,192,559,6,75,62,13,247,243,1,2,1,2
E33014549,360,269,74,195,4,23,14,9,63,59,2,0,2,1
E33014550,443,269,76,193,6,32,22,10,134,128,1,2,3,2
E33014551,656,319,92,227,6,53,31,22,276,266,4,5,1,2
E33014552,207,150,32,118,3,12,9,3,41,37,1,3,0,1
E33014553,1385,942,278,664,22,97,70,27,315,293,5,14,3,9
E33014554,513,353,93,260,10,47,33,14,100,97,1,2,0,3
E33014555,254,199,65,134,4,13,10,3,37,30,2,4,1,1
E33014556,372,272,76,196,7,27,18,9,63,55,2,6,0,3
E33014557,242,195,54,141,3,19,13,6,25,22,1,1,1,0
E33014558,300,251,88,163,0,9,7,2,35,32,2,0,1,5
E33014559,263,176,46,130,1,13,10,3,68,64,0,3,1,5
E33014560,220,161,47,114,2,14,12,2,41,35,2,4,0,2
E33014561,387,312,113,199,4,21,14,7,48,45,1,2,0,2
E33014562,227,165,45,120,5,15,11,4,41,36,0,5,0,1
E33014563,227,160,50,110,0,26,16,10,39,35,0,2,2,2
E33014564,248,206,72,134,2,10,7,3,27,22,1,4,0,3
E33014565,390,242,88,154,6,33,28,5,105,98,0,6,1,4
E33014566,854,489,137,352,8,69,50,19,285,276,1,5,3,3
E33014567,338,223,45,178,0,34,21,13,79,76,0,2,1,2
E33014568,547,325,66,259,6,59,30,29,151,140,1,10,0,6
E33014569,356,214,68,146,1,28,20,8,108,98,7,3,0,5
E33014570,271,207,77,130,1,22,19,3,39,32,6,1,0,2
E33014571,287,211,57,154,3,19,14,5,52,50,0,2,0,2
E33014572,1283,681,180,501,30,135,81,54,426,404,9,10,3,11
E33014573,945,737,196,541,20,50,28,22,132,120,2,8,2,6
E33014574,1190,815,184,631,11,150,99,51,210,196,1,11,2,4
E33014575,1120,779,156,623,11,91,72,19,229,203,3,21,2,10
E33014576,284,182,45,137,3,29,21,8,68,62,0,6,0,2
E33014577,793,487,140,347,4,106,82,24,187,169,4,13,1,9
E33014578,283,210,52,158,3,21,15,6,45,41,0,3,1,4
E33014579,395,299,78,221,2,25,20,5,65,60,1,3,1,4
E33014580,128,89,23,66,2,11,7,4,26,23,1,2,0,0
E33014581,319,219,53,166,2,31,22,9,66,60,1,4,1,1
E33014582,874,653,181,472,9,60,44,16,149,137,3,7,2,3
E33014583,212,135,53,82,1,21,16,5,54,53,1,0,0,1
E33014584,697,465,122,343,8,84,66,18,138,127,4,6,1,2
E33014585,248,172,44,128,0,35,30,5,39,35,0,4,0,2
E33014586,237,163,50,113,0,25,22,3,47,38,3,4,2,2
E33014587,259,138,34,104,0,20,12,8,95,90,0,3,2,6
E33014588,307,214,77,137,0,19,16,3,70,56,11,3,0,4
E33014589,518,354,106,248,9,44,24,20,109,104,0,5,0,2
E33014590,299,229,69,160,3,32,17,15,35,32,0,3,0,0
E33014591,396,314,93,221,4,21,10,11,53,49,0,4,0,4
E33014592,1144,821,209,612,9,85,70,15,218,205,1,10,2,11
E33014593,636,530,152,378,2,31,24,7,68,59,2,6,1,5
E33014594,219,169,49,120,0,13,11,2,37,32,1,4,0,0
E33014595,340,253,96,157,3,19,13,6,53,47,2,3,1,12
E33014596,298,213,61,152,1,24,14,10,55,45,3,4,3,5
E33014597,478,336,76,260,5,41,30,11,92,78,3,7,4,4
E33014598,245,182,58,124,1,16,10,6,43,39,3,1,0,3
E33014599,247,166,40,126,4,27,18,9,45,36,4,5,0,5
E33014600,218,136,44,92,4,24,18,6,52,48,0,2,2,2
E33014601,244,172,62,110,4,17,12,5,50,45,2,3,0,1
E33014602,344,246,64,182,4,17,12,5,64,56,3,4,1,13
E33014603,361,265,100,165,1,38,27,11,52,45,0,2,5,5
E33014604,338,244,82,162,3,20,13,7,69,62,3,3,1,2
E33014605,756,485,146,339,16,126,90,36,126,116,3,3,4,3
E33014606,277,210,82,128,0,25,18,7,40,33,3,1,3,2
E33014607,302,258,112,146,2,22,14,8,18,14,3,0,1,2
E33014608,1361,1092,271,821,6,63,43,20,182,162,3,13,4,18
E33014609,498,371,100,271,4,37,29,8,84,74,3,7,0,2
E33014610,344,231,76,155,4,52,35,17,55,50,1,2,2,2
E33014611,416,256,67,189,11,76,25,51,70,66,0,3,1,3
E33014612,690,501,128,373,13,86,34,52,84,71,0,13,0,6
E33014613,344,241,69,172,8,35,10,25,57,49,1,7,0,3
E33014614,200,139,28,111,2,24,8,16,33,27,2,3,1,2
E33014615,197,137,44,93,0,14,8,6,42,33,2,7,0,4
E33014616,218,150,42,108,3,20,7,13,42,36,1,4,1,3
E33014617,205,152,26,126,2,12,3,9,37,28,8,1,0,2
E33014618,278,201,60,141,5,28,6,22,42,38,1,3,0,2
E33014619,1103,835,267,568,13,89,33,56,160,144,3,12,1,6
E33014620,671,501,148,353,1,47,32,15,112,98,8,5,1,10
E33014621,314,252,49,203,0,24,15,9,37,32,0,4,1,1
E33014622,632,399,69,330,6,123,98,25,98,90,0,8,0,6
E33014623,311,234,50,184,0,43,29,14,33,32,0,1,0,1
E33014624,329,263,76,187,6,31,22,9,29,29,0,0,0,0
E33014625,488,265,61,204,5,63,49,14,152,142,4,6,0,3
E33014626,337,198,44,154,2,67,54,13,68,60,1,7,0,2
E33014627,347,221,55,166,1,39,32,7,85,84,0,1,0,1
E33014628,366,271,52,219,2,40,31,9,51,46,0,5,0,2
E33014629,302,181,46,135,2,41,27,14,78,72,1,5,0,0
E33014630,293,193,43,150,3,40,35,5,55,51,0,4,0,2
E33014631,593,360,75,285,9,69,48,21,150,144,1,5,0,5
E33014632,478,338,79,259,4,41,28,13,93,89,0,2,2,2
E33014633,563,424,93,331,0,44,28,16,93,87,0,6,0,2
E33014634,628,432,89,343,6,62,42,20,125,119,0,5,1,3
E33014635,465,322,75,247,2,54,42,12,85,79,1,5,0,2
E33014636,787,600,141,459,2,66,45,21,115,109,0,4,2,4
E33014637,449,319,59,260,1,44,31,13,85,81,1,3,0,0
E33014638,292,172,31,141,3,29,23,6,88,76,4,6,2,0
E33014639,479,294,54,240,3,47,40,7,134,126,0,7,1,1
E33014640,384,236,59,177,3,47,29,18,98,94,0,4,0,0
E33014641,1357,941,192,749,6,198,156,42,198,181,0,17,0,14
E33014642,367,273,79,194,0,47,38,9,46,44,0,2,0,1
E33014643,656,453,96,357,12,75,22,53,112,108,0,2,2,4
E33014644,270,172,53,119,8,41,11,30,48,46,2,0,0,1
E33014645,199,152,54,98,2,22,5,17,22,21,0,1,0,1
E33014646,499,316,82,234,7,89,25,64,82,76,0,5,1,5
E33014647,266,180,38,142,3,43,23,20,37,35,0,1,1,3
E33014648,672,467,116,351,12,80,28,52,112,104,0,7,1,1
E33014649,1455,780,145,635,23,158,85,73,489,441,4,11,33,5
E33014650,363,267,67,200,4,27,15,12,63,59,0,3,1,2
E33014651,300,215,57,158,4,14,8,6,66,61,2,2,1,1
E33014652,999,799,179,620,7,39,18,21,151,145,2,4,0,3
E33014653,473,377,106,271,8,32,18,14,55,50,0,4,1,1
E33014654,1308,703,142,561,24,148,78,70,428,404,2,16,6,5
E33014655,717,470,135,335,9,56,25,31,178,170,0,8,0,4
E33014656,586,381,90,291,5,67,27,40,133,123,1,9,0,0
E33014657,121,82,22,60,0,7,3,4,31,29,1,0,1,1
E33014658,244,181,45,136,6,25,6,19,31,27,0,4,0,1
E33014659,307,206,54,152,5,35,9,26,60,54,2,4,0,1
E33014660,938,718,208,510,15,57,28,29,129,114,3,10,2,19
E33014661,469,346,95,251,1,54,16,38,64,59,3,1,1,4
E33014662,241,175,45,130,1,30,11,19,35,33,0,2,0,0
E33014663,383,265,61,204,1,34,8,26,82,77,0,4,1,1
E33014664,352,277,80,197,2,33,5,28,39,37,2,0,0,1
E33014665,554,372,90,282,8,80,16,64,91,78,0,13,0,3
E33014666,1168,791,190,601,17,123,32,91,230,213,2,13,2,7
E33014667,425,314,84,230,1,53,9,44,54,51,0,3,0,3
E33014668,339,250,65,185,1,44,15,29,42,37,0,5,0,2
E33014669,1045,512,116,396,7,103,45,58,416,404,0,12,0,7
E33014670,904,612,115,497,5,82,50,32,202,184,1,17,0,3
E33014671,224,173,49,124,0,11,7,4,38,30,4,4,0,2
E33014672,200,122,37,85,1,16,12,4,44,40,4,0,0,17
E33014673,223,161,36,125,2,12,9,3,43,36,1,4,2,5
E33014674,223,160,39,121,3,11,3,8,45,38,1,6,0,4
E33014675,301,204,61,143,1,17,8,9,77,73,0,3,1,2
E33014676,282,202,56,146,4,28,13,15,47,40,2,5,0,1
E33014677,699,468,107,361,7,77,42,35,144,128,1,14,1,3
E33014678,460,314,75,239,6,39,28,11,88,76,0,12,0,13
E33014679,1229,922,202,720,9,79,45,34,217,200,3,14,0,2
E33014680,281,216,47,169,6,20,11,9,37,34,0,3,0,2
E33014681,3425,2709,646,2063,28,228,120,108,448,415,3,27,3,12
E33014682,291,235,79,156,2,19,13,6,35,34,0,1,0,0
E33014683,1403,1035,235,800,12,115,64,51,234,217,1,12,4,7
E33014684,260,211,61,150,4,12,7,5,32,28,1,3,0,1
E33014685,313,235,63,172,1,12,7,5,65,63,0,2,0,0
E33014686,1230,830,174,656,14,101,48,53,282,267,2,12,1,3
E33014687,219,174,56,118,1,21,15,6,23,20,0,3,0,0
E33014688,697,489,114,375,2,76,45,31,128,119,0,9,0,2
E33014689,553,420,86,334,4,45,19,26,83,79,0,4,0,1
E33014690,578,443,91,352,5,22,11,11,102,91,2,9,0,6
E33014691,258,203,46,157,2,18,14,4,35,28,0,6,1,0
E33014692,320,234,67,167,5,28,20,8,52,49,0,3,0,1
E33014693,240,170,42,128,2,35,22,13,32,26,2,3,1,1
E33014694,361,230,52,178,5,37,23,14,87,83,0,4,0,2
E33014695,631,471,86,385,8,49,30,19,97,95,0,2,0,6
E33014696,452,332,77,255,9,39,27,12,70,61,0,8,1,2
E33014697,967,394,109,285,15,133,84,49,417,404,3,7,3,8
E33014698,231,168,46,122,3,23,16,7,35,32,0,3,0,2
E33014699,255,189,48,141,1,22,17,5,43,39,0,4,0,0
E33014700,690,565,140,425,3,43,22,21,77,69,0,7,1,2
E33014701,1239,855,223,632,21,160,122,38,199,192,1,6,0,4
E33014702,309,217,50,167,4,32,25,7,51,46,0,5,0,5
E33014703,404,312,57,255,5,35,24,11,49,46,0,3,0,3
E33014704,785,543,114,429,16,59,27,32,161,152,1,8,0,6
E33014705,778,546,138,408,14,69,38,31,147,141,0,5,1,2
E33014706,483,306,78,228,3,60,42,18,109,105,0,4,0,5
E33014707,1254,819,177,642,20,123,71,52,286,265,0,17,4,6
E33014708,787,518,122,396,20,81,44,37,166,154,3,9,0,2
E33014709,527,402,97,305,7,50,31,19,67,62,0,3,2,1
E33014710,856,579,148,431,14,84,50,34,172,165,2,5,0,7
E33014711,679,547,104,443,7,23,14,9,100,95,0,5,0,2
E33014712,435,317,50,267,10,11,4,7,96,88,0,7,1,1
E33014713,3968,3170,607,2563,49,173,100,73,563,517,2,40,4,13
E33014714,1045,781,171,610,17,70,44,26,175,165,0,10,0,2
E33014715,509,372,101,271,5,33,21,12,96,92,1,2,1,3
E33014716,450,326,78,248,4,41,27,14,78,73,0,4,1,1
E33014717,756,608,127,481,8,44,30,14,92,81,0,11,0,4
E33014718,1133,858,185,673,22,57,32,25,194,183,0,11,0,2
E33014719,450,358,82,276,6,25,15,10,59,55,0,4,0,2
E33014720,568,443,108,335,5,40,30,10,77,72,1,4,0,3
E33014721,2489,1992,352,1640,48,97,53,44,345,313,0,32,0,7
E33014722,475,355,90,265,7,18,13,5,92,86,0,6,0,3
E33014723,537,425,95,330,5,31,16,15,75,67,1,7,0,1
E33014724,1405,738,189,549,22,143,110,33,496,473,3,16,4,6
E33014725,302,209,76,133,2,34,21,13,56,49,1,6,0,1
E33014726,285,227,68,159,6,17,8,9,35,30,2,1,2,0
E33014727,417,274,64,210,5,37,19,18,100,93,0,7,0,1
E33014728,262,156,41,115,7,29,20,9,64,55,3,5,1,6
E33014729,516,402,101,301,4,39,23,16,70,61,1,7,1,1
E33014730,368,321,80,241,6,8,3,5,31,26,0,5,0,2
E33014731,870,694,169,525,13,50,32,18,106,101,1,4,0,7
E33014732,285,216,47,169,2,7,5,2,58,52,0,5,1,2
E33014733,964,555,128,427,12,151,90,61,243,226,1,14,2,3
E33014734,197,131,29,102,1,17,11,6,48,44,0,3,1,0
E33014735,345,242,56,186,7,25,17,8,71,64,4,3,0,0
E33014736,320,236,72,164,8,16,11,5,56,51,1,4,0,4
E33014737,682,463,126,337,12,77,58,19,125,115,0,10,0,5
E33014738,568,444,108,336,12,29,23,6,81,76,0,3,2,2
E33014739,420,204,46,158,5,38,27,11,173,167,0,3,3,0
E33014740,804,591,122,469,18,48,35,13,142,134,1,7,0,5
E33014741,1146,792,168,624,8,109,73,36,228,207,0,16,5,9
E33014742,482,328,90,238,4,73,49,24,73,65,5,3,0,4
E33014743,348,233,39,194,5,28,15,13,78,72,0,6,0,4
E33014744,398,281,71,210,3,35,26,9,78,69,0,9,0,1
E33014745,421,298,68,230,7,37,22,15,78,74,0,4,0,1
E33014746,387,238,61,177,4,38,29,9,107,104,0,3,0,0
E33014747,651,399,103,296,10,99,71,28,137,129,1,7,0,6
E33014748,1664,900,175,725,25,151,78,73,582,562,0,18,2,6
E33014749,942,637,184,453,30,117,62,55,153,146,0,6,1,5
E33014750,1751,1219,248,971,17,140,92,48,371,350,2,14,5,4
E33014751,1477,895,175,720,27,191,66,125,349,322,7,19,1,15
E33014752,576,453,71,382,3,30,16,14,84,81,0,3,0,6
E33014753,382,282,72,210,7,31,7,24,58,52,2,3,1,4
E33014754,501,389,82,307,8,27,5,22,75,68,0,6,1,2
E33014755,817,644,163,481,7,28,13,15,138,130,1,7,0,0
E33014756,762,277,77,200,4,33,4,29,325,287,19,4,15,123
E33014757,629,477,108,369,15,36,13,23,99,90,3,6,0,2
E33014758,451,369,106,263,7,24,7,17,47,44,0,3,0,4
E33014759,354,276,62,214,3,30,6,24,41,38,2,1,0,4
E33014760,682,530,145,385,9,51,20,31,80,68,5,7,0,12
E33014761,365,247,58,189,8,35,13,22,72,67,0,5,0,3
E33014762,532,371,92,279,6,74,22,52,74,68,0,6,0,7
E33014763,291,210,55,155,2,34,10,24,45,40,2,3,0,0
E33014764,405,303,87,216,9,40,22,18,53,46,0,7,0,0
E33014765,559,442,100,342,3,18,4,14,93,87,0,6,0,3
E33014766,345,229,64,165,3,47,17,30,65,58,0,7,0,1
E33014767,852,645,144,501,13,59,24,35,133,126,1,6,0,2
E33014768,270,180,44,136,1,33,19,14,56,56,0,0,0,0
E33014769,219,172,46,126,3,15,3,12,29,26,2,1,0,0
E33014770,294,216,57,159,2,35,15,20,40,37,0,3,0,1
E33014771,665,470,120,350,6,62,22,40,124,119,2,3,0,3
E33014772,361,267,61,206,3,30,13,17,60,56,0,4,0,1
E33014773,349,272,75,197,2,22,9,13,52,46,0,4,2,1
E33014774,1431,729,138,591,13,154,54,100,533,517,1,10,5,2
E33014775,492,292,62,230,5,42,13,29,151,144,0,4,3,2
E33014776,728,507,104,403,14,51,23,28,154,148,0,6,0,2
E33014777,1616,978,234,744,25,255,128,127,350,325,0,21,4,8
E33014778,393,292,45,247,9,13,5,8,75,66,2,7,0,4
E33014779,244,196,58,138,1,14,3,11,33,29,0,4,0,0
E33014780,313,242,64,178,2,19,8,11,48,39,0,9,0,2
E33014781,448,321,89,232,1,51,18,33,75,70,0,5,0,0
E33014782,280,214,59,155,0,12,6,6,51,49,0,2,0,3
E33014783,513,397,129,268,1,42,7,35,66,62,2,2,0,7
E33014784,474,353,94,259,6,38,9,29,70,58,2,10,0,7
E33014785,242,186,52,134,2,15,4,11,38,37,0,1,0,1
E33014786,565,379,102,277,8,87,26,61,86,80,0,6,0,5
E33014787,297,210,44,166,2,28,8,20,56,49,0,7,0,1
E33014788,329,254,67,187,3,18,4,14,53,44,2,6,1,1
E33014789,658,473,110,363,13,77,27,50,92,85,0,7,0,3
E33014790,230,149,29,120,4,30,11,19,46,45,0,1,0,1
E33014791,208,140,42,98,2,17,5,12,48,47,0,1,0,1
E33014792,299,185,48,137,5,43,22,21,63,61,0,2,0,3
E33014793,195,143,30,113,4,15,3,12,31,26,0,5,0,2
E33014794,333,262,71,191,1,29,22,7,38,30,0,7,1,3
E33014795,813,600,192,408,6,87,62,25,112,106,1,4,1,8
E33014796,1281,1101,251,850,3,52,30,22,119,107,0,10,2,6
E33014797,506,360,103,257,2,63,46,17,80,74,1,4,1,1
E33014798,271,199,45,154,0,36,30,6,35,30,0,4,1,1
E33014799,308,235,81,154,1,35,29,6,35,32,0,3,0,2
E33014800,703,547,146,401,3,60,48,12,89,78,0,11,0,4
E33014801,897,756,205,551,7,48,37,11,82,76,1,5,0,4
E33014802,321,201,55,146,2,34,29,5,84,82,1,1,0,0
E33014803,299,203,54,149,3,55,36,19,37,33,0,3,1,1
E33014804,464,376,112,264,1,31,22,9,54,49,0,4,1,2
E33014805,423,366,117,249,0,13,7,6,42,41,0,1,0,2
E33014806,317,249,54,195,1,30,22,8,36,31,1,4,0,1
E33014807,295,213,69,144,1,22,19,3,57,48,0,4,5,2
E33014808,637,476,147,329,3,62,51,11,96,87,0,9,0,0
E33014809,720,528,164,364,3,65,54,11,120,109,3,8,0,4
E33014810,502,402,117,285,1,37,32,5,57,48,3,5,1,5
E33014811,241,185,56,129,3,25,17,8,28,23,1,4,0,0
E33014812,3108,2473,634,1839,10,195,124,71,414,371,2,40,1,16
E33014813,1298,1003,262,741,12,96,74,22,179,158,0,20,1,8
E33014814,219,174,47,127,0,15,10,5,30,28,0,2,0,0
E33014815,2263,1714,411,1303,11,174,135,39,357,326,4,21,6,7
E33014816,4978,3946,883,3063,19,266,179,87,727,677,1,47,2,20
E33014817,217,159,32,127,0,19,16,3,38,36,0,2,0,1
E33014818,1380,1043,288,755,4,149,108,41,178,159,3,16,0,6
E33014819,509,391,95,296,5,21,12,9,89,87,1,1,0,3
E33014820,489,415,142,273,2,28,15,13,44,39,1,4,0,0
E33014821,666,506,145,361,5,55,45,10,96,84,3,9,0,4
E33014822,258,184,44,140,1,21,19,2,49,45,0,2,2,3
E33014823,575,410,139,271,2,63,53,10,90,84,1,5,0,10
E33014824,251,194,56,138,0,14,13,1,40,39,0,1,0,3
E33014825,545,415,114,301,3,59,48,11,67,55,1,9,2,1
E33014826,212,183,48,135,0,9,6,3,19,17,0,2,0,1
E33014827,232,166,64,102,1,28,15,13,37,30,1,6,0,0
E33014828,230,192,51,141,0,13,11,2,22,17,0,4,1,3
E33014829,278,204,63,141,1,28,16,12,42,37,3,1,1,3
E33014830,580,494,168,326,1,34,25,9,49,47,0,2,0,2
E33014831,615,478,141,337,6,52,39,13,72,62,3,6,1,7
E33014832,593,385,93,292,3,70,53,17,129,122,1,4,2,6
E33014833,247,136,41,95,0,23,13,10,60,55,3,1,1,28
E33014834,1344,1145,338,807,6,58,44,14,126,112,7,7,0,9
E33014835,590,479,150,329,3,48,42,6,56,54,0,1,1,4
E33014836,343,229,71,158,4,44,33,11,60,56,2,1,1,6
E33014837,327,253,85,168,0,27,20,7,44,37,2,5,0,3
E33014838,333,232,75,157,1,45,36,9,55,53,0,1,1,0
E33014839,726,566,159,407,5,54,36,18,98,91,0,7,0,3
E33014840,239,171,52,119,1,21,18,3,42,37,0,3,2,4
E33014841,215,150,29,121,1,17,14,3,47,46,0,1,0,0
E33014842,308,188,58,130,4,37,30,7,76,72,0,3,1,3
E33014843,326,257,77,180,1,18,13,5,46,45,0,1,0,4
E33014844,262,199,65,134,0,23,18,5,39,33,0,2,4,1
E33014845,836,707,244,463,0,56,47,9,69,63,1,5,0,4
E33014846,391,290,90,200,1,30,16,14,66,61,0,3,2,4
E33014847,719,497,146,351,2,92,63,29,122,116,0,4,2,6
E33014848,255,176,44,132,1,13,11,2,56,55,0,1,0,9
E33014849,1079,778,233,545,10,139,118,21,145,137,3,5,0,7
E33014850,1096,847,262,585,4,70,43,27,164,156,1,7,0,11
E33014851,400,308,88,220,5,26,25,1,57,51,1,4,1,4
E33014852,429,320,109,211,1,39,25,14,69,61,0,7,1,0
E33014853,246,190,60,130,2,9,4,5,41,37,0,4,0,4
E33014854,571,458,104,354,3,39,22,17,69,62,2,4,1,2
E33014855,544,428,121,307,2,48,33,15,59,52,1,5,1,7
E33014856,1367,1046,231,815,6,86,47,39,221,199,0,22,0,8
E33014857,717,533,115,418,8,46,38,8,123,111,1,10,1,7
E33014858,948,708,215,493,8,82,66,16,148,132,3,8,5,2
E33014859,1162,816,258,558,9,143,106,37,185,169,5,9,2,9
E33014860,155,122,33,89,0,13,9,4,20,18,0,1,1,0
E33014861,484,367,93,274,1,34,17,17,79,67,0,10,2,3
E33014862,503,342,76,266,4,64,47,17,87,80,1,6,0,6
E33014863,431,352,109,243,2,34,21,13,41,39,0,2,0,2
E33014864,417,303,103,200,4,39,26,13,69,60,0,8,1,2
E33014865,832,655,199,456,2,67,55,12,101,89,2,7,3,7
E33014866,623,467,133,334,3,61,32,29,91,87,0,3,1,1
E33014867,396,297,89,208,1,33,22,11,65,62,0,2,1,0
E33014868,301,228,75,153,2,34,20,14,35,31,0,4,0,2
E33014869,1825,1314,329,985,5,212,126,86,285,262,2,20,1,9
E33014870,431,300,91,209,0,58,35,23,73,63,0,9,1,0
E33014871,1139,784,205,579,5,100,61,39,241,222,0,16,3,9
E33014872,2339,2052,449,1603,13,60,41,19,205,182,4,18,1,9
E33014873,534,370,122,248,4,86,48,38,73,69,0,4,0,1
E33014874,280,226,67,159,2,24,12,12,27,22,0,5,0,1
E33014875,880,744,214,530,1,37,26,11,92,87,0,4,1,6
E33014876,239,171,58,113,1,19,10,9,48,46,0,2,0,0
E33014877,292,236,62,174,0,16,12,4,35,30,0,4,1,5
E33014878,312,226,68,158,1,42,19,23,39,36,1,2,0,4
E33014879,126,93,15,78,0,13,8,5,19,16,0,3,0,1
E33014880,336,259,90,169,1,35,26,9,41,34,1,3,3,0
E33014881,236,191,54,137,2,18,13,5,25,22,0,3,0,0
E33014882,488,390,95,295,7,22,17,5,69,64,0,5,0,0
E33014883,344,253,58,195,0,35,27,8,54,49,2,2,1,2
E33014884,644,446,112,334,1,61,51,10,130,122,0,7,1,6
E33014885,405,336,85,251,1,24,16,8,42,41,0,1,0,2
E33014886,244,179,56,123,0,23,18,5,41,38,0,3,0,1
E33014887,362,246,70,176,4,43,23,20,68,65,0,3,0,1
E33014888,332,277,91,186,2,20,15,5,32,29,0,3,0,1
E33014889,238,160,42,118,1,37,27,10,38,30,2,6,0,2
E33014890,268,187,59,128,1,27,20,7,52,46,1,5,0,1
E33014891,210,151,49,102,0,22,14,8,33,30,0,3,0,4
E33014892,608,355,65,290,5,68,52,16,174,163,0,11,0,6
E33014893,202,146,33,113,0,19,12,7,34,34,0,0,0,3
E33014894,834,711,189,522,1,33,20,13,81,72,1,5,3,8
E33014895,687,558,143,415,4,38,22,16,85,80,0,4,1,2
E33014896,323,241,52,189,2,26,17,9,53,50,0,3,0,1
E33014897,398,250,69,181,1,28,21,7,113,107,0,6,0,6
E33014898,1139,848,224,624,7,92,64,28,188,174,0,13,1,4
E33014899,774,640,170,470,2,62,47,15,68,64,0,4,0,2
E33014900,286,217,71,146,0,29,26,3,39,38,0,1,0,1
E33014901,942,752,235,517,3,84,59,25,100,93,0,4,3,3
E33014902,244,175,46,129,0,21,17,4,45,38,0,5,2,3
E33014903,515,386,134,252,2,43,28,15,79,67,0,12,0,5
E33014904,420,330,83,247,5,24,18,6,60,54,0,5,1,1
E33014905,316,217,79,138,2,29,20,9,65,54,1,10,0,3
E33014906,294,209,50,159,0,27,20,7,54,50,1,3,0,4
E33014907,222,171,48,123,2,15,7,8,34,28,0,6,0,0
E33014908,473,343,108,235,5,72,55,17,50,49,0,1,0,3
E33014909,274,194,45,149,4,28,20,8,47,45,0,2,0,1
E33014910,297,234,49,185,0,17,9,8,44,37,0,4,3,2
E33014911,882,627,158,469,4,97,64,33,151,137,0,11,3,3
E33014912,452,313,101,212,2,51,33,18,78,71,0,7,0,8
E33014913,380,303,99,204,3,32,19,13,41,37,0,4,0,1
E33014914,320,209,65,144,1,56,44,12,52,43,1,4,4,2
E33014915,355,297,91,206,1,18,16,2,34,32,0,2,0,5
E33014916,1275,973,284,689,10,98,61,37,178,155,7,14,2,16
E33014917,684,438,134,304,2,66,46,20,171,167,0,4,0,7
E33014918,294,226,49,177,1,21,16,5,44,38,2,4,0,2
E33014919,3812,2135,499,1636,27,440,338,102,1189,1134,8,39,8,21
E33014920,655,516,130,386,4,47,36,11,87,78,2,6,1,1
E33014921,445,340,82,258,3,23,16,7,76,72,0,4,0,3
E33014922,289,207,52,155,3,17,11,6,57,53,0,4,0,5
E33014923,683,483,147,336,4,65,48,17,126,117,1,8,0,5
E33014924,814,537,135,402,9,87,57,30,179,167,4,8,0,2
E33014925,515,382,106,276,2,40,30,10,85,73,4,8,0,6
E33014926,249,185,54,131,0,30,25,5,31,29,0,2,0,3
E33014927,277,188,63,125,0,41,26,15,47,44,1,2,0,1
E33014928,273,221,58,163,2,9,6,3,41,37,0,4,0,0
E33014929,201,147,46,101,2,11,8,3,37,36,0,1,0,4
E33014930,366,261,74,187,0,30,22,8,71,69,0,2,0,4
E33014931,272,205,51,154,0,18,14,4,47,42,0,4,1,2
