GeographyCode,WP703EW0001,WP703EW0002,WP703EW0003,WP703EW0004,WP703EW0005,WP703EW0006,WP703EW0007,WP703EW0008,WP703EW0009,WP703EW0010,WP703EW0011,WP703EW0012
E33026905,395,49,0,7,5,0,3,270,28,4,27,2
E33026906,488,67,2,6,9,0,5,336,30,12,14,7
E33026907,286,56,1,2,10,3,1,147,19,6,41,0
E33026908,285,74,0,3,1,0,1,153,14,14,23,2
E33026909,242,55,0,9,4,1,2,125,12,3,31,0
E33026910,242,34,0,4,3,0,0,145,6,6,42,2
E33026911,289,45,0,5,8,1,0,167,11,13,38,1
E33026912,406,69,0,5,11,5,1,188,27,7,88,5
E33026913,428,79,3,7,1,2,8,273,30,12,12,1
E33026914,320,52,0,8,4,1,1,197,27,9,20,1
E33026915,669,85,0,18,7,2,4,465,26,10,50,2
E33026916,239,31,0,0,3,1,2,183,14,2,2,1
E33026917,359,87,0,9,8,4,0,207,14,7,21,2
E33026918,336,87,1,0,5,3,2,190,13,14,20,1
E33026919,328,23,0,8,5,0,2,239,21,4,25,1
E33026920,521,37,0,11,11,0,5,321,31,18,87,0
E33026921,428,110,0,7,15,3,0,221,22,10,38,2
E33026922,289,83,1,1,0,1,2,158,13,6,20,4
E33026923,303,102,1,7,3,3,2,133,11,6,34,1
E33026924,378,125,0,8,3,2,0,208,12,6,13,1
E33026925,299,70,1,4,5,1,1,168,12,6,28,3
E33026926,277,77,0,4,5,0,0,166,13,2,8,2
E33026927,683,39,0,5,12,0,10,538,46,15,18,0
E33026928,381,54,1,6,2,0,1,277,21,6,13,0
E33026929,312,72,0,2,10,0,5,152,15,15,41,0
E33026930,413,67,1,5,6,0,2,234,22,14,60,2
E33026931,559,79,0,14,9,1,2,352,17,17,68,0
E33026932,418,83,0,7,26,0,3,253,24,2,18,2
E33026933,948,192,0,7,18,3,8,572,60,27,57,4
E33026934,365,52,0,4,4,0,6,190,15,33,55,6
E33026935,502,101,1,5,5,0,4,241,19,25,99,2
E33026936,314,85,1,2,7,2,1,127,17,5,63,4
E33026937,353,106,1,1,11,2,2,174,21,5,28,2
E33026938,256,27,0,2,3,0,0,132,5,20,67,0
E33026939,344,58,1,2,6,2,4,207,16,10,36,2
E33026940,432,92,0,3,12,5,1,217,41,7,49,5
E33026941,348,46,0,3,5,10,2,203,24,19,36,0
E33026942,306,89,1,6,1,3,2,165,15,4,19,1
E33026943,268,69,0,4,4,3,1,135,12,9,30,1
E33026944,324,62,1,1,2,3,1,177,21,15,39,2
E33026945,365,47,0,4,2,1,4,219,26,10,48,4
E33026946,335,87,0,8,4,3,0,177,14,4,37,1
E33026947,575,21,1,0,10,0,4,330,40,72,96,1
E33026948,291,29,1,6,4,1,1,166,20,9,54,0
E33026949,270,56,0,3,3,2,2,154,8,7,35,0
E33026950,281,31,1,4,10,7,1,155,13,18,41,0
E33026951,665,77,2,11,16,3,5,415,31,15,88,2
E33026952,656,35,0,3,14,2,4,481,41,23,52,1
E33026953,288,37,0,5,18,3,1,144,25,15,36,4
E33026954,841,207,2,14,9,12,4,463,29,21,78,2
E33026955,254,36,0,4,2,3,1,142,9,7,49,1
E33026956,336,14,0,18,11,9,8,202,14,15,44,1
E33026957,824,38,1,13,37,5,5,488,50,22,163,2
E33026958,512,11,0,7,21,16,3,260,53,23,117,1
E33026959,381,43,0,6,6,12,0,229,16,9,60,0
E33026960,380,55,1,13,13,2,2,207,23,12,50,2
E33026961,304,100,2,6,5,3,3,143,12,6,19,5
E33026962,339,80,1,7,2,2,6,170,19,18,31,3
E33026963,508,23,1,5,16,1,1,285,27,27,119,3
E33026964,724,49,2,4,29,5,2,464,34,19,115,1
E33026965,512,119,0,4,11,2,2,291,19,12,49,3
E33026966,254,91,0,5,1,2,1,118,17,8,10,1
E33026967,302,48,0,2,7,3,1,174,19,3,44,1
E33026968,247,47,0,4,4,1,2,140,17,8,23,1
E33026969,602,89,9,26,17,2,1,386,20,13,38,1
E33026970,277,74,0,8,1,0,0,162,17,3,12,0
E33026971,358,67,0,0,3,2,3,224,13,11,35,0
E33026972,322,135,2,9,2,1,0,152,13,2,4,2
E33026973,886,55,0,41,12,2,8,699,46,14,7,2
E33026974,373,101,0,7,1,5,4,186,9,2,58,0
E33026975,293,94,0,6,4,2,1,145,13,2,25,1
E33026976,344,78,1,14,2,0,3,155,17,6,67,1
E33026977,493,26,0,8,12,1,3,268,42,8,123,2
E33026978,310,94,0,1,2,1,3,152,13,2,39,3
E33026979,288,26,0,3,4,1,0,152,13,3,86,0
E33026980,901,46,1,12,12,8,4,602,69,20,125,2
E33026981,497,25,2,3,1,0,3,365,16,6,74,2
E33026982,425,58,1,4,10,0,6,264,17,5,57,3
E33026983,385,110,1,9,7,2,1,177,10,7,59,2
E33026984,323,39,1,2,7,0,2,148,11,1,110,2
E33026985,285,99,0,5,0,0,1,145,13,7,13,2
E33026986,336,172,0,8,0,1,0,134,9,3,9,0
E33026987,443,125,0,11,7,1,1,237,16,3,42,0
E33026988,364,109,0,10,12,2,2,195,14,2,15,3
E33026989,321,57,0,9,5,0,0,220,7,6,17,0
E33026990,245,61,0,1,1,0,1,164,6,4,6,1
E33026991,433,143,0,15,12,0,1,235,10,6,9,2
E33026992,390,134,1,4,2,0,3,212,19,4,8,3
E33026993,308,135,0,4,2,3,3,139,6,1,14,1
E33026994,231,71,1,2,3,0,2,128,9,2,12,1
E33026995,370,65,0,4,5,0,2,211,11,4,67,1
E33026996,304,70,0,3,2,0,0,178,8,4,37,2
E33026997,284,108,1,5,2,1,1,153,8,0,4,1
E33026998,1392,218,2,14,12,2,8,579,31,114,389,23
E33026999,288,78,0,13,3,2,0,162,10,3,16,1
E33027000,773,100,1,16,26,5,6,527,54,5,26,7
E33027001,241,73,0,4,5,1,0,141,8,3,3,3
E33027002,273,115,1,7,1,1,3,115,7,4,16,3
E33027003,343,117,0,4,1,0,1,190,11,5,14,0
E33027004,279,55,1,4,3,1,0,191,2,0,22,0
E33027005,322,78,0,11,5,1,0,182,15,4,26,0
E33027006,398,110,14,21,9,2,0,220,7,2,11,2
E33027007,271,60,2,5,0,0,0,164,5,1,33,1
E33027008,555,125,3,23,12,5,6,315,19,6,37,4
E33027009,391,62,1,15,4,0,0,262,16,8,23,0
E33027010,275,53,1,4,14,1,1,180,13,3,5,0
E33027011,349,41,2,33,43,1,4,202,15,3,2,3
E33027012,275,91,1,9,2,0,4,149,10,2,5,2
E33027013,267,97,0,6,1,0,2,134,13,3,10,1
E33027014,263,84,1,2,3,3,0,129,10,3,25,3
E33027015,652,44,3,16,13,3,2,538,20,3,8,2
E33027016,233,63,1,6,1,0,3,136,11,0,11,1
E33027017,353,54,1,9,3,1,1,241,19,2,19,3
E33027018,442,60,5,8,4,0,2,318,12,1,32,0
E33027019,438,83,1,1,12,6,1,283,17,1,33,0
E33027020,389,34,1,4,6,2,2,253,16,4,65,2
E33027021,605,27,1,0,13,2,5,399,21,10,125,2
E33027022,442,56,0,1,3,4,4,301,16,4,52,1
E33027023,267,74,0,2,3,2,3,150,12,4,15,2
E33027024,641,25,4,7,9,1,7,524,20,7,37,0
E33027025,596,98,1,12,14,5,3,329,22,4,104,4
E33027026,530,32,0,6,18,0,0,386,15,20,52,1
E33027027,428,113,3,6,5,3,2,247,15,6,28,0
E33027028,269,75,2,5,1,1,3,165,11,3,1,2
E33027029,361,90,0,5,3,1,1,201,17,7,36,0
E33027030,384,173,1,10,2,6,3,155,7,3,21,3
E33027031,282,83,0,5,2,2,7,154,9,4,16,0
E33027032,443,146,1,4,0,1,3,243,16,5,24,0
E33027033,327,97,1,9,3,1,1,190,11,0,12,2
E33027034,409,111,2,3,3,1,3,250,15,1,18,2
E33027035,560,155,2,14,9,0,0,314,26,3,36,1
E33027036,251,69,2,3,2,3,2,148,12,1,8,1
E33027037,275,87,1,3,6,1,0,155,15,2,2,3
E33027038,266,78,1,2,5,4,2,148,6,1,19,0
E33027039,289,84,0,2,3,2,1,183,5,1,8,0
E33027040,378,146,3,6,1,5,3,184,13,2,10,5
E33027041,463,139,2,11,1,15,0,233,17,1,41,3
E33027042,441,68,0,17,8,1,3,270,24,4,44,2
E33027043,289,67,0,14,6,3,3,161,12,3,20,0
E33027044,572,30,5,24,14,6,6,419,24,15,29,0
E33027045,437,98,8,19,5,7,3,238,12,1,41,5
E33027046,657,29,4,12,9,3,7,473,34,22,58,6
E33027047,309,77,2,15,2,5,3,165,13,2,24,1
E33027048,348,69,2,9,17,2,2,187,19,3,35,3
E33027049,815,72,7,23,21,2,7,556,52,22,49,4
E33027050,369,22,1,6,8,5,2,290,9,1,24,1
E33027051,347,46,2,10,2,2,1,247,10,2,25,0
E33027052,261,39,3,6,5,2,0,181,6,1,17,1
E33027053,413,46,7,9,13,4,3,240,26,8,55,2
E33027054,364,128,0,6,1,9,0,199,8,1,8,4
E33027055,467,79,1,22,9,12,1,282,16,2,40,3
E33027056,357,102,5,21,9,6,1,176,20,1,15,1
E33027057,346,46,2,26,7,4,0,208,17,1,30,5
E33027058,738,58,22,36,19,9,3,513,27,4,42,5
E33027059,404,90,6,14,11,8,3,230,11,3,24,4
E33027060,726,108,11,29,19,17,4,460,29,5,42,2
E33027061,295,64,6,10,11,8,0,165,11,1,19,0
E33027062,754,213,11,25,8,36,4,376,27,5,43,6
E33027063,311,83,4,14,3,4,2,175,19,1,4,2
E33027064,599,122,10,31,8,22,1,326,26,6,44,3
E33027065,363,57,3,8,9,3,1,236,22,3,18,3
E33027066,421,133,7,17,5,13,1,206,18,2,14,5
E33027067,437,121,2,10,1,9,2,242,14,2,26,8
E33027068,929,115,3,34,14,19,5,589,44,10,91,5
E33027069,404,115,4,13,10,10,2,202,17,6,21,4
E33027070,254,18,2,7,20,4,0,157,14,1,31,0
E33027071,903,211,14,36,21,37,2,437,39,5,92,9
E33027072,287,52,6,16,11,10,1,155,20,4,10,2
E33027073,314,64,6,17,5,6,3,154,7,0,49,3
E33027074,328,57,5,19,12,5,0,163,17,10,39,1
E33027075,617,84,9,25,19,14,4,360,22,4,72,4
E33027076,480,13,1,21,15,3,2,325,22,8,70,0
E33027077,430,114,3,13,12,6,2,222,20,2,33,3
E33027078,403,54,5,10,7,13,1,252,26,9,23,3
E33027079,517,94,4,9,6,9,0,324,19,2,47,3
E33027080,304,28,8,21,13,6,2,185,16,4,19,2
E33027081,654,54,21,39,83,1,3,362,32,6,51,2
E33027082,339,75,6,19,16,1,2,184,10,4,22,0
E33027083,501,93,13,24,21,8,1,291,11,5,28,6
E33027084,358,28,2,10,21,3,2,211,11,2,66,2
E33027085,822,64,14,56,28,8,9,540,29,18,54,2
E33027086,287,26,5,14,16,0,1,173,9,3,38,2
E33027087,535,40,4,31,42,3,3,334,17,10,49,2
E33027088,311,28,4,17,26,3,2,185,16,2,23,5
E33027089,496,119,0,5,8,1,3,302,22,3,32,1
E33027090,387,74,1,14,7,2,3,227,22,2,30,5
E33027091,489,148,4,7,7,0,2,265,10,5,37,4
E33027092,527,113,1,6,7,0,4,342,27,8,19,0
E33027093,329,34,0,6,6,0,1,203,19,5,55,0
E33027094,459,163,0,13,8,0,0,206,18,8,42,1
E33027095,830,149,1,9,21,0,6,547,52,6,36,3
E33027096,367,82,0,4,3,0,1,210,19,3,43,2
E33027097,407,135,0,9,2,1,2,197,15,7,38,1
E33027098,183,99,0,3,3,0,0,66,5,1,6,0
E33027099,272,53,1,5,9,0,2,131,22,11,36,2
E33027100,534,88,0,4,3,2,3,323,15,7,89,0
E33027101,403,109,0,8,1,2,0,249,14,5,15,0
E33027102,395,111,1,9,2,1,1,223,26,2,17,2
E33027103,563,154,0,11,4,2,1,316,26,4,43,2
E33027104,349,112,3,7,7,0,0,175,12,2,30,1
E33027105,485,137,1,7,9,2,4,234,22,4,62,3
E33027106,706,116,1,21,46,0,1,463,33,4,21,0
E33027107,492,168,2,13,3,1,1,247,12,1,41,3
E33027108,420,171,2,5,0,2,4,188,20,3,24,1
E33027109,550,153,0,7,16,3,3,268,35,1,56,8
E33027110,749,120,4,7,13,1,6,436,52,17,87,6
E33027111,294,53,1,3,5,0,1,176,16,5,34,0
E33027112,439,132,4,8,9,5,2,208,27,5,39,0
E33027113,592,69,0,6,22,7,10,358,37,4,78,1
E33027114,259,122,2,17,4,0,0,96,2,1,14,1
E33027115,940,100,2,27,19,3,4,656,54,4,69,2
E33027116,555,182,3,39,8,2,1,220,21,6,70,3
E33027117,655,81,2,31,7,1,3,389,28,10,102,1
E33027118,336,44,6,16,5,1,2,215,14,0,31,2
E33027119,653,71,5,18,28,5,0,417,32,6,70,1
E33027120,271,47,0,7,9,3,1,148,8,1,43,4
E33027121,293,77,1,3,2,2,3,160,13,7,24,1
E33027122,333,40,0,4,4,1,1,228,9,1,43,2
E33027123,343,50,0,3,7,2,0,234,12,2,30,3
E33027124,357,86,2,5,11,3,1,161,18,1,67,2
E33027125,455,148,0,9,8,0,0,235,21,1,31,2
E33027126,363,156,0,14,7,1,2,134,10,0,37,2
E33027127,498,95,2,12,5,0,5,309,24,6,38,2
E33027128,311,66,3,8,2,0,4,198,10,1,19,0
E33027129,271,100,2,17,3,1,0,131,3,3,9,2
E33027130,577,67,1,6,16,2,0,350,35,9,90,1
E33027131,468,133,0,7,10,2,1,228,21,1,64,1
E33027132,327,92,0,16,5,2,1,164,10,1,33,3
E33027133,359,81,4,18,4,0,2,179,17,4,49,1
E33027134,475,81,6,9,6,3,2,322,24,2,18,2
E33027135,320,84,0,11,4,0,0,168,15,2,32,4
E33027136,357,20,0,6,21,3,7,249,12,6,32,1
E33027137,380,63,1,15,14,4,1,211,15,2,52,2
E33027138,312,111,1,5,4,5,2,140,13,2,29,0
E33027139,490,44,4,12,36,6,1,275,32,6,71,3
E33027140,311,39,0,7,11,2,1,175,18,3,54,1
E33027141,352,97,1,9,6,5,1,166,22,5,39,1
E33027142,752,231,1,17,12,5,3,372,44,3,62,2
E33027143,342,147,3,5,2,1,2,152,13,3,11,3
E33027144,785,44,4,17,30,1,3,605,26,5,48,2
E33027145,376,134,1,8,5,3,3,171,23,1,25,2
E33027146,294,63,1,7,11,3,0,152,19,7,31,0
E33027147,323,104,3,11,3,2,2,163,13,1,20,1
E33027148,275,87,0,6,5,1,0,122,9,4,39,2
E33027149,514,96,2,8,6,1,1,315,16,3,60,6
E33027150,731,51,3,20,42,5,5,438,71,5,87,4
E33027151,477,63,2,9,14,0,6,303,31,5,44,0
E33027152,781,69,3,32,34,7,6,445,75,10,100,0
E33027153,342,73,1,12,13,5,0,187,20,5,24,2
E33027154,325,50,1,9,8,2,0,202,26,7,16,4
E33027155,449,148,2,12,9,4,2,219,23,4,22,4
E33027156,488,61,4,5,20,4,5,292,39,5,53,0
E33027157,643,42,0,3,29,6,6,327,62,7,155,6
E33027158,291,79,0,6,2,1,0,178,6,0,18,1
E33027159,423,122,3,12,8,4,1,227,17,2,21,6
E33027160,370,94,1,6,14,4,6,187,23,1,32,2
E33027161,554,64,0,4,11,0,1,352,20,1,96,5
E33027162,320,53,0,8,8,3,0,209,12,2,24,1
E33027163,447,102,2,14,7,1,9,270,20,5,14,3
E33027164,558,102,3,13,11,3,3,304,21,4,92,2
E33027165,869,235,1,10,6,2,7,506,20,17,60,5
E33027166,473,62,2,4,10,2,3,317,44,10,18,1
E33027167,535,176,2,18,9,5,3,255,20,11,34,2
E33027168,523,155,4,8,8,3,1,290,23,6,23,2
E33027169,430,104,2,6,2,0,1,277,9,0,29,0
E33027170,283,82,2,8,3,2,1,120,21,6,37,1
E33027171,277,106,2,11,7,2,2,114,5,6,19,3
E33027172,560,38,1,11,26,3,2,389,30,2,57,1
E33027173,364,92,7,7,9,0,2,209,19,5,12,2
E33027174,364,46,0,0,3,1,2,176,12,7,115,2
E33027175,310,116,0,7,9,0,3,155,9,1,7,3
E33027176,782,112,3,4,5,0,3,496,22,10,121,6
E33027177,359,131,0,3,2,2,2,169,13,1,32,4
E33027178,497,100,5,3,2,2,2,324,22,6,28,3
E33027179,291,110,1,7,2,1,1,130,9,2,27,1
E33027180,325,69,1,6,2,0,5,199,18,7,18,0
E33027181,319,113,1,9,2,2,1,146,11,3,28,3
E33027182,394,100,0,8,3,2,2,226,23,3,26,1
E33027183,355,129,1,8,1,3,4,165,24,1,18,1
E33027184,332,121,0,5,0,1,1,172,12,1,15,4
E33027185,318,28,0,16,4,1,2,203,5,4,55,0
E33027186,712,125,1,12,4,1,2,419,18,18,110,2
E33027187,356,107,1,7,4,2,0,202,17,1,13,2
E33027188,340,174,1,17,1,1,3,122,0,2,17,2
E33027189,322,147,2,6,0,1,0,143,9,0,12,2
E33027190,425,30,1,7,13,3,2,280,39,7,43,0
E33027191,399,122,1,8,3,1,1,242,7,1,11,2
E33027192,290,76,1,24,6,4,5,143,13,0,17,1
E33027193,486,51,1,20,17,1,4,257,45,7,80,3
E33027194,300,74,3,6,1,4,3,171,14,8,16,0
E33027195,570,16,2,35,13,0,7,365,33,6,91,2
E33027196,665,80,1,13,11,1,7,490,27,4,30,1
E33027197,516,81,3,23,9,1,0,329,16,5,45,4
E33027198,568,70,0,18,7,1,1,400,21,5,43,2
E33027199,651,146,2,30,4,5,4,366,23,5,63,3
E33027200,693,80,4,46,15,0,2,404,18,13,111,0
E33027201,369,113,0,4,3,4,4,209,15,3,12,2
E33027202,472,135,1,4,7,1,0,263,11,1,49,0
E33027203,279,52,0,5,7,3,2,173,14,4,19,0
E33027204,493,99,1,8,13,0,2,306,27,1,32,4
E33027205,564,49,3,9,8,1,3,403,39,10,37,2
E33027206,530,80,1,11,11,2,2,261,33,10,118,1
E33027207,323,117,0,17,1,4,3,142,10,2,26,1
E33027208,264,59,3,17,7,1,0,120,15,3,39,0
E33027209,387,61,1,18,11,1,0,236,17,3,37,2
E33027210,761,48,7,34,16,2,3,519,47,7,75,3
E33027211,541,24,2,34,7,1,3,324,23,21,99,3
E33027212,480,202,4,12,5,2,2,222,9,2,15,5
E33027213,377,79,1,6,4,1,0,220,9,4,52,1
E33027214,453,219,6,13,7,5,0,162,18,2,18,3
E33027215,355,110,1,3,0,2,2,205,3,2,27,0
E33027216,284,68,1,5,1,1,1,159,21,4,18,5
E33027217,385,113,1,3,7,2,1,205,12,4,31,6
E33027218,557,122,0,8,9,4,5,355,28,4,19,3
E33027219,246,79,1,13,1,1,2,121,9,7,11,1
E33027220,350,106,1,6,31,1,3,165,8,4,17,8
E33027221,547,151,2,17,2,3,2,299,16,4,46,5
E33027222,420,66,0,4,1,0,2,293,25,13,15,1
E33027223,409,150,1,9,2,1,1,204,15,5,16,5
E33027224,390,87,26,53,1,1,2,205,9,1,4,1
E33027225,360,99,2,11,7,5,1,165,10,2,54,4
E33027226,477,117,3,18,9,5,0,239,14,2,68,2
E33027227,309,83,2,9,5,3,1,161,6,3,32,4
E33027228,323,49,0,6,4,0,2,219,9,4,30,0
E33027229,326,76,6,12,8,6,4,148,13,5,47,1
E33027230,798,105,6,14,30,3,1,553,52,3,30,1
E33027231,301,91,1,10,4,1,2,160,9,2,17,4
E33027232,300,57,2,13,12,2,1,175,8,3,24,3
E33027233,295,81,1,10,3,1,1,156,6,4,31,1
E33027234,270,73,0,11,5,2,0,124,10,0,43,2
E33027235,335,70,0,7,9,4,0,163,17,2,62,1
E33027236,599,36,5,19,11,2,2,374,18,9,121,2
E33027237,585,32,2,25,10,4,2,414,20,4,70,2
E33027238,908,80,2,16,30,4,4,643,21,8,97,3
E33027239,2143,216,8,48,23,11,11,1499,65,50,208,4
E33027240,499,163,0,14,4,2,0,230,17,5,63,1
E33027241,427,133,1,22,8,2,1,183,14,4,55,4
E33027242,373,45,3,13,10,2,13,219,22,12,34,0
E33027243,303,113,2,9,1,2,2,154,4,4,11,1
E33027244,489,143,8,23,18,3,2,203,30,4,49,6
E33027245,336,106,2,13,5,2,0,153,9,6,38,2
E33027246,322,126,0,12,7,7,1,121,23,2,22,1
E33027247,306,51,0,9,7,2,1,196,15,6,18,1
E33027248,279,66,2,6,9,1,0,151,7,3,34,0
E33027249,422,27,1,28,10,0,4,284,23,9,34,2
E33027250,575,42,3,11,23,2,7,401,31,12,43,0
E33027251,508,41,0,20,12,1,6,322,21,9,75,1
E33027252,540,47,0,22,7,0,3,387,23,21,29,1
E33027253,408,27,3,38,27,1,1,211,44,5,47,4
E33027254,399,48,2,10,6,2,2,286,13,5,25,0
E33027255,278,102,2,11,3,1,0,141,3,4,10,1
E33027256,378,59,0,10,6,1,1,246,12,5,34,4
E33027257,452,58,0,21,17,0,0,293,18,4,41,0
E33027258,617,104,4,27,6,3,1,404,34,14,20,0
E33027259,298,47,0,23,6,3,7,165,17,3,26,1
E33027260,292,69,3,11,2,3,1,174,9,4,14,2
E33027261,560,97,0,7,6,3,4,303,27,19,92,2
E33027262,365,52,2,5,17,2,1,208,47,12,19,0
E33027263,364,73,3,12,2,4,1,231,16,11,9,2
E33027264,284,94,2,5,5,2,4,129,13,2,28,0
E33027265,459,76,2,12,2,0,4,306,26,9,19,3
E33027266,328,54,4,11,5,4,0,215,2,2,28,3
E33027267,540,112,7,25,13,4,0,300,17,5,53,4
E33027268,371,114,10,16,9,3,1,177,7,3,30,1
E33027269,473,97,12,12,23,6,0,287,11,4,20,1
E33027270,796,78,18,73,44,10,3,486,16,5,61,2
E33027271,485,81,3,20,10,8,1,306,15,3,35,3
E33027272,306,120,7,8,7,10,1,129,7,2,13,2
E33027273,667,102,19,17,22,7,1,427,31,3,36,2
E33027274,678,56,17,13,28,3,6,479,24,4,45,3
E33027275,337,104,9,3,7,4,2,166,15,0,26,1
E33027276,287,72,6,6,19,12,4,133,14,5,15,1
E33027277,405,49,8,8,15,1,2,278,9,3,27,5
E33027278,426,69,4,6,32,2,3,248,16,0,41,5
E33027279,636,59,6,8,12,2,6,463,36,10,34,0
E33027280,489,127,2,8,14,10,0,287,8,3,18,12
E33027281,309,130,2,12,6,3,1,123,3,3,25,1
E33027282,254,58,5,7,0,1,3,162,14,0,4,0
E33027283,311,109,4,19,2,8,2,144,5,2,13,3
E33027284,247,142,0,11,4,0,0,76,4,0,7,3
E33027285,678,93,15,58,19,3,2,404,35,3,45,1
E33027286,466,160,2,26,5,4,1,219,13,2,32,2
E33027287,423,154,5,24,3,2,2,192,12,2,25,2
E33027288,381,42,12,24,27,8,1,212,18,4,32,1
E33027289,278,52,2,10,19,3,1,146,5,2,37,1
E33027290,343,67,6,11,6,2,0,189,8,2,51,1
E33027291,360,110,8,17,14,5,1,149,17,0,34,5
E33027292,334,120,15,24,14,6,0,130,8,1,13,3
E33027293,380,108,14,22,12,2,4,159,17,2,39,1
E33027294,650,104,14,79,19,6,7,381,5,5,27,3
E33027295,285,142,4,13,4,2,1,86,10,6,16,1
E33027296,303,49,7,5,11,0,2,180,20,6,19,4
E33027297,372,137,3,4,8,4,0,173,9,0,32,2
E33027298,636,37,11,13,97,8,4,354,31,14,66,1
E33027299,819,86,22,32,34,5,7,529,38,6,57,3
E33027300,344,105,5,8,29,16,1,144,12,1,21,2
E33027301,356,73,12,39,42,7,1,160,5,3,13,1
E33027302,383,93,3,5,8,3,3,209,13,8,36,2
E33027303,442,191,12,20,49,8,1,129,12,2,18,0
E33027304,293,135,9,10,8,0,3,111,8,0,8,1
E33027305,374,111,6,21,12,7,1,185,10,3,15,3
E33027306,594,70,15,29,65,4,0,266,22,6,116,1
E33027307,386,97,11,26,26,9,2,182,10,0,21,2
E33027308,423,90,6,23,25,8,1,217,16,0,33,4
E33027309,636,54,31,39,32,6,3,417,19,2,30,3
E33027310,336,59,11,6,23,2,2,191,12,3,24,3
E33027311,610,123,10,19,20,1,3,357,15,5,54,3
E33027312,558,104,18,14,18,3,4,345,15,2,34,1
E33027313,380,84,7,18,23,3,0,224,11,1,9,0
E33027314,495,104,7,13,14,9,1,286,15,4,39,3
E33027315,245,27,1,2,11,1,6,159,8,3,26,1
E33027316,249,26,5,7,6,0,0,181,5,0,18,1
E33027317,364,132,7,10,13,8,0,172,8,3,7,4
E33027318,325,170,8,5,7,8,0,106,9,0,7,5
E33027319,775,150,23,31,24,7,1,498,23,4,11,3
E33027320,475,49,7,7,46,0,2,314,14,1,34,1
E33027321,281,77,10,0,16,2,0,146,15,0,15,0
E33027322,290,68,7,9,42,0,1,128,11,4,13,7
E33027323,341,79,7,3,28,5,3,186,4,6,18,2
E33027324,345,93,1,8,9,0,0,168,18,2,43,3
E33027325,390,107,1,15,3,3,4,198,21,3,31,4
E33027326,289,100,1,11,3,2,1,144,10,0,17,0
E33027327,603,143,0,7,1,1,2,326,18,14,91,0
E33027328,345,33,1,12,7,0,1,183,23,3,80,2
E33027329,346,73,2,9,1,2,1,175,10,9,64,0
E33027330,328,133,1,8,2,0,0,147,12,1,22,2
E33027331,388,118,1,7,6,0,2,180,25,10,38,1
E33027332,481,141,2,10,7,0,1,248,10,12,48,2
E33027333,550,51,0,8,4,1,3,370,17,18,77,1
E33027334,437,104,1,11,3,0,1,254,21,6,35,1
E33027335,290,83,0,13,3,1,0,163,9,4,13,1
E33027336,409,187,2,10,3,2,0,163,8,7,27,0
E33027337,922,113,0,31,21,1,5,464,74,18,193,2
E33027338,346,191,0,15,1,4,1,124,5,0,2,3
E33027339,426,63,0,7,13,5,4,285,25,2,22,0
E33027340,548,168,0,12,6,0,1,267,15,11,68,0
E33027341,282,91,2,7,1,1,1,160,7,2,7,3
E33027342,508,64,0,8,14,1,4,343,41,13,19,1
E33027343,454,83,0,12,1,0,4,305,19,7,21,2
E33027344,318,62,0,6,1,0,7,182,37,4,16,3
E33027345,238,79,0,1,2,1,1,134,6,2,12,0
E33027346,334,108,0,4,1,0,0,206,8,3,4,0
E33027347,497,133,0,18,15,3,0,256,31,3,35,3
E33027348,281,92,3,3,1,0,0,157,14,2,9,0
E33027349,462,141,0,7,2,0,3,264,16,6,22,1
E33027350,280,73,0,6,3,2,4,157,10,4,19,2
E33027351,214,73,0,7,1,0,0,116,6,3,7,1
E33027352,287,82,2,5,3,1,1,140,7,2,42,2
E33027353,594,43,2,13,17,1,3,401,42,29,42,1
E33027354,310,108,0,10,5,2,0,140,11,2,31,1
E33027355,318,39,0,2,2,1,0,215,9,5,45,0
E33027356,649,47,5,26,14,4,3,481,17,5,45,2
E33027357,240,45,0,5,3,2,0,137,13,6,29,0
E33027358,370,176,0,12,4,0,1,136,12,4,23,2
E33027359,285,93,1,8,5,0,1,143,10,8,16,0
E33027360,726,124,1,21,9,3,2,432,15,35,83,1
E33027361,381,139,0,12,2,0,1,176,26,12,8,5
E33027362,618,114,2,9,13,7,0,348,43,7,72,3
E33027363,299,86,0,18,8,0,1,152,6,3,22,3
E33027364,270,94,1,16,1,0,1,103,13,8,33,0
E33027365,398,52,4,51,12,7,3,212,14,9,34,0
E33027366,361,48,1,17,11,2,6,216,10,8,41,1
E33027367,697,71,1,22,8,4,2,483,26,10,70,0
E33027368,377,58,0,8,14,0,1,187,20,8,80,1
E33027369,467,16,3,13,16,0,5,273,31,9,100,1
E33027370,652,136,0,33,7,3,2,371,18,9,68,5
E33027371,254,64,0,9,10,1,3,136,6,4,21,0
E33027372,423,125,1,9,1,0,0,248,15,5,18,1
E33027373,521,77,0,18,17,1,2,315,20,4,66,1
E33027374,327,91,0,11,8,2,0,143,22,8,38,4
E33027375,536,47,1,18,24,4,2,329,32,10,67,2
E33027376,371,114,0,7,3,4,0,181,19,4,36,3
E33027377,353,177,0,13,5,1,2,122,9,4,20,0
E33027378,240,77,0,7,2,0,4,87,9,5,46,3
E33027379,307,146,0,13,0,0,1,119,3,5,19,1
E33027380,414,98,0,23,8,3,1,211,8,3,57,2
E33027381,563,50,1,56,13,1,1,321,24,11,83,2
E33027382,321,55,5,23,3,2,1,191,15,6,18,2
E33027383,357,83,1,2,12,5,2,210,18,5,18,1
