GeographyCode,WP613EW0001,WP613EW0002,WP613EW0003,WP613EW0004,WP613EW0005
E33028772,495,148,151,136,60
E33028773,681,207,213,139,122
E33028774,339,143,67,97,32
E33028775,297,93,114,57,33
E33028776,839,277,341,135,86
E33028777,228,64,69,69,26
E33028778,315,109,73,92,41
E33028779,238,80,60,64,34
E33028780,226,65,72,60,29
E33028781,221,62,60,66,33
E33028782,324,130,100,53,41
E33028783,373,144,100,65,64
E33028784,1192,125,337,312,418
E33028785,468,112,158,109,89
E33028786,244,28,76,75,65
E33028787,1215,203,441,272,299
E33028788,471,111,169,104,87
E33028789,962,321,361,180,100
E33028790,262,59,77,51,75
E33028791,515,107,164,101,143
E33028792,285,94,78,72,41
E33028793,322,85,91,91,55
E33028794,361,129,85,95,52
E33028795,447,97,123,101,126
E33028796,389,104,167,56,62
E33028797,295,101,114,44,36
E33028798,631,124,225,131,151
E33028799,272,34,61,107,70
E33028800,335,89,95,79,72
E33028801,527,230,176,73,48
E33028802,502,223,162,64,53
E33028803,367,59,107,103,98
E33028804,305,81,66,104,54
E33028805,300,68,70,95,67
E33028806,298,31,84,96,87
E33028807,601,73,183,181,164
E33028808,362,106,103,105,48
E33028809,397,53,110,114,120
E33028810,424,104,112,126,82
E33028811,379,94,103,108,74
E33028812,294,89,97,54,54
E33028813,328,86,85,103,54
E33028814,428,64,134,121,109
E33028815,474,123,185,72,94
E33028816,2897,1786,820,172,119
E33028817,267,127,63,38,39
E33028818,228,120,73,20,15
E33028819,685,445,173,46,21
E33028820,792,478,222,56,36
E33028821,698,448,168,54,28
E33028822,548,334,159,38,17
E33028823,3132,1813,909,251,159
E33028824,306,153,115,17,21
E33028825,4318,2769,1098,256,195
E33028826,1809,1053,595,99,62
E33028827,976,624,267,51,34
E33028828,362,212,108,23,19
E33028829,2724,1627,841,146,110
E33028830,2814,1817,735,144,118
E33028831,1667,1079,444,81,63
E33028832,2625,1620,756,153,96
E33028833,1971,1311,475,100,85
E33028834,266,136,77,20,33
E33028835,817,482,215,70,50
E33028836,532,254,201,33,44
E33028837,539,290,139,70,40
E33028838,572,254,160,81,77
E33028839,341,214,91,26,10
E33028840,851,509,227,70,45
E33028841,246,83,50,42,71
E33028842,172,87,56,13,16
E33028843,800,430,226,71,73
E33028844,993,485,247,194,67
E33028845,992,589,289,67,47
E33028846,540,292,160,50,38
E33028847,403,198,131,45,29
E33028848,460,269,135,27,29
E33028849,2363,1363,738,171,91
E33028850,315,161,76,57,21
E33028851,1506,835,435,134,102
E33028852,1979,1211,540,150,78
E33028853,763,494,179,57,33
E33028854,4072,2194,859,845,174
E33028855,361,173,128,30,30
E33028856,246,106,87,25,28
E33028857,1144,675,289,100,80
E33028858,870,514,249,64,43
E33028859,2047,1343,506,109,89
E33028860,334,177,110,25,22
E33028861,419,317,76,19,7
E33028862,222,176,33,9,4
E33028863,646,339,236,40,31
E33028864,2741,1605,775,228,133
E33028865,278,107,79,53,39
E33028866,158,80,49,15,14
E33028867,301,231,51,11,8
E33028868,332,201,94,15,22
E33028869,5312,3627,1151,307,227
E33028870,265,130,108,19,8
E33028871,449,207,159,54,29
E33028872,943,409,422,59,53
E33028873,316,100,88,59,69
E33028874,215,86,72,25,32
E33028875,2010,1260,541,122,87
E33028876,376,194,117,31,34
E33028877,289,201,55,22,11
E33028878,510,272,131,63,44
E33028879,603,359,162,51,31
E33028880,506,287,146,41,32
E33028881,1500,935,419,89,57
E33028882,696,364,239,48,45
E33028883,373,228,96,37,12
E33028884,244,183,42,13,6
E33028885,1494,968,386,78,62
E33028886,245,187,40,7,11
E33028887,272,148,63,28,33
E33028888,257,185,46,13,13
E33028889,372,221,109,18,24
E33028890,373,284,59,20,10
E33028891,452,282,107,38,25
E33028892,419,185,160,42,32
E33028893,2232,1725,371,86,50
E33028894,916,583,242,47,44
E33028895,216,139,41,23,13
E33028896,400,207,124,46,23
E33028897,455,248,154,16,37
E33028898,1676,978,480,128,90
E33028899,524,225,214,51,34
E33028900,603,335,187,49,32
E33028901,1674,989,444,146,95
E33028902,446,237,124,47,38
E33028903,1980,1192,544,118,126
E33028904,1707,1151,403,91,62
E33028905,742,442,196,60,44
E33028906,211,125,59,15,12
E33028907,253,116,98,28,11
E33028908,2800,1880,630,179,111
E33028909,1368,737,467,103,61
E33028910,1812,683,718,181,230
E33028911,4233,1823,1393,389,628
E33028912,1402,828,389,101,84
E33028913,236,117,74,32,13
E33028914,5297,3530,1254,268,245
E33028915,318,175,95,20,28
E33028916,365,193,108,28,36
E33028917,1085,619,348,70,48
E33028918,950,507,330,67,46
E33028919,205,94,76,15,20
E33028920,911,408,319,81,103
E33028921,383,188,122,35,38
E33028922,214,116,77,9,12
E33028923,844,403,319,64,58
E33028924,262,135,88,30,9
E33028925,225,113,71,22,19
E33028926,1161,396,428,178,159
E33028927,501,302,146,36,17
E33028928,202,138,50,9,5
E33028929,595,246,281,40,28
E33028930,1207,725,320,84,78
E33028931,384,266,82,19,17
E33028932,845,430,279,77,59
E33028933,454,200,183,33,38
E33028934,595,341,184,26,44
E33028935,972,557,307,60,48
E33028936,1096,691,301,64,40
E33028937,830,466,272,53,39
E33028938,227,106,95,18,8
E33028939,325,158,122,15,30
E33028940,907,339,294,146,128
E33028941,1390,834,425,80,51
E33028942,494,210,202,38,44
E33028943,2320,1234,840,146,100
E33028944,898,425,363,44,66
E33028945,1458,726,496,129,107
E33028946,506,234,226,30,16
E33028947,533,273,172,41,47
E33028948,1179,522,523,75,59
E33028949,495,279,137,39,40
E33028950,243,117,79,25,22
E33028951,1170,687,386,56,41
E33028952,741,424,212,65,40
E33028953,1908,1096,621,107,84
E33028954,460,177,181,44,58
E33028955,258,56,80,54,68
E33028956,2498,1262,980,160,96
E33028957,664,338,245,51,30
E33028958,295,59,72,56,108
E33028959,1016,498,393,83,42
E33028960,1044,195,620,170,59
E33028961,277,120,124,17,16
E33028962,948,447,405,63,33
E33028963,837,350,366,77,44
E33028964,1540,617,483,219,221
E33028965,963,440,425,68,30
E33028966,772,415,255,51,51
E33028967,396,175,177,22,22
E33028968,1159,594,383,99,83
E33028969,667,297,231,81,58
E33028970,1089,550,427,66,46
E33028971,715,323,289,79,24
E33028972,1236,679,442,57,58
E33028973,900,500,297,69,34
E33028974,1231,735,380,60,56
E33028975,1154,570,467,59,58
E33028976,346,165,137,21,23
E33028977,2436,1384,788,147,117
E33028978,528,230,201,61,36
E33028979,256,123,96,19,18
E33028980,663,350,240,43,30
E33028981,468,231,175,39,23
E33028982,1671,903,573,125,70
E33028983,1644,886,571,119,68
E33028984,336,166,105,41,24
E33028985,254,107,94,26,27
E33028986,244,108,77,30,29
E33028987,719,261,366,66,26
E33028988,1019,606,291,79,43
E33028989,248,97,99,30,22
E33028990,388,165,166,30,27
E33028991,1502,1095,289,63,55
E33028992,340,103,114,55,68
E33028993,477,262,155,37,23
E33028994,424,206,178,27,13
E33028995,360,219,117,11,13
E33028996,3871,2002,1400,280,189
E33028997,1772,893,628,163,88
E33028998,696,313,299,51,33
E33028999,1195,524,466,104,101
E33029000,424,210,152,34,28
E33029001,428,201,160,31,36
E33029002,1325,718,462,95,50
E33029003,1967,1050,713,137,67
E33029004,2581,1404,933,143,101
E33029005,706,313,283,56,54
E33029006,620,388,183,26,23
E33029007,1102,586,378,78,60
E33029008,558,240,243,43,32
E33029009,988,152,486,160,190
E33029010,380,39,102,86,153
E33029011,629,174,319,73,63
E33029012,367,61,114,121,71
E33029013,226,27,65,43,91
E33029014,325,89,112,56,68
E33029015,638,176,307,85,70
E33029016,229,50,103,41,35
E33029017,333,95,130,49,59
E33029018,335,104,77,86,68
E33029019,419,80,138,114,87
E33029020,320,35,107,74,104
E33029021,249,94,55,66,34
E33029022,329,28,90,158,53
E33029023,1603,361,557,362,323
E33029024,4256,440,688,1802,1326
E33029025,481,67,165,131,118
E33029026,643,57,124,336,126
E33029027,1264,136,320,448,360
E33029028,234,32,62,66,74
E33029029,581,39,148,139,255
E33029030,651,79,159,250,163
E33029031,912,118,220,243,331
E33029032,2087,751,809,295,232
E33029033,237,59,75,55,48
E33029034,352,63,108,60,121
E33029035,511,198,153,99,61
E33029036,1049,573,283,100,93
E33029037,1630,245,1024,208,153
E33029038,668,269,246,91,62
E33029039,349,71,128,50,100
E33029040,303,90,82,47,84
E33029041,336,84,107,65,80
E33029042,218,48,57,78,35
E33029043,1207,268,369,239,331
E33029044,200,51,69,41,39
E33029045,338,110,127,56,45
E33029046,247,100,54,53,40
E33029047,227,89,70,40,28
E33029048,233,107,73,26,27
E33029049,357,129,162,44,22
E33029050,1354,513,502,145,194
E33029051,221,98,60,39,24
E33029052,283,140,72,47,24
E33029053,259,82,101,36,40
E33029054,324,84,116,84,40
E33029055,288,62,91,32,103
E33029056,386,111,120,81,74
E33029057,292,76,90,76,50
E33029058,340,109,110,64,57
E33029059,382,147,93,93,49
E33029060,806,411,223,99,73
E33029061,235,66,74,40,55
E33029062,230,81,87,33,29
E33029063,217,51,99,42,25
E33029064,1186,634,295,152,105
E33029065,204,53,53,51,47
E33029066,414,117,149,56,92
E33029067,706,151,218,159,178
E33029068,507,134,190,78,105
E33029069,347,140,127,43,37
E33029070,277,60,88,53,76
E33029071,348,48,128,86,86
E33029072,202,60,72,40,30
E33029073,478,60,174,150,94
E33029074,894,524,233,93,44
E33029075,545,165,214,93,73
E33029076,485,141,226,73,45
E33029077,289,108,106,47,28
E33029078,259,88,105,40,26
E33029079,531,155,232,94,50
E33029080,248,54,72,43,79
E33029081,237,59,67,46,65
E33029082,405,152,138,60,55
E33029083,2386,744,1032,336,274
E33029084,258,94,82,29,53
E33029085,441,192,164,43,42
E33029086,211,84,75,22,30
E33029087,219,67,75,37,40
E33029088,516,144,178,69,125
E33029089,280,134,97,31,18
E33029090,682,130,203,131,218
E33029091,384,93,146,74,71
E33029092,411,110,123,80,98
E33029093,215,64,83,42,26
E33029094,255,26,57,65,107
E33029095,910,93,224,267,326
E33029096,219,51,80,55,33
E33029097,275,54,71,77,73
E33029098,482,139,184,93,66
E33029099,428,74,145,99,110
E33029100,234,70,75,55,34
E33029101,238,34,74,75,55
E33029102,884,158,364,235,127
E33029103,286,31,108,87,60
E33029104,255,45,88,66,56
E33029105,633,77,180,158,218
E33029106,255,39,89,65,62
E33029107,596,186,228,117,65
E33029108,1429,174,431,373,451
E33029109,782,120,256,252,154
E33029110,243,28,68,82,65
E33029111,256,23,91,84,58
E33029112,702,91,239,189,183
E33029113,543,108,176,160,99
E33029114,511,46,134,144,187
E33029115,722,124,203,203,192
E33029116,390,92,123,72,103
E33029117,305,71,101,68,65
E33029118,651,100,157,174,220
E33029119,757,170,282,167,138
E33029120,792,186,328,143,135
E33029121,379,45,99,112,123
E33029122,221,40,74,60,47
E33029123,368,33,94,118,123
E33029124,281,26,82,104,69
E33029125,215,29,64,68,54
E33029126,617,87,194,167,169
E33029127,262,71,63,66,62
E33029128,679,129,164,178,208
E33029129,205,42,63,52,48
E33029130,358,67,99,104,88
E33029131,1785,462,692,375,256
E33029132,300,38,88,91,83
E33029133,153,33,42,40,38
E33029134,252,28,74,108,42
E33029135,1027,152,602,167,106
E33029136,338,63,100,77,98
E33029137,262,50,116,44,52
E33029138,703,90,252,183,178
E33029139,287,46,112,65,64
E33029140,209,46,56,85,22
E33029141,327,51,117,84,75
E33029142,199,31,65,46,57
E33029143,480,154,153,98,75
E33029144,731,99,134,205,293
E33029145,454,63,220,68,103
E33029146,788,140,181,166,301
E33029147,458,74,123,140,121
E33029148,337,105,94,77,61
E33029149,560,197,232,66,65
E33029150,295,74,90,83,48
E33029151,760,104,180,148,328
E33029152,328,71,96,93,68
E33029153,362,130,100,64,68
E33029154,454,111,178,79,86
E33029155,381,80,117,91,93
E33029156,342,64,121,86,71
E33029157,404,100,163,64,77
E33029158,391,60,101,110,120
E33029159,524,121,147,134,122
E33029160,855,398,307,84,66
E33029161,473,68,295,52,58
E33029162,495,82,122,154,137
E33029163,482,103,148,92,139
E33029164,628,61,147,116,304
E33029165,381,68,100,94,119
E33029166,619,135,196,90,198
E33029167,654,190,237,144,83
E33029168,156,33,54,49,20
E33029169,985,293,451,132,109
E33029170,754,142,213,168,231
E33029171,740,161,265,120,194
E33029172,258,39,78,101,40
E33029173,365,85,125,61,94
E33029174,262,109,79,39,35
E33029175,635,75,472,54,34
E33029176,464,67,99,193,105
E33029177,307,121,90,44,52
E33029178,751,204,303,169,75
E33029179,757,329,209,158,61
E33029180,1769,634,731,242,162
E33029181,727,156,243,240,88
E33029182,734,197,300,141,96
E33029183,220,64,75,52,29
E33029184,472,103,197,84,88
E33029185,243,85,107,31,20
E33029186,1618,260,547,333,478
E33029187,342,132,122,53,35
E33029188,274,80,123,44,27
E33029189,408,87,155,80,86
E33029190,186,51,59,39,37
E33029191,277,33,102,57,85
E33029192,357,83,124,61,89
E33029193,294,72,125,65,32
E33029194,401,159,141,39,62
E33029195,1713,590,729,226,168
E33029196,514,74,314,75,51
E33029197,348,76,136,56,80
E33029198,1521,575,646,188,112
E33029199,1066,130,661,146,129
E33029200,1015,213,330,225,247
E33029201,784,185,355,153,91
E33029202,418,145,110,83,80
E33029203,409,73,140,92,104
E33029204,236,42,86,53,55
E33029205,717,223,330,100,64
E33029206,118,20,48,32,18
E33029207,226,53,75,45,53
E33029208,319,93,128,51,47
E33029209,379,92,129,88,70
E33029210,733,109,223,208,193
E33029211,267,106,92,26,43
E33029212,236,71,100,48,17
E33029213,366,69,76,144,77
E33029214,475,43,125,151,156
E33029215,291,41,80,80,90
E33029216,200,45,67,47,41
E33029217,639,56,195,179,209
E33029218,769,165,333,166,105
E33029219,631,126,224,193,88
E33029220,2914,987,1114,493,320
E33029221,405,164,125,66,50
E33029222,220,39,77,51,53
E33029223,286,38,61,140,47
E33029224,233,97,103,19,14
E33029225,763,174,277,152,160
E33029226,220,64,86,32,38
E33029227,343,73,143,72,55
E33029228,656,114,301,111,130
E33029229,361,52,114,102,93
E33029230,402,86,133,110,73
E33029231,241,35,90,71,45
E33029232,329,100,120,64,45
E33029233,247,37,82,69,59
E33029234,432,115,147,98,72
E33029235,264,66,109,59,30
E33029236,372,166,114,46,46
E33029237,248,136,76,20,16
E33029238,236,109,86,21,20
E33029239,236,109,73,24,30
E33029240,931,518,268,71,74
E33029241,301,115,127,25,34
E33029242,212,61,69,26,56
E33029243,337,182,114,27,14
E33029244,205,52,92,28,33
E33029245,359,157,159,22,21
E33029246,1225,600,453,80,92
E33029247,674,172,238,103,161
E33029248,205,139,50,8,8
E33029249,237,162,51,14,10
E33029250,255,170,53,16,16
E33029251,225,76,70,45,34
E33029252,779,412,241,69,57
E33029253,4077,2666,977,237,197
E33029254,720,347,236,61,76
E33029255,382,147,185,22,28
E33029256,511,338,117,33,23
E33029257,404,69,109,81,145
E33029258,235,53,67,49,66
E33029259,3324,1210,1423,352,339
E33029260,267,51,83,62,71
E33029261,497,270,160,28,39
E33029262,199,76,71,21,31
E33029263,221,120,82,9,10
E33029264,224,114,71,18,21
E33029265,368,205,116,29,18
E33029266,195,47,74,28,46
E33029267,372,190,125,25,32
E33029268,1218,692,335,115,76
E33029269,438,246,134,23,35
E33029270,460,230,131,50,49
E33029271,406,269,98,19,20
E33029272,267,114,105,16,32
E33029273,208,58,59,20,71
E33029274,416,192,107,56,61
E33029275,365,198,111,25,31
E33029276,723,433,219,54,17
E33029277,557,312,169,47,29
E33029278,992,643,234,63,52
E33029279,239,109,92,17,21
E33029280,192,117,53,14,8
E33029281,491,255,148,25,63
E33029282,281,159,99,15,8
E33029283,743,326,274,65,78
E33029284,302,128,119,33,22
E33029285,200,107,75,8,10
E33029286,368,183,117,27,41
E33029287,369,205,118,23,23
E33029288,386,87,167,62,70
E33029289,1367,825,410,78,54
E33029290,438,246,155,22,15
E33029291,404,215,126,30,33
E33029292,214,70,78,26,40
E33029293,202,82,69,22,29
E33029294,430,227,119,44,40
E33029295,217,118,69,16,14
E33029296,277,115,107,30,25
E33029297,490,220,158,46,66
E33029298,259,106,96,27,30
E33029299,216,90,46,24,56
E33029300,349,113,136,41,59
E33029301,204,81,82,21,20
E33029302,411,53,256,47,55
E33029303,232,82,86,35,29
E33029304,508,299,161,27,21
E33029305,568,300,183,50,35
E33029306,377,178,135,37,27
E33029307,342,107,109,37,89
E33029308,545,98,185,98,164
E33029309,914,234,471,75,134
E33029310,631,264,224,65,78
E33029311,220,46,91,24,59
E33029312,260,82,104,30,44
E33029313,198,35,71,30,62
E33029314,633,288,252,52,41
E33029315,317,85,100,49,83
E33029316,401,135,141,31,94
E33029317,420,175,151,35,59
E33029318,1738,840,672,127,99
E33029319,356,136,140,43,37
E33029320,230,41,89,46,54
E33029321,301,123,105,43,30
E33029322,333,139,142,29,23
E33029323,245,76,82,23,64
E33029324,237,145,62,22,8
E33029325,233,102,99,17,15
E33029326,309,83,108,57,61
E33029327,190,51,75,28,36
E33029328,338,101,102,68,67
E33029329,218,102,78,19,19
E33029330,404,156,96,94,58
E33029331,676,197,301,91,87
E33029332,310,61,77,79,93
E33029333,202,56,60,36,50
E33029334,1167,624,390,85,68
E33029335,557,347,144,38,28
E33029336,328,192,96,25,15
E33029337,683,324,217,82,60
E33029338,244,77,100,33,34
E33029339,263,97,101,37,28
E33029340,401,144,144,40,73
E33029341,779,196,394,109,80
E33029342,1154,638,415,54,47
E33029343,449,303,110,21,15
E33029344,858,486,262,59,51
E33029345,481,287,144,31,19
E33029346,490,252,163,41,34
E33029347,107,58,33,10,6
E33029348,402,195,161,20,26
E33029349,263,148,80,15,20
E33029350,912,429,295,77,111
E33029351,241,119,91,19,12
E33029352,225,98,89,30,8
E33029353,278,145,88,24,21
E33029354,354,136,155,33,30
E33029355,185,142,33,3,7
E33029356,1001,569,284,95,53
E33029357,297,196,74,14,13
E33029358,182,131,42,6,3
E33029359,352,176,121,29,26
E33029360,473,327,107,26,13
E33029361,430,161,145,43,81
E33029362,421,245,110,48,18
E33029363,707,386,241,39,41
E33029364,428,215,152,37,24
E33029365,412,269,104,25,14
E33029366,496,200,129,83,84
E33029367,295,162,68,38,27
E33029368,364,205,108,19,32
E33029369,506,321,125,37,23
E33029370,347,232,83,17,15
E33029371,2450,1470,726,150,104
E33029372,202,90,77,14,21
E33029373,274,139,93,28,14
E33029374,738,429,209,53,47
E33029375,198,95,67,22,14
E33029376,756,275,332,57,92
E33029377,1230,667,365,111,87
E33029378,1058,571,334,80,73
E33029379,285,101,98,34,52
E33029380,878,449,287,75,67
E33029381,337,161,89,43,44
E33029382,382,95,161,69,57
E33029383,553,294,155,55,49
E33029384,485,189,197,39,60
E33029385,836,420,290,70,56
E33029386,205,76,86,27,16
E33029387,284,131,101,24,28
E33029388,210,87,73,25,25
E33029389,287,95,123,35,34
E33029390,393,132,154,39,68
E33029391,539,289,169,39,42
E33029392,314,85,130,59,40
E33029393,215,75,98,15,27
E33029394,368,85,133,59,91
E33029395,217,94,73,33,17
E33029396,202,70,96,21,15
E33029397,748,381,237,63,67
E33029398,250,68,96,40,46
E33029399,294,115,132,25,22
E33029400,1351,852,334,88,77
E33029401,216,56,109,21,30
E33029402,569,263,208,57,41
E33029403,1596,830,490,146,130
E33029404,601,296,200,62,43
E33029405,274,83,101,56,34
E33029406,222,100,82,22,18
E33029407,1767,848,603,155,161
E33029408,317,166,101,21,29
E33029409,278,100,128,39,11
E33029410,243,124,88,18,13
E33029411,184,84,67,20,13
E33029412,201,58,80,33,30
E33029413,220,89,86,24,21
E33029414,271,131,87,34,19
E33029415,596,337,168,51,40
E33029416,272,127,82,30,33
E33029417,191,85,71,24,11
E33029418,607,102,132,171,202
E33029419,296,102,127,31,36
E33029420,4170,1879,1554,415,322
E33029421,296,178,67,34,17
E33029422,952,413,306,165,68
E33029423,225,92,99,19,15
E33029424,530,275,192,39,24
E33029425,1062,606,318,74,64
E33029426,218,107,71,22,18
E33029427,542,183,189,88,82
E33029428,318,131,105,45,37
E33029429,460,216,163,44,37
E33029430,292,103,122,40,27
E33029431,326,118,124,53,31
E33029432,451,226,127,64,34
E33029433,277,84,114,43,36
E33029434,811,255,283,134,139
E33029435,529,170,220,68,71
E33029436,594,285,212,57,40
E33029437,204,66,68,44,26
E33029438,1232,747,351,72,62
E33029439,357,182,135,25,15
E33029440,1210,719,375,67,49
E33029441,649,136,396,69,48
E33029442,203,85,74,17,27
E33029443,192,103,62,17,10
E33029444,376,189,137,24,26
E33029445,447,219,160,29,39
E33029446,535,288,177,41,29
E33029447,395,172,165,31,27
E33029448,529,284,163,43,39
E33029449,823,411,273,79,60
E33029450,294,94,89,66,45
E33029451,401,239,118,20,24
E33029452,213,64,82,22,45
E33029453,553,322,167,28,36
E33029454,1512,834,474,104,100
E33029455,657,399,198,38,22
E33029456,713,407,219,42,45
E33029457,590,270,189,67,64
E33029458,231,123,72,18,18
E33029459,404,198,158,31,17
E33029460,1156,654,378,71,53
E33029461,315,172,72,42,29
E33029462,466,257,151,34,24
E33029463,155,109,32,6,8
E33029464,398,226,121,30,21
E33029465,925,473,265,98,89
E33029466,1004,571,284,70,79
E33029467,1079,606,343,71,59
E33029468,663,337,232,47,47
E33029469,213,125,59,13,16
E33029470,499,186,168,53,92
E33029471,691,355,235,55,46
E33029472,283,127,111,26,19
E33029473,327,108,146,37,36
E33029474,694,340,243,59,52
E33029475,516,277,158,45,36
E33029476,398,169,168,28,33
E33029477,229,117,66,23,23
E33029478,441,122,207,48,64
E33029479,312,37,123,82,70
E33029480,468,70,147,107,144
E33029481,503,98,178,111,116
E33029482,417,219,129,24,45
E33029483,2622,1020,892,395,315
E33029484,438,125,152,77,84
E33029485,614,174,190,110,140
E33029486,266,146,54,35,31
E33029487,592,352,178,28,34
E33029488,587,234,183,115,55
E33029489,796,401,295,57,43
E33029490,207,64,85,18,40
E33029491,209,74,81,20,34
E33029492,505,254,175,44,32
E33029493,334,110,107,63,54
E33029494,297,163,86,27,21
E33029495,300,135,95,27,43
E33029496,224,50,67,33,74
E33029497,1180,358,442,194,186
E33029498,1072,382,529,92,69
E33029499,423,161,182,43,37
E33029500,726,270,342,68,46
E33029501,478,176,217,44,41
E33029502,282,147,94,20,21
E33029503,430,209,129,51,41
E33029504,172,85,61,12,14
E33029505,773,404,248,66,55
E33029506,284,55,93,99,37
E33029507,1094,676,301,57,60
E33029508,1741,1023,446,187,85
E33029509,520,183,196,70,71
E33029510,211,76,94,11,30
E33029511,1507,216,646,342,303
E33029512,474,198,194,54,28
E33029513,533,185,141,88,119
E33029514,1622,673,707,153,89
E33029515,2043,483,467,323,770
E33029516,2565,976,1196,212,181
E33029517,1393,943,268,100,82
E33029518,2555,1614,727,119,95
E33029519,611,291,171,80,69
E33029520,1770,1052,526,108,84
E33029521,399,106,122,56,115
E33029522,1007,416,445,76,70
E33029523,298,91,90,43,74
E33029524,376,140,156,35,45
E33029525,3069,1576,1091,212,190
E33029526,380,103,173,53,51
E33029527,354,99,145,60,50
E33029528,195,61,98,17,19
E33029529,252,68,132,26,26
E33029530,1945,573,775,343,254
E33029531,200,17,41,100,42
E33029532,764,128,279,174,183
E33029533,287,124,88,43,32
E33029534,992,155,392,259,186
E33029535,1377,791,407,91,88
E33029536,2236,904,854,237,241
E33029537,1034,186,339,185,324
E33029538,716,250,237,138,91
E33029539,769,264,348,107,50
E33029540,549,90,203,131,125
E33029541,632,93,194,121,224
E33029542,522,62,162,110,188
E33029543,451,47,161,102,141
E33029544,745,146,269,167,163
E33029545,642,166,262,122,92
E33029546,305,55,105,63,82
E33029547,214,41,70,56,47
E33029548,601,212,258,88,43
E33029549,406,93,152,66,95
E33029550,425,164,163,44,54
E33029551,341,90,139,53,59
E33029552,1727,604,808,182,133
E33029553,387,142,185,31,29
E33029554,246,82,109,27,28
E33029555,1246,740,347,96,63
E33029556,578,94,371,63,50
E33029557,1013,147,633,119,114
E33029558,821,362,320,89,50
E33029559,437,57,154,92,134
E33029560,275,67,93,72,43
E33029561,322,91,118,64,49
E33029562,226,55,100,29,42
E33029563,640,227,217,136,60
E33029564,215,64,64,38,49
E33029565,278,73,103,51,51
E33029566,205,39,85,41,40
E33029567,319,96,146,54,23
E33029568,326,50,99,69,108
E33029569,485,141,210,81,53
E33029570,359,31,107,98,123
E33029571,556,74,316,84,82
E33029572,578,88,200,119,171
E33029573,551,107,198,124,122
E33029574,393,148,162,50,33
E33029575,930,418,377,79,56
E33029576,400,135,173,76,16
E33029577,296,75,131,56,34
E33029578,357,70,135,69,83
E33029579,616,116,186,108,206
E33029580,290,65,120,44,61
E33029581,369,102,145,53,69
E33029582,244,59,96,42,47
E33029583,352,111,96,78,67
E33029584,335,45,125,58,107
E33029585,958,147,361,262,188
E33029586,569,162,160,142,105
E33029587,696,102,207,241,146
E33029588,309,58,99,60,92
E33029589,409,63,141,94,111
E33029590,530,105,186,110,129
E33029591,2929,1020,1214,374,321
E33029592,458,179,202,40,37
E33029593,296,51,113,63,69
E33029594,441,138,140,81,82
E33029595,443,147,141,94,61
E33029596,332,74,120,73,65
E33029597,316,83,90,70,73
E33029598,409,77,128,87,117
E33029599,641,279,214,88,60
E33029600,654,317,235,57,45
E33029601,435,58,101,195,81
E33029602,613,99,184,139,191
E33029603,318,74,72,85,87
E33029604,300,75,77,76,72
E33029605,242,26,70,71,75
E33029606,246,38,58,63,87
E33029607,347,67,95,97,88
E33029608,397,94,143,68,92
E33029609,895,145,263,175,312
E33029610,511,158,146,110,97
E33029611,588,124,170,169,125
E33029612,367,44,107,89,127
E33029613,264,43,94,61,66
E33029614,396,115,138,67,76
E33029615,3141,514,805,726,1096
E33029616,321,104,94,66,57
E33029617,361,49,140,112,60
E33029618,379,145,114,48,72
E33029619,189,50,68,35,36
E33029620,222,35,77,65,45
E33029621,561,141,191,96,133
E33029622,1046,200,174,381,291
E33029623,1638,264,370,642,362
E33029624,381,80,135,85,81
E33029625,469,92,125,131,121
E33029626,586,249,161,91,85
E33029627,487,123,114,104,146
E33029628,400,45,126,86,143
E33029629,1008,201,179,239,389
E33029630,321,84,81,79,77
E33029631,1369,641,480,142,106
E33029632,226,58,69,58,41
E33029633,372,111,152,60,49
E33029634,928,246,321,165,196
E33029635,1027,544,277,124,82
E33029636,1802,284,462,364,692
E33029637,271,66,82,54,69
E33029638,1083,121,200,241,521
E33029639,487,91,141,89,166
E33029640,269,26,41,131,71
E33029641,719,117,191,210,201
E33029642,474,87,117,106,164
E33029643,286,67,83,95,41
E33029644,602,108,184,163,147
E33029645,321,77,105,73,66
E33029646,373,106,139,77,51
E33029647,598,106,198,199,95
E33029648,367,58,110,117,82
E33029649,778,80,185,393,120
E33029650,228,67,77,45,39
E33029651,623,167,316,71,69
E33029652,253,107,80,27,39
E33029653,301,51,105,35,110
E33029654,219,40,79,39,61
E33029655,293,41,122,60,70
E33029656,214,38,96,25,55
E33029657,298,70,87,50,91
E33029658,407,110,109,104,84
E33029659,458,67,147,118,126
E33029660,659,118,194,182,165
E33029661,421,81,141,71,128
E33029662,427,104,150,66,107
E33029663,789,269,286,99,135
E33029664,510,171,255,42,42
E33029665,226,78,76,25,47
E33029666,821,489,238,51,43
E33029667,566,240,235,51,40
E33029668,251,78,76,65,32
E33029669,291,56,85,102,48
E33029670,419,168,121,82,48
E33029671,250,64,67,77,42
E33029672,258,46,99,63,50
E33029673,317,53,108,91,65
E33029674,207,43,63,50,51
E33029675,237,30,72,67,68
E33029676,580,95,136,159,190
E33029677,203,31,61,65,46
E33029678,197,28,64,65,40
E33029679,280,37,83,83,77
E33029680,289,47,65,104,73
E33029681,607,61,160,185,201
E33029682,490,69,157,115,149
E33029683,269,41,91,74,63
E33029684,524,70,136,97,221
E33029685,410,49,80,131,150
E33029686,502,64,103,139,196
E33029687,496,105,138,127,126
E33029688,1353,214,329,355,455
