GeographyCode,WP206WA0001,WP206WA0002,WP206WA0003,WP206WA0004,WP206WA0005,WP206WA0006,WP206WA0007,WP206WA0008
W35000824,956,850,81,49,56,41,65,9
W35000825,871,748,84,75,91,73,95,6
W35000826,490,401,49,32,35,27,39,27
W35000827,520,468,38,27,28,19,34,5
W35000828,1320,1117,161,124,141,94,155,12
W35000829,317,282,30,22,22,14,26,1
W35000830,410,341,59,47,47,39,53,1
W35000831,330,283,36,31,33,23,38,3
W35000832,329,282,31,23,29,23,29,9
W35000833,231,206,18,13,17,13,17,2
W35000834,336,195,98,87,93,78,95,36
W35000835,259,231,22,20,22,18,24,0
W35000836,323,287,26,15,18,13,21,5
W35000837,410,349,44,33,37,23,43,7
W35000838,882,744,114,65,80,55,89,6
W35000839,473,382,65,50,57,39,63,12
W35000840,505,460,32,23,24,19,27,7
W35000841,997,803,165,103,120,83,127,2
W35000842,1130,882,206,142,145,107,171,8
W35000843,312,220,70,59,44,41,63,11
W35000844,1101,741,152,94,108,80,117,181
W35000845,363,302,52,38,38,31,44,2
W35000846,589,477,93,59,69,52,74,0
W35000847,253,211,34,27,28,19,31,2
W35000848,565,417,135,82,81,65,92,3
W35000849,381,290,76,60,64,53,68,3
W35000850,235,200,27,16,16,7,20,4
W35000851,277,235,35,21,20,13,27,1
W35000852,468,82,353,335,304,273,339,0
W35000853,1251,312,849,733,667,608,751,31
W35000854,360,87,256,236,224,212,240,0
W35000855,326,72,238,218,186,171,220,0
W35000856,338,74,236,245,235,220,250,0
W35000857,268,76,162,172,160,147,173,0
W35000858,376,127,223,204,185,172,209,3
W35000859,320,67,233,218,206,190,225,1
W35000860,325,124,190,163,156,136,170,4
W35000861,257,69,175,160,151,142,162,1
W35000862,487,154,302,222,202,178,235,10
W35000863,254,82,150,127,103,81,128,0
W35000864,333,103,212,149,136,118,154,0
W35000865,342,109,215,154,130,111,164,4
W35000866,277,89,173,116,111,90,125,3
W35000867,401,129,247,188,161,138,201,1
W35000868,636,200,400,288,251,216,298,8
W35000869,297,120,162,111,90,72,112,8
W35000870,352,112,221,171,148,136,174,2
W35000871,294,70,191,193,185,175,197,4
W35000872,570,210,329,228,199,163,244,8
W35000873,306,84,196,161,147,130,167,3
W35000874,291,98,175,137,127,107,143,1
W35000875,254,94,148,108,91,75,111,0
W35000876,381,145,217,167,156,144,173,2
W35000877,293,90,184,162,150,130,166,5
W35000878,410,135,254,216,185,160,220,1
W35000879,226,87,128,98,96,76,109,0
W35000880,321,88,204,177,164,144,184,10
W35000881,256,83,158,135,125,107,137,0
W35000882,297,39,239,230,209,195,230,3
W35000883,414,49,341,332,312,289,336,1
W35000884,367,44,300,281,260,241,284,0
W35000885,649,114,482,459,433,400,467,10
W35000886,295,52,220,213,201,185,218,1
W35000887,415,138,249,232,205,187,236,3
W35000888,355,62,266,261,249,232,267,0
W35000889,339,41,266,279,271,253,281,3
W35000890,1660,832,618,501,438,392,522,161
W35000891,514,95,363,317,279,242,326,12
W35000892,280,82,177,149,135,121,156,9
W35000893,290,55,218,201,188,176,205,0
W35000894,364,103,236,213,201,185,221,7
W35000895,317,84,208,196,176,164,199,0
W35000896,376,98,245,217,202,191,224,5
W35000897,1145,267,797,712,658,603,728,23
W35000898,352,101,225,205,186,177,212,0
W35000899,382,62,283,274,250,230,277,5
W35000900,340,120,197,169,160,142,176,2
W35000901,359,110,238,200,199,170,213,1
W35000902,666,215,420,347,311,290,356,6
W35000903,259,106,135,116,107,97,125,3
W35000904,288,87,179,149,139,117,156,0
W35000905,219,74,135,104,107,88,115,3
W35000906,406,107,271,216,201,174,224,15
W35000907,337,96,222,191,170,140,193,0
W35000908,407,100,282,249,230,205,256,2
W35000909,742,163,543,485,469,431,501,3
W35000910,418,73,316,302,284,270,305,0
W35000911,255,78,161,140,127,112,148,0
W35000912,297,43,228,228,214,203,230,0
W35000913,300,62,212,193,186,166,201,4
W35000914,274,69,195,175,158,150,177,0
W35000915,398,64,301,296,286,265,301,5
W35000916,238,24,197,200,183,180,201,1
W35000917,429,46,356,343,340,312,357,5
W35000918,347,92,233,220,200,189,222,5
W35000919,281,68,200,182,165,159,183,0
W35000920,433,91,309,295,270,244,300,2
W35000921,981,260,648,612,563,531,620,12
W35000922,701,195,458,411,390,361,423,9
W35000923,944,181,689,633,602,558,644,11
W35000924,335,75,239,222,210,198,225,4
W35000925,486,133,323,297,274,256,304,5
W35000926,401,95,277,273,253,242,275,6
W35000927,289,47,227,227,217,202,231,0
W35000928,339,31,285,281,259,245,281,0
W35000929,448,57,361,363,347,332,366,1
W35000930,234,22,197,198,195,186,199,2
W35000931,362,34,306,310,290,275,312,0
W35000932,287,21,256,244,235,221,246,0
W35000933,395,54,323,305,298,283,309,3
W35000934,354,43,294,289,275,266,290,3
W35000935,324,69,232,232,218,210,233,2
W35000936,552,67,445,444,416,396,446,2
W35000937,272,46,207,205,194,184,207,5
W35000938,430,38,358,368,359,345,372,1
W35000939,241,25,195,208,201,197,208,0
W35000940,331,69,248,239,233,220,244,1
W35000941,404,76,300,300,286,276,304,1
W35000942,388,63,289,300,277,262,300,5
W35000943,433,39,352,376,357,334,378,1
W35000944,292,62,212,218,207,200,219,0
W35000945,320,52,248,245,229,216,246,0
W35000946,407,52,301,310,300,279,319,13
W35000947,846,159,592,578,555,527,591,35
W35000948,447,77,335,322,309,288,326,3
W35000949,245,47,180,179,170,159,180,0
W35000950,550,150,359,348,319,308,350,7
W35000951,246,78,156,124,120,103,129,3
W35000952,346,64,259,251,240,226,254,5
W35000953,328,74,225,223,204,188,228,0
W35000954,580,87,439,452,430,406,459,7
W35000955,293,37,241,238,234,224,242,3
W35000956,422,61,334,326,306,291,329,3
W35000957,332,43,267,270,260,253,270,1
W35000958,295,57,220,203,194,185,206,4
W35000959,354,81,252,236,215,201,237,1
W35000960,589,150,369,373,339,328,374,30
W35000961,252,30,198,217,209,203,218,0
W35000962,241,35,188,200,195,188,201,1
W35000963,462,85,325,309,292,277,313,23
W35000964,584,69,489,479,461,451,485,2
W35000965,375,53,298,305,293,279,305,0
W35000966,399,40,334,339,332,323,344,0
W35000967,447,44,365,380,367,349,385,0
W35000968,262,53,191,187,177,170,190,1
W35000969,260,93,145,132,112,102,132,9
W35000970,530,148,350,318,298,277,327,4
W35000971,256,25,211,218,211,202,218,1
W35000972,247,82,148,128,120,110,132,5
W35000973,437,65,327,323,309,290,329,21
W35000974,236,67,155,154,148,143,155,0
W35000975,306,127,154,142,132,128,144,9
W35000976,290,44,233,228,217,206,230,2
W35000977,315,59,240,230,223,217,234,3
W35000978,303,87,185,176,170,161,181,4
W35000979,488,170,288,254,241,219,261,13
W35000980,275,70,194,185,175,166,187,3
W35000981,417,66,329,328,316,307,329,1
W35000982,232,88,122,120,113,109,122,8
W35000983,376,33,330,323,316,301,325,1
W35000984,327,43,253,260,241,228,264,6
W35000985,275,58,208,188,186,178,194,0
W35000986,446,160,259,245,231,212,256,0
W35000987,276,44,210,214,199,184,215,3
W35000988,289,39,236,235,220,207,237,0
W35000989,477,115,328,306,292,270,315,9
W35000990,314,68,234,219,208,198,223,1
W35000991,268,61,183,165,152,137,172,2
W35000992,322,153,152,121,112,93,131,4
W35000993,344,133,193,148,134,117,159,4
W35000994,232,83,131,126,111,106,126,6
W35000995,363,138,198,174,157,142,183,8
W35000996,258,103,144,128,121,111,134,1
W35000997,460,155,281,232,225,192,244,3
W35000998,655,269,344,277,257,223,294,14
W35000999,342,190,117,94,94,82,101,20
W35001000,254,136,110,87,84,78,91,4
W35001001,245,92,140,121,116,106,126,1
W35001002,259,120,127,96,94,80,102,3
W35001003,308,131,161,134,125,122,137,2
W35001004,682,411,244,161,171,139,186,4
W35001005,303,198,91,66,68,53,77,0
W35001006,493,348,131,78,77,58,89,4
W35001007,405,260,133,81,88,65,95,2
W35001008,330,247,70,41,40,29,49,5
W35001009,261,183,71,40,39,31,46,1
W35001010,505,294,200,132,122,101,144,0
W35001011,319,169,142,103,93,79,112,0
W35001012,268,180,81,51,48,38,56,3
W35001013,291,182,94,53,46,40,56,3
W35001014,521,275,220,160,135,110,166,3
W35001015,496,278,189,135,132,109,153,4
W35001016,471,230,212,185,171,152,198,4
W35001017,427,263,146,96,84,74,103,2
W35001018,516,344,153,104,103,83,116,1
W35001019,424,293,117,79,73,63,89,1
W35001020,1291,736,505,363,335,279,390,20
W35001021,390,282,93,60,55,48,69,1
W35001022,604,498,91,61,54,45,65,10
W35001023,417,324,79,47,45,38,54,5
W35001024,592,473,90,63,64,50,78,8
W35001025,280,222,50,31,24,22,32,5
W35001026,278,191,75,57,47,44,60,2
W35001027,428,281,125,75,83,55,99,9
W35001028,497,308,173,112,117,89,127,6
W35001029,248,161,81,51,49,38,57,3
W35001030,272,134,124,83,73,55,91,1
W35001031,420,262,138,95,90,75,106,3
W35001032,479,310,148,91,98,79,106,5
W35001033,394,256,123,78,73,58,90,0
W35001034,389,257,114,80,77,63,89,7
W35001035,303,171,77,60,58,49,67,45
W35001036,380,213,145,104,102,84,115,9
W35001037,444,298,134,79,78,67,89,6
W35001038,285,189,82,56,52,41,63,2
W35001039,266,174,81,55,49,44,58,4
W35001040,305,172,124,102,96,88,103,2
W35001041,273,180,83,58,51,41,63,4
W35001042,465,275,175,121,108,92,131,1
W35001043,291,195,80,52,56,42,64,4
W35001044,370,251,98,51,54,38,63,12
W35001045,359,188,153,124,108,88,132,7
W35001046,331,173,139,107,100,83,119,5
W35001047,255,168,77,56,54,46,62,3
W35001048,506,327,159,98,98,84,109,5
W35001049,797,568,202,104,122,90,137,4
W35001050,330,225,94,57,52,43,64,3
W35001051,409,310,82,46,44,37,53,6
W35001052,398,248,138,94,87,68,104,1
W35001053,324,200,112,77,72,61,85,0
W35001054,320,158,145,112,99,87,118,5
W35001055,666,402,221,149,140,112,165,14
W35001056,293,154,129,94,81,71,100,1
W35001057,605,295,290,194,167,147,205,5
W35001058,682,411,245,168,155,120,185,5
W35001059,275,111,150,130,124,109,138,0
W35001060,228,94,125,99,95,84,106,2
W35001061,406,199,193,139,125,102,148,3
W35001062,409,210,183,133,126,110,144,1
W35001063,259,95,153,125,115,104,133,0
W35001064,384,218,147,100,88,72,111,7
W35001065,990,316,620,493,446,387,513,11
W35001066,386,135,226,221,204,188,230,0
W35001067,349,55,268,272,261,255,273,0
W35001068,392,98,260,251,248,234,258,3
W35001069,339,127,191,180,169,155,183,0
W35001070,476,85,352,348,343,320,357,6
W35001071,478,160,290,273,251,235,277,1
W35001072,342,81,240,203,195,174,216,2
W35001073,238,70,151,141,140,121,145,2
W35001074,521,218,271,212,209,173,230,7
W35001075,654,175,443,378,356,326,394,1
W35001076,237,58,157,163,151,141,166,0
W35001077,320,135,160,130,129,118,135,12
W35001078,431,132,269,226,210,197,233,5
W35001079,337,140,174,141,123,105,146,2
W35001080,519,423,77,45,45,37,53,9
W35001081,225,147,67,49,44,31,59,0
W35001082,559,389,137,80,87,60,96,19
W35001083,276,221,52,25,25,14,29,1
W35001084,340,262,51,38,33,27,43,16
W35001085,321,238,72,49,49,40,55,5
W35001086,418,316,75,53,53,45,61,15
W35001087,863,600,236,171,173,146,193,5
W35001088,260,201,48,36,32,24,39,2
W35001089,443,353,71,42,47,31,55,6
W35001090,687,433,214,142,128,102,159,20
W35001091,517,414,79,52,49,37,60,10
W35001092,267,192,62,35,39,30,45,2
W35001093,227,198,25,13,11,8,14,3
W35001094,271,201,59,36,41,27,47,2
W35001095,244,189,45,33,33,28,37,4
W35001096,580,447,118,69,70,53,84,7
W35001097,382,289,77,44,45,36,52,10
W35001098,358,263,72,44,39,33,50,12
W35001099,282,169,98,83,77,69,85,6
W35001100,344,260,73,45,45,37,54,6
W35001101,376,251,112,80,69,59,90,0
W35001102,366,269,81,47,56,38,59,3
W35001103,693,477,146,92,87,65,103,55
W35001104,345,239,88,58,52,39,63,7
W35001105,348,230,86,65,59,45,71,19
W35001106,266,195,63,46,40,34,49,1
W35001107,3417,2208,977,643,637,498,735,129
W35001108,444,290,127,96,95,81,113,4
W35001109,402,239,133,92,98,80,107,15
W35001110,250,138,101,69,63,52,74,1
W35001111,538,326,158,119,117,98,131,37
W35001112,905,634,213,133,130,110,148,37
W35001113,682,350,281,229,234,199,249,19
W35001114,622,301,277,194,181,155,209,14
W35001115,634,320,270,164,172,140,188,25
W35001116,295,117,164,128,131,114,138,1
W35001117,661,296,330,242,232,190,262,8
W35001118,290,85,179,187,179,164,189,6
W35001119,333,139,181,150,138,127,154,2
W35001120,372,152,203,146,145,124,159,7
W35001121,622,292,293,206,192,152,232,3
W35001122,259,134,117,88,81,68,94,4
W35001123,225,86,122,106,96,89,107,9
W35001124,374,210,129,90,91,80,97,25
W35001125,485,293,165,110,101,80,118,10
W35001126,345,232,62,43,34,30,46,44
W35001127,332,176,137,101,90,78,107,2
W35001128,302,125,160,104,97,90,108,7
W35001129,346,161,162,120,106,90,126,11
W35001130,558,197,317,268,256,229,288,10
W35001131,321,127,174,157,144,129,163,0
W35001132,357,122,208,187,185,168,195,3
W35001133,286,98,156,134,112,94,141,14
W35001134,405,142,226,220,212,196,225,9
W35001135,441,147,260,226,198,164,230,14
W35001136,279,201,62,39,40,29,43,8
W35001137,395,232,141,90,93,76,101,15
W35001138,531,336,149,87,86,65,103,33
W35001139,281,94,165,146,135,124,148,6
W35001140,341,218,95,75,72,55,82,13
W35001141,751,274,411,383,343,308,390,17
W35001142,328,209,109,73,67,55,76,2
W35001143,366,234,120,82,66,57,87,5
W35001144,635,430,129,81,86,68,97,58
W35001145,295,209,77,53,46,40,59,3
W35001146,280,220,44,29,30,24,37,8
W35001147,347,231,90,66,75,62,77,13
W35001148,404,286,87,59,59,43,68,18
W35001149,432,280,69,46,50,37,59,73
W35001150,593,461,93,67,71,49,84,22
W35001151,490,332,131,78,79,65,92,13
W35001152,747,526,136,91,96,69,111,62
W35001153,542,411,63,41,43,35,52,59
W35001154,405,250,110,85,80,64,94,26
W35001155,243,169,34,20,23,16,27,35
W35001156,314,217,88,69,61,59,72,2
W35001157,435,322,74,54,61,50,66,32
W35001158,307,226,47,31,37,28,39,24
W35001159,2542,1894,277,173,174,142,207,339
W35001160,782,581,117,77,75,60,90,64
W35001161,427,318,72,48,54,37,60,19
W35001162,401,325,54,30,35,26,41,12
W35001163,258,209,34,24,21,12,30,6
W35001164,329,234,78,46,46,35,54,9
W35001165,546,346,152,109,106,89,123,31
W35001166,338,232,81,55,54,41,63,18
W35001167,255,182,59,40,38,26,48,3
W35001168,349,218,110,75,67,59,82,10
W35001169,388,271,88,52,60,42,66,15
W35001170,316,242,55,34,38,27,43,10
W35001171,355,256,34,26,27,22,32,54
W35001172,851,642,123,89,94,75,107,63
W35001173,507,428,58,42,42,38,50,12
W35001174,334,250,53,37,36,31,44,24
W35001175,259,206,30,16,16,9,22,18
W35001176,250,189,26,19,24,15,24,27
W35001177,625,263,31,24,21,15,25,328
W35001178,412,276,48,32,36,24,45,75
W35001179,324,240,24,14,17,10,20,54
W35001180,352,276,43,31,31,19,42,16
W35001181,250,188,35,27,28,22,34,15
W35001182,531,443,64,49,48,36,56,13
W35001183,269,208,29,14,15,12,17,29
W35001184,327,252,34,32,30,26,37,27
W35001185,502,359,63,53,51,40,65,63
W35001186,939,680,128,85,79,59,99,110
W35001187,511,361,99,76,76,56,91,26
W35001188,845,606,141,93,88,76,106,86
W35001189,654,348,44,27,28,21,33,257
W35001190,298,219,35,27,25,19,31,35
W35001191,482,312,80,57,59,39,67,81
W35001192,374,314,41,22,19,15,23,17
W35001193,429,322,56,42,47,38,50,41
W35001194,401,318,49,34,35,25,42,24
W35001195,338,262,54,34,39,26,44,14
W35001196,302,218,56,41,45,37,51,19
W35001197,420,311,88,60,59,48,68,8
W35001198,419,339,59,38,38,27,49,9
W35001199,337,292,21,15,14,12,18,22
W35001200,421,276,48,40,35,26,44,90
W35001201,369,299,24,23,18,16,25,37
W35001202,292,183,30,21,22,17,25,76
W35001203,289,213,56,43,49,35,53,12
W35001204,389,258,106,86,76,66,92,13
W35001205,716,413,226,192,191,172,208,52
W35001206,604,414,133,91,86,71,106,38
W35001207,319,235,50,35,33,26,41,24
W35001208,253,139,51,39,34,30,43,56
W35001209,346,250,69,40,43,30,47,20
W35001210,362,235,88,69,77,60,81,28
W35001211,491,390,69,38,43,29,51,22
W35001212,872,541,69,41,42,29,54,249
W35001213,393,327,42,20,31,17,35,12
W35001214,415,306,57,37,41,27,47,41
W35001215,543,418,91,54,58,47,65,22
W35001216,368,273,60,33,46,22,49,27
W35001217,330,250,30,21,21,17,25,45
W35001218,293,209,39,27,24,20,32,39
W35001219,287,223,55,37,34,31,39,5
W35001220,478,369,95,59,56,46,67,3
W35001221,248,173,47,49,40,36,50,18
W35001222,347,219,112,84,77,66,91,3
W35001223,289,214,50,29,29,22,36,16
W35001224,292,211,41,24,22,16,28,33
W35001225,396,281,71,43,51,30,55,34
W35001226,506,361,101,67,69,56,82,28
W35001227,353,286,50,30,34,26,38,9
W35001228,361,297,42,20,22,14,28,18
W35001229,1033,779,121,71,76,57,89,112
W35001230,387,283,67,38,43,31,50,26
W35001231,456,380,54,39,37,28,47,10
W35001232,309,232,44,38,39,26,47,19
W35001233,311,242,48,29,28,19,35,16
W35001234,310,251,40,25,19,18,30,11
W35001235,513,414,75,40,47,32,50,15
W35001236,288,217,63,33,38,27,44,1
W35001237,589,438,100,64,67,45,81,25
W35001238,462,307,111,80,86,76,97,22
W35001239,412,283,79,38,49,38,56,39
W35001240,491,393,72,50,53,42,61,15
W35001241,372,289,54,38,35,25,42,21
W35001242,534,400,98,52,52,38,60,26
W35001243,352,293,47,23,27,22,28,9
W35001244,508,420,64,50,50,40,61,11
W35001245,485,301,154,136,128,118,140,17
W35001246,397,326,54,32,33,27,37,13
W35001247,407,325,52,34,41,32,46,18
W35001248,780,498,125,79,78,56,93,138
W35001249,349,249,71,50,54,37,61,16
W35001250,604,426,95,57,66,49,74,68
W35001251,442,326,84,60,59,53,66,18
W35001252,718,525,121,83,81,61,96,46
W35001253,788,607,92,53,60,41,70,70
W35001254,277,223,41,24,27,23,30,8
W35001255,338,221,91,64,61,55,67,22
W35001256,800,640,106,73,70,54,83,43
W35001257,286,197,74,46,44,36,51,7
W35001258,841,615,148,101,102,76,119,56
W35001259,393,297,59,34,35,25,44,29
W35001260,332,242,54,27,26,17,31,31
W35001261,310,216,80,35,33,27,41,10
W35001262,257,158,62,36,42,35,44,32
W35001263,323,237,61,32,41,26,47,14
W35001264,301,198,83,60,56,42,72,8
W35001265,245,130,100,65,65,53,74,8
W35001266,290,183,88,49,51,38,64,9
W35001267,353,284,42,21,24,15,28,19
W35001268,308,238,45,19,23,14,28,19
W35001269,811,619,77,35,41,27,48,102
W35001270,223,157,44,28,35,25,38,14
W35001271,312,204,70,44,48,32,54,28
W35001272,336,259,51,28,30,26,33,22
W35001273,272,191,55,33,38,28,41,22
W35001274,606,449,114,59,66,46,79,28
W35001275,306,215,72,39,45,35,48,11
W35001276,294,221,57,27,31,23,35,8
W35001277,234,136,12,7,9,6,9,85
W35001278,248,183,34,25,23,17,31,26
W35001279,312,247,28,17,20,15,22,31
W35001280,409,249,22,14,15,10,15,134
W35001281,764,584,83,38,45,33,50,88
W35001282,389,273,48,30,35,25,37,63
W35001283,285,174,77,56,47,36,60,27
W35001284,337,239,65,37,44,36,45,26
W35001285,415,291,38,27,20,16,30,77
W35001286,243,129,36,26,28,23,31,73
W35001287,299,144,128,98,90,84,103,11
W35001288,371,242,107,72,73,58,82,13
W35001289,227,114,76,57,60,49,64,25
W35001290,365,150,139,111,110,99,118,62
W35001291,494,263,111,68,72,53,86,101
W35001292,634,291,246,205,204,174,224,59
W35001293,293,178,81,58,54,47,66,16
W35001294,334,112,175,154,151,135,164,23
W35001295,348,137,185,168,160,141,175,3
W35001296,335,179,129,116,107,100,120,7
W35001297,282,203,29,16,17,13,18,48
W35001298,289,184,31,18,20,13,24,71
W35001299,273,210,51,34,30,27,37,6
W35001300,361,287,44,26,22,17,29,23
W35001301,318,239,66,29,33,25,38,7
W35001302,374,287,52,39,39,29,48,23
W35001303,234,167,44,28,31,24,33,21
W35001304,347,231,69,49,56,44,59,37
W35001305,266,179,56,36,33,26,39,25
W35001306,293,204,44,25,26,19,32,37
W35001307,349,148,177,163,156,138,171,10
W35001308,423,139,256,201,186,165,215,1
W35001309,285,85,177,173,165,154,181,1
W35001310,511,216,254,221,208,179,235,9
W35001311,258,81,158,154,152,146,157,2
W35001312,332,121,174,180,173,162,186,1
W35001313,462,333,84,67,65,53,80,29
W35001314,422,345,57,37,36,27,44,10
W35001315,290,215,39,19,25,23,27,33
W35001316,443,301,44,28,31,24,36,89
W35001317,264,214,30,12,15,9,20,12
W35001318,338,213,103,69,71,56,80,6
W35001319,291,148,129,99,95,83,108,2
W35001320,409,198,182,146,138,118,158,9
W35001321,320,142,164,119,119,113,124,9
W35001322,411,294,95,71,78,62,83,9
W35001323,339,243,81,58,55,47,66,5
W35001324,396,336,46,26,26,18,31,9
W35001325,279,220,21,15,16,10,20,33
W35001326,353,269,62,37,35,26,42,13
W35001327,346,284,49,30,27,23,33,7
W35001328,362,273,25,13,14,12,15,62
W35001329,371,268,81,59,58,47,64,12
W35001330,474,352,85,42,57,31,63,19
W35001331,360,254,81,57,59,51,65,12
W35001332,250,173,61,38,34,26,41,13
W35001333,550,414,105,72,62,50,82,13
W35001334,476,329,117,74,72,58,86,16
W35001335,561,393,137,81,93,64,108,7
W35001336,235,168,59,30,30,25,35,1
W35001337,461,272,162,113,107,82,130,6
W35001338,501,345,131,88,90,74,106,8
W35001339,235,171,49,30,28,21,38,2
W35001340,551,445,93,52,55,37,64,5
W35001341,351,274,23,22,21,16,25,45
W35001342,447,350,19,19,21,14,23,69
W35001343,301,249,19,15,20,11,22,28
W35001344,378,261,13,9,8,7,13,99
W35001345,320,225,13,12,14,11,16,75
W35001346,455,406,39,28,26,19,31,4
W35001347,348,309,18,8,9,6,11,20
W35001348,382,298,29,14,17,14,19,52
W35001349,637,441,43,28,30,22,37,145
W35001350,397,341,21,11,11,8,14,30
W35001351,456,355,83,55,58,45,67,5
W35001352,291,239,41,28,37,27,38,1
W35001353,278,240,32,19,18,12,24,2
W35001354,336,286,38,30,30,23,35,4
W35001355,318,259,45,27,32,24,33,4
W35001356,275,238,27,14,18,13,20,5
W35001357,287,248,24,15,20,10,24,2
W35001358,256,195,43,28,28,22,31,15
W35001359,245,205,30,26,22,18,29,4
W35001360,595,481,90,58,63,49,67,16
W35001361,450,361,59,35,39,28,48,18
W35001362,589,473,87,61,66,50,76,11
W35001363,273,195,57,50,54,43,60,6
W35001364,363,282,66,44,49,33,55,1
W35001365,365,275,75,49,48,40,59,4
W35001366,273,234,28,14,16,13,17,6
W35001367,336,232,76,53,52,45,60,14
W35001368,232,183,36,21,23,19,27,4
W35001369,346,262,71,43,43,34,49,7
W35001370,320,277,34,18,23,14,26,2
W35001371,685,478,62,43,45,32,52,135
W35001372,373,320,31,18,25,16,30,12
W35001373,458,293,43,35,39,30,43,110
W35001374,227,178,28,11,22,7,23,14
W35001375,536,398,37,22,27,18,30,93
W35001376,568,485,40,34,39,31,42,31
W35001377,754,589,116,77,89,71,100,26
W35001378,321,287,21,13,19,13,20,6
W35001379,446,362,62,41,43,34,47,10
W35001380,552,445,85,56,58,41,70,6
W35001381,1187,897,204,111,128,88,143,65
W35001382,445,354,75,44,48,34,56,2
W35001383,531,414,73,53,53,38,67,24
W35001384,379,337,25,11,18,8,20,11
W35001385,282,242,29,18,18,14,22,5
W35001386,372,296,47,30,40,29,43,14
W35001387,287,225,47,31,40,32,41,4
W35001388,466,400,38,24,38,24,39,11
W35001389,330,285,37,20,27,20,29,1
W35001390,343,286,23,13,15,8,19,24
W35001391,330,99,213,192,181,155,200,0
W35001392,321,167,129,92,88,74,103,11
W35001393,603,216,358,307,293,263,321,4
W35001394,378,138,218,191,186,161,201,6
W35001395,368,147,198,174,163,140,181,1
W35001396,696,331,330,247,240,205,270,7
W35001397,649,285,338,262,253,225,283,5
W35001398,373,163,194,173,156,142,177,3
W35001399,258,133,112,85,82,66,95,1
W35001400,330,141,169,153,140,123,159,2
W35001401,464,216,228,189,196,171,205,3
W35001402,338,124,185,147,140,121,157,2
W35001403,643,190,403,379,359,332,393,0
W35001404,427,178,224,182,176,151,195,4
W35001405,283,110,156,125,111,93,128,4
W35001406,268,110,147,109,91,83,113,1
W35001407,270,104,147,136,122,114,140,0
W35001408,356,97,238,213,201,188,217,1
W35001409,441,124,288,268,252,232,277,0
W35001410,288,102,166,152,138,128,153,0
W35001411,349,108,217,206,202,175,212,0
W35001412,237,82,141,131,120,104,135,0
W35001413,360,104,231,190,188,156,199,3
W35001414,349,129,194,176,171,153,184,3
W35001415,312,89,206,191,188,164,198,0
W35001416,297,101,177,174,170,159,181,0
W35001417,412,200,181,137,126,108,146,14
W35001418,393,161,204,190,177,160,193,2
W35001419,276,105,155,138,132,114,143,2
W35001420,335,116,196,185,170,154,188,0
W35001421,540,179,326,295,278,258,303,1
W35001422,323,92,206,200,193,178,202,0
W35001423,401,75,297,280,273,257,291,1
W35001424,490,127,334,307,294,274,313,2
W35001425,320,131,166,153,147,133,157,1
W35001426,268,77,174,170,164,149,173,0
W35001427,234,84,133,126,116,105,130,1
W35001428,572,236,295,269,262,230,289,3
W35001429,294,118,163,151,143,128,155,1
W35001430,418,157,227,206,196,169,220,0
W35001431,360,137,202,168,148,132,174,0
W35001432,623,193,385,321,285,248,337,5
W35001433,425,131,260,242,227,205,247,4
W35001434,530,215,298,225,199,175,234,1
W35001435,610,205,364,322,298,261,336,2
W35001436,305,101,184,173,147,132,177,1
W35001437,303,135,150,150,138,131,151,0
W35001438,242,70,159,144,134,120,148,0
W35001439,486,183,280,229,218,196,239,3
W35001440,488,137,325,308,299,284,317,0
W35001441,270,70,185,165,148,140,167,0
W35001442,237,79,144,130,127,109,133,2
W35001443,310,105,190,175,165,159,179,3
W35001444,228,80,142,129,123,111,130,0
W35001445,505,88,377,367,342,313,375,2
W35001446,458,167,259,254,234,209,264,1
W35001447,431,133,269,254,237,214,261,0
W35001448,336,115,199,174,163,145,179,2
W35001449,350,145,174,141,138,117,154,15
W35001450,383,126,230,218,197,178,226,1
W35001451,508,203,273,238,226,188,252,1
W35001452,281,124,133,125,104,95,129,2
W35001453,336,138,171,162,148,125,169,1
W35001454,482,246,200,166,143,121,179,7
W35001455,577,272,271,193,179,144,217,2
W35001456,398,213,162,119,103,77,125,9
W35001457,371,185,157,106,105,78,127,6
W35001458,478,249,209,134,139,112,154,1
W35001459,482,225,239,160,162,131,181,1
W35001460,235,143,84,43,39,34,48,0
W35001461,484,259,194,149,132,106,159,8
W35001462,325,165,136,102,92,74,110,1
W35001463,321,152,148,127,110,86,136,2
W35001464,263,145,101,75,70,51,84,6
W35001465,1042,673,187,117,114,83,135,169
W35001466,269,139,117,72,69,51,84,1
W35001467,384,154,217,184,168,147,189,0
W35001468,362,268,82,54,54,40,62,0
W35001469,275,191,74,48,42,35,52,1
W35001470,349,196,132,97,91,75,104,1
W35001471,333,158,156,140,122,111,144,1
W35001472,316,226,80,62,59,51,69,2
W35001473,209,162,42,33,30,23,37,1
W35001474,497,368,109,89,76,60,100,0
W35001475,325,276,39,27,29,22,36,0
W35001476,305,248,50,29,26,21,32,1
W35001477,327,269,49,31,30,22,37,1
W35001478,295,245,41,30,29,18,35,0
W35001479,491,374,100,69,64,47,76,3
W35001480,527,433,83,57,49,41,64,2
W35001481,648,468,164,130,122,99,147,1
W35001482,283,193,84,48,45,33,56,1
W35001483,588,387,167,135,141,111,153,13
W35001484,446,319,113,86,82,66,96,3
W35001485,388,305,71,48,47,37,53,2
