GeographyCode,WP201EW0001,WP201EW0002,WP201EW0003,WP201EW0004,WP201EW0005,WP201EW0006,WP201EW0007,WP201EW0008,WP201EW0009,WP201EW0010,WP201EW0011,WP201EW0012,WP201EW0013,WP201EW0014,WP201EW0015,WP201EW0016,WP201EW0017,WP201EW0018,WP201EW0019
E33023259,345,211,4,0,7,4,2,1,1,24,10,7,3,4,12,44,9,0,2
E33023260,462,328,16,1,12,3,2,4,4,23,12,3,2,14,12,22,0,0,4
E33023261,279,140,5,0,25,8,1,2,0,28,19,1,4,7,10,20,6,0,3
E33023262,322,198,6,0,14,10,0,0,3,17,4,2,4,8,10,23,10,5,8
E33023263,510,304,11,0,32,11,4,1,2,45,29,3,2,8,10,39,7,0,2
E33023264,474,354,7,0,12,4,0,3,3,31,13,0,1,7,3,25,6,1,4
E33023265,247,177,4,0,10,5,0,2,2,22,9,0,2,3,1,3,2,1,4
E33023266,264,96,1,0,5,3,0,2,1,14,80,16,1,11,14,5,9,3,3
E33023267,466,304,7,0,13,12,1,2,0,19,28,12,0,7,21,32,4,2,2
E33023268,311,44,8,1,10,3,2,4,0,21,144,15,2,12,18,9,5,7,6
E33023269,414,170,6,0,7,8,3,2,3,17,103,20,2,14,8,23,11,9,8
E33023270,306,183,13,0,10,3,0,2,2,15,31,7,0,6,11,14,5,4,0
E33023271,371,69,7,0,4,0,0,4,1,22,185,23,1,20,10,9,9,4,3
E33023272,614,238,11,0,14,6,1,5,6,34,190,31,0,26,12,26,8,3,3
E33023273,325,170,6,1,5,2,0,0,0,24,76,16,2,11,3,2,2,3,2
E33023274,385,78,6,1,9,2,2,4,1,60,156,7,0,22,7,8,10,0,12
E33023275,301,135,10,0,17,1,0,3,1,31,83,3,0,11,1,3,0,0,2
E33023276,378,167,7,1,11,4,0,0,0,34,107,8,0,11,4,8,8,6,2
E33023277,252,74,3,1,5,0,0,0,1,31,91,6,2,16,3,6,3,6,4
E33023278,304,111,4,0,22,1,0,3,0,32,92,2,0,11,6,8,0,1,11
E33023279,310,70,7,0,5,3,1,2,1,30,118,7,2,14,19,14,5,6,6
E33023280,284,45,4,0,8,0,0,1,0,31,138,10,0,30,4,6,3,2,2
E33023281,1502,1296,6,4,104,5,3,4,5,20,15,1,6,10,10,6,0,4,3
E33023282,488,432,1,0,18,2,0,0,0,8,14,0,2,6,0,4,0,1,0
E33023283,472,404,1,1,16,1,1,0,1,10,4,2,6,2,9,3,0,6,5
E33023284,422,347,3,0,19,4,0,0,3,10,16,3,2,6,5,3,1,0,0
E33023285,470,399,3,0,23,3,2,2,0,21,5,1,0,5,2,4,0,0,0
E33023286,555,432,7,0,28,6,0,3,2,25,36,0,1,9,3,1,1,0,1
E33023287,671,597,5,0,19,3,1,5,0,11,18,0,1,4,2,4,1,0,0
E33023288,246,210,1,2,14,2,0,0,1,4,4,1,0,3,0,4,0,0,0
E33023289,384,305,1,1,41,2,0,3,1,9,9,0,2,4,3,2,1,0,0
E33023290,517,426,2,1,20,3,4,2,3,14,20,1,8,6,0,3,1,0,3
E33023291,338,279,3,0,30,1,3,3,0,6,2,0,1,6,0,0,1,1,2
E33023292,602,531,2,0,30,5,1,2,4,8,5,0,1,5,3,3,0,0,2
E33023293,461,370,0,0,57,3,0,1,1,10,8,0,0,5,2,3,0,1,0
E33023294,365,290,2,0,22,3,0,0,2,16,5,0,6,5,10,1,1,1,1
E33023295,480,371,2,1,61,1,2,0,2,7,10,0,2,4,11,3,0,3,0
E33023296,1932,1501,15,1,128,10,4,12,13,48,58,14,18,23,33,31,8,5,10
E33023297,389,331,1,0,29,0,0,0,1,9,6,0,1,4,0,3,3,0,1
E33023298,639,364,2,5,220,0,2,0,15,2,7,0,1,10,5,0,5,1,0
E33023299,283,226,2,0,14,1,0,0,0,11,11,0,1,10,4,1,0,0,2
E33023300,596,474,3,1,40,5,5,4,3,18,24,0,2,7,4,3,3,0,0
E33023301,315,255,0,0,25,0,0,2,8,9,9,0,1,2,0,1,0,1,2
E33023302,1526,1268,21,1,55,8,9,7,4,46,52,0,3,23,12,9,4,2,2
E33023303,345,296,1,0,23,2,1,1,1,4,4,0,1,2,3,2,3,0,1
E33023304,309,253,2,0,37,0,0,0,1,3,4,0,0,5,2,1,1,0,0
E33023305,2288,1899,15,1,234,9,10,1,6,31,26,0,9,15,6,8,5,4,9
E33023306,513,457,6,0,34,5,0,0,0,1,2,0,1,1,1,3,1,0,1
E33023307,310,266,1,0,14,0,0,0,2,4,12,1,2,4,0,1,2,0,1
E33023308,338,297,1,2,20,1,2,2,1,0,6,0,0,2,0,2,1,1,0
E33023309,670,566,1,0,51,3,0,3,4,17,15,0,2,2,2,2,1,0,1
E33023310,310,269,0,0,25,1,0,2,1,1,4,2,1,4,0,0,0,0,0
E33023311,676,544,1,1,77,5,3,8,4,18,2,0,1,3,2,4,3,0,0
E33023312,772,689,7,1,51,0,1,1,1,2,7,0,1,6,0,2,2,1,0
E33023313,342,304,0,0,30,0,1,0,0,2,0,1,0,2,0,0,0,0,2
E33023314,266,211,3,0,18,4,0,1,1,2,14,0,4,5,0,2,0,1,0
E33023315,690,610,4,1,26,2,0,1,0,13,21,0,1,2,4,0,1,0,4
E33023316,450,369,3,1,31,1,0,1,0,12,12,0,0,12,3,5,0,0,0
E33023317,291,266,0,0,15,0,0,1,1,0,2,0,1,4,0,0,1,0,0
E33023318,430,364,1,0,36,1,2,0,0,5,7,0,1,2,8,1,0,2,0
E33023319,652,549,2,2,61,5,3,0,1,3,4,0,2,3,5,8,3,0,1
E33023320,258,242,2,0,5,1,0,1,1,2,1,0,0,1,1,1,0,0,0
E33023321,628,514,6,0,48,3,0,3,1,6,4,0,5,16,12,5,2,0,3
E33023322,703,623,5,0,29,4,1,1,3,11,7,1,3,3,4,4,1,2,1
E33023323,774,526,5,0,165,4,2,3,2,12,9,1,3,8,20,11,1,1,1
E33023324,1465,1263,12,0,64,9,0,6,11,36,26,1,4,5,17,6,1,2,2
E33023325,307,254,1,0,34,0,1,0,2,3,0,0,0,2,3,3,2,2,0
E33023326,378,301,2,0,44,1,0,3,1,12,5,1,3,0,3,1,0,1,0
E33023327,823,732,3,0,37,3,0,2,3,9,5,0,3,8,12,2,0,1,3
E33023328,581,395,3,0,155,3,0,3,1,3,9,0,1,3,4,0,0,0,1
E33023329,2363,2055,11,2,58,20,1,14,4,107,44,0,3,16,8,10,2,1,7
E33023330,493,444,2,0,30,2,0,1,2,2,0,0,1,3,0,0,2,1,3
E33023331,199,162,1,0,26,0,0,0,1,0,0,0,1,6,1,1,0,0,0
E33023332,665,591,2,0,30,1,5,3,1,7,14,0,0,4,4,2,1,0,0
E33023333,998,761,5,3,169,2,0,2,6,7,16,0,0,10,4,6,1,1,5
E33023334,1064,680,1,0,299,4,4,2,4,19,10,1,4,6,15,7,1,1,6
E33023335,1454,1275,13,0,58,4,0,4,2,30,22,1,4,15,8,10,1,1,6
E33023336,266,200,0,0,47,3,0,1,1,2,7,0,1,0,1,0,0,0,3
E33023337,442,393,3,1,13,3,3,0,0,0,15,0,2,4,1,3,0,0,1
E33023338,2360,1939,15,1,164,11,9,10,10,64,31,2,26,31,19,7,3,6,12
E33023339,642,581,1,1,25,5,0,3,4,5,4,0,0,4,0,5,2,0,2
E33023340,136,97,0,0,15,1,0,0,1,7,9,0,0,4,1,0,1,0,0
E33023341,4286,3220,42,1,268,21,13,11,14,233,77,5,33,134,115,43,12,19,25
E33023342,600,489,4,1,28,1,1,2,0,22,14,0,1,9,14,12,1,1,0
E33023343,250,199,7,0,11,1,1,0,2,7,6,0,1,2,7,2,0,2,2
E33023344,298,213,9,0,8,4,1,3,0,15,15,8,1,3,8,8,1,0,1
E33023345,510,319,10,0,31,5,0,4,10,25,11,13,1,12,28,31,6,2,2
E33023346,3162,1685,85,1,127,16,12,18,16,265,131,44,25,350,173,144,18,12,40
E33023347,467,334,22,1,18,2,1,1,2,24,17,2,2,2,6,24,6,0,3
E33023348,443,330,14,0,13,2,1,0,0,34,10,4,1,4,3,19,4,0,4
E33023349,331,237,18,0,9,3,0,1,1,18,11,2,5,3,8,11,3,0,1
E33023350,920,393,12,0,339,6,1,0,1,33,45,13,7,21,13,11,18,0,7
E33023351,317,199,2,0,16,1,0,1,1,16,41,7,3,17,1,8,2,0,2
E33023352,679,487,18,0,55,8,1,3,1,17,28,25,0,5,10,17,2,1,1
E33023353,145,117,12,0,4,3,2,0,0,0,0,1,0,0,3,2,1,0,0
E33023354,819,561,8,0,79,5,6,1,8,18,15,3,1,9,47,33,6,1,18
E33023355,820,539,34,0,16,5,2,3,2,40,28,8,2,41,37,36,19,4,4
E33023356,4055,2957,57,0,317,30,7,23,19,240,99,40,27,46,77,61,19,19,17
E33023357,1772,1402,36,0,87,8,2,8,9,93,22,5,13,28,12,32,8,1,6
E33023358,429,302,13,0,18,3,1,0,0,16,13,21,1,5,21,11,2,0,2
E33023359,1493,501,26,6,721,7,3,6,9,47,38,26,6,27,37,18,2,2,11
E33023360,321,204,7,0,20,3,0,0,0,14,23,7,4,8,9,16,5,0,1
E33023361,377,217,6,0,31,7,2,2,5,23,38,11,3,7,16,7,1,1,0
E33023362,1021,494,29,2,42,20,1,5,7,64,122,72,7,34,43,61,11,3,4
E33023363,895,593,26,0,31,6,0,5,3,42,46,32,0,13,33,49,12,1,3
E33023364,467,206,10,1,47,9,1,5,14,13,57,16,7,18,33,22,6,0,2
E33023365,201,100,2,0,27,2,0,1,0,17,20,11,3,3,8,4,2,0,1
E33023366,505,353,17,0,40,10,2,3,5,16,12,4,3,10,8,21,1,0,0
E33023367,418,258,6,0,13,0,4,3,0,35,41,10,4,7,12,20,4,1,0
E33023368,495,281,23,0,48,5,1,1,3,25,30,20,4,10,15,18,7,0,4
E33023369,392,239,8,0,27,9,2,2,10,18,18,8,6,7,8,23,2,4,1
E33023370,268,163,13,0,17,1,2,0,1,11,12,2,5,14,9,8,3,5,2
E33023371,296,169,9,0,18,4,0,2,0,26,20,13,1,13,6,10,4,0,1
E33023372,667,391,9,0,51,12,1,4,4,41,44,15,2,4,12,20,4,51,2
E33023373,251,161,2,0,28,0,0,2,1,13,9,2,2,9,10,5,4,2,1
E33023374,299,165,5,0,19,2,2,2,0,28,23,18,3,5,8,14,3,0,2
E33023375,395,238,13,0,15,11,3,2,5,31,33,13,0,5,4,11,1,2,8
E33023376,269,164,13,0,17,6,0,0,2,16,6,6,1,8,12,15,0,1,2
E33023377,415,217,12,0,18,10,0,3,2,31,42,32,1,11,10,16,7,1,2
E33023378,468,285,14,0,49,3,3,5,3,23,24,7,5,8,17,15,2,1,4
E33023379,200,122,4,0,14,2,0,1,0,6,22,4,1,3,2,17,2,0,0
E33023380,1163,670,23,0,115,11,4,8,9,55,77,10,46,24,45,33,9,9,15
E33023381,243,181,9,0,14,4,0,1,2,12,3,1,0,1,6,6,2,0,1
E33023382,303,215,10,0,3,5,0,1,1,14,15,8,0,6,12,11,2,0,0
E33023383,1567,1294,30,0,62,21,1,8,4,60,21,11,3,7,10,21,4,1,9
E33023384,482,274,8,0,20,4,3,1,5,27,22,20,10,10,43,18,10,4,3
E33023385,1131,942,23,0,45,4,6,2,7,41,9,3,6,6,8,19,5,1,4
E33023386,1081,810,16,0,139,8,0,8,8,19,17,17,0,8,9,12,5,2,3
E33023387,773,614,6,0,52,5,2,7,2,28,8,7,8,6,10,14,2,2,0
E33023388,1251,1043,22,2,103,6,2,2,7,17,9,5,2,8,7,12,1,0,3
E33023389,1365,1038,32,0,95,12,2,6,6,39,33,11,5,49,11,12,5,3,6
E33023390,275,216,6,0,10,1,1,0,2,16,2,0,0,6,2,5,2,1,5
E33023391,488,384,9,0,38,3,3,4,2,11,3,0,0,4,12,12,1,0,2
E33023392,1391,1030,30,1,145,16,0,9,9,35,40,16,3,17,12,14,11,1,2
E33023393,1113,645,24,0,189,11,4,3,2,54,38,23,8,32,33,38,4,2,3
E33023394,852,707,15,0,40,7,0,2,2,17,20,11,1,9,4,9,1,1,6
E33023395,953,842,7,2,40,6,0,2,1,11,11,3,3,12,4,4,1,0,4
E33023396,348,320,0,0,13,1,0,1,0,3,0,0,0,5,1,0,1,1,2
E33023397,1066,849,4,0,147,7,1,7,6,12,6,1,0,2,11,0,2,1,10
E33023398,446,394,1,0,14,2,1,2,2,2,0,2,12,5,3,5,0,0,1
E33023399,342,318,2,0,3,0,1,3,1,5,0,3,1,1,2,1,0,1,0
E33023400,476,433,1,0,10,2,0,2,1,8,3,1,12,2,1,0,0,0,0
E33023401,226,180,3,0,24,0,0,1,2,1,1,0,3,6,4,1,0,0,0
E33023402,536,461,4,0,19,3,3,2,0,7,5,0,8,7,9,3,3,0,2
E33023403,226,211,0,0,10,0,0,1,0,1,0,1,0,1,1,0,0,0,0
E33023404,201,171,0,0,8,0,0,0,1,7,0,3,3,1,6,0,0,0,1
E33023405,766,689,2,0,14,4,3,4,3,1,2,1,5,6,19,7,3,0,3
E33023406,266,235,0,0,13,0,1,1,1,0,4,2,3,2,3,0,0,0,1
E33023407,595,541,3,0,17,8,1,5,1,2,2,2,2,2,3,3,2,0,1
E33023408,296,253,2,1,9,3,0,1,2,6,1,2,2,7,5,1,0,0,1
E33023409,300,282,1,0,4,0,0,0,0,5,1,3,1,1,1,1,0,0,0
E33023410,242,212,3,0,7,4,0,1,1,2,2,0,0,4,5,0,0,0,1
E33023411,822,624,12,1,39,1,0,3,2,51,4,3,11,29,26,2,3,4,7
E33023412,316,280,2,0,4,1,0,2,1,4,2,2,3,0,13,1,0,0,1
E33023413,363,341,2,0,9,0,1,0,0,0,0,0,2,0,0,1,4,0,3
E33023414,2040,1920,4,1,28,10,3,16,1,3,5,8,3,6,18,2,6,3,3
E33023415,313,287,1,0,13,2,0,1,1,1,1,0,1,2,1,0,0,1,1
E33023416,307,288,0,0,2,3,0,2,2,0,0,1,0,2,3,3,0,0,1
E33023417,255,238,1,0,9,1,0,0,0,1,0,0,1,1,3,0,0,0,0
E33023418,1272,1149,2,1,38,4,0,8,7,9,2,1,2,26,7,7,1,3,5
E33023419,476,436,2,1,5,1,0,1,16,5,0,0,2,2,2,2,0,0,1
E33023420,455,415,2,0,22,1,0,0,1,5,1,0,1,0,1,5,0,1,0
E33023421,490,371,4,1,48,3,0,2,4,5,1,5,17,11,14,1,2,0,1
E33023422,367,323,1,0,17,4,0,0,1,9,3,1,0,4,2,1,0,1,0
E33023423,343,312,1,0,13,1,1,4,1,4,0,0,2,3,0,0,0,0,1
E33023424,991,817,10,1,39,2,0,3,5,31,4,8,5,19,36,4,0,2,5
E33023425,456,397,5,0,25,1,0,5,2,1,2,1,2,3,5,4,2,1,0
E33023426,587,555,4,0,7,2,0,1,1,1,1,1,0,3,5,3,3,0,0
E33023427,278,248,3,1,9,4,0,0,4,2,3,1,0,1,0,0,0,2,0
E33023428,566,518,4,0,13,3,0,3,0,5,2,2,2,4,8,0,1,0,1
E33023429,1395,1249,17,0,33,4,5,6,2,12,2,4,4,10,25,11,4,1,6
E33023430,419,382,9,0,5,1,1,2,0,7,0,0,1,0,9,2,0,0,0
E33023431,609,548,2,0,10,1,2,0,8,9,1,2,2,3,9,6,4,1,1
E33023432,512,461,6,2,18,2,0,0,3,1,2,0,2,4,6,2,0,2,1
E33023433,605,548,6,0,19,0,1,1,2,5,2,2,3,4,6,4,0,0,2
E33023434,304,261,4,0,14,1,0,1,0,5,0,0,3,3,11,1,0,0,0
E33023435,976,880,12,0,40,4,2,3,2,2,1,0,2,5,12,4,2,2,3
E33023436,225,216,1,0,4,0,0,0,1,1,0,0,0,0,2,0,0,0,0
E33023437,275,249,3,0,13,0,0,0,1,4,1,0,0,1,3,0,0,0,0
E33023438,1118,1031,8,1,35,3,1,5,3,5,2,0,2,5,14,1,0,0,2
E33023439,467,380,0,2,11,2,0,0,0,16,1,12,6,27,7,0,1,0,2
E33023440,678,575,2,0,10,5,2,3,5,12,2,6,3,11,21,12,4,0,5
E33023441,234,203,0,0,8,0,0,0,0,4,2,1,2,6,8,0,0,0,0
E33023442,285,216,1,0,20,2,2,1,1,14,4,2,0,4,11,1,0,0,6
E33023443,238,188,1,0,14,2,0,0,1,10,1,5,0,3,8,2,1,2,0
E33023444,1412,1212,5,1,45,1,1,6,5,11,2,6,6,9,63,18,12,0,9
E33023445,507,408,3,0,12,5,0,6,0,10,2,4,3,16,28,6,2,0,2
E33023446,656,531,4,0,33,5,4,6,2,14,6,4,2,6,25,5,2,0,7
E33023447,530,482,4,0,14,2,0,2,2,6,0,2,4,8,2,0,1,0,1
E33023448,255,223,2,0,20,1,0,0,0,3,2,0,0,3,1,0,0,0,0
E33023449,250,241,1,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0
E33023450,331,281,0,0,12,3,1,1,0,3,3,1,1,5,15,4,0,0,1
E33023451,536,495,2,1,20,1,0,1,0,5,0,0,1,1,5,2,1,0,1
E33023452,199,187,1,0,6,1,0,0,0,0,0,0,1,0,0,3,0,0,0
E33023453,257,231,1,1,8,1,1,2,1,0,0,0,1,1,7,2,0,0,0
E33023454,373,331,6,0,17,1,0,0,0,1,0,0,1,6,4,4,0,2,0
E33023455,229,208,0,0,9,2,0,0,0,2,0,0,0,2,2,4,0,0,0
E33023456,334,251,0,2,50,0,1,0,2,8,2,0,0,3,7,3,1,1,3
E33023457,580,511,7,0,26,2,0,1,2,6,1,0,4,10,5,2,1,0,2
E33023458,253,172,1,0,33,0,0,0,1,12,5,3,1,10,9,0,0,5,1
E33023459,299,250,4,0,19,1,0,1,0,7,1,4,1,1,3,2,0,0,5
E33023460,200,165,0,0,12,1,0,0,2,4,1,4,2,2,1,4,1,1,0
E33023461,1221,955,2,1,54,11,2,0,7,44,22,19,2,20,40,7,5,10,20
E33023462,534,455,1,1,38,4,1,1,1,10,3,2,0,7,5,2,0,1,2
E33023463,886,722,6,0,81,4,0,2,5,17,1,1,2,6,29,3,2,2,3
E33023464,463,370,1,0,37,1,0,3,1,9,3,3,7,8,13,6,0,1,0
E33023465,257,214,1,0,23,0,0,2,2,1,0,2,0,4,1,2,4,0,1
E33023466,1519,1149,8,1,266,7,3,4,3,15,6,3,1,12,18,13,1,2,7
E33023467,325,239,3,0,44,1,0,1,2,7,5,2,0,2,7,4,4,2,2
E33023468,513,358,3,0,79,0,1,2,1,20,7,1,3,13,11,10,2,1,1
E33023469,421,213,0,0,170,2,1,3,1,7,2,3,0,2,13,1,1,1,1
E33023470,714,620,7,0,52,0,0,1,2,7,3,0,0,1,7,7,2,1,4
E33023471,1551,1211,3,1,77,13,4,11,9,64,24,21,8,26,38,23,10,0,8
E33023472,1901,1506,7,2,105,17,2,15,5,68,16,23,12,21,61,18,13,2,8
E33023473,734,621,4,0,63,3,3,1,3,6,1,2,1,4,13,5,2,0,2
E33023474,3043,2391,20,0,153,31,5,11,12,120,35,38,14,45,89,34,12,14,19
E33023475,335,309,1,0,10,3,0,3,1,1,2,2,0,1,2,0,0,0,0
E33023476,550,478,6,0,23,1,0,0,1,14,6,3,4,1,5,6,0,1,1
E33023477,241,206,0,0,8,1,0,1,1,10,3,0,5,2,0,1,0,0,3
E33023478,261,231,2,0,10,3,0,1,1,5,0,1,5,2,0,0,0,0,0
E33023479,218,183,1,0,10,1,1,1,0,15,0,2,0,1,1,0,0,0,2
E33023480,1441,1284,20,2,74,8,1,4,4,18,3,0,1,6,4,10,0,0,2
E33023481,1395,660,5,0,395,9,4,6,8,65,37,19,17,54,84,12,2,4,14
E33023482,1731,1253,26,0,189,8,2,7,9,58,6,6,50,29,37,9,5,12,25
E33023483,502,444,6,0,19,0,0,2,2,14,0,1,1,3,4,3,1,0,2
E33023484,217,181,4,0,12,1,0,0,2,10,0,0,0,0,2,1,0,0,4
E33023485,585,490,6,0,29,7,2,1,2,19,9,5,0,2,6,4,0,0,3
E33023486,211,197,3,0,2,1,0,0,0,1,1,0,0,1,2,1,1,0,1
E33023487,272,262,4,0,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0
E33023488,257,230,3,0,10,0,1,0,1,5,0,3,1,2,0,1,0,0,0
E33023489,338,313,2,0,9,1,0,0,2,5,1,1,1,1,1,1,0,0,0
E33023490,558,492,3,1,33,1,0,2,0,4,1,2,3,2,3,7,1,1,2
E33023491,1502,1235,7,2,127,7,1,3,6,28,26,18,0,25,4,9,0,1,3
E33023492,1472,1371,12,0,28,4,0,7,7,10,0,7,3,11,3,5,0,4,0
E33023493,263,221,0,0,25,1,0,2,1,6,2,0,1,0,0,2,1,1,0
E33023494,753,568,9,0,54,5,0,6,1,40,15,1,10,10,12,13,3,3,3
E33023495,401,328,4,0,27,1,1,1,2,6,4,1,5,2,9,5,1,0,4
E33023496,363,300,4,0,11,2,1,3,1,16,7,1,0,1,4,9,3,0,0
E33023497,407,272,2,0,42,1,1,1,2,41,13,6,2,2,11,6,2,0,3
E33023498,253,186,0,0,10,3,0,2,5,17,7,11,1,6,5,0,0,0,0
E33023499,414,321,10,0,18,6,0,3,0,11,14,4,8,3,3,10,2,0,1
E33023500,2951,1933,53,1,191,9,4,16,18,300,43,19,23,129,96,54,14,22,26
E33023501,1768,1446,24,0,72,8,5,8,10,68,18,7,6,14,27,41,6,2,6
E33023502,300,226,4,0,22,3,0,1,2,21,4,2,0,6,2,6,0,0,1
E33023503,774,624,6,0,34,2,2,3,5,49,6,5,0,8,5,24,0,0,1
E33023504,215,148,2,0,25,0,2,1,2,12,7,3,0,4,6,2,1,0,0
E33023505,670,473,20,0,51,5,7,4,1,30,3,3,7,14,27,19,1,2,3
E33023506,285,216,5,0,29,1,3,2,2,16,1,2,0,2,2,2,1,1,0
E33023507,398,316,7,0,32,1,2,2,3,8,1,2,9,4,6,1,2,0,2
E33023508,298,270,6,0,12,1,1,0,0,2,2,0,3,0,1,0,0,0,0
E33023509,160,101,0,0,36,2,0,1,1,15,1,0,0,0,2,0,0,0,1
E33023510,528,347,3,0,58,8,1,4,2,59,8,5,0,5,3,20,2,0,3
E33023511,423,314,3,0,67,5,2,6,0,13,1,3,2,0,2,5,0,0,0
E33023512,232,133,1,0,32,2,3,1,1,18,7,9,5,9,4,4,1,0,2
E33023513,310,221,2,0,21,0,0,1,1,8,3,18,1,8,8,11,2,1,4
E33023514,273,201,2,3,15,2,0,1,1,12,6,11,0,3,9,6,0,0,1
E33023515,224,182,4,0,15,0,0,1,1,4,2,0,1,4,4,5,1,0,0
E33023516,283,190,4,0,47,2,1,1,0,4,1,1,2,8,8,10,2,1,1
E33023517,407,263,5,0,9,13,0,4,3,41,16,26,0,7,3,14,1,0,2
E33023518,456,256,7,0,41,6,0,6,0,40,20,21,6,21,18,3,1,3,7
E33023519,268,204,1,0,47,0,0,1,0,9,1,0,2,0,0,1,0,1,1
E33023520,238,190,1,0,18,5,0,0,1,6,3,6,2,4,2,0,0,0,0
E33023521,652,509,5,0,48,6,2,2,0,30,5,6,1,9,11,14,1,3,0
E33023522,743,616,4,0,30,4,0,2,3,29,11,3,9,11,3,8,4,1,5
E33023523,604,544,3,2,30,2,0,2,3,3,0,0,1,1,5,3,4,1,0
E33023524,348,298,3,0,13,3,0,1,0,16,2,1,0,3,5,2,1,0,0
E33023525,245,186,1,0,26,3,1,1,0,17,4,0,1,0,2,2,1,0,0
E33023526,404,321,7,0,25,1,0,0,0,19,1,3,0,5,8,11,0,1,2
E33023527,230,184,6,0,22,1,0,0,1,4,0,1,5,0,1,5,0,0,0
E33023528,1333,870,9,1,217,11,6,10,6,81,12,17,4,16,37,20,6,2,8
E33023529,395,321,2,0,26,5,0,1,1,16,1,1,4,6,2,4,3,0,2
E33023530,159,135,0,0,21,0,0,0,0,0,0,0,0,1,0,1,0,0,1
E33023531,378,281,4,0,64,0,0,0,0,15,1,0,0,3,2,6,1,0,1
E33023532,437,356,7,2,18,5,2,2,2,21,1,1,1,6,1,10,0,0,2
E33023533,578,499,5,0,26,5,0,1,1,12,4,0,4,5,6,9,0,0,1
E33023534,1358,1045,15,0,72,10,5,7,5,84,23,9,9,19,15,28,7,2,3
E33023535,123,85,1,0,17,2,0,1,0,13,0,0,1,1,0,1,1,0,0
E33023536,381,198,10,1,123,4,0,2,0,16,2,4,5,2,3,7,3,0,1
E33023537,1256,975,10,0,98,9,3,6,3,66,10,4,3,15,16,20,12,1,5
E33023538,689,528,6,0,55,19,5,7,2,30,3,3,2,5,11,7,4,1,1
E33023539,367,293,4,0,40,2,1,0,0,8,1,0,1,7,3,7,0,0,0
E33023540,396,357,2,1,17,3,1,0,4,2,1,0,1,4,2,0,0,0,1
E33023541,205,193,1,0,6,0,1,0,0,0,0,0,0,1,2,0,1,0,0
E33023542,251,227,1,0,13,0,0,1,2,2,0,0,2,1,0,1,0,0,1
E33023543,706,659,15,0,16,2,0,4,1,0,1,1,2,3,2,0,0,0,0
E33023544,494,416,3,0,18,1,5,2,5,2,2,0,1,1,32,4,1,0,1
E33023545,1023,802,12,0,110,2,1,3,6,29,5,3,18,12,3,7,3,5,2
E33023546,662,469,2,0,71,6,3,0,1,55,10,0,1,9,17,12,1,1,4
E33023547,357,310,4,0,21,3,0,1,1,8,0,0,1,1,2,4,1,0,0
E33023548,559,502,3,0,19,4,0,1,3,7,3,1,4,6,4,0,0,1,1
E33023549,358,318,5,0,16,1,0,1,1,5,0,3,3,1,1,1,0,1,1
E33023550,329,291,4,0,10,2,1,5,2,6,3,0,0,2,1,0,0,1,1
E33023551,387,354,2,0,9,2,0,3,0,5,1,2,1,3,2,3,0,0,0
E33023552,343,311,6,1,7,2,0,2,0,4,0,0,1,5,3,0,1,0,0
E33023553,474,437,5,0,13,2,0,1,0,5,2,0,1,4,2,0,0,0,2
E33023554,377,312,3,1,15,2,3,0,1,14,3,6,4,3,5,3,1,1,0
E33023555,340,296,4,1,12,2,1,2,1,5,3,4,4,1,1,1,1,1,0
E33023556,418,283,4,0,57,4,0,4,1,11,7,10,2,5,6,14,4,2,4
E33023557,221,183,1,0,18,1,1,0,2,1,0,1,1,1,9,2,0,0,0
E33023558,405,354,5,0,11,1,0,0,1,6,3,8,2,3,1,7,1,0,2
E33023559,219,189,2,0,9,0,0,1,0,4,3,1,1,2,2,1,2,1,1
E33023560,253,181,6,0,23,2,0,3,0,7,5,2,5,6,2,3,0,1,7
E33023561,250,201,4,0,6,0,0,0,1,6,4,7,2,7,5,4,1,2,0
E33023562,242,191,6,0,10,3,0,1,1,13,3,2,0,6,2,2,0,0,2
E33023563,355,270,4,0,12,6,0,2,0,18,11,5,4,4,9,2,5,1,2
E33023564,283,268,3,0,7,0,0,0,0,3,1,0,0,0,0,0,1,0,0
E33023565,296,262,6,0,9,0,1,0,0,2,2,0,1,2,6,3,0,1,1
E33023566,239,219,6,0,2,1,0,1,0,4,0,0,0,4,1,1,0,0,0
E33023567,787,660,11,0,61,5,2,4,0,8,7,6,0,10,4,8,1,0,0
E33023568,302,269,4,0,14,0,0,2,3,5,2,0,0,0,2,0,0,0,1
E33023569,225,195,1,0,18,1,0,0,0,1,2,0,3,1,0,0,3,0,0
E33023570,557,439,12,0,32,2,1,1,3,12,11,16,4,8,7,2,3,0,4
E33023571,487,381,8,0,21,2,0,1,1,9,10,8,0,4,14,17,8,2,1
E33023572,382,294,9,0,22,0,0,2,0,24,4,3,4,2,6,6,6,0,0
E33023573,675,544,13,0,44,2,1,2,2,33,9,1,1,5,8,6,3,1,0
E33023574,616,451,8,0,54,5,0,2,1,38,8,4,3,7,9,15,4,5,2
E33023575,402,283,3,0,35,3,3,4,2,10,20,10,0,6,8,11,3,0,1
E33023576,576,430,6,0,30,5,0,3,3,34,16,16,0,13,7,9,3,1,0
E33023577,230,174,6,0,8,0,0,1,0,4,5,1,0,1,18,9,3,0,0
E33023578,2122,1037,16,1,479,9,5,11,6,113,126,31,28,106,51,38,4,16,45
